timestep,avg_action_dist,obs,rewards,actions,original_rewards,logstd_action_dist,human_obs
0,[ 2.60587978  1.20102358],"[ 1.26308591  2.248298   -0.13505061 -3.45010619 -1.46057174  0.63271201
 -1.68773847 -0.28828731  2.08712907 -0.61136984  0.        ]",-12.6137,[ 2.31467369  1.00008836],-0.388630574981,[-0.96361279 -1.10075259],"[[ -3.78617782e-02  -9.55966465e-02  -1.68508936e-01   7.40891663e-02]
 [  2.14531049e-03   1.59828989e-04   0.00000000e+00   0.00000000e+00]]"
1,[ 2.40543818  0.89394605],"[ 1.26407419  2.26012377 -0.076934   -3.30199823 -1.46057101  0.63271187
 -1.56893991  0.69971989  2.09226506 -0.5351906   0.        ]",-12.7646,[ 2.81932669  1.31343707],-0.386682159697,[-0.96361279 -1.10075259],"[[  1.85583218e-03  -5.58810413e-02  -1.68508936e-01   7.40891663e-02]
 [  3.95645111e+00   3.95821493e+00   0.00000000e+00   0.00000000e+00]]"
2,[ 2.19133687  0.44015259],"[ 1.25415084  2.25865157  0.09537643 -2.86059133 -1.46057028  0.63271173
 -1.45249029  1.66817201  2.07854038 -0.30879242  0.        ]",-10.8249,[ 2.26205612  0.92415627],-0.378336398891,[-0.96361279 -1.10075259],"[[ 0.11987501  0.06220972 -0.16850894  0.07408917]
 [ 7.83257545  7.83793345  0.          0.        ]]"
3,[ 1.89431858 -0.08798158],"[ 1.196175    2.13986243  0.37330421 -2.15292125 -1.46056956  0.63271159
 -1.33833294  2.54247857  1.96474477  0.04204399  0.        ]",-7.48011,[ 2.14031059  0.28197417],-0.356647811602,[-0.96361279 -1.10075259],"[[  0.31465053   0.25411097  -0.16850894   0.07408917]
 [ 11.63240407  11.34050468   0.           0.        ]]"
4,[ 1.58332157 -0.4708041 ],"[ 1.03433447  1.80337585  0.72815175 -1.33343885 -1.46056883  0.63271145
 -1.22638455  2.76471029  1.66416143  0.41343651  0.        ]",-4.1471,[ 1.84610386 -0.66247885],-0.314072483004,[-0.96361279 -1.10075259],"[[  0.58468439   0.48985411  -0.16850894   0.07408917]
 [ 15.35870917  12.23080304   0.           0.        ]]"
5,[ 1.31706429 -0.42721951],"[ 0.70949992  1.32613451  1.09229173 -0.6674498  -1.46056811  0.63271131
 -1.11659166  2.0489763   1.18541314  0.64162403  0.        ]",-1.98688,[ 1.24495899 -0.91144206],-0.249872582222,[-0.96361279 -1.10075259],"[[  0.92852541   0.70570231  -0.16850894   0.07408917]
 [ 19.01326947   9.36350267   0.           0.        ]]"
6,[ 1.1816268  -0.14476159],"[ 0.19103357  0.91344301  1.34668988 -0.27129764 -1.46056738  0.63271117
 -1.0089606   1.10122074  0.63511709  0.62094775  0.        ]",-1.67566,[ 1.30681227 -0.11654104],-0.168965657101,[-0.96361279 -1.10075259],"[[  1.3447366    0.85487864  -0.16850894   0.07408917]
 [ 22.59587337   5.56669185   0.           0.        ]]"
7,[ 1.07983136 -0.34205252],"[-0.47595434  0.58612702  1.33432843 -0.02835977 -1.46056665  0.63271103
 -0.90349046  0.95774782  0.13297722  0.30715512  0.        ]",-1.62318,[ 0.99540256 -0.24491781],-0.0718864301034,[-0.96361279 -1.10075259],"[[  1.83187741   0.96044677  -0.16850894   0.07408917]
 [ 26.10655098   4.99192478   0.           0.        ]]"
8,[ 1.03277516 -0.51912886],"[-1.12785149  0.29023686  0.92144147  0.15018778 -1.46056593  0.63271089
 -0.80064563  0.69004953 -0.15012872 -0.28224471  0.        ]",-2.3798,[ 1.40509878 -0.10621377],-0.0390147568116,[-0.96361279 -1.10075259],"[[  2.38835536   1.04952656  -0.16850894   0.07408917]
 [ 29.5298441    3.91949679   0.           0.        ]]"
9,[ 0.96638614 -1.09176373],"[-1.49053675  0.03483124  0.10832417  0.27794984 -1.4605652   0.63271075
 -0.6992925   0.56453501 -0.04031151 -0.9779944   0.        ]",-1.96279,[ 1.41264242 -0.68899514],-0.153736814739,[-0.96361279 -1.10075259],"[[  3.01280088   1.12287299  -0.16850894   0.07408917]
 [ 32.90348546   3.41667242   0.           0.        ]]"
10,[ 0.80249834 -0.98978269],"[-1.28892772 -0.10923253 -0.86013447  0.34036543 -1.46056447  0.63271061
 -0.59993553 -0.13473852  0.48858739 -1.47521427  0.        ]",-1.43649,[ 0.79530234 -0.99993732],-0.256745094842,[-0.96361279 -1.10075259],"[[  3.70405394   1.16310101  -0.16850894   0.07408917]
 [ 36.2106833    0.61530661   0.           0.        ]]"
11,[ 0.76839226 -0.36470747],"[-0.47414319 -0.01009721 -1.49414181  0.29813121 -1.46056375  0.63271047
 -0.52689747 -1.12764877  1.21934762 -1.50576698  0.        ]",-1.52759,[ 0.30543639 -0.60581312],-0.331417378435,[-0.96361279 -1.10075259],"[[  4.45266202   1.1354986   -0.16850894   0.07408917]
 [ 38.64182898  -3.36240073   0.           0.        ]]"
12,[ 0.87305212  0.50062358],"[ 0.56531365  0.30637894 -1.35154339  0.14133159 -1.46056302  0.63271033
 -0.51357589 -1.71128987  1.80116466 -1.02893996  0.        ]",-2.54761,[ 0.95248951  1.02633756],-0.365772721635,[-0.96361279 -1.10075259],"[[  5.2299485    1.04479109  -0.16850894   0.07408917]
 [ 39.08524849  -5.70053438   0.           0.        ]]"
13,[ 0.81171554  0.43659186],"[ 1.22394056  0.55010185 -0.42968106 -0.00470077 -1.46056229  0.63271019
 -0.42365065 -0.69644633  1.91439328 -0.20309276  0.        ]",-1.71802,[ 0.74937544  0.41122982],-0.348445554148,[-0.96361279 -1.10075259],"[[  6.04168408   0.9715727   -0.16850894   0.07408917]
 [ 42.0785019   -1.63496078   0.           0.        ]]"
14,[ 0.91517717  0.41291511],"[ 1.00549129  0.60217142  0.77247456 -0.03907967 -1.46056157  0.63271004
 -0.35960526 -0.28372011  1.34550873  0.51148317  0.        ]",-2.71425,[ 0.88696844  1.33420218],-0.26632969529,[-0.96361279 -1.10075259],"[[  6.90464247e+00   9.55463812e-01  -1.68508936e-01   7.40891663e-02]
 [  4.42103178e+01   1.84652909e-02   0.00000000e+00   0.00000000e+00]]"
15,[ 1.05673099 -0.20569327],"[-0.06544156  0.471777    1.38283104  0.04483503 -1.46056084  0.6327099
 -0.28046389  0.70253312  0.38226883  0.48191983  0.        ]",-1.55342,[ 1.45838523 -0.25997667],-0.121496967589,[-0.96361279 -1.10075259],"[[  7.81527706   0.99547691  -0.16850894   0.07408917]
 [ 46.84461897   3.96950337   0.           0.        ]]"
16,[ 1.08983612 -0.46152264],"[-1.22647021  0.24181114  0.79696171  0.17617952 -1.46056011  0.63270976
 -0.1893885   0.42357182 -0.16341196 -0.41092215  0.        ]",-1.91798,[ 0.66966513 -0.55394692],-0.0603856773499,[-0.96361279 -1.10075259],"[[  8.78258619   1.06365658  -0.16850894   0.07408917]
 [ 49.87615709   2.85195454   0.           0.        ]]"
17,[ 0.93738961 -0.72812533],"[-1.4073788   0.12246996 -0.6116744   0.23665645 -1.46055939  0.63270962
 -0.13938951 -0.14060967  0.2771539  -1.37764034  0.        ]",-2.37386,[ 0.70971135 -0.42997136],-0.229086603457,[-0.96361279 -1.10075259],"[[  9.7968089    1.09801998  -0.16850894   0.07408917]
 [ 51.54042428   0.59178268   0.           0.        ]]"
18,[ 0.63888508 -0.46817887],"[-0.32564518  0.14162563 -1.52679348  0.22728426 -1.46055866  0.63270948
 -0.08564719 -0.57128164  1.30747296 -1.48433788  0.        ]",-2.01821,[ 1.53155586 -0.17891272],-0.339554015191,[-0.96361279 -1.10075259],"[[ 10.84556684   1.0925461   -0.16850894   0.07408917]
 [ 53.32929221  -1.13353579   0.           0.        ]]"
19,[ 0.71934599  0.24409193],"[  1.00254493e+00   2.44511849e-01  -9.36114428e-01   1.74752287e-01
  -1.46055794e+00   6.32709341e-01   1.51545243e-03  -7.45574840e-01
   1.92394544e+00  -5.72068506e-01   0.00000000e+00]",-1.50884,[ 1.03290827  0.05767306],-0.3596541248,[-0.96361279 -1.10075259],"[[ 11.94126285   1.06287147  -0.16850894   0.07408917]
 [ 56.23058972  -1.83177368   0.           0.        ]]"
20,[ 0.9322843   0.57751095],"[ 1.07570629  0.36069413  0.65775225  0.11081343 -1.46055721  0.6327092
  0.08694138 -0.68282851  1.38764265  0.46427261  0.        ]",-1.84911,[ 1.06835598  0.66859318],-0.270558038347,[-0.96361279 -1.10075259],"[[ 13.09440416   1.02875971  -0.16850894   0.07408917]
 [ 59.07407903  -1.58040586   0.           0.        ]]"
21,[ 1.2109139   0.27181146],"[-0.34841724  0.3771049   1.36364315  0.1013714  -1.46055648  0.63270906
  0.17067469 -0.01776175  0.19329045  0.33835307  0.        ]",-1.94525,[ 1.25168815  0.23752311],-0.0821496974216,[-0.96361279 -1.10075259],"[[ 14.30384804   1.02388568  -0.16850894   0.07408917]
 [ 61.86122796   1.08392208   0.           0.        ]]"
22,[ 1.08640647 -0.61112428],"[-1.4885619   0.27279016  0.12380824  0.1596504  -1.46055576  0.63270892
  0.25279221  0.20772842 -0.08042555 -0.94145342  0.        ]",-1.99726,[ 0.95922927 -0.54218079],-0.147398133177,[-0.96361279 -1.10075259],"[[ 15.56849641   1.05463018  -0.16850894   0.07408917]
 [ 64.59459358   1.98725957   0.           0.        ]]"
23,[ 0.72680664 -0.48602676],"[-0.64873322  0.21209972 -1.43159648  0.19170574 -1.46055503  0.63270878
  0.32845645 -0.34226098  1.05744819 -1.57117805  0.        ]",-1.41575,[ 0.91593496 -0.66390849],-0.321325507512,[-0.96361279 -1.10075259],"[[ 16.88565962   1.07227114  -0.16850894   0.07408917]
 [ 67.11315569  -0.2160558    0.           0.        ]]"
24,[ 0.86409801  0.58532166],"[ 1.02360895  0.31778968 -0.90434665  0.13501208 -1.4605543   0.63270864
  0.39744399 -1.00195151  1.93136711 -0.55596082  0.        ]",-2.12688,[ 0.34217167  0.71127549],-0.360273056932,[-0.96361279 -1.10075259],"[[ 18.25096473   1.04143552  -0.16850894   0.07408917]
 [ 69.40947717  -2.85884606   0.           0.        ]]"
25,[ 1.00338626  0.44832855],"[ 0.85508656  0.41389865  0.95937515  0.07982121 -1.46055358  0.6327085
  0.39681832 -0.28925034  1.14068125  0.57067661  0.        ]",-2.32305,[ 0.18984662  0.71604917],-0.23764989235,[-0.96361279 -1.10075259],"[[  1.96389429e+01   1.01290477e+00  -1.68508936e-01   7.40891663e-02]
 [  6.93886535e+01  -3.69113867e-03   0.00000000e+00   0.00000000e+00]]"
26,[ 1.12916875 -0.17561361],"[-0.90001842  0.31891739  1.12818965  0.13438484 -1.46055285  0.63270836
  0.37814219  0.41414307 -0.08105755 -0.05061654  0.        ]",-1.85385,[ 0.40116636 -0.40667899],-0.00240991116048,[-0.96361279 -1.10075259],"[[ 21.02047624   1.04110352  -0.16850894   0.07408917]
 [ 68.76700238   2.81417605   0.           0.        ]]"
27,[ 0.85332215 -0.83425438],"[-1.38903567  0.1836177  -0.65896441  0.2062943  -1.46055212  0.63270822
  0.38500239 -0.00622298  0.29583503 -1.39813986  0.        ]",-1.36537,[ 0.09464413 -1.19616227],-0.233274442887,[-0.96361279 -1.10075259],"[[ 22.3981089    1.08049147  -0.16850894   0.07408917]
 [ 68.99535293   1.13014631   0.           0.        ]]"
28,[ 0.81572944  0.17128971],"[ 0.16413085  0.24419346 -1.51224158  0.17492021 -1.4605514   0.63270808
  0.35526406 -1.00460105  1.6048281  -1.28603038  0.        ]",-2.71972,[ 1.40601135  0.89717117],-0.358225646321,[-0.96361279 -1.10075259],"[[ 23.76808777   1.06296389  -0.16850894   0.07408917]
 [ 68.00548571  -2.86945979   0.           0.        ]]"
29,[ 0.71972847  0.25627485],"[ 1.2637529   0.31722683 -0.0479841   0.13532465 -1.46055067  0.63270793
  0.43366914 -0.1083471   1.76631826  0.09080858  0.        ]",-2.30661,[-0.09401233  0.62145406],-0.322861439417,[-0.96361279 -1.10075259],"[[ 25.15437928   1.04160111  -0.16850894   0.07408917]
 [ 70.61527786   0.72102529   0.           0.        ]]"
30,[ 1.00939882 -0.31787646],"[ 0.09400962  0.18397877  1.36647141  0.206111   -1.46054995  0.63270779
  0.38053394  0.49787158  0.46047327  0.49175894  0.        ]",-1.43413,[ 0.93845049 -0.45210113],-0.132178563267,[-0.96361279 -1.10075259],"[[ 26.54893718   1.08038744  -0.16850894   0.07408917]
 [ 68.84662375   3.14959942   0.           0.        ]]"
31,[ 1.12619019 -0.71580136],"[-1.4296538   0.02870448  0.38748118  0.28073989 -1.46054922  0.63270765
  0.4512221   0.03055516 -0.11125917 -0.78312101  0.        ]",-2.8258,[ 0.93877709 -0.06755113],-0.121095581581,[-0.96361279 -1.10075259],"[[ 27.9494789    1.12459867  -0.16850894   0.07408917]
 [ 71.19955023   1.2774825    0.           0.        ]]"
32,[ 0.56963885 -0.92008078],"[-0.71868013 -0.05126073 -1.39846869  0.31604658 -1.46054849  0.63270751
  0.52052164 -0.04781391  1.03769147 -1.54943877  0.        ]",-1.19214,[ 0.74141503 -0.94962963],-0.316371537049,[-0.96361279 -1.10075259],"[[ 29.39661401   1.14700085  -0.16850894   0.07408917]
 [ 73.50625527   0.96352809   0.           0.        ]]"
33,[ 0.78133005  0.40233475],"[ 1.07129185  0.01614645 -0.8250064   0.28642197 -1.46054777  0.63270737
  0.56498036 -0.99670355  1.90378898 -0.4366484   0.        ]",-1.77967,[ 0.72818491  0.48761856],-0.351516702429,[-0.96361279 -1.10075259],"[[  3.08815907e+01   1.12813237e+00  -1.68508936e-01   7.40891663e-02]
 [  7.49861104e+01  -2.83782002e+00   0.00000000e+00   0.00000000e+00]]"
34,[ 1.09400368  0.41383812],"[ 0.65212145  0.14672532  1.1353518   0.22476713 -1.46054704  0.63270723
  0.60692494 -0.50635477  0.89711366  0.57975627  0.        ]",-1.79536,[ 1.23593578  0.34698713],-0.201388935538,[-0.96361279 -1.10075259],"[[  3.23953192e+01   1.09108599e+00  -1.68508936e-01   7.40891663e-02]
 [  7.63822801e+01  -8.73434141e-01   0.00000000e+00   0.00000000e+00]]"
35,[ 1.25242186 -0.21069863],"[-1.25253979  0.15979416  0.75881248  0.21827733 -1.46054631  0.63270709
  0.68038431 -0.16501366 -0.158892   -0.4598848   0.        ]",-2.70501,[ 1.5287965   0.22847025],-0.068250560272,[-0.96361279 -1.10075259],"[[  3.39474966e+01   1.08733970e+00  -1.68508936e-01   7.40891663e-02]
 [  7.88274503e+01   4.94012216e-01   0.00000000e+00   0.00000000e+00]]"
36,[ 0.64736569 -0.85449123],"[-0.87714059  0.09463284 -1.30370686  0.25005173 -1.46054559  0.63270695
  0.75241531  0.05204067  0.88169563 -1.5760937   0.        ]",-1.09752,[ 0.02611443 -1.2227483 ],-0.304082997459,[-0.96361279 -1.10075259],"[[  3.55481007e+01   1.10594719e+00  -1.68508936e-01   7.40891663e-02]
 [  8.12250765e+01   1.36355338e+00   0.00000000e+00   0.00000000e+00]]"
37,[ 0.83224827  0.51185381],"[ 1.06615489  0.14014295 -0.83411747  0.22801328 -1.46054486  0.63270681
  0.70726223 -0.94924827  1.91624766 -0.46396704  0.        ]",-1.44072,[ 1.13221185 -0.10409764],-0.354480587141,[-0.96361279 -1.10075259],"[[  3.71575268e+01   1.09297010e+00  -1.68508936e-01   7.40891663e-02]
 [  7.97221195e+01  -2.64770972e+00   0.00000000e+00   0.00000000e+00]]"
38,[ 1.28107595  0.9021439 ],"[ 0.53690789  0.33571264  1.20889147  0.12498746 -1.46054413  0.63270667
  0.77870209 -1.04541059  0.82559285  0.59602437  0.        ]",-2.1327,[ 1.0178012   1.06188926],-0.192464007192,[-0.96361279 -1.10075259],"[[  3.87758283e+01   1.03615185e+00  -1.68508936e-01   7.40891663e-02]
 [  8.21000691e+01  -3.03294681e+00   0.00000000e+00   0.00000000e+00]]"
39,[ 1.25213337 -0.12295741],"[-1.39308736  0.40501905  0.48961123  0.08506985 -1.46054341  0.63270653
  0.84872292 -0.04858534 -0.17181158 -0.64891075  0.        ]",-1.58649,[ 1.63269065 -0.48331641],-0.0996564469552,[-0.96361279 -1.10075259],"[[  4.04412104e+01   1.01556167e+00  -1.68508936e-01   7.40891663e-02]
 [  8.44307859e+01   9.60433137e-01   0.00000000e+00   0.00000000e+00]]"
40,[ 0.92151588  0.06052102],"[-0.47280632  0.40655234 -1.4945153   0.08416558 -1.46054268  0.63270639
  0.91742731 -0.53794442  1.16792191 -1.56344538  0.        ]",-2.2255,[ 0.93228885  0.01136329],-0.332549166943,[-0.96361279 -1.10075259],"[[  4.21527734e+01   1.01510318e+00  -1.68508936e-01   7.40891663e-02]
 [  8.67176849e+01  -9.99987570e-01   0.00000000e+00   0.00000000e+00]]"
41,[ 0.92783481  0.68404329],"[ 1.26014988  0.47180962 -0.18986866  0.04481357 -1.46054195  0.63270625
  0.97668801 -0.52893752  1.84089942 -0.01930863  0.        ]",-2.51765,[ 0.45507223  1.26943638],-0.334910144884,[-0.96361279 -1.10075259],"[[  4.39069184e+01   9.95466990e-01  -1.68508936e-01   7.40891663e-02]
 [  8.86902430e+01  -9.63905497e-01   0.00000000e+00   0.00000000e+00]]"
42,[ 1.14609218  0.09788591],"[-0.29561449  0.40415131  1.37193872  0.08558099 -1.46054123  0.63270611
  0.97805511  0.4570545   0.22699017  0.37015848  0.        ]",-2.3231,[ 0.80002215  0.37320087],-0.0899001563767,[-0.96361279 -1.10075259],"[[  4.56811755e+01   1.01582100e+00  -1.68508936e-01   7.40891663e-02]
 [  8.87357582e+01   2.98607430e+00   0.00000000e+00   0.00000000e+00]]"
43,[ 0.62087113 -1.38382983],"[-1.41994874  0.15235205 -0.57623482  0.22197983 -1.4605405   0.63270597
  1.02047819  0.80355949  0.25016171 -1.36038982  0.        ]",-1.94198,[ 0.77281415 -0.78757162],-0.225054781971,[-0.96361279 -1.10075259],"[[  4.74700567e+01   1.08947377e+00  -1.68508936e-01   7.40891663e-02]
 [  9.01478615e+01   4.37420750e+00   0.00000000e+00   0.00000000e+00]]"
44,[ 0.56431878 -0.32386434],"[ 0.65182691 -0.04221176 -1.29486242  0.31215414 -1.46053978  0.63270583
  1.05884925 -0.00460468  1.82870759 -0.89146574  0.        ]",-1.53171,[ 0.53665137 -0.25199773],-0.360641369425,[-0.96361279 -1.10075259],"[[  4.92858326e+01   1.14447711e+00  -1.68508936e-01   7.40891663e-02]
 [  9.14250900e+01   1.13662418e+00   0.00000000e+00   0.00000000e+00]]"
45,[ 1.00785077  0.09410196],"[ 0.79172423 -0.08591828  1.02185373  0.33071146 -1.46053905  0.63270568
  1.06832404 -0.26760377  0.99049307  0.55158103  0.        ]",-2.03089,[ 1.40198283  0.06258016],-0.213064410682,[-0.96361279 -1.10075259],"[[  5.11175001e+01   1.15663917e+00  -1.68508936e-01   7.40891663e-02]
 [  9.17404793e+01   8.30245756e-02   0.00000000e+00   0.00000000e+00]]"
46,[ 1.19201112 -0.71870595],"[-1.37419182 -0.09956565  0.53482573  0.33638235 -1.46053832  0.63270554
  1.13267357 -0.21483521 -0.11999265 -0.68784928  0.        ]",-2.11219,[ 1.36554807 -0.36508203],-0.105317793716,[-0.96361279 -1.10075259],"[[  5.29738003e+01   1.16042339e+00  -1.68508936e-01   7.40891663e-02]
 [  9.38824275e+01   2.94420275e-01   0.00000000e+00   0.00000000e+00]]"
47,[ 0.74685204 -0.21558821],"[-0.26439701 -0.06701581 -1.53511296  0.32275988 -1.4605376   0.6327054
  1.19574859 -0.58620097  1.36890377 -1.43036325  0.        ]",-1.52359,[ 1.26503515 -0.6663114 ],-0.341151480274,[-0.96361279 -1.10075259],"[[  5.48725159e+01   1.15138736e+00  -1.68508936e-01   7.40891663e-02]
 [  9.59819542e+01  -1.19330645e+00   0.00000000e+00   0.00000000e+00]]"
48,[ 1.04572082  0.93774599],"[ 1.21611519  0.11232357  0.30244023  0.24156831 -1.46053687  0.63270526
  1.25753781 -1.24822283  1.56727989  0.30433187  0.        ]",-1.77256,[ 1.03827173  0.79251017],-0.293646934717,[-0.96361279 -1.10075259],"[[  5.68127941e+01   1.10091277e+00  -1.68508936e-01   7.40891663e-02]
 [  9.80386837e+01  -3.84543015e+00   0.00000000e+00   0.00000000e+00]]"
