timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.191500813172,[ 0.8882467  -1.51423679],-2.1481,"[[ 0.08879877 -0.00579967  0.0179199   0.02659174]
 [ 0.00162648  0.00361675  0.          0.        ]]","[ 1.05244257  1.72889602  0.18680378  0.94849647  0.15657105  0.22250411
 -0.98683843  0.38691696  1.27077249  0.04105492  0.        ]",[ 0.35434422 -1.26723194],[-0.59771734 -0.7517997 ]
1,-0.191052636409,[-0.73651687 -0.30676925],-2.09564,"[[ 0.12410138 -0.04546961  0.0179199   0.02659174]
 [ 3.51692536 -3.95740486  0.          0.        ]]","[ 1.0470479   1.72762315  0.23940148  0.82874864  0.15657099  0.22250402
 -0.88032802 -0.23231563  1.26797089  0.07262695  0.        ]",[ 0.22221042 -1.08303499],[-0.59771734 -0.7517997 ]
2,-0.190816207657,[ 0.47389535 -0.33891782],-2.08884,"[[ 0.16451361 -0.13600725  0.0179199   0.02659174]
 [ 0.53422299 -5.09258052  0.          0.        ]]","[ 1.03869006  1.71737443  0.29932444  0.55656229  0.15657093  0.22250393
 -0.97070003 -0.4097793   1.265584    0.05697651  0.        ]",[ 0.58412504 -0.85733199],[-0.59771734 -0.7517997 ]
3,-0.190511889808,[ 0.91107487 -1.22633758],-2.10733,"[[ 0.19390599 -0.25031895  0.0179199   0.02659174]
 [ 2.39880745 -6.334446    0.          0.        ]]","[ 1.03115498  1.68997143  0.34266106  0.21797022  0.15657087  0.22250384
 -0.91420446 -0.60392189  1.26013561 -0.0102263   0.        ]",[ 0.5685463  -0.74059987],[-0.59771734 -0.7517997 ]
4,-0.187754484777,[ 0.04255394 -0.20521148],-2.0462,"[[  0.27758236  -0.4154908    0.0179199    0.02659174]
 [  5.95699028 -10.1699353    0.           0.        ]]","[ 1.00305626  1.62261025  0.46454398 -0.25289243  0.15657081  0.22250375
 -0.80639477 -1.20352935  1.23661552 -0.01841815  0.        ]",[ 0.6473248  -0.65664089],[-0.59771734 -0.7517997 ]
5,-0.181899270389,[ 0.5881058  -0.86627234],-2.01746,"[[  0.39723156  -0.62502143   0.0179199    0.02659174]
 [  6.00775805 -10.78108566   0.           0.        ]]","[ 0.94612825  1.49271626  0.63362481 -0.80090911  0.15657075  0.22250367
 -0.80485606 -1.2990702   1.18865859 -0.00209838  0.        ]",[ 0.77668738 -0.65678447],[-0.59771734 -0.7517997 ]
6,-0.172184019381,[ 0.98974677 -1.0868437 ],-1.96632,"[[  0.5395504   -0.8729229    0.0179199    0.02659174]
 [  8.21678774 -13.99830131   0.           0.        ]]","[ 0.85380796  1.28237334  0.82375572 -1.34777787  0.15657069  0.22250358
 -0.73792435 -1.8020199   1.1083961   0.0138755   0.        ]",[ 1.11637974 -0.53687149],[-0.59771734 -0.7517997 ]
7,-0.155099759595,[ 1.11976031 -0.62572039],-1.86493,"[[  0.74155916  -1.18984395   0.0179199    0.02659174]
 [ 11.97167322 -17.68142867   0.           0.        ]]","[ 0.68048332  0.94406748  1.0660404  -1.8372833   0.15657063  0.22250349
 -0.6241549  -2.37780277  0.9678892   0.06063181  0.        ]",[ 1.44965792 -0.40202251],[-0.59771734 -0.7517997 ]
8,-0.128546026447,[ 1.7046354  -0.39468385],-1.71408,"[[  1.01833047e+00  -1.56481994e+00   1.79199041e-02   2.65917446e-02]
 [  1.56932243e+01  -1.98089440e+01   0.00000000e+00   0.00000000e+00]]","[ 0.37470285  0.48701961  1.32946264 -2.05371051  0.15657056  0.2225034
 -0.51139551 -2.71039133  0.74781423  0.14492229  0.        ]",[ 1.90021706 -0.0570932 ],[-0.59771734 -0.7517997 ]
9,-0.093112044931,[ 3.13890581 -0.14862694],-1.54766,"[[  1.36880250e+00  -1.97273690e+00   1.79199041e-02   2.65917446e-02]
 [  1.93419953e+01  -2.09787270e+01   0.00000000e+00   0.00000000e+00]]","[-0.09147759 -0.009199    1.52191789 -1.81309605  0.1565705   0.22250331
 -0.40084132 -2.89325427  0.44910278  0.22351263  0.        ]",[ 2.17697406  0.09654617],[-0.59771734 -0.7517997 ]
10,-0.051546820337,[ 2.28836555  0.20653404],-1.23889,"[[  1.79153366e+00  -2.39403545e+00   1.79199041e-02   2.65917446e-02]
 [  2.29192988e+01  -2.11505000e+01   0.00000000e+00   0.00000000e+00]]","[-0.69486288 -0.43666013  1.51602365 -1.08697772  0.15657044  0.22250323
 -0.29245254 -2.92009712  0.10028304  0.22077012  0.        ]",[ 2.26021528  0.26288265],[-0.59771734 -0.7517997 ]
11,-0.0133147506438,[ 1.20701693  0.19169538],-1.03526,"[[  2.28510351e+00  -2.80462455e+00   1.79199041e-02   2.65917446e-02]
 [  2.64259628e+01  -1.99126004e+01   0.00000000e+00   0.00000000e+00]]","[-1.32208069 -0.69953525  1.18607548 -0.03240577  0.15657038  0.22250314
 -0.18620408 -2.72656763 -0.22264209  0.07184575  0.        ]",[ 1.75508499  0.23974311],[-0.59771734 -0.7517997 ]
12,-0.02739524982,[ 0.35607004 -0.68599812],-1.02827,"[[  2.84810912e+00  -3.09863134e+00   1.79199041e-02   2.65917446e-02]
 [  2.98631997e+01  -4.91242744e+00   0.00000000e+00   0.00000000e+00]]","[-1.75659599 -0.76864375  0.48739961  0.83632001  0.15657032  0.22250305
 -0.08205919 -0.38159647 -0.38519384 -0.14397726  0.        ]",[ 1.05419028 -0.60746467],[-0.59771734 -0.7517997 ]
13,-0.0225642308294,[ 0.32573819 -1.2516201 ],-1.06246,"[[  3.45359055e+00  -3.10920851e+00   1.79199041e-02   2.65917446e-02]
 [  3.06821086e+01   1.74948099e+00   0.00000000e+00   0.00000000e+00]]","[-1.74865539 -0.769141   -0.40606326  0.86823731  0.15657026  0.22250296
 -0.05724704  0.65985697 -0.40162154 -0.08291232  0.        ]",[ 0.91490585 -1.11259985],[-0.59771734 -0.7517997 ]
14,-0.0232512372044,[ 0.64097611 -0.50250392],-1.04895,"[[  4.07407844e+00  -3.06848676e+00   1.79199041e-02   2.65917446e-02]
 [  3.13643842e+01   1.93044692e+00   0.00000000e+00   0.00000000e+00]]","[-1.23686099 -0.76645853 -1.14951887  0.74544582  0.1565702   0.22250287
 -0.03657473  0.68814693 -0.47744973 -0.01567766  0.        ]",[ 1.14487314 -0.90294313],[-0.59771734 -0.7517997 ]
15,-0.0341978721951,[ 0.72305541 -0.95257181],-1.12929,"[[  4.72059840e+00  -3.03670952e+00   1.79199041e-02   2.65917446e-02]
 [  3.32812232e+01   1.22103043e+00   0.00000000e+00   0.00000000e+00]]","[-0.36818131 -0.76292971 -1.44451065  0.6498691   0.15657014  0.22250278
  0.02150364  0.57724377 -0.56891115 -0.04945231  0.        ]",[ 1.22731793 -0.54861677],[-0.59771734 -0.7517997 ]
