timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.99440911  1.58444789  0.13133747 -1.0112615   0.79802099 -0.57302325
  0.21522025 -0.33927389  0.61719705  0.69336953  0.        ]","[[ 0.06391184 -0.00765077  0.09125992 -0.0676098 ]
 [ 0.00185816  0.00059791  0.          0.        ]]",[-2.73725652  0.83525433],-0.14296397314,[-2.00860453  0.74900496],[-0.39009392 -0.25454688],-0.14296397314
1,"[ 0.9970283   1.58407485  0.07177973 -0.92058513  0.79801968 -0.57302249
 -0.25694246  0.16666831  0.61905356  0.64444726  0.        ]","[[ 0.02424523  0.02555936  0.09125992 -0.0676098 ]
 [-3.95533896  3.309383    0.          0.        ]]",[-1.21496413  0.37060986],-0.140577211952,[-1.44476676  0.56059021],[-0.39009392 -0.25454688],-0.140577211952
2,"[ 0.99087816  1.57755894 -0.10539285 -0.70193606  0.79801838 -0.57302173
 -0.71967911  0.38126552  0.616592    0.47748722  0.        ]","[[-0.09377265  0.10582824  0.09125992 -0.0676098 ]
 [-7.8335395   4.71281712  0.          0.        ]]",[ 0.50100535  1.10017297],-0.132447717835,[-0.51150322  0.40845692],[-0.39009392 -0.25454688],-0.132447717835
3,"[ 0.95830685  1.54937763 -0.30587525 -0.34430828  0.79801708 -0.57302097
 -0.46489269  0.97232301  0.59761811  0.33513958  0.        ]","[[-0.22901889  0.23886767  0.09125992 -0.0676098 ]
 [-5.69818265  8.57824728  0.          0.        ]]",[-0.28228054 -0.17191063],-0.124897981344,[-0.670959    0.05116883],[-0.39009392 -0.25454688],-0.124897981344
4,"[ 0.90496284  1.48598864 -0.48434594  0.07774835  0.79801578 -0.57302021
 -0.58465261  0.8423179   0.56541104  0.25571597  0.        ]","[[-0.35305293  0.40190236  0.09125992 -0.0676098 ]
 [-6.70189471  7.7280449   0.          0.        ]]",[-0.23388479  0.99572546],-0.11881927162,[-0.34527442 -0.01428914],[-0.39009392 -0.25454688],-0.11881927162
5,"[ 0.81740633  1.372431   -0.67871467  0.53898237  0.79801447 -0.57301945
 -0.67940909  1.4218157   0.51074837  0.17833524  0.        ]","[[ -0.49505895   0.59448816   0.09125992  -0.0676098 ]
 [ -7.4960546   11.51789094   0.           0.        ]]",[-1.27680572 -1.27985662],-0.110628993869,[-0.07277489 -0.51795769],[-0.39009392 -0.25454688],-0.110628993869
6,"[ 0.66088243  1.2247161  -0.91344629  0.93549191  0.79801317 -0.57301869
 -1.13362871  0.78164774  0.4194482   0.01505989  0.        ]","[[ -0.68317405   0.78284122   0.09125992  -0.0676098 ]
 [-11.30287719   7.33130421   0.           0.        ]]",[ 0.53421193 -0.03277335],-0.0969880395004,[ 0.90715194 -0.28340992],[-0.39009392 -0.25454688],-0.0969880395004
7,"[ 0.44658489  1.09070496 -1.12860652  1.1931054   0.79801187 -0.57301793
 -0.85478485  0.73944666  0.29843321 -0.20250625  0.        ]","[[-0.88578437  0.926698    0.09125992 -0.0676098 ]
 [-8.96590695  7.05532359  0.          0.        ]]",[ 1.75274798 -0.46354015],-0.0820889948984,[ 0.96927583 -0.23652032],[-0.39009392 -0.25454688],-0.0820889948984
8,"[ 0.27800728  0.96569778 -1.24822284  1.37542589  0.79801056 -0.57301717
 -0.36147301  0.43722396  0.20063676 -0.30495955  0.        ]","[[-1.02362105  1.04797326  0.09125992 -0.0676098 ]
 [-4.83147871  5.07884104  0.          0.        ]]",[-0.18859437  1.17527247],-0.0723302978895,[ 0.59512925  0.01922607],[-0.39009392 -0.25454688],-0.0723302978895
9,"[ 0.14195712  0.80990256 -1.32192798  1.54283631  0.79800926 -0.57301641
 -0.43923996  1.02731498  0.11977926 -0.31358632  0.        ]","[[-1.12679017  1.18826986  0.09125992 -0.0676098 ]
 [-5.48324495  8.93794829  0.          0.        ]]",[ 0.84707037 -1.86893989],-0.0635203773,[ 0.66306317 -0.56341064],[-0.39009392 -0.25454688],-0.0635203773
