timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.01433895  1.47291114  0.10365344 -0.9723851   0.76314324 -0.19753571
  0.20840328 -0.3276786   0.69702906  0.28862448  0.        ]","[[ 0.0420713   0.03721238  0.08805045 -0.02415916]
 [ 0.00268672  0.00335808  0.          0.        ]]",[-2.00090504  2.38503863],-0.127046194509,[-1.41920066  1.71739781],[-0.49561107 -0.34650981],-0.127046194509
1,"[ 1.01565718  1.47009763  0.0445293  -0.86764486  0.76314222 -0.19753554
 -0.28710496  0.29796019  0.69782887  0.24454867  0.        ]","[[  2.41854001e-03   7.70221496e-02   8.80504463e-02  -2.41591639e-02]
 [ -3.95478175e+00   3.96441128e+00   0.00000000e+00   0.00000000e+00]]",[-0.97727097  1.18273078],-0.126035141277,[-0.96862018  1.4286406 ],[-0.49561107 -0.34650981],-0.126035141277
2,"[ 1.00582624  1.45026346 -0.12977375 -0.55908265  0.76314121 -0.19753536
 -0.76155356  0.91119745  0.6916816   0.11536954  0.        ]","[[-0.11469597  0.19526532  0.08805045 -0.02415916]
 [-7.74405667  7.8469519   0.          0.        ]]",[-0.16822164  1.6166609 ],-0.122844279803,[ 0.0280377   0.94361651],[-0.49561107 -0.34650981],-0.122844279803
3,"[ 0.95953036  1.38073875 -0.36370974 -0.06754771  0.76314019 -0.19753519
 -0.82588626  1.51208189  0.65967049 -0.01699722  0.        ]","[[ -0.27473238   0.39037476   0.08805045  -0.02415916]
 [ -8.25787017  11.6513014    0.           0.        ]]",[ 0.75734333  1.04321751],-0.117866439766,[ 0.37103367  0.55975634],[-0.49561107 -0.34650981],-0.117866439766
4,"[ 0.89268434  1.21349603 -0.55115132  0.54708085  0.76313917 -0.19753502
 -0.4304563   2.10085196  0.59306502  0.007902    0.        ]","[[ -0.40820401   0.66080165   0.08805045  -0.02415916]
 [ -5.099705    15.37899051   0.           0.        ]]",[-0.69907925 -0.10265208],-0.110888437578,[-0.13239953 -0.06983653],[-0.49561107 -0.34650981],-0.110888437578
5,"[ 0.80504873  0.94518792 -0.72199017  1.0904097   0.76313815 -0.19753484
 -0.76409198  1.98866724  0.48129037  0.07883139  0.        ]","[[ -0.53693237   0.96125613   0.08805045  -0.02415916]
 [ -7.7643494   14.6687757    0.           0.        ]]",[ 0.82121618 -1.3752053 ],-0.0998142536882,[ 0.29614833 -0.32127729],[-0.49561107 -0.34650981],-0.0998142536882
6,"[ 0.70311864  0.67154764 -0.87126651  1.39717782  0.76313714 -0.19753467
 -0.33785969  1.31722266  0.35674897  0.10746706  0.        ]","[[ -0.65806464   1.21197881   0.08805045  -0.02415916]
 [ -4.36017878  10.41771375   0.           0.        ]]",[ 0.04168324  0.06482154],-0.0871518757517,[-0.22922918 -0.18010977],[-0.49561107 -0.34650981],-0.0871518757517
7,"[ 0.62145437  0.42208287 -0.9678067   1.53544167  0.76313612 -0.1975345
 -0.30639542  1.32516202  0.23370279  0.15963453  0.        ]","[[ -0.74274702   1.42083758   0.08805045  -0.02415916]
 [ -4.10888677  10.46799932   0.           0.        ]]",[-0.79256296  0.21065241],-0.0757106015977,[-0.24613595 -0.38579938],[-0.49561107 -0.34650981],-0.0757106015977
8,"[ 0.50047484  0.15620476 -1.08509376  1.55932917  0.7631351  -0.19753433
 -0.68895987  1.42423231  0.08966886  0.16596094  0.        ]","[[ -0.85557982   1.63649161   0.08805045  -0.02415916]
 [ -7.1643018   11.09526153   0.           0.        ]]",[-0.75175427 -1.95802354],-0.06147253213,[ 0.29144552 -0.73768055],[-0.49561107 -0.34650981],-0.06147253213
9,"[ 0.2929736  -0.06332487 -1.23566072  1.48587969  0.76313409 -0.19753415
 -1.04371243  0.76414431 -0.04412881  0.06037407  0.        ]","[[-1.02729219  1.81646626  0.08805045 -0.02415916]
 [-9.99759967  6.91607927  0.          0.        ]]",[ 1.00611202 -1.42563532],-0.0443892372962,[ 1.09267068 -0.61099267],[-0.49561107 -0.34650981],-0.0443892372962
10,"[ 0.08142627 -0.17830418 -1.34126009  1.41159587  0.76313307 -0.19753398
 -0.52332221  0.11700246 -0.13189219 -0.07320049  0.        ]","[[-1.18554463  1.91367846  0.08805045 -0.02415916]
 [-5.84143131  2.81885808  0.          0.        ]]",[-0.29577094  0.83806175],-0.0319790153188,[ 0.84003675 -0.00748891],[-0.49561107 -0.34650981],-0.0319790153188
11,"[-0.09938149 -0.28027944 -1.40127685  1.32289265  0.76313205 -0.19753381
 -0.65548745  0.63230311 -0.21797921 -0.15389003  0.        ]","[[-1.31296396  2.0027895   0.08805045 -0.02415916]
 [-6.89699407  6.08136128  0.          0.        ]]",[ 0.85194023 -0.90071618],-0.0224416841898,[ 1.09714818 -0.67960799],[-0.49561107 -0.34650981],-0.0224416841898
12,"[-0.24980735 -0.37333771 -1.43267153  1.22105151  0.76313103 -0.19753363
 -0.21613214  0.04991913 -0.29913586 -0.19468966  0.        ]","[[-1.41569755  2.08742132  0.08805045 -0.02415916]
 [-3.38802374  2.39414342  0.          0.        ]]",[ 0.97572719 -0.18827237],-0.0148472952639,[ 0.74994284 -0.17110154],[-0.49561107 -0.34650981],-0.0148472952639
13,"[-0.29179313 -0.41575968 -1.43860394  1.16726351  0.76313002 -0.19753346
  0.27587514 -0.07535301 -0.33236998 -0.18805151  0.        ]","[[-1.44403246  2.12734634  0.08805045 -0.02415916]
 [ 0.54145918  1.60101457  0.          0.        ]]",[-0.30072959 -0.14047812],-0.0113642312852,[-0.13618758 -0.18218634],[-0.49561107 -0.34650981],-0.0113642312852
14,"[-0.29360726 -0.44295606 -1.43882954  1.13013493  0.763129   -0.19753329
  0.12548334 -0.16820476 -0.34967183 -0.16471333  0.        ]","[[-1.44525446  2.15346837  0.08805045 -0.02415916]
 [-0.65966291  1.01314704  0.          0.        ]]",[ 0.33156945  0.42435326],-0.00874928388486,[ 0.20720835 -0.06286788],[-0.49561107 -0.34650981],-0.00874928388486
15,"[-0.29344952 -0.48059831 -1.43880601  1.07510568  0.76312798 -0.19753312
  0.29145141  0.09400945 -0.37452557 -0.13071372  0.        ]","[[-1.44514841  2.19038802  0.08805045 -0.02415916]
 [ 0.66586291  2.67328692  0.          0.        ]]",[-0.69608671 -0.08659876],-0.00534309630487,[-0.27046114 -0.45851299],[-0.49561107 -0.34650981],-0.00534309630487
16,"[-0.314942   -0.52951847 -1.44135053  0.99675892  0.76312697 -0.19753294
 -0.05521587  0.03150788 -0.41232508 -0.10147352  0.        ]","[[-1.45961021  2.23988353  0.08805045 -0.02415916]
 [-2.10283477  2.27757541  0.          0.        ]]",[-0.36570465 -0.81532795],-0.00248298500177,[ 0.44110391 -0.38339707],[-0.49561107 -0.34650981],-0.00248298500177
17,"[-0.39869852 -0.5417801  -1.44829933  0.97581709  0.76312595 -0.19753277
 -0.23125704 -0.48552154 -0.43362274 -0.14543549  0.        ]","[[-1.51577352  2.25259167  0.08805045 -0.02415916]
 [-3.50880781 -0.99585627  0.          0.        ]]",[-0.08450063  0.07426307],-0.00208021154361,[ 1.04270446  0.18553093],[-0.49561107 -0.34650981],-0.00208021154361
18,"[-0.50766581 -0.52557241 -1.45031613  1.00337734  0.76312493 -0.1975326
 -0.26444322 -0.43596798 -0.44277487 -0.23172636  0.        ]","[[-1.58860897  2.23582233  0.08805045 -0.02415916]
 [-3.77385448 -0.68212463  0.          0.        ]]",[ 1.44547416 -1.04675368],-0.00972321885057,[ 1.21219635  0.1525777 ],[-0.49561107 -0.34650981],-0.00972321885057
19,"[-0.56002447 -0.47272065 -1.44846883  1.08697409  0.76312391 -0.19753242
  0.24059441 -1.05926878 -0.42429582 -0.31963076  0.        ]","[[-1.62361635  2.18258567  0.08805045 -0.02415916]
 [ 0.25967745 -4.62838764  0.          0.        ]]",[ 1.0178212   0.79643259],-0.0173670774997,[ 0.73220277  0.92194223],[-0.49561107 -0.34650981],-0.0173670774997
20,"[-0.49292321 -0.41074015 -1.45049789  1.17386628  0.7631229  -0.19753225
  0.73557428 -0.54673727 -0.37488029 -0.33704682  0.        ]","[[-1.57875864  2.12257567  0.08805045 -0.02415916]
 [ 4.21288483 -1.38344415  0.          0.        ]]",[ 0.08384386 -0.3630457 ],-0.0196498269182,[-0.63329095  0.19882666],[-0.49561107 -0.34650981],-0.0196498269182
21,"[-0.3632062  -0.36615579 -1.44591437  1.2296566   0.76312188 -0.19753208
  0.76669358 -0.76947516 -0.31940762 -0.28698257  0.        ]","[[-1.49200718  2.08075773  0.08805045 -0.02415916]
 [ 4.46142992 -2.79365139  0.          0.        ]]",[-0.26503191 -0.37075726],-0.0183394362296,[-0.68199593  0.55730784],[-0.49561107 -0.34650981],-0.0183394362296
22,"[-0.24757397 -0.28915069 -1.43228514  1.31405342  0.76312086 -0.19753191
  0.62428506 -0.99260847 -0.25255686 -0.26884887  0.        ]","[[-1.4141901   2.01071041  0.08805045 -0.02415916]
 [ 3.3240786  -4.20636557  0.          0.        ]]",[-0.15594327  1.58654862],-0.0225486749323,[-0.36718494  0.97015917],[-0.49561107 -0.34650981],-0.0225486749323
23,"[-0.15989429 -0.23993269 -1.41580166  1.36066543  0.76311985 -0.19753173
  0.53871271 -0.35404337 -0.20777775 -0.24029007  0.        ]","[[-1.35456559  1.96714667  0.08805045 -0.02415916]
 [ 2.64065305 -0.16347847  0.          0.        ]]",[-1.55436374  0.23259249],-0.0255563540201,[-0.60272986  0.29135501],[-0.49561107 -0.34650981],-0.0255563540201
24,"[-0.1415398  -0.24677476 -1.41165954  1.35450699  0.76311883 -0.19753156
  0.03654504 -0.20801253 -0.20745164 -0.21860025  0.        ]","[[-1.34199211  1.9731534   0.08805045 -0.02415916]
 [-1.36994503  0.76107148  0.          0.        ]]",[ 1.42438355  0.03328708],-0.0248735496425,[ 0.33011585  0.25191987],[-0.49561107 -0.34650981],-0.0248735496425
25,"[-0.1232184  -0.26535399 -1.40728275  1.33726515  0.76311781 -0.19753139
  0.53555562 -0.18962868 -0.21386107 -0.18692051  0.        ]","[[-1.32940447  1.98954261  0.08805045 -0.02415916]
 [ 2.61544028  0.87746223  0.          0.        ]]",[-0.49450578  0.11908534],-0.023397205483,[-0.74741817  0.06252009],[-0.49561107 -0.34650981],-0.023397205483
26,"[-0.07668806 -0.29020078 -1.39506979  1.31298518  0.76311679 -0.19753121
  0.28398444 -0.11787146 -0.22009799 -0.12620903  0.        ]","[[-1.29725443  2.01165006  0.08805045 -0.02415916]
 [ 0.60625386  1.33177049  0.          0.        ]]",[-0.02344461  0.72846201],-0.0220681216042,[-0.35845506  0.01645651],[-0.49561107 -0.34650981],-0.0220681216042
27,"[-0.06075838 -0.35121009 -1.39051744  1.24716795  0.76311578 -0.19753104
  0.27084093  0.33355201 -0.25605271 -0.06300485  0.        ]","[[-1.28618272  2.06696122  0.08805045 -0.02415916]
 [ 0.50128442  4.18981973  0.          0.        ]]",[-0.64260921 -0.86945991],-0.0190136447554,[-0.58454597 -0.55248094],[-0.49561107 -0.34650981],-0.0190136447554
28,"[-0.08320785 -0.40315093 -1.39687002  1.18371906  0.76311476 -0.19753087
 -0.04887438 -0.22329421 -0.2937291  -0.03954131  0.        ]","[[-1.30177603  2.11538521  0.08805045 -0.02415916]
 [-2.05213765  0.66432251  0.          0.        ]]",[ 0.04850211  0.94075105],-0.0160529278974,[ 0.25573578  0.05918357],[-0.49561107 -0.34650981],-0.0160529278974
29,"[-0.13934621 -0.45574597 -1.41113128  1.11188169  0.76311374 -0.1975307
 -0.01977548  0.36297967 -0.33706095 -0.04035247  0.        ]","[[-1.34048716  2.16591343  0.08805045 -0.02415916]
 [-1.81973824  4.37612962  0.          0.        ]]",[-0.45087535  0.19370049],-0.0120958591665,[ 0.03619372 -0.64755619],[-0.49561107 -0.34650981],-0.0120958591665
30,"[-0.21840667 -0.54911802 -1.42737241  0.96298551  0.76311273 -0.19753052
 -0.23875183  0.47044464 -0.416461   -0.01956726  0.        ]","[[-1.39442868  2.26026262  0.08805045 -0.02415916]
 [-3.56860221  5.05651217  0.          0.        ]]",[-0.17786813 -1.82357087],-0.00952247755457,[ 0.45049241 -0.86118114],[-0.49561107 -0.34650981],-0.00952247755457
