timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.07862308  1.30405154 -0.03381782 -1.46341136 -1.04783809 -0.81468379
  0.16258568 -0.31665836  3.07073766  1.00449325  0.        ]","[[-0.0452451  -0.05516263 -0.12002449 -0.09526248]
 [-0.00035097 -0.00441662  0.          0.        ]]",[-0.84512791  1.1405358 ],-0.33887690203,[-1.32436037  0.74213815],[-0.98050249 -0.84594858],-0.33887690203
1,"[ 1.07562297  1.30587568 -0.08346209 -1.36104643 -1.04783706 -0.81468315
 -0.33605124  0.39305343  3.06921878  0.96686657  0.        ]","[[-0.07881105 -0.0155092  -0.12002449 -0.09526248]
 [-3.34510178  3.95655523  0.          0.        ]]",[-1.57453573  0.94021919],-0.338116843879,[-1.57017732  0.5930925 ],[-0.98050249 -0.84594858],-0.338116843879
2,"[ 1.05556521  1.29949263 -0.23902768 -1.0625668  -1.04783602 -0.81468251
 -0.91614288  1.04633817  3.05557201  0.83464224  0.        ]","[[-0.18475398  0.10020402 -0.12002449 -0.09526248]
 [-7.23623587  7.60260535  0.          0.        ]]",[-1.85220807  0.67395236],-0.334825962348,[-1.89571857  0.39473236],[-0.98050249 -0.84594858],-0.334825962348
3,"[ 0.98372309  1.25615301 -0.49955952 -0.61321649 -1.04783498 -0.81468187
 -1.48470676  1.49776146  3.00253454  0.57934903  0.        ]","[[ -0.36774364   0.27753488  -0.12002449  -0.09526248]
 [-11.05005373  10.12205466   0.           0.        ]]",[-1.93229006  0.79711131],-0.326649588818,[-2.30154705  0.08376142],[-0.98050249 -0.84594858],-0.326649588818
4,"[ 0.80655209  1.14038915 -0.83537159 -0.06071288 -1.04783394 -0.81468123
 -2.04208622  2.02756988  2.87000965  0.22096716  0.        ]","[[ -0.62625673   0.50964462  -0.12002449  -0.09526248]
 [-14.78886939  13.07899506   0.           0.        ]]",[-2.31911557 -0.67540381],-0.311216628964,[-2.50083113 -0.28274822],[-0.98050249 -0.84594858],-0.311216628964
5,"[ 0.4667878   0.96356262 -1.17974078  0.42428651 -1.04783291 -0.81468059
 -2.58820189  1.50209699  2.60264805 -0.25761702  0.        ]","[[ -0.95878794   0.74180084  -0.12002449  -0.09526248]
 [-18.45216514  10.14628758   0.           0.        ]]",[-2.64284731 -0.5213547 ],-0.285083046862,[-2.09193087 -0.56766456],[-0.98050249 -0.84594858],-0.285083046862
6,"[-0.06517717  0.79017849 -1.41709995  0.73735742 -1.04783187 -0.81467995
 -3.12362246  1.09618798  2.13019587 -0.80993075  0.        ]","[[ -1.36386612   0.92199828  -0.12002449  -0.09526248]
 [-22.04377331   7.88087098   0.           0.        ]]",[-1.27487336 -0.01565051],-0.245087538057,[-0.64020914 -0.075607  ],[-0.98050249 -0.84594858],-0.245087538057
7,"[-0.74479568  0.61991957 -1.39530918  0.95416151 -1.04783083 -0.81467931
 -3.64860013  1.05693753  1.42449213 -1.19545978  0.        ]","[[ -1.84007436   1.07741943  -0.12002449  -0.09526248]
 [-25.56540594   7.66181575   0.           0.        ]]",[ 1.7012262   0.13189151],-0.189371248871,[ 1.50181139  0.154082  ],[-0.98050249 -0.84594858],-0.189371248871
8,"[-1.32880465  0.43293655 -1.06530434  1.11739858 -1.04782979 -0.81467867
 -2.98348768  1.12273658  0.71452221 -1.17233688  0.        ]","[[ -2.30662062   1.23433896  -0.12002449  -0.09526248]
 [-21.1040043    8.02905429   0.           0.        ]]",[ 1.86346005 -1.24966366],-0.129714963273,[ 1.77420878 -0.72945499],[-0.98050249 -0.84594858],-0.129714963273
9,"[-1.65496204  0.28353508 -0.62041015  1.2015304  -1.04782875 -0.81467803
 -2.33128924  0.38434521  0.19757954 -0.89493704  0.        ]","[[ -2.68480784   1.35357097  -0.12002449  -0.09526248]
 [-16.72916602   3.90801065   0.           0.        ]]",[ 2.13321178  0.10175369],-0.0792521121381,[ 2.14609313 -0.31988066],[-0.98050249 -0.84594858],-0.0792521121381
