timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.00330128  1.53278533  0.08297342 -0.83349572 -0.80634274  1.01787261
  0.20652031 -0.33396631  2.28667268 -1.23005916  0.        ]","[[ 0.03202485  0.07373896 -0.09398883  0.11518173]
 [ 0.00397651  0.00022725  0.          0.        ]]",[ 2.25355627  3.13629716],-0.31949711493,[ 2.39357758  2.88223863],[-0.42537087 -0.29334128],-0.31949711493
1,"[ 1.00021237  1.52819454  0.14249813 -0.72722964 -0.80634151  1.0178707
  0.69106725  0.27991888  2.27350827 -1.09383616  0.        ]","[[ 0.07177876  0.11345587 -0.09398883  0.11518173]
 [ 3.95825869  3.9582775   0.          0.        ]]",[ 1.80102788  4.42213566],-0.314348072571,[ 1.97722614  2.27946615],[-0.42537087 -0.29334128],-0.314348072571
2,"[ 0.97717324  1.50315946  0.31790275 -0.41474895 -0.80634029  1.01786879
  1.16604512  0.88165182  2.19062892 -0.70033558  0.        ]","[[ 0.18983462  0.23154775 -0.09398883  0.11518173]
 [ 7.83446097  7.83797991  0.          0.        ]]",[ 1.59656347  2.05662009],-0.297039512337,[ 1.46166003  1.50618136],[-0.42537087 -0.29334128],-0.297039512337
3,"[ 0.89468204  1.42546607  0.59760602  0.08020505 -0.80633906  1.01786688
  1.63168046  1.47146151  1.92152137 -0.12335833  0.        ]","[[  0.38464901   0.4264627   -0.09398883   0.11518173]
 [ 11.63444664  11.64082427   0.           0.        ]]",[ 1.68694181 -0.40340646],-0.262449526891,[ 0.56815678  0.48732567],[-0.42537087 -0.29334128],-0.262449526891
4,"[ 0.69450634  1.29092174  0.94805165  0.57546576 -0.80633784  1.01786497
  2.08843172  1.18770232  1.39239581  0.41109223  0.        ]","[[  0.65473665   0.64092333  -0.09398883   0.11518173]
 [ 15.3619764    9.81129289   0.           0.        ]]",[ 0.24823326 -1.40440654],-0.209639128168,[-0.54610234 -0.15042058],[-0.42537087 -0.29334128],-0.209639128168
5,"[ 0.3548142   1.16539844  1.27081921  0.88789306 -0.80633661  1.01786306
  2.17180044  0.54330614  0.73391493  0.66612715  0.        ]","[[  0.96880411   0.79546333  -0.09398883   0.11518173]
 [ 16.04242542   5.65652622   0.           0.        ]]",[-1.56164514 -1.21830586],-0.149715204427,[-1.17529953 -0.33363822],[-0.42537087 -0.29334128],-0.149715204427
6,"[-0.01630786  1.09940648  1.45638515  1.01873968 -0.80633538  1.01786115
  1.64830155 -0.08807431  0.19310428  0.65060292  0.        ]","[[  1.24679014   0.86774925  -0.09398883   0.11518173]
 [ 11.77028556   1.58567692   0.           0.        ]]",[-0.14587877 -1.70520037],-0.10093526488,[-1.0371511  -0.10114411],[-0.42537087 -0.29334128],-0.10093526488
7,"[-0.3483354   1.10722916  1.52739326  1.00419067 -0.80633416  1.01785924
  1.54918961 -0.7070943  -0.17544602  0.5439628   0.        ]","[[  1.47408145   0.8594181   -0.09398883   0.11518173]
 [ 10.9614881   -2.40548005   0.           0.        ]]",[-2.010703   -0.41654893],-0.0696025767981,[-1.2378608   0.04353562],[-0.42537087 -0.29334128],-0.0696025767981
8,"[-0.61347994  1.16558137  1.52952238  0.88748272 -0.80633293  1.01785733
  1.03785463 -0.95535376 -0.40952959  0.4472797   0.        ]","[[ 1.65144289  0.795248   -0.09398883  0.11518173]
 [ 6.78857394 -4.00615073  0.          0.        ]]",[-0.73107237 -0.18616889],-0.0549439488472,[-0.89155519  0.45541629],[-0.42537087 -0.29334128],-0.0549439488472
9,"[-0.76979231  1.23873499  1.50851417  0.71731876 -0.80633171  1.01785542
  0.66699502 -1.05723993 -0.51440309  0.41496661  0.        ]","[[ 1.75684807  0.70853361 -0.09398883  0.11518173]
 [ 3.76204964 -4.66307788  0.          0.        ]]",[-0.35611458  1.08107096],-0.0529462933874,[-0.54912883  0.79154301],[-0.42537087 -0.29334128],-0.0529462933874
