timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06427235  1.33389077  0.08728537 -1.2822874  -1.03681555 -1.12661167
  0.17176018 -0.31691093  2.94817135  1.71265458  0.        ]","[[ 0.03795588 -0.00825467 -0.11956842 -0.13152366]
 [ 0.0032657   0.00313711  0.          0.        ]]",[-1.39893157  0.29155159],-0.357409718845,[-1.77705252 -0.07777765],[-0.89240038 -0.72947967],-0.357409718845
1,"[ 1.06531552  1.33392494  0.02852617 -1.25219687 -1.03681437 -1.12661026
 -0.39320921 -0.11623199  2.94937918  1.61969385  0.        ]","[[ -1.67445809e-03   3.40561501e-03  -1.19568424e-01  -1.31523656e-01]
 [ -3.95312473e+00   1.15903349e+00   0.00000000e+00   0.00000000e+00]]",[-1.34502444 -0.18808913],-0.354852698182,[-2.06626987 -0.21270302],[-0.89240038 -0.72947967],-0.354852698182
2,"[ 1.05493024  1.33370156 -0.14599641 -1.21221838 -1.03681318 -1.12660886
 -0.94689709 -0.24925439  2.93642057  1.3155272   0.        ]","[[-0.11963995  0.01889881 -0.11956842 -0.13152366]
 [-7.83051596  0.39283326  0.          0.        ]]",[-1.94562885 -0.46011365],-0.34577018979,[-2.34218168 -0.21743849],[-0.89240038 -0.72947967],-0.34577018979
3,"[ 0.99410432  1.33388295 -0.42758074 -1.23927259 -1.03681199 -1.12660745
 -1.48957282 -0.56664882  2.84749712  0.77303801  0.        ]","[[ -3.14379652e-01   8.41289009e-03  -1.19568424e-01  -1.31523656e-01]
 [ -1.16308023e+01  -1.43533705e+00   0.00000000e+00   0.00000000e+00]]",[-2.2194568  -0.08909489],-0.326604944088,[-2.34401369  0.0843896 ],[-0.89240038 -0.72947967],-0.326604944088
4,"[ 0.82420792  1.33357151 -0.7871441  -1.32170196 -1.03681081 -1.12660604
 -2.02159491 -0.62270996  2.57993259  0.06034386  0.        ]","[[ -0.58437678  -0.02353372  -0.11956842  -0.13152366]
 [-15.35650668  -1.7582476    0.           0.        ]]",[-1.19877178  0.56351377],-0.293580724035,[-1.26766551  0.94516957],[-0.89240038 -0.72947967],-0.293580724035
5,"[ 0.48313408  1.33309657 -1.15617594 -1.35371907 -1.03680962 -1.12660463
 -2.5432317  -0.22903221  2.06040142 -0.63237452  0.        ]","[[ -0.92815876  -0.03594759  -0.11956842  -0.13152366]
 [-19.00952421   0.50930412   0.           0.        ]]",[ 0.50729293  1.79211784],-0.245320877425,[ 0.07792479  1.46138418],[-0.89240038 -0.72947967],-0.245320877425
6,"[ 0.02274536  1.33379918 -1.39162844 -1.22522136 -1.03680844 -1.12660322
 -2.20318403  0.45649926  1.43066174 -1.03655807  0.        ]","[[ -1.28445739e+00   1.38562489e-02  -1.19568424e-01  -1.31523656e-01]
 [ -1.66282639e+01   4.45791052e+00   0.00000000e+00   0.00000000e+00]]",[ 0.61626009  1.13549332],-0.193260670394,[ 0.17299885  1.32292569],[-0.89240038 -0.72947967],-0.193260670394
7,"[-0.41447821  1.32105399 -1.45175499 -0.89617366 -1.03680725 -1.12660181
 -1.80831325  1.12841595  0.93114466 -1.14407023  0.        ]","[[ -1.58927847   0.14184548  -0.11956842  -0.13152366]
 [-13.86305862   8.32810163   0.           0.        ]]",[-0.48817197 -0.64261124],-0.152487512439,[-0.06508     0.85681558],[-0.89240038 -0.72947967],-0.152487512439
8,"[-0.83412083  1.28359135 -1.38024449 -0.54480248 -1.03680607 -1.1266004
 -2.0447911   0.65810922  0.46470277 -1.0906996   0.        ]","[[ -1.88315526   0.28122832  -0.11956842  -0.13152366]
 [-15.51912902   5.61917748   0.           0.        ]]",[ 1.42240022  0.82736412],-0.112741774637,[ 1.49987566  0.94547081],[-0.89240038 -0.72947967],-0.112741774637
9,"[-1.18385183  1.21976711 -1.20948763 -0.19618066 -1.03680488 -1.126599
 -1.43624675  1.20723292  0.0820961  -0.92190419  0.        ]","[[ -2.15078049   0.42534619  -0.11956842  -0.13152366]
 [-11.25756636   8.78209218   0.           0.        ]]",[ 0.68965322  0.21280142],-0.0773597871438,[ 0.79362458 -0.02896068],[-0.89240038 -0.72947967],-0.0773597871438
