timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.00180108  1.50614828  0.15802249 -1.2397452  -1.16584748  0.63326499
  0.21500216 -0.33155507  2.68669671 -0.82253878  0.        ]","[[ 0.07941082 -0.07692103 -0.13374797  0.07223975]
 [-0.00076895  0.00420957  0.          0.        ]]",[ 1.18641404  2.45924433],-0.349350994387,[ 2.02027273  2.90791225],[-0.44200882 -0.30588812],-0.349350994387
1,"[ 0.99588677  1.50894129  0.21697821 -1.13402709 -1.16584499  0.63326419
  0.69827831  0.2851387   2.6797843  -0.68501053  0.        ]","[[ 0.11907069 -0.03712525 -0.13374797  0.07223975]
 [ 3.9535923   3.96218287  0.          0.        ]]",[ 1.87378718  2.94979966],-0.346499180455,[ 1.81767631  2.47555971],[-0.44200882 -0.30588812],-0.346499180455
2,"[ 0.9644645   1.50573807  0.39032587 -0.81984116 -1.16584249  0.63326338
  1.17199951  0.8896262   2.61424812 -0.28341203  0.        ]","[[ 0.23703332  0.08104406 -0.13374797  0.07223975]
 [ 7.82978234  7.84181996  0.          0.        ]]",[ 2.08722969  2.66669267],-0.335742869678,[ 1.458408    1.80967975],[-0.44200882 -0.30588812],-0.335742869678
3,"[ 0.86845062  1.46308629  0.66468619 -0.31003384 -1.16584     0.63326258
  1.63638247  1.48213872  2.36719306  0.3187609   0.        ]","[[  0.43175267   0.27603531  -0.13374797   0.07223975]
 [ 11.62958857  11.64461864   0.           0.        ]]",[ 1.48957122  0.27639214],-0.31088383981,[ 1.01164103  1.02949417],[-0.44200882 -0.30588812],-0.31088383981
4,"[ 0.65099716  1.3482139   1.00393649  0.2813216  -1.16583751  0.63326178
  2.09179588  1.61646772  1.822486    0.90993902  0.        ]","[[  0.70173167   0.51757847  -0.13374797   0.07223975]
 [ 15.35604694  12.50678289   0.           0.        ]]",[-0.18937308  0.54932812],-0.265779663425,[ 0.08524539  0.26632589],[-0.44200882 -0.30588812],-0.265779663425
5,"[ 0.3169521   1.14704703  1.29527266  0.84942948 -1.16583502  0.63326097
  1.96320664  1.91675177  1.06647285  1.16723653  0.        ]","[[  0.99829529   0.78705157  -0.13374797   0.07223975]
 [ 14.3039457   14.43407602   0.           0.        ]]",[-0.93355414 -0.95685643],-0.203203606277,[-0.42589921 -0.38529262],[-0.44200882 -0.30588812],-0.203203606277
6,"[-0.01591154  0.90615449  1.45466095  1.25260317 -1.16583253  0.63326017
  1.47754973  1.28200415  0.43004671  1.02300088  0.        ]","[[  1.24450571   1.03485887  -0.13374797   0.07223975]
 [ 10.33011874  10.3602376    0.           0.        ]]",[-0.2351584  -0.23135047],-0.141821543586,[-0.40282816 -0.54145181],[-0.44200882 -0.30588812],-0.141821543586
7,"[-0.30158842  0.68760464  1.52066987  1.47337943 -1.16583003  0.63325937
  1.33902478  1.10730176  0.01878759  0.70625441  0.        ]","[[ 1.43973636  1.23081386 -0.13374797  0.07223975]
 [ 9.1966722   9.23899816  0.          0.        ]]",[-0.78071026  0.09815253],-0.0910082066547,[-0.71583092 -1.11382282],[-0.44200882 -0.30588812],-0.0910082066547
8,"[-0.52842517  0.4644194   1.53317714  1.59454754 -1.16582754  0.63325856
  0.93933178  1.13943066 -0.21737633  0.33193077  0.        ]","[[ 1.59085701  1.41766281 -0.13374797  0.07223975]
 [ 5.92621273  9.44521927  0.          0.        ]]",[-0.44146997 -1.37300851],-0.048041763907,[-0.57862282 -1.5038209 ],[-0.44200882 -0.30588812],-0.048041763907
9,"[-0.6782217   0.2834571   1.52274834  1.62563554 -1.16582505  0.63325776
  0.71164495  0.4933892  -0.3098369   0.0300469   0.        ]","[[ 1.69069028  1.56496555 -0.13374797  0.07223975]
 [ 4.06318217  5.29887565  0.          0.        ]]",[-1.77223878 -1.29178956],-0.0191602517567,[-0.58072591 -1.37708485],[-0.44200882 -0.30588812],-0.0191602517567
10,"[-0.73894499  0.20307074  1.5142311   1.62098674 -1.16582256  0.63325695
  0.21823975 -0.13979963 -0.32884022 -0.10083809  0.        ]","[[ 1.7314476   1.63016907 -0.13374797  0.07223975]
 [ 0.02591707  1.23501962  0.          0.        ]]",[-0.49840943 -0.0858959 ],-0.0106899662103,[-0.09715527 -0.56659973],[-0.44200882 -0.30588812],-0.0106899662103
11,"[-0.71026611  0.17717432  1.51855917  1.61707045 -1.16582007  0.63325615
 -0.02288856 -0.19655495 -0.31119532 -0.09972044  0.        ]","[[ 1.71217008  1.65121476 -0.13374797  0.07223975]
 [-1.94710336  0.8707587   0.          0.        ]]",[ 1.19288017 -0.38500452],-0.0126148123,[ 0.23419249 -0.30816498],[-0.44200882 -0.30588812],-0.0126148123
12,"[-0.71198724  0.17478833  1.51831028  1.61664534 -1.16581758  0.63325535
  0.46553452 -0.43686293 -0.31153014 -0.103476    0.        ]","[[ 1.71332612  1.65315536 -0.13374797  0.07223975]
 [ 2.04939452 -0.67155692  0.          0.        ]]",[ 0.0668273  -0.51572746],-0.0125126340482,[-0.3316451  -0.48438635],[-0.44200882 -0.30588812],-0.0125126340482
13,"[-0.77616987  0.21637364  1.50775083  1.62252121 -1.16581508  0.63325454
  0.49293745 -0.75297408 -0.34801868 -0.12215431  0.        ]","[[ 1.75656377  1.61936834 -0.13374797  0.07223975]
 [ 2.27362185 -2.70038468  0.          0.        ]]",[ 0.09990509  0.26701564],-0.0082995848495,[-0.39942557 -0.21769026],[-0.44200882 -0.30588812],-0.0082995848495
14,"[-0.84825135  0.26922345  1.49247344  1.62561077 -1.16581259  0.63325374
  0.5357344  -0.57992267 -0.38996131 -0.14033804  0.        ]","[[ 1.80554978  1.57650417 -0.13374797  0.07223975]
 [ 2.62381003 -1.58973496  0.          0.        ]]",[-0.20738936 -0.60450815],-0.00383793294667,[-0.53235924 -0.43956682],[-0.44200882 -0.30588812],-0.00383793294667
15,"[-0.91188588  0.33764975  1.47589102  1.62235176 -1.1658101   0.63325293
  0.42913016 -0.9479449  -0.43097708 -0.13873983  0.        ]","[[ 1.84927402  1.52101074 -0.13374797  0.07223975]
 [ 1.75153251 -3.9517325   0.          0.        ]]",[ 0.1456508  -1.36646976],-0.00135390999429,[-0.342242    0.05602932],[-0.44200882 -0.30588812],-0.00135390999429
16,"[-0.97008763  0.48223398  1.45809319  1.58828574 -1.16580761  0.63325213
  0.49543566 -1.55271428 -0.48056611 -0.06081826  0.        ]","[[ 1.88974792  1.40303203 -0.13374797  0.07223975]
 [ 2.29407655 -7.83320632  0.          0.        ]]",[ 0.08673449  0.85627413],-0.00884136155437,[-0.18347681  0.85643792],[-0.44200882 -0.30588812],-0.00884136155437
17,"[-1.03931413  0.62763633  1.43351466  1.51539853 -1.16580512  0.63325133
  0.53174279 -1.00028994 -0.53048494  0.00700979  0.        ]","[[ 1.93861056  1.28194091 -0.13374797  0.07223975]
 [ 2.59116155 -4.28772374  0.          0.        ]]",[-0.90684353  0.26050504],-0.0171614558115,[-0.37853116  0.32047799],[-0.44200882 -0.30588812],-0.0171614558115
18,"[-1.06073473  0.71472081  1.4251274   1.45185979 -1.16580262  0.63325052
  0.08689572 -0.82620957 -0.54629702  0.07151499  0.        ]","[[ 1.95391305  1.20739607 -0.13374797  0.07223975]
 [-1.04875838 -3.170473    0.          0.        ]]",[-0.02284859  0.45895799],-0.0228404890939,[ 0.26726076  0.66208595],[-0.44200882 -0.30588812],-0.0228404890939
19,"[-1.0303466   0.76562779  1.43690349  1.40726934 -1.16580013  0.63324972
  0.07832887 -0.53327529 -0.52711597  0.15914651  0.        ]","[[ 1.93223467  1.16284993 -0.13374797  0.07223975]
 [-1.11885519 -1.29040689  0.          0.        ]]",[ 1.60199375  0.72872721],-0.028806903625,[ 0.31489277  0.50067604],[-0.44200882 -0.30588812],-0.028806903625
20,"[-1.05494776  0.76178704  1.42741967  1.41082864 -1.16579764  0.63324892
  0.5645312  -0.07987125 -0.54265633  0.12732276  0.        ]","[[ 1.94977303  1.16623851 -0.13374797  0.07223975]
 [ 2.85944935  1.61956568  0.          0.        ]]",[-0.37252153 -0.34096688],-0.0269433974075,[-0.50193727 -0.45017782],[-0.44200882 -0.30588812],-0.0269433974075
21,"[-1.1129281   0.74069476  1.40308469  1.4298088  -1.16579515  0.63324811
  0.37751392 -0.29516707 -0.57728861  0.0375299   0.        ]","[[ 1.99160871  1.18476593 -0.13374797  0.07223975]
 [ 1.32920447  0.23778419  0.          0.        ]]",[-0.36612333  0.84348478],-0.0228375035334,[-0.30288008 -0.17984644],[-0.44200882 -0.30588812],-0.0228375035334
22,"[-1.12905767  0.6966872   1.3957996   1.4662883  -1.16579266  0.63324731
  0.19714509  0.22454089 -0.58402086 -0.02731786  0.        ]","[[ 2.00338509  1.22298791 -0.13374797  0.07223975]
 [-0.14664083  3.57329511  0.          0.        ]]",[ 0.37097398 -1.00084582],-0.0200349374842,[-0.18974623 -0.59418237],[-0.44200882 -0.30588812],-0.0200349374842
23,"[-1.14517909  0.6605117   1.38828893  1.49321308 -1.16579017  0.6332465
  0.37702508 -0.4034833  -0.58918507 -0.08366692  0.        ]","[[ 2.01521991  1.25401259 -0.13374797  0.07223975]
 [ 1.325208   -0.45739226  0.          0.        ]]",[-0.44090568  0.28547725],-0.0187903271939,[-0.405348   -0.25050822],[-0.44200882 -0.30588812],-0.0187903271939
