timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06232945  1.30493664  0.16971504 -1.16921587  1.00728366 -0.58678433
  0.16961543 -0.31679238  0.54980357  1.18559504  0.        ]","[[  8.59619933e-02   5.68336779e-02   1.17845439e-01  -6.75892593e-02]
 [  1.15746888e-04  -3.79035693e-03   0.00000000e+00   0.00000000e+00]]",[-3.15850212  1.22112593],-0.129045938928,[-3.10903192  1.0998137 ],[-0.96012467 -0.82390326],-0.129045938928
1,"[ 1.06611933  1.30097802  0.11080871 -1.06719864  1.00728267 -0.58678395
 -0.42541546  0.39173403  0.55255335  1.13040895  0.        ]","[[ 0.04625831  0.09650189  0.11784544 -0.06758926]
 [-3.95730338  3.95740289  0.          0.        ]]",[-2.99355672  0.69579276],-0.126444941362,[-2.45870972  1.01440811],[-0.96012467 -0.82390326],-0.126444941362
2,"[ 1.06393988  1.28041787 -0.06463241 -0.796901    1.00728168 -0.58678356
 -1.00860655  0.87077044  0.55286689  0.94787827  0.        ]","[[-0.07180362  0.20252109  0.11784544 -0.06758926]
 [-7.83598211  6.63557736  0.          0.        ]]",[-1.07035734  0.49714518],-0.117736102635,[-1.54173207  0.85246027],[-0.96012467 -0.82390326],-0.117736102635
3,"[ 1.01657378  1.22642061 -0.34980202 -0.42233008  1.00728069 -0.58678318
 -1.58023025  1.1996062   0.5240386   0.61434271  0.        ]","[[ -0.26666713   0.35367871   0.11784544  -0.06758926]
 [-11.6377401    8.47402199   0.           0.        ]]",[ 0.0953107   0.68481401],-0.101786693128,[-0.15093835  0.67620194],[-0.96012467 -0.82390326],-0.101786693128
4,"[ 0.89530246  1.11585613 -0.66214971  0.02961628  1.00727969 -0.58678279
 -1.48909773  1.65452486  0.43881359  0.27344847  0.        ]","[[ -0.49334089   0.54867752   0.11784544  -0.06758926]
 [-11.03165342  11.01737323   0.           0.        ]]",[ 0.82241732  0.15914607],-0.0842752950228,[ 0.1445356   0.28861737],[-0.96012467 -0.82390326],-0.0842752950228
5,"[ 0.74693555  0.93677513 -0.89197274  0.48574582  1.0072787  -0.58678241
 -0.96712109  1.7279673   0.3280508   0.11729313  0.        ]","[[ -0.67914351   0.77314446   0.11784544  -0.06758926]
 [ -7.56010626  11.42799036   0.           0.        ]]",[-0.91438729 -0.15553801],-0.0711009022724,[-0.33994401 -0.14440978],[-0.96012467 -0.82390326],-0.0711009022724
6,"[ 0.55963633  0.71567451 -1.08983265  0.84538441  1.00727771 -0.58678202
 -1.48859802  1.5774761   0.18808722 -0.01595375  0.        ]","[[ -0.86514256   0.99326348   0.11784544  -0.06758926]
 [-11.0283515   10.58664586   0.           0.        ]]",[ 1.39850362 -0.27901934],-0.056378658282,[ 1.0415473  -0.61993814],[-0.96012467 -0.82390326],-0.056378658282
7,"[ 0.34916556  0.4864928  -1.24320651  1.08068872  1.00727672 -0.58678164
 -0.86084521  1.34211566  0.0325141  -0.12951627  0.        ]","[[-1.043821    1.19179348  0.11784544 -0.06758926]
 [-6.8533064   9.27081248  0.          0.        ]]",[ 1.17964602 -1.57976823],-0.0413269803461,[ 0.49913782 -1.00419438],[-0.96012467 -0.82390326],-0.0413269803461
8,"[ 0.22607318  0.30807418 -1.30896599  1.19274366  1.00727573 -0.58678125
 -0.24534216  0.6008579  -0.0660424  -0.11888559  0.        ]","[[-1.13981544  1.33562918  0.11784544 -0.06758926]
 [-2.75972832  5.12661919  0.          0.        ]]",[ 0.07640661 -0.18114071],-0.0318816770796,[-0.21395175 -0.37850696],[-0.96012467 -0.82390326],-0.0318816770796
9,"[ 0.15751985  0.18744245 -1.33921246  1.23819663  1.00727474 -0.58678087
 -0.19164448  0.45439404 -0.12626175 -0.08333326  0.        ]","[[-1.19142679  1.42994582  0.11784544 -0.06758926]
 [-2.4025974   4.30777638  0.          0.        ]]",[ 0.12312364 -0.96981506],-0.0260827369584,[-0.21282588 -0.38668811],[-0.96012467 -0.82390326],-0.0260827369584
10,"[ 0.09974658  0.12695301 -1.36144818  1.25233251  1.00727375 -0.58678048
 -0.1111215  -0.24774262 -0.1692227  -0.09805106  0.        ]","[[-1.23410543  1.47671572  0.11784544 -0.06758926]
 [-1.86705716  0.38229966  0.          0.        ]]",[ 0.16432993  1.0870067 ],-0.021972184934,[ 0.1993739   0.47086596],[-0.96012467 -0.82390326],-0.021972184934
11,"[ 0.05798485  0.06551094 -1.37575333  1.26091579  1.00727276 -0.5867801
 -0.0078957   0.45911678 -0.20427102 -0.08650994  0.        ]","[[-1.26455858  1.52401219  0.11784544 -0.06758926]
 [-1.18052547  4.33417911  0.          0.        ]]",[-0.15154549 -0.16357116],-0.0186262179215,[-0.51114088 -0.61005175],[-0.96012467 -0.82390326],-0.0186262179215
12,"[ 0.01729456 -0.03777525 -1.38831322  1.26237099  1.00727177 -0.58677971
 -0.09453955  0.32793711 -0.24986787 -0.02483981  0.        ]","[[-1.29395065  1.60333744  0.11784544 -0.06758926]
 [-1.75677439  3.60078692  0.          0.        ]]",[-0.31379585 -0.76014288],-0.0150790060439,[-0.20847879 -0.59925234],[-0.96012467 -0.82390326],-0.0150790060439
