timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.04922449  2.0217108   0.09898759 -0.76262268  0.23802391  0.07474615
  0.280925   -0.37150183  1.07836613 -0.08646545  0.        ]","[[ 0.02798462  0.00318642  0.02853602  0.00903063]
 [-0.00469771 -0.00231768  0.          0.        ]]",[ 1.50163125  0.0280597 ],-0.181393072374,[ 0.14449155  0.95956159],[-0.2137332 -0.1229264],-0.181393072374
1,"[ 1.04655407  2.02168023  0.15930263 -0.75938592  0.23802329  0.07474596
  0.63561171 -0.3559937   1.07530337 -0.01580518  0.        ]","[[ 0.06758166  0.00423983  0.02853602  0.00903063]
 [ 3.95123068  0.10729865  0.          0.        ]]",[ 0.18269426  0.89474616],-0.181039384363,[-0.12266088  0.89259386],[-0.2137332 -0.1229264],-0.181039384363
2,"[ 1.03329159  2.02049684  0.28883014 -0.64378423  0.23802266  0.07474578
  0.69327809  0.14486559  1.05529989  0.16814982  0.        ]","[[ 0.15305957  0.0419083   0.02853602  0.00903063]
 [ 4.59442453  3.64774907  0.          0.        ]]",[ 0.11764425  0.70108493],-0.180324258605,[-0.41638988  0.79184407],[-0.2137332 -0.1229264],-0.180324258605
3,"[ 1.00640739  2.00823139  0.43169363 -0.33797196  0.23802204  0.07474559
  0.72676321  0.52734219  0.99611397  0.41956942  0.        ]","[[ 0.24869533  0.14198976  0.02853602  0.00903063]
 [ 4.96792141  6.35138487  0.          0.        ]]",[-0.69764479  0.52921743],-0.17954621353,[-0.73999232  0.67612958],[-0.2137332 -0.1229264],-0.17954621353
4,"[ 0.97849982  1.96643496  0.5351379   0.10188178  0.23802142  0.07474541
  0.47044528  0.80614785  0.89823489  0.65249508  0.        ]","[[ 0.31937101  0.28879141  0.02853602  0.00903063]
 [ 2.10917464  8.32220659  0.          0.        ]]",[-1.69580969  1.61379068],-0.178358519924,[-0.82206738  0.61958218],[-0.2137332 -0.1229264],-0.178358519924
5,"[ 0.97758059  1.86270699  0.53811889  0.68136081  0.2380208   0.07474522
  0.1118954   1.34319667  0.78969691  0.79838174  0.        ]","[[  3.21431644e-01   4.93325312e-01   2.85360156e-02   9.03063481e-03]
 [ -1.88978966e+00   1.21185155e+01   0.00000000e+00   0.00000000e+00]]",[-0.26298462 -0.17163659],-0.175028278844,[-0.73647439  0.60645407],[-0.2137332 -0.1229264],-0.175028278844
6,"[ 0.9973409   1.68514025  0.46834841  1.26671868  0.23802018  0.07474504
  0.02200861  1.21315206  0.68293095  0.86518611  0.        ]","[[  2.73577482e-01   7.26473103e-01   2.85360156e-02   9.03063481e-03]
 [ -2.89230917e+00   1.11993181e+01   0.00000000e+00   0.00000000e+00]]",[-0.87311513  1.68398006],-0.168507668038,[-0.68222529  0.60126299],[-0.2137332 -0.1229264],-0.168507668038
7,"[ 1.02655991  1.42243375  0.33179289  1.79065153  0.23801956  0.07474485
 -0.28268081  1.74206336  0.57788995  0.86306294  0.        ]","[[  1.81635948e-01   9.87973109e-01   2.85360156e-02   9.03063481e-03]
 [ -6.29055351e+00   1.49381739e+01   0.00000000e+00   0.00000000e+00]]",[ 0.37123877  0.6452148 ],-0.157747883612,[-0.54061717  0.60979044],[-0.2137332 -0.1229264],-0.157747883612
8,"[ 1.04610413  1.0333925   0.16572134  2.19313183  0.23801894  0.07474467
 -0.13983684  2.06154153  0.42587267  0.82840039  0.        ]","[[  7.18080810e-02   1.30939665e+00   2.85360156e-02   9.03063481e-03]
 [ -4.69740589e+00   1.71966801e+01   0.00000000e+00   0.00000000e+00]]",[ 0.04716034  1.33792278],-0.140446275628,[-0.56112659  0.57639945],[-0.2137332 -0.1229264],-0.140446275628
9,"[ 1.04946679  0.53102574  0.02681522  2.2757283   0.23801832  0.07474448
 -0.11475647  2.5734575   0.1966493   0.76392084  0.        ]","[[ -1.93349876e-02   1.68964068e+00   2.85360156e-02   9.03063481e-03]
 [ -4.41768612e+00   2.08156670e+01   0.00000000e+00   0.00000000e+00]]",[ 0.44454016 -0.39943105],-0.115599365094,[-0.51260209  0.55742842],[-0.2137332 -0.1229264],-0.115599365094
