timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"[[-0.09955594  0.00763796 -0.04289838  0.17906873]
 [-0.00313387  0.0042348   0.          0.        ]]",[ 0.21138002  0.04887791],-0.321116556931,[ 0.  0.],[-0.0117282  -0.01540065],-0.321116556931
1,"[ 0.38183392 -0.00874577  1.33843918  0.82253958  0.          0.
  1.41420547  1.41406192  0.08875914  0.80612057  0.        ]","[[-0.09122897  0.00966037 -0.04289838  0.17906873]
 [ 0.83304688  0.19736301  0.          0.        ]]",[-1.51653392  0.80173582],-0.320043699375,[ 0.00076324 -0.00340418],[-0.0117282  -0.01540065],-0.320043699375
2,"[-1.03477803 -0.61895487 -1.63186078  1.72628272  0.          0.
 -1.70571972  1.73035223 -0.02997163  0.03134535  0.        ]","[[-0.11443623  0.04543516 -0.04289838  0.17906873]
 [-3.14053806  3.36953914  0.          0.        ]]",[-1.44355888  1.27628693],-0.320510266374,[-0.00172862  0.00103268],[-0.0117282  -0.01540065],-0.320510266374
3,"[-1.96865296 -1.93934152 -1.9753566   1.93951754  0.          0.
 -1.78008559  1.80384435 -1.06209822 -1.90900653  0.        ]","[[-0.21632953  0.15189957 -0.04289838  0.17906873]
 [-7.03582346  7.26391091  0.          0.        ]]",[-0.50698193  0.37294309],-0.325228521725,[-0.00331082  0.00463575],[-0.0117282  -0.01540065],-0.325228521725
4,"[-2.14887407 -2.17294462 -2.03710817  1.99988042  0.          0.
 -1.57711086  1.52521843 -1.96512514 -2.06187929  0.        ]","[[-0.37577792  0.31055779 -0.04289838  0.17906873]
 [-8.90281303  8.59744982  0.          0.        ]]",[ 3.06044186  1.03464277],-0.331757173793,[-0.00350406  0.00477716],[-0.0117282  -0.01540065],-0.331757173793
5,"[-2.13507922 -2.29957897 -1.9141624   2.01819581  0.          0.
 -0.30519095  1.75366855 -2.06925247 -1.68693787  0.        ]","[[ -0.51239055   0.52051045  -0.04289838   0.17906873]
 [ -4.77213316  12.38521997   0.           0.        ]]",[ 0.98285825  1.18711908],-0.330526352722,[-0.00475193  0.00466102],[-0.0117282  -0.01540065],-0.330526352722
6,"[ -1.85843414e+00  -2.40993009e+00  -1.64267218e+00   2.02440122e+00
  -6.93889390e-15   2.77555756e-14   8.69348521e-01   1.80735273e+00
  -2.04371152e+00   1.43810042e-01   0.00000000e+00]","[[ -0.56788346   0.80546822  -0.04289838   0.17906873]
 [ -0.79022897  16.09822101   0.           0.        ]]",[ 0.18419483 -1.84053177],-0.312481877804,[-0.00258606  0.00353468],[-0.0117282  -0.01540065],-0.312481877804
7,"[ -1.52820485e+00  -2.38074699e+00  -1.37751942e+00   1.89232494e+00
  -6.93889390e-15   2.77555756e-14   9.80738226e-01   8.65318824e-01
  -2.23094094e+00   1.91691142e+00   0.00000000e+00]","[[ -0.5761993    1.08450477  -0.04289838   0.17906873]
 [ -0.04390197  11.81970015   0.           0.        ]]",[-0.87304444 -0.15908602],-0.286469676904,[-0.00104845  0.00342173],[-0.0117282  -0.01540065],-0.286469676904
8,"[ -1.51294332e+00  -2.25581550e+00  -1.31261456e+00   1.69216993e+00
  -6.93889390e-15   2.77555756e-14  -1.61883967e-01   6.39053119e-01
  -2.28205844e+00   2.06808786e+00   0.00000000e+00]","[[ -0.61172285   1.31223963  -0.04289838   0.17906873]
 [ -3.49707176  10.95662416   0.           0.        ]]",[ 0.76138693 -1.22464628],-0.266535859816,[-0.00033428  0.00298745],[-0.0117282  -0.01540065],-0.266535859816
9,"[ -1.54281814e+00  -2.10580824e+00  -1.28820230e+00   1.49045680e+00
  -6.93889390e-15   2.77555756e-14   8.48277960e-01  -2.09687346e-01
  -2.20112638e+00   1.91037120e+00   0.00000000e+00]","[[-0.6507288   1.48946098 -0.04289838  0.17906873]
 [-0.41378412  6.77946276  0.          0.        ]]",[-0.29064289 -0.88756897],-0.251635459099,[-0.00014848  0.00284395],[-0.0117282  -0.01540065],-0.251635459099
10,"[ -1.46470326e+00  -1.89757272e+00  -1.21627850e+00   1.31268853e+00
  -6.93889390e-15   5.55111512e-14   4.14842406e-01  -9.16555052e-01
  -2.00654826e+00   1.71977552e+00   0.00000000e+00]","[[-0.67045526  1.58844442 -0.04289838  0.17906873]
 [-1.5551133   3.1310336   0.          0.        ]]",[ 1.47150235  0.72571172],-0.242959934191,[ -3.22644482e-05   2.15864182e-03],[-0.0117282  -0.01540065],-0.242959934191
11,"[ -1.24399906e+00  -1.76985888e+00  -1.07396912e+00   1.16928560e+00
  -6.93889390e-15   5.55111512e-14   1.61366743e+00  -2.88736355e-01
  -1.91582949e+00   1.69367791e+00   0.00000000e+00]","[[-0.66154415  1.67926756 -0.04289838  0.17906873]
 [ 2.43302344  5.94192555  0.          0.        ]]",[ 0.12674216  1.32639109],-0.232019023471,[-0.00024331  0.00201001],[-0.0117282  -0.01540065],-0.232019023471
12,"[ -7.86546932e-01  -1.79665123e+00  -7.99058479e-01   1.00785131e+00
  -6.93889390e-15   5.55111512e-14   1.53822429e+00   5.54995829e-01
  -2.07106319e+00   1.86867448e+00   0.00000000e+00]","[[-0.60833522  1.83665269 -0.04289838  0.17906873]
 [ 2.88644771  9.78378483  0.          0.        ]]",[-0.53004104 -0.51691584],-0.209276663716,[  3.41707782e-05   1.98925380e-03],[-0.0117282  -0.01540065],-0.209276663716
13,"[ -5.00811577e-01  -1.82130167e+00  -6.10270371e-01   8.01335862e-01
  -6.93889390e-15   2.77555756e-14   7.89328967e-01   3.01021580e-02
  -2.17492315e+00   1.82718259e+00   0.00000000e+00]","[[-0.57222179  2.009851   -0.04289838  0.17906873]
 [ 0.73197153  7.54350405  0.          0.        ]]",[-0.14455631 -1.58528467],-0.188324767564,[ 0.00010026  0.00144147],[-0.0117282  -0.01540065],-0.188324767564
14,"[ -4.20306652e-01  -1.74212070e+00  -5.45818777e-01   6.32224225e-01
  -6.93889390e-15   0.00000000e+00   5.69562694e-01  -9.07941077e-01
  -2.07287547e+00   1.64638484e+00   0.00000000e+00]","[[-0.56346418  2.11949522 -0.04289838  0.17906873]
 [ 0.1456868   3.43460948  0.          0.        ]]",[ 0.23739032 -0.79515217],-0.177936011695,[-0.00029825  0.00066854],[-0.0117282  -0.01540065],-0.177936011695
15,"[-0.31890922 -1.59800851 -0.46959658  0.55533923  0.          0.
  0.83866698 -1.51694593 -1.87548932  1.50435435  0.        ]","[[-0.55114887  2.15591495 -0.04289838  0.17906873]
 [ 1.08271233  0.2180847   0.          0.        ]]",[-0.9698309   0.55508482],-0.173855836281,[ -5.86595270e-04   7.14656635e-05],[-0.0117282  -0.01540065],-0.173855836281
16,"[-0.43198245 -1.482066   -0.53029247  0.49515881  0.          0.
 -0.46020361 -0.94895507 -1.69772396  1.34015898  0.        ]","[[-0.56822987  2.18228758 -0.04289838  0.17906873]
 [-2.77795787  2.41185923  0.          0.        ]]",[ 0.65504179  0.27675814],-0.173532315108,[-0.00015464  0.00022203],[-0.0117282  -0.01540065],-0.173532315108
17,"[-0.63824739 -1.43032591 -0.64337501  0.3827125   0.          0.
  0.44879038 -0.67516426 -1.62031763  1.18110167  0.        ]","[[-0.59722102  2.24103937 -0.04289838  0.17906873]
 [-0.12995804  3.45983682  0.          0.        ]]",[ 0.33197522  1.48719202],-0.172035053834,[-0.00010065  0.00105361],[-0.0117282  -0.01540065],-0.172035053834
18,"[ -5.31839253e-01  -1.43860246e+00  -5.71014272e-01   1.69313249e-01
  -6.93889390e-15   0.00000000e+00   8.76457442e-01   2.42840478e-01
  -1.68517779e+00   1.09052536e+00   0.00000000e+00]","[[-0.58660905  2.34927626 -0.04289838  0.17906873]
 [ 1.18681863  7.35088729  0.          0.        ]]",[-0.53866429 -1.28030854],-0.164486298859,[-0.0001442   0.00155135],[-0.0117282  -0.01540065],-0.164486298859
19,"[ -4.98108619e-01  -1.43473307e+00  -5.42308768e-01  -6.25668084e-02
  -6.93889390e-15   0.00000000e+00   9.86801002e-02  -7.29188871e-01
  -1.71850673e+00   9.65222616e-01   0.00000000e+00]","[[-0.5845025   2.45510626 -0.04289838  0.17906873]
 [-0.96903681  3.24578839  0.          0.        ]]",[-0.4031636  1.1979645],-0.159626643731,[-0.00010163  0.00043051],[-0.0117282  -0.01540065],-0.159626643731
20,"[ -7.74480334e-01  -1.42118088e+00  -6.93280492e-01  -3.10759859e-01
  -6.93889390e-15   0.00000000e+00  -4.68807941e-01   2.26527913e-01
  -1.71031742e+00   7.82295154e-01   0.00000000e+00]","[[-0.6197048   2.55910506 -0.04289838  0.17906873]
 [-2.54593319  7.14110368  0.          0.        ]]",[ 0.67829065  0.54498423],-0.158962106251,[ 0.00066109  0.00079813],[-0.0117282  -0.01540065],-0.158962106251
