timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06202698  1.67008377 -0.06278287 -0.40471447  1.49132053  1.58351865
  0.18677085 -0.31589718 -0.01773135 -1.44954839  0.        ]","[[ -4.90213844e-02   9.06973944e-02   1.74667338e-01   1.85699272e-01]
 [ -1.89958135e-03   1.23593927e-04   0.00000000e+00   0.00000000e+00]]",[-0.09712112 -0.61520692],-0.189302167681,[ 0.14360484  0.9029901 ],[-0.12983766 -0.14016213],-0.189302167681
1,"[ 1.06173849  1.67241689 -0.06871107 -0.46595005  1.49129227  1.583486
  0.15272851 -0.65720563 -0.01728285 -1.47627074  0.        ]","[[-0.0529043   0.0662605   0.17466734  0.18569927]
 [-0.38511899 -2.43569603  0.          0.        ]]",[-1.24947073  1.58374423],-0.192754754793,[ 0.17442489  0.91544843],[-0.12983766 -0.14016213],-0.192754754793
2,"[ 1.05668789  1.67303036 -0.14085447 -0.4872398   1.49126401  1.58345336
 -0.19813485 -0.09540332 -0.02035211 -1.55921453  0.        ]","[[-0.10023639  0.05777363  0.17466734  0.18569927]
 [-4.33493411  1.57364204  0.          0.        ]]",[-0.13804168 -0.24470864],-0.203361845595,[ 0.20370759  0.92721057],[-0.12983766 -0.14016213],-0.203361845595
3,"[ 1.03821078  1.67117754 -0.27892578 -0.43346718  1.49123575  1.58342072
 -0.23899123 -0.23551595 -0.03342149 -1.68675151  0.        ]","[[-0.19154988  0.07921388  0.17466734  0.18569927]
 [-4.79488391  0.57371373  0.          0.        ]]",[ 0.87897825  1.11576501],-0.219533169257,[ 0.25977644  0.9511106 ],[-0.12983766 -0.14016213],-0.219533169257
4,"[ 1.01983034  1.66453383 -0.36850911 -0.30579073  1.4912075   1.58338808
  0.07817729  0.31753317 -0.04319269 -1.73904892  0.        ]","[[-0.25162424  0.13028807  0.17466734  0.18569927]
 [-1.22443274  4.52055785  0.          0.        ]]",[ 0.15970389  0.61218823],-0.226103449744,[ 0.20860904  0.93334085],[-0.12983766 -0.14016213],-0.226103449744
5,"[ 1.01339572  1.63830006 -0.39497213 -0.02478653  1.49117925  1.58335544
  0.13637184  0.64461789 -0.04106793 -1.67183434  0.        ]","[[-0.26954004  0.24411963  0.17466734  0.18569927]
 [-0.56931665  6.85482063  0.          0.        ]]",[ 2.58050406  0.22211621],-0.217446721561,[ 0.17445415  0.91816956],[-0.12983766 -0.14016213],-0.217446721561
6,"[ 1.02336915  1.58267168 -0.3529356   0.3202386   1.49115099  1.58332281
  0.48877161  0.74862338 -0.04407331 -1.5058699   0.        ]","[[-0.2411242   0.38866347  0.17466734  0.18569927]
 [ 3.39773043  7.59709725  0.          0.        ]]",[ 2.43928731  2.35645696],-0.195919386287,[ 0.09194126  0.88208687],[-0.12983766 -0.14016213],-0.195919386287
7,"[ 1.05110601  1.47339174 -0.19235048  0.7427536   1.49112274  1.58329018
  0.83413574  1.28216391 -0.09512985 -1.18758911  0.        ]","[[ -0.1341626    0.57880938   0.17466734   0.18569927]
 [  7.2856126   11.40480305   0.           0.        ]]",[-0.42936318  0.85840151],-0.153610241962,[-0.07229781  0.80772251],[-0.12983766 -0.14016213],-0.153610241962
8,"[  1.06356289e+00   1.26462344e+00   1.54069556e-03   1.23741468e+00
   1.49109450e+00   1.58325754e+00   6.70416605e-01   1.72683162e+00
  -2.60565544e-01  -8.30871695e-01   0.00000000e+00]","[[ -6.94185669e-03   8.38747600e-01   1.74667338e-01   1.85699272e-01]
 [  5.44268221e+00   1.45784342e+01   0.00000000e+00   0.00000000e+00]]",[-0.95313506  2.19125622],-0.105088305344,[-0.19315501  0.73528004],[-0.12983766 -0.14016213],-0.105088305344
9,"[ 1.06082311  0.92359138  0.10840475  1.67939677  1.49106625  1.58322492
  0.32586671  2.24129382 -0.51591594 -0.60646917  0.        ]","[[  0.06299659   1.1671593    0.17466734   0.18569927]
 [  1.56410292  18.25046989   0.           0.        ]]",[-0.06178182  1.59241848],-0.0847746327061,[-0.27764583  0.66683865],[-0.12983766 -0.14016213],-0.0847746327061
10,"[ 1.05774622  0.44076231  0.15188957  1.88135505  1.491038    1.58319229
  0.30150058  2.74535582 -0.83391359 -0.53976632  0.        ]","[[  0.0915251    1.56827182   0.17466734   0.18569927]
 [  1.28983625  21.84878623   0.           0.        ]]",[ 0.93962036 -0.25591014],-0.108119209142,[-0.34717929  0.60839748],[-0.12983766 -0.14016213],-0.108119209142
11,"[ 1.04700384 -0.06679579  0.24728326  1.66291086  1.49100976  1.58315966
  0.62983227  2.54258503 -1.17918269 -0.62363964  0.        ]","[[  0.15440437   1.99073522   0.17466734   0.18569927]
 [  4.9858898   20.40241485   0.           0.        ]]",[-0.21346791  0.51232774],-0.156433446853,[-0.35995018  0.58824295],[-0.12983766 -0.14016213],-0.156433446853
12,"[ 1.02210266 -0.48720641  0.38251441  1.03734243  1.49098152  1.58312704
  0.54618439  2.77007551 -1.44790335 -0.87221974  0.        ]","[[  0.24467609   2.4150842    0.17466734   0.18569927]
 [  4.04432469  22.0270658    0.           0.        ]]",[-2.42828496  0.67168864],-0.207069861066,[-0.34764636  0.5825389 ],[-0.12983766 -0.14016213],-0.207069861066
13,"[ 1.00738491 -0.75685565  0.44208722  0.02265454  1.49095328  1.58309442
  0.18748433  3.08140135 -1.54009253 -1.249952    0.        ]","[[  2.85052553e-01   2.87793422e+00   1.74667338e-01   1.85699272e-01]
 [  6.51951981e-03   2.42505017e+01   0.00000000e+00   0.00000000e+00]]",[ 1.30074693  1.74873735],-0.247340334372,[-0.32543445  0.57891923],[-0.12983766 -0.14016213],-0.247340334372
14,"[ 0.99072556 -0.79887259  0.50019446 -0.71891547  1.49092504  1.5830618
  0.53913154  0.21246951 -1.49629697 -1.51100572  0.        ]","[[ 0.32490139  3.17598738  0.17466734  0.18569927]
 [ 3.96496856  3.77256942  0.          0.        ]]",[ 0.48352661  0.56739877],-0.266244040511,[-0.2187968   0.60284352],[-0.12983766 -0.14016213],-0.266244040511
15,"[ 0.94109236 -0.79943872  0.63922091 -0.67263064  1.4908968   1.58302919
  0.70219485 -0.76119892 -1.5005161  -1.49336738  0.        ]","[[ 0.42261704  3.15757132  0.17466734  0.18569927]
 [ 5.80059231 -3.1773196   0.          0.        ]]",[-0.46969014  1.24258728],-0.264999325144,[-0.20407826  0.60742414],[-0.12983766 -0.14016213],-0.264999325144
16,"[ 0.88039942 -0.79816196  0.77025306 -0.51176185  1.49086857  1.58299657
  0.52678698 -0.71096197 -1.52059607 -1.44968333  0.        ]","[[ 0.51881828  3.09355978  0.17466734  0.18569927]
 [ 3.82612933 -2.81878474  0.          0.        ]]",[ 0.22657663 -0.59788754],-0.262974900735,[-0.20354092  0.60669708],[-0.12983766 -0.14016213],-0.262974900735
