timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06570847  1.90194451 -0.10182295 -0.75333479 -1.65008676 -0.76867048
  0.22013128 -0.35121992  2.58096528  0.49610167  0.        ]","[[-0.08703204 -0.01268707 -0.1896096  -0.08888072]
 [-0.0024278   0.0037819   0.          0.        ]]",[ 0.2028701   2.67426959],-0.4046520619,[ 0.28629923  1.44233477],[-0.19122569 -0.14807358],-0.4046520619
1,"[ 1.0666236   1.90154241 -0.08969313 -0.63929317 -1.65006555 -0.76866626
  0.29050497  0.20740691  2.58418479  0.54544072  0.        ]","[[-0.07904355  0.02711253 -0.1896096  -0.08888072]
 [ 0.79861591  3.96298368  0.          0.        ]]",[ 0.38962816  1.6456337 ],-0.406184419692,[ 0.21244933  1.40613937],[-0.19122569 -0.14807358],-0.406184419692
2,"[ 1.06937539  1.88833893 -0.04215682 -0.30204992 -1.65004434 -0.76866204
  0.42439733  0.75493299  2.58287022  0.70520438  0.        ]","[[-0.04778016  0.14530688 -0.1896096  -0.08888072]
 [ 2.32266574  7.84352114  0.          0.        ]]",[-0.93717782  0.43846985],-0.410083912358,[ 0.11005087  1.35315955],[-0.19122569 -0.14807358],-0.410083912358
3,"[ 1.06989852  1.83700056 -0.02877718  0.17914598 -1.65002313 -0.76865781
  0.09460283  0.97818461  2.55663682  0.87259289  0.        ]","[[-0.03899053  0.31805321 -0.1896096  -0.08888072]
 [-1.43120663  9.42582783  0.          0.        ]]",[-0.36399355  1.16482827],-0.411746668996,[ 0.12221557  1.32023191],[-0.19122569 -0.14807358],-0.411746668996
4,"[ 1.06629244  1.71467929 -0.09386562  0.76720148 -1.65000192 -0.76865359
 -0.02952729  1.51059403  2.50299865  0.99130264  0.        ]","[[ -0.08179106   0.54443048  -0.1896096   -0.08888072]
 [ -2.84411039  13.19931446   0.           0.        ]]",[ 0.18677585  0.29108638],-0.408864431456,[ 0.09853521  1.26678514],[-0.19122569 -0.14807358],-0.408864431456
5,"[ 1.05906115  1.49283365 -0.16794997  1.37300254 -1.64998071 -0.76864937
  0.04033668  1.63628661  2.40461925  1.12030321  0.        ]","[[ -0.13069512   0.81735617  -0.1896096   -0.08888072]
 [ -2.04888978  14.09029139   0.           0.        ]]",[-0.1562218   0.35650243],-0.401175073231,[ 0.04278308  1.19841003],[-0.19122569 -0.14807358],-0.401175073231
6,"[ 1.04905512  1.18202583 -0.23836139  1.85036532 -1.6499595  -0.76864515
 -0.01039014  1.79609231  2.26084484  1.23495307  0.        ]","[[ -0.1774663    1.11052777  -0.1896096   -0.08888072]
 [ -2.6262807   15.22308569   0.           0.        ]]",[-0.97548469  1.61154323],-0.387889354741,[-0.00673576  1.1173321 ],[-0.19122569 -0.14807358],-0.387889354741
7,"[ 1.02112396  0.76059834 -0.37314599  2.12823826 -1.64993829 -0.76864092
 -0.34498011  2.31230548  2.07704876  1.2727884   0.        ]","[[ -0.26820239   1.45170218  -0.1896096   -0.08888072]
 [ -6.43470393  18.88208734   0.           0.        ]]",[ 0.27172087  0.49738756],-0.366445185466,[-0.05827038  1.01226473],[-0.19122569 -0.14807358],-0.366445185466
8,"[ 0.96903857  0.25556372 -0.54135467  2.04117447 -1.64991708 -0.7686367
 -0.23927453  2.53732307  1.84208628  1.24364608  0.        ]","[[ -0.38482598   1.84534971  -0.1896096   -0.08888072]
 [ -5.23154339  20.47737734   0.           0.        ]]",[-0.17626182  1.19696078],-0.335392870021,[-0.11654229  0.91822493],[-0.19122569 -0.14807358],-0.335392870021
9,"[ 0.90343343 -0.24708444 -0.69371184  1.43773194 -1.64989588 -0.76863248
 -0.2914142   3.03866207  1.54972233  1.14480903  0.        ]","[[ -0.49541196   2.29055682  -0.1896096   -0.08888072]
 [ -5.8250222   24.03148086   0.           0.        ]]",[ 0.65233407  1.51616406],-0.293505552777,[-0.13203417  0.85173434],[-0.19122569 -0.14807358],-0.293505552777
