timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.98098277  1.64550343 -0.11086891 -1.16634142  0.74349789 -0.47179291
  0.22720563 -0.34652768  0.63727482  0.12575769  0.        ]","[[-0.09934274 -0.08160507  0.084979   -0.05608613]
 [ 0.00412947 -0.00190353  0.          0.        ]]",[-1.55917769  1.00637509],-0.125533488246,[-1.07761121  1.17186213],[-0.36124656 -0.24023516],-0.125533488246
1,"[ 0.97394291  1.64853544 -0.17039351 -1.05561002  0.74349661 -0.47179227
 -0.2281177   0.24917373  0.63328595  0.08622573  0.        ]","[[-0.13896693 -0.04189949  0.084979   -0.05608613]
 [-3.95336578  3.95925564  0.          0.        ]]",[-0.07434889  1.35752319],-0.124306719714,[-0.49687004  0.83020669],[-0.36124656 -0.24023516],-0.124306719714
2,"[ 0.95226062  1.64601561 -0.29131724 -0.72577094  0.74349533 -0.47179163
 -0.25313276  0.83286265  0.62652395  0.04600269  0.        ]","[[-0.22021577  0.07622785  0.084979   -0.05608613]
 [-4.17078925  7.84054133  0.          0.        ]]",[-0.21827931  0.68021587],-0.122861687691,[-0.36370835  0.45541209],[-0.36124656 -0.24023516],-0.122861687691
3,"[ 0.91644421  1.60840108 -0.42450419 -0.22424561  0.74349405 -0.47179099
 -0.34310095  1.21460391  0.61451628  0.05767632  0.        ]","[[ -0.31147735   0.25850767   0.084979    -0.05608613]
 [ -4.95275975  10.37897457   0.           0.        ]]",[-0.64138643  0.97347935],-0.121646814764,[-0.22642753  0.08454821],[-0.36124656 -0.24023516],-0.121646814764
4,"[ 0.84917116  1.49616539 -0.5984516   0.40771156  0.74349277 -0.47179035
 -0.6239144   1.76349501  0.57542096  0.0754927   0.        ]","[[ -0.43502099   0.50270845   0.084979    -0.05608613]
 [ -7.39348169  14.02891382   0.           0.        ]]",[ 0.6658908  -0.86609785],-0.117419207903,[ 0.14562353 -0.40557295],[-0.36124656 -0.24023516],-0.117419207903
5,"[ 0.76407381  1.32014074 -0.75807236  0.95808312  0.74349149 -0.47178971
 -0.30384076  1.20583435  0.51212187  0.10474242  0.        ]","[[ -0.55497872   0.74608101   0.084979    -0.05608613]
 [ -4.61153996  10.32072749   0.           0.        ]]",[ 0.4431676  0.7770327],-0.110705804431,[-0.26411915 -0.2659952 ],[-0.36124656 -0.24023516],-0.110705804431
6,"[ 0.70262227  1.09885772 -0.85063543  1.38409149  0.74349021 -0.47178907
 -0.09169352  1.63770131  0.43667063  0.21530821  0.        ]","[[ -0.62871021   0.98130886   0.084979    -0.05608613]
 [ -2.76764853  13.19250657   0.           0.        ]]",[-0.46999835 -0.73825553],-0.105216776541,[-0.61435664 -0.64779252],[-0.36124656 -0.24023516],-0.105216776541
7,"[ 0.63487478  0.84346374 -0.93803884  1.67893486  0.74348893 -0.47178843
 -0.2992388   1.15888102  0.33618027  0.31648367  0.        ]","[[ -0.70216112   1.21321372   0.084979    -0.05608613]
 [ -4.57154378  10.00856607   0.           0.        ]]",[-1.56669014 -1.9097306 ],-0.0983637132837,[-0.45417905 -0.5458141 ],[-0.36124656 -0.24023516],-0.0983637132837
8,"[ 0.49990052  0.65469497 -1.07975814  1.80046384  0.74348765 -0.47178779
 -0.74402372  0.53372455  0.24615697  0.24921358  0.        ]","[[-0.83237835  1.37167678  0.084979   -0.05608613]
 [-8.43742549  5.85153283  0.          0.        ]]",[ 2.00800334  0.56844635],-0.0858945152444,[ 0.1917315 -0.3233273],[-0.36124656 -0.24023516],-0.0858945152444
9,"[ 0.35137769  0.48457898 -1.20006741  1.85052351  0.74348636 -0.47178715
 -0.26957127  0.85463895  0.15631193  0.17950941  0.        ]","[[-0.95975324  1.51011756  0.084979   -0.05608613]
 [-4.31370292  7.98549334  0.          0.        ]]",[-0.52491041 -1.46078413],-0.0733566043385,[-0.24487352 -0.5455792 ],[-0.36124656 -0.24023516],-0.0733566043385
10,"[ 0.21674726  0.33782384 -1.28513814  1.85100366  0.74348508 -0.47178651
 -0.49869403  0.23543219  0.07372094  0.1343496   0.        ]","[[-1.0660074   1.62851576  0.084979   -0.05608613]
 [-6.30513795  3.86802453  0.          0.        ]]",[ 1.29305092 -1.72934657],-0.0626576413005,[ 0.22614375 -0.22767055],[-0.36124656 -0.24023516],-0.0626576413005
11,"[ 0.10291646  0.29224762 -1.34256084  1.84316047  0.7434838  -0.47178587
 -0.02891907 -0.37165451  0.03210397  0.05013931  0.        ]","[[-1.15114381  1.66537262  0.084979   -0.05608613]
 [-2.22207509 -0.16885155  0.          0.        ]]",[-1.38833424 -1.07715967],-0.0548827195988,[-0.06497982  0.21793421],[-0.36124656 -0.24023516],-0.0548827195988
12,"[-0.01330164  0.34551224 -1.38926019  1.85193261  0.74348252 -0.47178523
 -0.47913099 -0.966536    0.01761913 -0.10728886  0.        ]","[[-1.23484663  1.62230672  0.084979   -0.05608613]
 [-6.13510679 -4.12457492  0.          0.        ]]",[ 0.6971262   0.07149579],-0.0499390352634,[ 0.82833743  0.63510013],[-0.36124656 -0.24023516],-0.0499390352634
13,"[-0.14759875  0.44325625 -1.42969533  1.85458636  0.74348124 -0.47178459
 -0.14771297 -0.91176857 -0.01096692 -0.31677284  0.        ]","[[-1.3286472   1.54346891  0.084979   -0.05608613]
 [-3.25458426 -3.76040708  0.          0.        ]]",[ 1.07630445  0.10516882],-0.0496738791379,[ 0.80621183  0.71545523],[-0.36124656 -0.24023516],-0.0496738791379
