timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.03437676  1.40207026  0.07143977 -0.90962539  0.83069593 -1.47338721
  0.18090283 -0.32203104  0.67502442  2.12480568  0.        ]","[[ 0.02567427  0.09961216  0.09533509 -0.17097891]
 [-0.00349099  0.0031095   0.          0.        ]]",[-4.25129788 -0.87094067],-0.219138489823,[-4.05404949 -0.57240653],[-0.6810987  -0.51110888],-0.219138489823
1,"[ 1.03471514  1.40562748  0.01222812 -0.99925907  0.83069495 -1.47338398
 -0.35130519 -0.89019387  0.68215047  1.97826727  0.        ]","[[-0.01407199  0.06508854  0.09533509 -0.17097891]
 [-3.95796935 -3.44398915  0.          0.        ]]",[-3.45458624 -0.5870963 ],-0.209292002263,[-3.41105151 -0.19813743],[-0.6810987  -0.51110888],-0.209292002263
2,"[ 1.02201097  1.4078419  -0.16308707 -1.23752606  0.83069398 -1.47338074
 -0.87304698 -1.2618651   0.66200433  1.55769732  0.        ]","[[-0.13212754 -0.02641611  0.09533509 -0.17097891]
 [-7.83468374 -5.69896336  0.          0.        ]]",[-1.86630548  1.38610765],-0.17989157532,[-1.96871257  0.71169472],[-0.6810987  -0.51110888],-0.17989157532
3,"[ 0.95675772  1.402073   -0.44531875 -1.42756178  0.83069301 -1.4733775
 -1.38480127 -0.59038592  0.53809169  0.987753    0.        ]","[[ -0.32697303  -0.09952045   0.09533509  -0.17097891]
 [-11.63720006  -1.62504466   0.           0.        ]]",[-0.73300244  0.43775516],-0.136450037561,[-0.43445253  0.93535781],[-0.6810987  -0.51110888],-0.136450037561
4,"[ 0.78849993  1.40009348 -0.79138123 -1.46583404  0.83069203 -1.47337426
 -1.7441604  -0.2992054   0.27410156  0.39880406  0.        ]","[[ -0.58650789  -0.11429635   0.09533509  -0.17097891]
 [-14.30738958   0.14157051   0.           0.        ]]",[ 1.36062317  1.6531879 ],-0.0847736501497,[ 1.43120134  1.20156264],[-0.6810987  -0.51110888],-0.0847736501497
5,"[ 0.55543066  1.40504217 -1.06636542 -1.35555361  0.83069106 -1.47337102
 -1.17387855  0.35270793 -0.03018841 -0.01066688  0.        ]","[[ -0.83014098  -0.07178093   0.09533509  -0.17097891]
 [-10.0700215    4.09678225   0.           0.        ]]",[ 1.74489273  0.27669206],-0.041789151427,[ 1.39376795  0.80804801],[-0.6810987  -0.51110888],-0.041789151427
6,"[ 0.36974723  1.40800898 -1.2122521  -1.11577345  0.83069009 -1.47336778
 -0.61472759  0.51965408 -0.20866938 -0.18258208  0.        ]","[[-0.98985631  0.02031725  0.09533509 -0.17097891]
 [-5.91534857  5.10965995  0.          0.        ]]",[ 1.42188667  0.2640837 ],-0.0220200264867,[ 0.98695213  0.45711967],[-0.6810987  -0.51110888],-0.0220200264867
7,"[ 0.27198119  1.39736326 -1.27177754 -0.82587543  0.83068911 -1.47336454
 -0.06663346  0.67506955 -0.24292242 -0.20454218  0.        ]","[[-1.06730255  0.13197102  0.09533509 -0.17097891]
 [-1.84282922  6.05258108  0.          0.        ]]",[-0.2185738  -0.28705046],-0.0189132452691,[-0.05465882  0.06112704],[-0.6810987  -0.51110888],-0.0189132452691
8,"[ 0.21296385  1.37220339 -1.30289744 -0.54835422  0.83068814 -1.4733613
 -0.17803122  0.46803076 -0.22881166 -0.17766272  0.        ]","[[-1.11246386  0.24041964  0.09533509 -0.17097891]
 [-2.67055161  4.79646453  0.          0.        ]]",[ 1.11115138 -0.10032215],-0.0198858069427,[ 0.163231    0.06308925],[-0.6810987  -0.51110888],-0.0198858069427
9,"[ 0.19547328  1.3400449  -1.31147195 -0.32103582  0.83068717 -1.47335806
  0.36151154  0.38665414 -0.17943568 -0.11502085  0.        ]","[[-1.12565178  0.33139522  0.09533509 -0.17097891]
 [ 1.33842524  4.302749    0.          0.        ]]",[-0.6776045  -0.45740227],-0.0249129828396,[-1.22004569 -0.12423226],[-0.6810987  -0.51110888],-0.0249129828396
