timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.02187132  2.00455179  0.06534534 -0.77351621 -0.91014076  1.70481593
  0.28204517 -0.37197171  2.09659415 -1.78296786  0.        ]","[[ 0.00144659  0.00698727 -0.10505599  0.19787271]
 [-0.00169489 -0.00495993  0.          0.        ]]",[ 3.18501432  1.67889446],-0.371467516679,[ 2.09748411  2.02199316],[-0.26480347 -0.12547173],-0.371467516679
1,"[ 1.02066339  2.00312281  0.12598538 -0.65237942 -0.91013759  1.70480325
  0.65903099  0.19029293  2.09278384 -1.67323364  0.        ]","[[ 0.0410881   0.04660145 -0.10505599  0.19787271]
 [ 3.95268566  3.95319144  0.          0.        ]]",[ 2.02344302  2.57749169],-0.364482720783,[ 1.61211562  1.81246531],[-0.26480347 -0.12547173],-0.364482720783
2,"[ 1.0038415   1.98659209  0.30545354 -0.29364233 -0.91013442  1.70479056
  1.02856732  0.74142764  2.04403837 -1.35198287  0.        ]","[[ 0.15903317  0.16459264 -0.10505599  0.19787271]
 [ 7.8289447   7.83299749  0.          0.        ]]",[ 0.54315149  2.85266063],-0.341384429207,[ 0.9970212   1.51476657],[-0.26480347 -0.12547173],-0.341384429207
3,"[ 0.94218067  1.91964231  0.56707456  0.28110668 -0.91013125  1.70477788
  1.21853226  1.28174233  1.86219915 -0.89655116  0.        ]","[[  0.33560431   0.35941611  -0.10505599   0.19787271]
 [  9.82162484  11.63666128   0.           0.        ]]",[ 0.43242796  0.55492276],-0.299274245431,[ 0.35767797  1.14170516],[-0.26480347 -0.12547173],-0.299274245431
4,"[ 0.81327156  1.76349216  0.85933838  0.96231107 -0.91012808  1.7047652
  1.36310847  1.56102259  1.48911151 -0.46794126  0.        ]","[[  0.54725192   0.61187613  -0.10505599   0.19787271]
 [ 11.3382229   13.60276681   0.           0.        ]]",[-0.8655441   1.17392242],-0.238753607091,[-0.2271346   0.74096298],[-0.26480347 -0.12547173],-0.238753607091
5,"[ 0.65081034  1.47982703  1.0919676   1.64077319 -0.91012491  1.70475251
  1.01529639  2.08534594  0.99904857 -0.26022172  0.        ]","[[  0.7374108    0.9209667   -0.10505599   0.19787271]
 [  7.68991208  17.29397613   0.           0.        ]]",[ 0.34606994 -0.91784747],-0.170757690389,[-0.4133414  0.4569886],[-0.26480347 -0.12547173],-0.170757690389
6,"[ 0.47754669  1.12388426  1.26501473  2.08517338 -0.91012174  1.70473983
  1.13161076  1.52035848  0.53998671 -0.30397176  0.        ]","[[  0.90345154   1.22694095  -0.10505599   0.19787271]
 [  8.91003566  13.31669685   0.           0.        ]]",[-1.21574232 -0.3962711 ],-0.111647588822,[-0.64139301  0.26518124],[-0.26480347 -0.12547173],-0.111647588822
7,"[ 0.31635975  0.80323854  1.38288709  2.25016705 -0.91011857  1.70472714
  0.73771205  1.26011264  0.22336946 -0.4861306   0.        ]","[[  1.0401991    1.47489369  -0.10505599   0.19787271]
 [  4.77828137  11.48468129   0.           0.        ]]",[-1.7565295  -0.86848929],-0.0815466310164,[-0.64114946  0.17635581],[-0.26480347 -0.12547173],-0.0815466310164
8,"[ 0.24764294  0.54735232  1.42339706  2.2498139  -0.9101154   1.70471446
  0.35152378  0.73941137  0.08837408 -0.66967041  0.        ]","[[ 1.09512299  1.66780946 -0.10505599  0.19787271]
 [ 0.72739384  7.81909838  0.          0.        ]]",[-0.61165092  0.70250266],-0.0838591661262,[-0.55523431  0.1822283 ],[-0.26480347 -0.12547173],-0.0838591661262
9,"[ 0.26016257  0.30921261  1.41639534  2.14524736 -0.91011223  1.70470178
  0.11935789  1.1125938   0.05375708 -0.83116684  0.        ]","[[  1.08523707   1.85055054  -0.10505599   0.19787271]
 [ -1.70788788  10.44623439   0.           0.        ]]",[ 0.03242585 -0.51246876],-0.0974715704733,[-0.51394409  0.13995412],[-0.26480347 -0.12547173],-0.0974715704733
10,"[ 0.30088883  0.07883543  1.39244794  1.93763897 -0.91010906  1.70468909
  0.13485749  0.79496494  0.05887349 -0.99011442  0.        ]","[[ 1.05271094  2.03704064 -0.10505599  0.19787271]
 [-1.54530376  8.21023016  0.          0.        ]]",[-0.21472891 -0.35894491],-0.114401915357,[-0.51337373  0.13913742],[-0.26480347 -0.12547173],-0.114401915357
11,"[ 0.34888283 -0.08996427  1.36178316  1.70441909 -0.91010589  1.70467641
  0.05675724  0.56998527  0.08444999 -1.11148364  0.        ]","[[ 1.0135857   2.18535467 -0.10505599  0.19787271]
 [-2.36452536  6.62644513  0.          0.        ]]",[-0.818764    1.25657481],-0.128643331252,[-0.46827257  0.16031468],[-0.26480347 -0.12547173],-0.128643331252
12,"[ 0.4425859  -0.2634371   1.29355641  1.36793628 -0.91010272  1.70466373
 -0.24779272  1.11381605  0.14171293 -1.23689777  0.        ]","[[  0.9342436    2.35629593  -0.10505599   0.19787271]
 [ -5.55906316  10.45489318   0.           0.        ]]",[-0.04350476 -0.58223432],-0.144918534907,[-0.3539741   0.16481394],[-0.26480347 -0.12547173],-0.144918534907
13,"[ 0.56543097 -0.41934846  1.18438575  0.93589822 -0.91009955  1.70465105
 -0.25372485  0.75691341  0.21754649 -1.36623983  0.        ]","[[ 0.82243816  2.54018525 -0.10505599  0.19787271]
 [-5.62129262  7.94241455  0.          0.        ]]",[-1.44710146  0.10114391],-0.162606443883,[-0.23674993  0.24362281],[-0.26480347 -0.12547173],-0.162606443883
14,"[ 0.7118452  -0.52583861  1.01496313  0.50837807 -0.91009638  1.70463837
 -0.62056467  0.79143773  0.29671746 -1.47168138  0.        ]","[[ 0.6714053   2.70147248 -0.10505599  0.19787271]
 [-9.46920911  8.18547312  0.          0.        ]]",[-0.67348146 -0.1374608 ],-0.178047003779,[ 0.06365161  0.36762869],[-0.26480347 -0.12547173],-0.178047003779
15,"[ 0.87519189 -0.59941077  0.73846679  0.06074483 -0.91009321  1.70462569
 -0.85691438  0.69106311  0.37331914 -1.5744312   0.        ]","[[  0.45714685   2.85809251  -0.10505599   0.19787271]
 [-11.94838292   7.47887871   0.           0.        ]]",[ 0.87167649  1.259142  ],-0.193160804617,[ 0.41280639  0.54228961],[-0.26480347 -0.12547173],-0.193160804617
16,"[ 0.97560056 -0.64636279  0.4493121  -0.5026835  -0.91009004  1.704613
 -0.50534531  0.89559271  0.42436658 -1.72483213  0.        ]","[[ 0.2551798   3.04591264 -0.10505599  0.19787271]
 [-8.26068234  8.91872779  0.          0.        ]]",[-0.05166312  1.23503656],-0.211723069521,[ 0.46280354  0.59887242],[-0.26480347 -0.12547173],-0.211723069521
17,"[ 1.01612473 -0.65129752  0.19991137 -0.66823643 -0.91008688  1.70460032
 -0.50929666 -0.47848564  0.43637326 -1.76469441  0.        ]","[[ 0.0895489   3.10016606 -0.10505599  0.19787271]
 [-8.30214201 -0.75437874  0.          0.        ]]",[ 1.10228575  0.37570771],-0.216557491003,[ 0.83471882  0.91688013],[-0.26480347 -0.12547173],-0.216557491003
18,"[ 1.02096289 -0.64888583  0.00934124 -0.57144851 -0.91008371  1.70458764
 -0.11616952 -0.6282921   0.44254935 -1.72056937  0.        ]","[[-0.03512066  3.0684736  -0.10505599  0.19787271]
 [-4.17852762 -1.80898141  0.          0.        ]]",[ 0.90242081  1.01272996],-0.212359556421,[ 0.74191725  0.92194748],[-0.26480347 -0.12547173],-0.212359556421
19,"[ 1.01703906 -0.64532808 -0.06228091 -0.4789523  -0.91008054  1.70457496
  0.23234924 -0.53953008  0.44992572 -1.68743676  0.        ]","[[-0.08201233  3.03811789 -0.10505599  0.19787271]
 [-0.52282222 -1.18413443  0.          0.        ]]",[ 0.75313306  0.80793638],-0.209403240406,[ 0.58093345  0.86324203],[-0.26480347 -0.12547173],-0.209403240406
20,"[ 1.01905182 -0.64265373 -0.0324205  -0.42444902 -0.91007737  1.70456228
  0.51761669 -0.46238152  0.45075986 -1.67192686  0.        ]","[[-0.06244654  3.02018785 -0.10505599  0.19787271]
 [ 2.46942715 -0.64104142  0.          0.        ]]",[ 1.15055043  1.67236718],-0.207869421542,[ 0.41759735  0.79489934],[-0.26480347 -0.12547173],-0.207869421542
