timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.0583707   1.97441869 -0.01556885 -0.94781105 -0.18638026 -1.11868538
  0.24247517 -0.36311662  1.40883179  0.86849091  0.        ]","[[-0.04266571 -0.0657231  -0.01976426 -0.12810043]
 [-0.00290236 -0.00288667  0.          0.        ]]",[-0.43184305  0.42526069],-0.254918246102,[-0.92702365  0.84316331],[-0.21406257 -0.12922098],-0.254918246102
1,"[ 1.05713056  1.97566299 -0.04178881 -0.89738972 -0.18637972 -1.11867834
  0.08971619 -0.12475998  1.40815699  0.85381596  0.        ]","[[-0.05986982 -0.0488789  -0.01976426 -0.12810043]
 [-1.71181653  1.68168969  0.          0.        ]]",[-0.99169324  1.28935778],-0.254068474759,[-0.87513363  0.85010618],[-0.21406257 -0.12922098],-0.254068474759
2,"[ 1.04724531  1.97682521 -0.15306374 -0.67846396 -0.18637918 -1.11867131
 -0.25806942  0.43099788  1.40306201  0.79271745  0.        ]","[[-0.13314255  0.02416387 -0.01976426 -0.12810043]
 [-5.60249713  5.60949212  0.          0.        ]]",[-1.39629697  0.81710126],-0.250336444302,[-0.71616113  0.87887019],[-0.21406257 -0.12922098],-0.250336444302
3,"[ 1.00364803  1.95869114 -0.37776472 -0.25042829 -0.18637865 -1.11866427
 -0.60188776  0.87327407  1.38007587  0.66328478  0.        ]","[[-0.28378353  0.16771595 -0.01976426 -0.12810043]
 [-9.44880292  8.73528136  0.          0.        ]]",[-0.38261081  2.36341828],-0.241389275324,[-0.4638758   0.93371439],[-0.21406257 -0.12922098],-0.241389275324
4,"[ 0.89750788  1.88294071 -0.6634152   0.36231605 -0.18637811 -1.11865724
 -0.72061665  1.40910502  1.32655766  0.51644183  0.        ]","[[ -0.48608616   0.38041836  -0.01976426  -0.12810043]
 [-10.77704951  12.52231309   0.           0.        ]]",[-0.63172444  1.21612045],-0.228484319232,[-0.28253415  0.96888959],[-0.21406257 -0.12922098],-0.228484319232
5,"[ 0.70801875  1.69378164 -0.96199308  1.10642386 -0.18637757 -1.1186502
 -0.92510255  1.93432982  1.23255094  0.39809845  0.        ]","[[ -0.72457911   0.66811076  -0.01976426  -0.12810043]
 [-13.06467043  16.23449484   0.           0.        ]]",[-1.15396413  1.20717614],-0.211894790981,[-0.09655254  0.98183584],[-0.21406257 -0.12922098],-0.211894790981
6,"[ 0.38896564  1.33848787 -1.25324023  1.81826897 -0.18637703 -1.11864317
 -1.25582363  2.44911871  1.07022121  0.29637041  0.        ]","[[ -1.02299292e+00   1.02930942e+00  -1.97642620e-02  -1.28100433e-01]
 [ -1.67645202e+01   1.98731064e+01   0.00000000e+00   0.00000000e+00]]",[ 0.87582773  1.71625711],-0.186958745977,[ 0.04103186  0.94218886],[-0.21406257 -0.12922098],-0.186958745977
7,"[ 0.00711724  0.80162745 -1.42887327  2.22957451 -0.18637649 -1.11863614
 -0.91650957  2.95335784  0.86647026  0.32472044  0.        ]","[[ -1.32020156e+00   1.46253250e+00  -1.97642620e-02  -1.28100433e-01]
 [ -1.29686893e+01   2.34374357e+01   0.00000000e+00   0.00000000e+00]]",[ 0.98785223  0.79083312],-0.160433936686,[-0.09597278  0.84267426],[-0.21406257 -0.12922098],-0.160433936686
8,"[-0.29374368  0.16154706 -1.47569563  2.02511349 -0.18637595 -1.1186291
 -0.5440798   3.33048761  0.65152994  0.54358078  0.        ]","[[ -1.53777724e+00   1.95803117e+00  -1.97642620e-02  -1.28100433e-01]
 [ -8.80236611e+00   2.61036921e+01   0.00000000e+00   0.00000000e+00]]",[ 0.35705942 -0.20852945],-0.143471986036,[-0.17621064  0.76152194],[-0.21406257 -0.12922098],-0.143471986036
9,"[-0.51733922 -0.36970119 -1.46420668  1.12243107 -0.18637541 -1.11862207
 -0.40207697  3.1404109   0.38361515  0.8137502   0.        ]","[[ -1.69788599e+00   2.46663194e+00  -1.97642620e-02  -1.28100433e-01]
 [ -7.21380839e+00   2.47609118e+01   0.00000000e+00   0.00000000e+00]]",[-0.6072046   1.21745374],-0.136118363475,[-0.25650686  0.679923  ],[-0.21406257 -0.12922098],-0.136118363475
10,"[-0.74557914 -0.64485614 -1.41100156 -0.31793348 -0.18637487 -1.11861503
 -0.60415727  3.63109017  0.03475161  1.03571595  0.        ]","[[ -1.86484325e+00   2.99665784e+00  -1.97642620e-02  -1.28100433e-01]
 [ -9.47448228e+00   2.82301138e+01   0.00000000e+00   0.00000000e+00]]",[-0.67985586 -0.11196406],-0.13719670568,[-0.36713368  0.58996034],[-0.21406257 -0.12922098],-0.13719670568
11,"[-1.02156155 -0.6522826  -1.28327651 -1.04576928 -0.18637434 -1.118608
 -0.82811648 -0.36729768 -0.13755878  1.12151303  0.        ]","[[ -2.07947254   3.24009745  -0.01976426  -0.12810043]
 [-11.9799263   -0.03198395   0.           0.        ]]",[ 1.51033536 -0.38946978],-0.142878018103,[-0.22456959  0.57521874],[-0.21406257 -0.12922098],-0.142878018103
12,"[-1.24815228 -0.65790902 -1.11152622 -0.85270674 -0.1863738  -1.11860097
 -0.45301067 -1.01714222 -0.06816062  1.08801245  0.        ]","[[-2.27696968  3.17554961 -0.01976426 -0.12810043]
 [-7.78369073 -4.62535613  0.          0.        ]]",[ 0.32457923 -0.48958946],-0.140158322312,[-0.18571636  0.59828764],[-0.21406257 -0.12922098],-0.140158322312
13,"[ -1.38899469e+00  -6.54752913e-01  -9.60558178e-01  -5.20057898e-01
  -1.86373258e-01  -1.11859393e+00  -3.24365094e-01  -1.27842950e+00
  -5.02305080e-04   1.00389968e+00   0.00000000e+00]","[[-2.41820438  3.0645116  -0.01976426 -0.12810043]
 [-6.34456629 -6.47229389  0.          0.        ]]",[ 0.2684053   0.06569668],-0.132241585371,[-0.11776103  0.62561494],[-0.21406257 -0.12922098],-0.132241585371
14,"[-1.48832968 -0.63169982 -0.822664   -0.14757424 -0.18637272 -1.1185869
 -0.21813413 -1.22348586  0.04365914  0.88873201  0.        ]","[[-2.5331724   2.9389617  -0.01976426 -0.12810043]
 [-5.15618919 -6.0839923   0.          0.        ]]",[-0.13767399  0.73371032],-0.120759678841,[-0.06269452  0.64725471],[-0.21406257 -0.12922098],-0.120759678841
15,"[-1.56755959 -0.60213036 -0.68318184  0.11772763 -0.18637218 -1.11857987
 -0.25771777 -0.79543603  0.05029755  0.79113442  0.        ]","[[-2.64073907  2.84763863 -0.01976426 -0.12810043]
 [-5.59901076 -3.05840033  0.          0.        ]]",[-0.74769316  0.67917356],-0.110086705215,[-0.02315177  0.65740412],[-0.21406257 -0.12922098],-0.110086705215
16,"[-1.64958939 -0.58859685 -0.48840209  0.21357538 -0.18637164 -1.11857283
 -0.51242061 -0.40642986  0.02464392  0.73909206  0.        ]","[[-2.78130731  2.81405865 -0.01976426 -0.12810043]
 [-8.44832507 -0.30877017  0.          0.        ]]",[-0.59842661 -0.62069148],-0.102991078145,[ 0.03035136  0.66618764],[-0.21406257 -0.12922098],-0.102991078145
17,"[-1.71943543 -0.5749578  -0.20741446  0.30046363 -0.1863711  -1.1185658
 -0.70926583 -0.753293   -0.02481884  0.69012647  0.        ]","[[ -2.97236823   2.7832839   -0.01976426  -0.12810043]
 [-10.65040985  -2.76054479   0.           0.        ]]",[ 0.69899796  0.4593737 ],-0.0951843592648,[ 0.11650214  0.68766057],[-0.21406257 -0.12922098],-0.0951843592648
18,"[-1.73927227 -0.55731173  0.0708175   0.40197881 -0.18637057 -1.11855877
 -0.44301853 -0.488231   -0.08592492  0.65001589  0.        ]","[[-3.15549288  2.74687072 -0.01976426 -0.12810043]
 [-7.67199771 -0.88700705  0.          0.        ]]",[-0.83986404  0.20941758],-0.0882477603872,[ 0.11800709  0.691984  ],[-0.21406257 -0.12922098],-0.0882477603872
19,"[-1.71171902 -0.55257158  0.35156218  0.42751761 -0.18637003 -1.11855173
 -0.72667904 -0.36846582 -0.14608346  0.64758094  0.        ]","[[ -3.34077108   2.73762427  -0.01976426  -0.12810043]
 [-10.84525036  -0.0404755    0.           0.        ]]",[ 0.06814608 -0.12462717],-0.0863753286992,[ 0.14171021  0.69883299],[-0.21406257 -0.12922098],-0.0863753286992
20,"[-1.62269699 -0.5495685   0.6596258   0.44336019 -0.18636949 -1.1185447
 -0.68336668 -0.438191   -0.21255178  0.6650017   0.        ]","[[ -3.55281507   2.73186981  -0.01976426  -0.12810043]
 [-10.36076105  -0.53332523   0.           0.        ]]",[ 1.53230365  0.64171574],-0.087630463497,[ 0.14300771  0.69960493],[-0.21406257 -0.12922098],-0.087630463497
21,"[-1.51304123 -0.55727137  0.88165794  0.40216194 -0.18636895 -1.11853767
 -0.31110747 -0.07721498 -0.24903136  0.70022933  0.        ]","[[-3.71824825  2.74680297 -0.01976426 -0.12810043]
 [-6.1964405   2.01815892  0.          0.        ]]",[-0.33200265  0.42184835],-0.091817393192,[ 0.12329689  0.69463599],[-0.21406257 -0.12922098],-0.091817393192
