timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.97224976  1.60758903  0.15385941 -1.11417838  0.31537513 -0.45916261
  0.24368141 -0.34388034  1.07375822  0.50301736  0.        ]","[[ 0.06507803 -0.05629155  0.03806777 -0.0522402 ]
 [ 0.00214445  0.00024625  0.          0.        ]]",[-0.27640841  0.2531191 ],-0.181801437484,[-1.22300613  1.22102785],[-0.36365747 -0.24228334],-0.181801437484
1,"[ 0.97323235  1.60821842  0.13731818 -1.08624068  0.31537475 -0.459162
  0.11526363 -0.19194487  1.07432553  0.49091591  0.        ]","[[ 0.05414579 -0.04622653  0.03806777 -0.0522402 ]
 [-1.09172467  1.00291258  0.          0.        ]]",[-0.64443787  0.1155329 ],-0.181477697879,[-1.16280103  1.16797352],[-0.36365747 -0.24228334],-0.181477697879
2,"[ 0.9754094   1.60923686  0.06581802 -1.01830529  0.31537437 -0.4591614
 -0.18150524 -0.1254849   1.07549496  0.41729256  0.        ]","[[ 0.00694818 -0.02176776  0.03806777 -0.0522402 ]
 [-3.61961853  1.4415005   0.          0.        ]]",[-0.94941152  1.557576  ],-0.179410461581,[-0.94443655  1.18031216],[-0.36365747 -0.24228334],-0.179410461581
3,"[ 0.96752083  1.60818923 -0.09969203 -0.82857985  0.315374   -0.4591608
 -0.61419629  0.47040863  1.06960171  0.25981819  0.        ]","[[-0.10242382  0.04651814  0.03806777 -0.0522402 ]
 [-7.30530644  5.3739766   0.          0.        ]]",[ 0.64199609  0.22370581],-0.174953227851,[-0.43984491  0.92606145],[-0.36365747 -0.24228334],-0.174953227851
4,"[ 0.93847285  1.59341618 -0.27786638 -0.51008962  0.31537362 -0.4591602
 -0.29911805  0.58835044  1.05276894  0.13550087  0.        ]","[[-0.22160217  0.16180694  0.03806777 -0.0522402 ]
 [-4.62146192  6.15231336  0.          0.        ]]",[ 0.67474846  0.88407835],-0.170938738052,[-0.59325451  0.91683865],[-0.36365747 -0.24228334],-0.170938738052
5,"[ 0.9138826   1.54742559 -0.37283731 -0.08690771  0.31537325 -0.45915959
  0.02482968  1.10017954  1.03990551  0.17497863  0.        ]","[[-0.28634588  0.31874288  0.03806777 -0.0522402 ]
 [-1.86206618  9.53003225  0.          0.        ]]",[-0.67541411  0.81004678],-0.170049792356,[-0.82738781  0.61559546],[-0.36365747 -0.24228334],-0.170049792356
6,"[ 0.88376224  1.43434704 -0.46451503  0.47018479  0.31537287 -0.45915899
 -0.28464919  1.55775815  1.00613722  0.28847369  0.        ]","[[ -0.35003648   0.53964161   0.03806777  -0.0522402 ]
 [ -4.49821553  12.54975866   0.           0.        ]]",[-1.26336855 -0.40850367],-0.16839967542,[-0.6085      0.16866672],[-0.36365747 -0.24228334],-0.16839967542
7,"[ 0.80543427  1.26014835 -0.64303788  0.98068028  0.31537249 -0.45915839
 -0.73858789  1.27518477  0.93780865  0.28110984  0.        ]","[[ -0.47879518   0.77192757   0.03806777  -0.0522402 ]
 [ -8.36488005  10.68499963   0.           0.        ]]",[ 1.26963994  0.67184143],-0.16054675164,[-0.0975033   0.08906192],[-0.36365747 -0.24228334],-0.16054675164
8,"[ 0.70731111  1.03229072 -0.8064995   1.3959081   0.31537212 -0.45915778
 -0.25476246  1.64601656  0.84515537  0.28936419  0.        ]","[[ -0.60474474   1.01018127   0.03806777  -0.0522402 ]
 [ -4.24365514  13.13227064   0.           0.        ]]",[ 0.00495026  0.81004653],-0.150362950506,[-0.51720744 -0.11100733],[-0.36365747 -0.24228334],-0.150362950506
9,"[ 0.63096257  0.7037817  -0.90789058  1.72180644  0.31537174 -0.45915718
 -0.24265278  2.09262143  0.7049813   0.42490778  0.        ]","[[ -0.68858376   1.30239853   0.03806777  -0.0522402 ]
 [ -4.14050733  16.07963275   0.           0.        ]]",[-0.34128999  0.18333204],-0.139169313467,[-0.49772596 -0.40135109],[-0.36365747 -0.24228334],-0.139169313467
10,"[ 0.53400006  0.30634575 -1.0151398   1.81674022  0.31537136 -0.45915658
 -0.39154969  2.15439076  0.5040466   0.54496288  0.        ]","[[ -0.78411877   1.62808226   0.03806777  -0.0522402 ]
 [ -5.40881349  16.48735588   0.           0.        ]]",[-0.35259277 -1.13594422],-0.123584039515,[-0.43906736 -0.51204264],[-0.36365747 -0.24228334],-0.123584039515
11,"[ 0.39718888 -0.03881387 -1.1369381   1.65844381  0.31537099 -0.45915597
 -0.54273666  1.50492873  0.29993639  0.57447691  0.        ]","[[ -0.90521458   1.91482681   0.03806777  -0.0522402 ]
 [ -6.69662758  12.20136077   0.           0.        ]]",[ 1.014037    0.60610694],-0.105884355727,[-0.40993112 -0.51220828],[-0.36365747 -0.24228334],-0.105884355727
12,"[ 0.28286578 -0.32889562 -1.21861466  1.32053231  0.31537061 -0.45915537
 -0.06246301  1.83191892  0.08859477  0.60799726  0.        ]","[[ -0.99810304   2.18050516   0.03806777  -0.0522402 ]
 [ -2.60567003  14.35934507   0.           0.        ]]",[-0.22774788  0.52564332],-0.0907672576069,[-0.57118487 -0.41278243],[-0.36365747 -0.24228334],-0.0907672576069
13,"[ 0.20436038 -0.59992641 -1.26604653  0.73701259  0.31537024 -0.45915477
 -0.16220818  2.10421025 -0.18018456  0.64808911  0.        ]","[[ -1.05874091   2.4857224    0.03806777  -0.0522402 ]
 [ -3.45529738  16.15638095   0.           0.        ]]",[-1.57322411 -0.8315926 ],-0.078602757736,[-0.47581589 -0.41772521],[-0.36365747 -0.24228334],-0.078602757736
14,"[ 0.05779072 -0.77270224 -1.33848105  0.04452555  0.31536986 -0.45915416
 -0.61896259  1.55676797 -0.43355832  0.61023891  0.        ]","[[ -1.16688142   2.77260235   0.03806777  -0.0522402 ]
 [ -7.34591883  12.54362575   0.           0.        ]]",[-0.67797433  0.83744877],-0.0702691333769,[ 0.08172968 -0.3994081 ],[-0.36365747 -0.24228334],-0.0702691333769
15,"[-0.18948308 -0.85096524 -1.4200068  -0.71540598  0.31536948 -0.45915356
 -0.91702672  1.55663824 -0.67840134  0.54440253  0.        ]","[[ -1.3392721    3.05425152   0.03806777  -0.0522402 ]
 [ -9.88482962  12.54280775   0.           0.        ]]",[ 0.32895266  0.83859617],-0.0708707404853,[ 0.66989774 -0.39169919],[-0.36365747 -0.24228334],-0.0708707404853
16,"[-0.46256391 -0.85561312 -1.45863748 -0.93307043  0.31536911 -0.45915296
 -0.74122091 -0.48236859 -0.74165613  0.52885341  0.        ]","[[-1.52194562  3.13268443  0.03806777 -0.0522402 ]
 [-8.38733542 -0.91347023  0.          0.        ]]",[ 0.75766923  0.02837023],-0.0730521740029,[ 0.62886566 -0.10470295],[-0.36365747 -0.24228334],-0.0730521740029
17,"[-0.66795047 -0.85407294 -1.45469054 -0.81682288  0.31536873 -0.45915235
 -0.36955588 -0.71632395 -0.68597385  0.52225343  0.        ]","[[-1.65792903  3.09083439  0.03806777 -0.0522402 ]
 [-5.2215175  -2.45744764  0.          0.        ]]",[ 0.15325094 -0.23798464],-0.0693213785275,[ 0.34107375  0.013026  ],[-0.36365747 -0.24228334],-0.0693213785275
18,"[-0.81364694 -0.84836086 -1.4347279  -0.65584955  0.31536835 -0.45915175
 -0.28618946 -0.85173504 -0.62373748  0.49819801  0.        ]","[[-1.75523466  3.03271922  0.03806777 -0.0522402 ]
 [-4.51141055 -3.35109232  0.          0.        ]]",[ 1.0386889   1.07668103],-0.0641447087437,[ 0.31778091  0.07711381],[-0.36365747 -0.24228334],-0.0641447087437
19,"[-0.8869973  -0.84327614 -1.41910656 -0.56490723  0.31536798 -0.45915115
  0.18913037 -0.38851154 -0.59054656  0.47782749  0.        ]","[[-1.80484033  2.99973579  0.03806777 -0.0522402 ]
 [-0.46266901 -0.29409162  0.          0.        ]]",[ 0.39104053 -1.18831311],-0.0608918296811,[-0.10942927 -0.11140299],[-0.36365747 -0.24228334],-0.0608918296811
20,"[-0.87761954 -0.83407381 -1.42131146 -0.44003835  0.3153676  -0.45915054
  0.37194849 -0.98760836 -0.55177599  0.45986043  0.        ]","[[-1.7984695   2.95418522  0.03806777 -0.0522402 ]
 [ 1.09456476 -4.24779024  0.          0.        ]]",[-1.01336457  2.86555235],-0.0578202810551,[-0.26660419  0.15389478],[-0.36365747 -0.24228334],-0.0578202810551
21,"[-0.9041436  -0.82268989 -1.41489171 -0.31939367  0.31536723 -0.45914994
 -0.09539182 -0.37489812 -0.51335984  0.43393056  0.        ]","[[-1.8165185   2.90979938  0.03806777 -0.0522402 ]
 [-2.88619905 -0.20426824  0.          0.        ]]",[-0.88115124 -0.76087322],-0.0542465266649,[ 0.14237499 -0.17000645],[-0.36365747 -0.24228334],-0.0542465266649
22,"[-1.03752746 -0.8122809  -1.37471781 -0.22708155  0.31536685 -0.45914934
 -0.49826749 -0.83082539 -0.48664456  0.387998    0.        ]","[[-1.90867358  2.87552521  0.03806777 -0.0522402 ]
 [-6.31785995 -3.21312572  0.          0.        ]]",[ 0.52598267 -0.9209146 ],-0.0492203959157,[ 0.59361482  0.02865195],[-0.36365747 -0.24228334],-0.0492203959157
23,"[-1.18317493 -0.77389019 -1.31469153  0.03749971  0.31536647 -0.45914874
 -0.23910337 -1.37371694 -0.42227236  0.27979271  0.        ]","[[-2.01288207  2.77531542  0.03806777 -0.0522402 ]
 [-4.11032969 -6.79591255  0.          0.        ]]",[ 0.13089205  1.71542166],-0.0378525565685,[ 0.45363468  0.37106484],[-0.36365747 -0.24228334],-0.0378525565685
24,"[-1.28530442 -0.72691323 -1.26135515  0.27874885  0.3153661  -0.45914813
 -0.16868642 -0.75333823 -0.37889403  0.16623583  0.        ]","[[-2.0890704   2.68047485  0.03806777 -0.0522402 ]
 [-3.51052781 -2.70178985  0.          0.        ]]",[ 0.0693819   0.04451833],-0.0269558844198,[ 0.46483016  0.04810867],[-0.36365747 -0.24228334],-0.0269558844198
25,"[-1.3712377  -0.69707689 -1.20833053  0.4057878   0.31536572 -0.45914753
 -0.12827289 -0.71852353 -0.37090405  0.08742585  0.        ]","[[-2.1558271   2.62874419  0.03806777 -0.0522402 ]
 [-3.16629156 -2.47204141  0.          0.        ]]",[-0.36366702 -0.07843211],-0.0195321835563,[ 0.50808996  0.04627377],[-0.36365747 -0.24228334],-0.0195321835563
26,"[ -1.46588376e+00  -6.64145746e-01  -1.14006295e+00   5.29966132e-01
   3.15365346e-01  -4.59146926e-01  -2.89938214e-01  -7.58173027e-01
  -3.76273290e-01   3.91967493e-04   0.00000000e+00]","[[-2.23296937  2.57667796  0.03806777 -0.0522402 ]
 [-4.54333827 -2.73371285  0.          0.        ]]",[ 2.01150559  0.39350141],-0.011188098652,[ 0.77820653  0.08424148],[-0.36365747 -0.24228334],-0.011188098652
27,"[-1.52458391 -0.63797623 -1.09175002  0.61920946  0.31536497 -0.45914632
  0.18541625 -0.51387057 -0.38497433 -0.06223462  0.        ]","[[-2.28321098  2.53817983  0.03806777 -0.0522402 ]
 [-0.49433419 -1.12146868  0.          0.        ]]",[-0.72463838  0.79177172],-0.00525151178601,[ 0.33926958 -0.05496386],[-0.36365747 -0.24228334],-0.00525151178601
28,"[-1.56796365 -0.64440054 -1.05268691  0.59797753  0.31536459 -0.45914572
 -0.15023668 -0.03545356 -0.40313644 -0.06790022  0.        ]","[[-2.3217833   2.54742834  0.03806777 -0.0522402 ]
 [-3.35337693  2.0357922   0.          0.        ]]",[ 1.26622472 -0.44624503],-0.00385707754426,[ 0.7245757  -0.23606485],[-0.36365747 -0.24228334],-0.00385707754426
29,"[-1.5970723  -0.65972088 -1.02469921  0.54557838  0.31536422 -0.45914512
  0.32234529 -0.30929961 -0.41893999 -0.05353518  0.        ]","[[-2.34846296  2.57001171  0.03806777 -0.0522402 ]
 [ 0.67200446  0.22857442  0.          0.        ]]",[ 1.25668256 -0.66611828],-0.00523790240949,[ 0.17335832 -0.22855937],[-0.36365747 -0.24228334],-0.00523790240949
30,"[-1.53847744 -0.64484429 -1.07954653  0.5964872   0.31536384 -0.45914451
  0.78557015 -0.70964808 -0.39237679 -0.05653548  0.        ]","[[-2.29543446  2.54807467  0.03806777 -0.0522402 ]
 [ 4.61768816 -2.41348399  0.          0.        ]]",[-1.25480682 -0.09061021],-0.00531777808007,[-0.44949877 -0.10788327],[-0.36365747 -0.24228334],-0.00531777808007
31,"[-1.47862012 -0.60808303 -1.12996263  0.71277837  0.31536346 -0.45914391
  0.31004816 -0.75677825 -0.35820525 -0.09011443  0.        ]","[[-2.24371997  2.49668411  0.03806777 -0.0522402 ]
 [ 0.56727613 -2.72452218  0.          0.        ]]",[-0.76112554 -0.99574756],-0.00630370510255,[ 0.1962249  0.0788787],[-0.36365747 -0.24228334],-0.00630370510255
32,"[-1.50090527 -0.5345955  -1.1117979   0.91285467  0.31536309 -0.45914331
 -0.0450137  -1.34604296 -0.35005277 -0.2016315   0.        ]","[[-2.26271933  2.40317599  0.03806777 -0.0522402 ]
 [-2.45707761 -6.6133258   0.          0.        ]]",[ 0.01257747  1.40569257],-0.0117165915218,[ 0.78404576  0.55587292],[-0.36365747 -0.24228334],-0.0117165915218
33,"[-1.55581603 -0.45522145 -1.06389301  1.09230706  0.31536271 -0.4591427
 -0.03345151 -0.72621085 -0.37210007 -0.32532665  0.        ]","[[-2.31087238  2.31195078  0.03806777 -0.0522402 ]
 [-2.35859337 -2.52282796  0.          0.        ]]",[-0.40838053 -0.28403434],-0.0219505425457,[ 0.81713539  0.15660727],[-0.36365747 -0.24228334],-0.0219505425457
34,"[-1.62398947 -0.39801239 -0.99740277  1.2032934   0.31536234 -0.4591421
 -0.21775329 -0.88905773 -0.4182838  -0.41953587  0.        ]","[[-2.37379524  2.25071145  0.03806777 -0.0522402 ]
 [-3.92844167 -3.59752677  0.          0.        ]]",[ 0.0669447  -0.48549446],-0.0307309260898,[ 1.15935838  0.29633677],[-0.36365747 -0.24228334],-0.0307309260898
35,"[-1.69972598 -0.30818973 -0.91258289  1.35239995  0.31536196 -0.4591415
 -0.17748057 -1.16956591 -0.49378522 -0.54420742  0.        ]","[[-2.44892253  2.16018724  0.03806777 -0.0522402 ]
 [-3.5854086  -5.44872444  0.          0.        ]]",[ 1.04062923  0.4865581 ],-0.0439945578154,[ 1.34770572  0.53505957],[-0.36365747 -0.24228334],-0.0439945578154
36,"[-1.72934199 -0.21487613 -0.87562911  1.47997667  0.31536158 -0.45914089
  0.29558182 -0.86132461 -0.54966581 -0.64567792  0.        ]","[[-2.48020134  2.07162246  0.03806777 -0.0522402 ]
 [ 0.44403796 -3.41453536  0.          0.        ]]",[ 0.91233589  0.87264325],-0.0552645839429,[ 0.83036798  0.19746165],[-0.36365747 -0.24228334],-0.0552645839429
37,"[-1.68633187 -0.17893828 -0.92852045  1.52260483  0.31536121 -0.45914029
  0.71849928 -0.32754219 -0.52057038 -0.66881407  0.        ]","[[-2.43517714  2.03867555  0.03806777 -0.0522402 ]
 [ 4.04636437  0.1080913   0.          0.        ]]",[-0.36494997 -1.77715991],-0.0565914440348,[-0.01548052 -0.47745931],[-0.36365747 -0.24228334],-0.0565914440348
38,"[-1.61948901 -0.13720477 -1.00202087  1.56794639  0.31536083 -0.45913969
  0.53953066 -0.92784857 -0.47235628 -0.68904835  0.        ]","[[-2.36954476  2.00108873  0.03806777 -0.0522402 ]
 [ 2.52195694 -3.8535629   0.          0.        ]]",[ 0.1656176  -0.62470978],-0.0575767260484,[ 0.49825215  0.26023459],[-0.36365747 -0.24228334],-0.0575767260484
39,"[-1.5581799  -0.02148618 -1.06167599  1.67206821  0.31536046 -0.45913909
  0.61065703 -1.29112025 -0.45346278 -0.77549178  0.        ]","[[-2.31302704  1.89996374  0.03806777 -0.0522402 ]
 [ 3.12780241 -6.2509501   0.          0.        ]]",[ 0.52095919 -1.05655814],-0.0657946305893,[ 0.59935081  0.62951887],[-0.36365747 -0.24228334],-0.0657946305893
40,"[-1.46273469  0.17369991 -1.14242152  1.78321991  0.31536008 -0.45913848
  0.84551919 -1.87239966 -0.43257309 -0.91140315  0.        ]","[[ -2.23039919   1.73645574   0.03806777  -0.0522402 ]
 [  5.1283152  -10.08708857   0.           0.        ]]",[ 0.63633517  0.88171784],-0.0789727628026,[ 0.56598318  1.15627325],[-0.36365747 -0.24228334],-0.0789727628026
41,"[-1.30420133  0.37579511 -1.2502726   1.82125683  0.3153597  -0.45913788
  1.1291872  -1.31319349 -0.35960921 -1.02108756  0.        ]","[[-2.10358912  1.57174125  0.03806777 -0.0522402 ]
 [ 7.54455406 -6.39669556  0.          0.        ]]",[ 0.02775523 -0.74884124],-0.0898814569234,[ 0.02911452  0.69246006],[-0.36365747 -0.24228334],-0.0898814569234
42,"[-1.10027264  0.56782235 -1.35094284  1.78773036  0.31535933 -0.45913728
  1.12458734 -1.74333115 -0.24581564 -1.09452754  0.        ]","[[-1.95309108  1.41532574  0.03806777 -0.0522402 ]
 [ 7.5053971  -9.23539363  0.          0.        ]]",[ 0.28600656  1.20675804],-0.0987489032632,[ 0.23095602  1.28577352],[-0.36365747 -0.24228334],-0.0987489032632
43,"[-0.86965496  0.73959432 -1.42304914  1.69824795  0.31535895 -0.45913667
  1.23988513 -1.11570517 -0.10585913 -1.12680773  0.        ]","[[-1.79312903  1.27217546  0.03806777 -0.0522402 ]
 [ 8.48750529 -5.09345163  0.          0.        ]]",[ 0.97013989  1.26860341],-0.106089009762,[-0.17490736  0.94647574],[-0.36365747 -0.24228334],-0.106089009762
