timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.07130118  1.13484401 -0.05932618  0.02542297 -0.31466547  0.28391322
  0.05633598 -0.05856112  1.24670336 -0.23160262  0.        ]","[[-0.04399643  0.06182705 -0.03275461  0.0314635 ]
 [-0.0012029  -0.00392623  0.          0.        ]]",[ 0.69942765  0.34965303],-0.24499710629,[-0.01185533  0.10245503],[-0.01278465  0.01170721],-0.24499710629
1,"[ 1.07231337  1.13349056 -0.01658639  0.04821551 -0.31464529  0.28389532
  0.32710556  0.12631797  1.24594822 -0.18159649  0.        ]","[[-0.01626498  0.07562947 -0.03275461  0.0314635 ]
 [ 2.76513951  1.37956085  0.          0.        ]]",[-0.74308145 -1.15410027],-0.243998319269,[-0.01176303  0.10233467],[-0.01278465  0.01170721],-0.243998319269
2,"[ 1.0723047   1.13443027  0.02238718  0.02773612 -0.31462512  0.28387742
  0.03414062 -0.40633194  1.24524461 -0.15466831  0.        ]","[[ 0.00901128  0.06323047 -0.03275461  0.0314635 ]
 [-0.22755398 -2.60618091  0.          0.        ]]",[ 0.21411331  1.15693179],-0.243516080161,[-0.01195723  0.10176045],[-0.01278465  0.01170721],-0.243516080161
3,"[ 1.07211022  1.13514164  0.02851763  0.00809643 -0.31460495  0.28385953
  0.11734294  0.12972027  1.24539951 -0.15791021  0.        ]","[[ 0.012988    0.05134906 -0.03275461  0.0314635 ]
 [ 0.62240094  1.40467399  0.          0.        ]]",[-0.29689159 -0.08210569],-0.243615937052,[-0.01182147  0.10226077],[-0.01278465  0.01170721],-0.243615937052
4,"[  1.07196598e+00   1.13301019e+00   2.93518563e-02   4.86710921e-02
  -3.14584782e-01   2.83841637e-01   1.16580773e-03   8.26063529e-02
   1.24390537e+00  -1.38737797e-01   0.00000000e+00]","[[ 0.0135301   0.07590627 -0.03275461  0.0314635 ]
 [-0.5642409   1.05221937  0.          0.        ]]",[-0.3668038   0.45604734],-0.243153306325,[-0.01208268  0.10236555],[-0.01278465  0.01170721],-0.243153306325
5,"[ 1.07185499  1.12815465 -0.01034224  0.11287717 -0.31456462  0.28382375
 -0.1398712   0.32124721  1.24287471 -0.14641382  0.        ]","[[-0.01220835  0.11486502 -0.03275461  0.0314635 ]
 [-2.00480511  2.83770345  0.          0.        ]]",[ 0.47403154  1.77249881],-0.243112787491,[-0.01217618  0.10303329],[-0.01278465  0.01170721],-0.243112787491
6,"[ 1.07107102  1.10829853 -0.04256435  0.26952315 -0.31454446  0.28380586
  0.04747591  0.84285117  1.23532053 -0.1049794   0.        ]","[[-0.03310704  0.21077581 -0.03275461  0.0314635 ]
 [-0.09141942  6.74037241  0.          0.        ]]",[ 1.30542261 -0.13576996],-0.241456207133,[-0.01213143  0.1039407 ],[-0.01278465  0.01170721],-0.241456207133
7,"[ 1.07167324  1.06412105  0.01585985  0.47346419 -0.31452431  0.28378798
  0.43502572  0.75287836  1.2065986   0.04099072  0.        ]","[[  4.77699242e-03   3.38835307e-01  -3.27546081e-02   3.14634962e-02]
 [  3.86666599e+00   6.06782533e+00   0.00000000e+00   0.00000000e+00]]",[ 0.80404543  1.80390134],-0.23640172526,[-0.0125342   0.10382988],[-0.01278465  0.01170721],-0.23640172526
8,"[ 1.06276546  0.98164484  0.18279223  0.71502414 -0.31450416  0.28377011
  0.73884195  1.26578558  1.1193637   0.29299885  0.        ]","[[ 0.11324472  0.49870231 -0.03275461  0.0314635 ]
 [ 6.96986364  9.90608136  0.          0.        ]]",[-0.86122512  0.07760793],-0.226282235803,[-0.01328095  0.10464954],[-0.01278465  0.01170721],-0.226282235803
9,"[ 1.03921907  0.83945221  0.34069679  0.98712238 -0.31448401  0.28375223
  0.39170095  1.28060693  0.96760513  0.52646316  0.        ]","[[  0.21707848   0.69795125  -0.03275461   0.0314635 ]
 [  3.42528386  10.01843126   0.           0.        ]]",[ 0.76339635  0.18497701],-0.212055980723,[-0.01386549  0.10460567],[-0.01278465  0.01170721],-0.212055980723
