timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.96536447  1.6659743   0.13703853 -0.99845194  0.17617905 -0.1596138
  0.25475147 -0.34875993  1.19066448  0.1459255   0.        ]","[[ 0.04834429 -0.02727933  0.02249729 -0.01723298]
 [ 0.00143036  0.00044129  0.          0.        ]]",[ 0.10215608  1.39334606],-0.188941333668,[-0.35168144  1.56125319],[-0.34994102 -0.22997828],-0.188941333668
1,"[ 0.96505403  1.66633169  0.14324086 -0.8857897   0.17617884 -0.1596136
  0.30046578  0.24280999  1.18874092  0.19744657  0.        ]","[[ 0.0524118   0.01245567  0.02249729 -0.01723298]
 [ 0.40398494  3.95986377  0.          0.        ]]",[-0.673646    0.76871012],-0.189460718553,[-0.53070158  1.30051136],[-0.34994102 -0.22997828],-0.189460718553
2,"[ 0.96626561  1.65729765  0.11464055 -0.5776699   0.17617862 -0.1596134
 -0.00319771  0.68601571  1.18022015  0.27634415  0.        ]","[[ 0.03366244  0.12141598  0.02249729 -0.01723298]
 [-2.27001269  6.9262766   0.          0.        ]]",[-1.46071996  0.64047717],-0.189883862435,[-0.41852894  1.08371866],[-0.34994102 -0.22997828],-0.189883862435
3,"[ 0.96516033  1.61676566 -0.01456207 -0.1265202   0.1761784  -0.15961321
 -0.44744368  1.04465029  1.16562977  0.27586642  0.        ]","[[-0.05098735  0.28402549  0.02249729 -0.01723298]
 [-6.18195154  9.32665716  0.          0.        ]]",[ 0.38937823  0.75393605],-0.18818201441,[-0.01949342  0.86013693],[-0.34994102 -0.22997828],-0.18818201441
4,"[ 0.94838111  1.51550988 -0.17691609  0.43497619  0.17617818 -0.15961301
 -0.25874544  1.46298311  1.12791909  0.28292331  0.        ]","[[ -0.15795515   0.49865151   0.02249729  -0.01723298]
 [ -4.52032049  12.12662122   0.           0.        ]]",[-0.088431    0.64918541],-0.183957721453,[-0.09374767  0.61596549],[-0.34994102 -0.22997828],-0.183957721453
5,"[ 0.91996659  1.32151727 -0.315943    1.04173463  0.17617797 -0.15961282
 -0.28839636  1.8111637   1.04548945  0.36373583  0.        ]","[[ -0.25098163   0.76456626   0.02249729  -0.01723298]
 [ -4.78142274  14.45708066   0.           0.        ]]",[ 1.2533708  -0.21615129],-0.176401636558,[-0.0903514   0.34115356],[-0.34994102 -0.22997828],-0.176401636558
6,"[ 0.89722771  1.05212713 -0.39663812  1.52748875  0.17617775 -0.15961262
  0.17174266  1.64033054  0.91189943  0.50729951  0.        ]","[[ -0.3059576    1.04223576   0.02249729  -0.01723298]
 [ -0.72954987  13.3137276    0.           0.        ]]",[ 0.38831474  1.05459727],-0.16597365899,[-0.40860739  0.28996366],[-0.34994102 -0.22997828],-0.16597365899
7,"[ 0.89766408  0.70393775 -0.3952272   1.84283333  0.17617753 -0.15961243
  0.34787603  2.19246754  0.69352329  0.71587491  0.        ]","[[ -0.30498904   1.34558942   0.02249729  -0.01723298]
 [  0.82143957  17.00933915   0.           0.        ]]",[-0.50113704 -0.78548642],-0.152502869524,[-0.61176586 -0.07495353],[-0.34994102 -0.22997828],-0.152502869524
8,"[ 0.89601961  0.32769635 -0.40048758  1.90526671  0.17617731 -0.15961223
  0.12099357  1.67751678  0.43285517  0.83347044  0.        ]","[[ -0.30860345   1.65119575   0.02249729  -0.01723298]
 [ -1.17642584  13.56275642   0.           0.        ]]",[ 0.04985838 -1.0663081 ],-0.135556597859,[-0.46653304  0.01173472],[-0.34994102 -0.22997828],-0.135556597859
9,"[ 0.88595644  0.05010158 -0.43137063  1.77992051  0.1761771  -0.15961203
  0.14616055  1.04580313  0.23618937  0.84141014  0.        ]","[[-0.32990748  1.88002859  0.02249729 -0.01723298]
 [-0.95481078  9.33462133  0.          0.        ]]",[ 0.15364395  1.19222383],-0.120508829833,[-0.50307894  0.13856596],[-0.34994102 -0.22997828],-0.120508829833
10,"[ 0.8795963  -0.20328502 -0.44982486  1.51993404  0.17617688 -0.15961184
  0.2173858   1.60976499  0.03694434  0.80993631  0.        ]","[[ -0.34271182   2.10459403   0.02249729  -0.01723298]
 [ -0.32761923  13.10934797   0.           0.        ]]",[-0.23828669 -2.32075496],-0.10476566875,[-0.61273247 -0.14702758],[-0.34994102 -0.22997828],-0.10476566875
11,"[ 0.87135183 -0.42076235 -0.47268794  1.14652765  0.17617666 -0.15961164
  0.11106062  0.97940432 -0.14881591  0.73127036  0.        ]","[[-0.35865695  2.32444955  0.02249729 -0.01723298]
 [-1.2638861   8.89025788  0.          0.        ]]",[-0.51251991  0.13210379],-0.0884818781285,[-0.51426101  0.01755694],[-0.34994102 -0.22997828],-0.0884818781285
12,"[ 0.84593673 -0.5697818  -0.53699647  0.76280016  0.17617644 -0.15961145
 -0.11650409  1.03125643 -0.27598299  0.6238108   0.        ]","[[-0.40403976  2.50573712  0.02249729 -0.01723298]
 [-3.26775241  9.23732942  0.          0.        ]]",[-0.09461204 -0.20658168],-0.0740670622831,[-0.30592075  0.04659545],[-0.34994102 -0.22997828],-0.0740670622831
13,"[ 0.80222413 -0.68251798 -0.631631    0.34062655  0.17617623 -0.15961125
 -0.15169295  0.88171554 -0.38284957  0.4989985   0.        ]","[[-0.47250363  2.68044146  0.02249729 -0.01723298]
 [-3.57761596  8.23644068  0.          0.        ]]",[-0.58461324 -1.06778388],-0.0601491621885,[-0.28010598  0.07950699],[-0.34994102 -0.22997828],-0.0601491621885
14,"[ 0.73197434 -0.74193496 -0.75625679  0.01856878  0.17617601 -0.15961105
 -0.40651779  0.26575003 -0.44394428  0.39908414  0.        ]","[[-0.56656957  2.80380542  0.02249729 -0.01723298]
 [-5.82152509  4.1136876   0.          0.        ]]",[-0.58852797  0.64058919],-0.0503945807797,[-0.26424751  0.11182302],[-0.34994102 -0.22997828],-0.0503945807797
15,"[ 0.60816288 -0.77907748 -0.92644093 -0.27225295  0.17617579 -0.15961086
 -0.6580414   0.63252491 -0.4899573   0.30991953  0.        ]","[[-0.70522225  2.91070991  0.02249729 -0.01723298]
 [-8.03636736  6.56857472  0.          0.        ]]",[ 0.43928333  0.06659027],-0.0425935712081,[-0.01984472  0.05192581],[-0.34994102 -0.22997828],-0.0425935712081
16,"[ 0.45894844 -0.80368395 -1.08069661 -0.59400138  0.17617557 -0.15961066
 -0.44248288  0.04418887 -0.54038549  0.23754977  0.        ]","[[-0.84690414  3.02596842  0.02249729 -0.01723298]
 [-6.13823839  2.63075536  0.          0.        ]]",[ 0.27962371  1.3343704 ],-0.0379589199799,[-0.05577251  0.12941059],[-0.34994102 -0.22997828],-0.0379589199799
17,"[ 0.32861875 -0.80549453 -1.18517786 -0.63192868  0.17617536 -0.15961047
 -0.30297069 -0.40840617 -0.5517509   0.21444241  0.        ]","[[-0.95734347  3.03942426  0.02249729 -0.01723298]
 [-4.90974644 -0.39852999  0.          0.        ]]",[ 0.81078665 -0.94866478],-0.0365762820285,[-0.07609817  0.28597823],[-0.34994102 -0.22997828],-0.0365762820285
18,"[ 0.2468537  -0.79845428 -1.23964261 -0.50370694  0.17617514 -0.15961027
  0.07260485 -0.9684244  -0.50429288  0.23283401  0.        ]","[[-1.02235638  2.99384583  0.02249729 -0.01723298]
 [-1.60256271 -4.14682131  0.          0.        ]]",[-0.47545169  1.19340953],-0.035739829362,[-0.33301672  0.50724286],[-0.34994102 -0.22997828],-0.035739829362
19,"[ 0.18087909 -0.78962218 -1.27824635 -0.38523959  0.17617492 -0.15961007
 -0.13754916 -0.36458064 -0.46027251  0.24290455  0.        ]","[[-1.07297466  2.95146013  0.02249729 -0.01723298]
 [-3.45310252 -0.10521858  0.          0.        ]]",[ 0.23328489  1.34797634],-0.0351416108685,[-0.25405589  0.21530795],[-0.34994102 -0.22997828],-0.0351416108685
20,"[ 0.10152268 -0.79757256 -1.31896873 -0.49041368  0.17617471 -0.15960988
 -0.02487551  0.22732573 -0.48575144  0.22338396  0.        ]","[[-1.13208204  2.98910483  0.02249729 -0.01723298]
 [-2.46094152  3.85648672  0.          0.        ]]",[ 0.9522383   0.19157384],-0.0340780778548,[-0.29155242  0.05024308],[-0.34994102 -0.22997828],-0.0340780778548
21,"[ 0.08663042 -0.80361178 -1.3259542  -0.59273242  0.17617449 -0.15960968
  0.40879617 -0.3187626  -0.51833153  0.21010907  0.        ]","[[-1.14298633  3.02551918  0.02249729 -0.01723298]
 [ 1.35780654  0.20145052  0.          0.        ]]",[ 0.39767916  0.01213878],-0.034304047292,[-0.50654459  0.23740506],[-0.34994102 -0.22997828],-0.034304047292
22,"[ 0.1444843  -0.80283562 -1.2976546  -0.57787145  0.17617427 -0.15960949
  0.5845492  -0.41854316 -0.51755165  0.21565412  0.        ]","[[-1.10030254  3.02024142  0.02249729 -0.01723298]
 [ 2.90542558 -0.46639567  0.          0.        ]]",[-0.42338056  0.87892063],-0.0347710217012,[-0.57726634  0.27127713],[-0.34994102 -0.22997828],-0.0347710217012
