timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.9901353   1.61885343  0.10577262 -1.05890174  0.30354727  1.47378795
  0.22062522 -0.34377637  1.10280434 -1.80001557  0.        ]","[[ 0.04745989 -0.03409799  0.03400885  0.16735583]
 [-0.00239965 -0.00334182  0.          0.        ]]",[ 1.582048   0.9767754],-0.238529890186,[ 1.9592433   1.85656548],[-0.36881286 -0.24712116],-0.238529890186
1,"[ 0.98614198  1.61955375  0.16539061 -0.95191005  0.30354692  1.47378304
  0.6842336   0.24236945  1.09660671 -1.67104568  0.        ]","[[ 0.08708779  0.00462558  0.03400885  0.16735583]
 [ 3.9520277   3.86281861  0.          0.        ]]",[ 1.39782687  1.02336551],-0.229687443923,[ 1.19189906  1.09147966],[-0.36881286 -0.24712116],-0.229687443923
2,"[ 0.960438    1.61053368  0.34123134 -0.63161089  0.30354657  1.47377812
  1.13867426  0.83085529  1.03589166 -1.29298512  0.        ]","[[ 0.2050196   0.1208273   0.03400885  0.16735583]
 [ 7.82826997  7.74441777  0.          0.        ]]",[-0.29101535  0.31124169],-0.201886103357,[ 0.30718252  0.29930949],[-0.36881286 -0.24712116],-0.201886103357
3,"[ 0.90175462  1.56906929  0.54915044 -0.18364336  0.30354623  1.47377321
  0.98552156  0.99451907  0.86709327 -0.84266096  0.        ]","[[ 0.34847805  0.28654692  0.03400885  0.16735583]
 [ 6.52194835  8.8239398   0.          0.        ]]",[ 1.25529773 -0.10006778],-0.163343836897,[ 0.10388022  0.03747979],[-0.36881286 -0.24712116],-0.163343836897
4,"[ 0.7957498   1.49233486  0.77999467  0.25537441  0.30354588  1.4737683
  1.43425176  0.90772575  0.57506162 -0.42065903  0.        ]","[[  0.51731945   0.45728208   0.03400885   0.16735583]
 [ 10.3494993    8.25147206   0.           0.        ]]",[-1.04154894  1.15557539],-0.117781077219,[-0.99062562 -0.54446566],[-0.36881286 -0.24712116],-0.117781077219
5,"[ 0.65612389  1.3592059   0.98541525  0.73049004  0.30354553  1.47376339
  0.94635373  1.48346574  0.1762877  -0.11490692  0.        ]","[[  0.68255457   0.66041362   0.03400885   0.16735583]
 [  6.18791123  12.04902207   0.           0.        ]]",[-0.35091842 -1.17215903],-0.0684917362383,[-0.91979206 -1.32207787],[-0.36881286 -0.24712116],-0.0684917362383
6,"[ 0.54681004  1.18987886  1.10665746  1.12821435  0.30354518  1.47375848
  0.76946649  0.84704922 -0.17637865 -0.00669722  0.        ]","[[ 0.79117576  0.85927692  0.03400885  0.16735583]
 [ 4.67913434  7.85129405  0.          0.        ]]",[-0.82521033 -1.79372261],-0.0306294620952,[-0.93637824 -1.17239046],[-0.36881286 -0.24712116],-0.0306294620952
7,"[ 0.48111527  1.07616514  1.16820508  1.32260261  0.30354483  1.47375357
  0.37600642  0.22332048 -0.37828825  0.00218445  0.        ]","[[ 0.85108695  0.97502525  0.03400885  0.16735583]
 [ 1.32305951  3.73724615  0.          0.        ]]",[-2.46360072 -0.93032526],-0.014861453797,[-0.42784998 -0.68457627],[-0.36881286 -0.24712116],-0.014861453797
8,"[ 0.49622287  1.03771937  1.15469195  1.37847415  0.30354448  1.47374866
 -0.0908054  -0.3462085  -0.39115654 -0.01404796  0.        ]","[[ 0.83759844  1.01207957  0.03400885  0.16735583]
 [-2.65868152 -0.01930642  0.          0.        ]]",[ 0.68276352  0.68023582],-0.0129677387585,[ 0.27557778  0.03984994],[-0.36881286 -0.24712116],-0.0129677387585
9,"[ 0.52433676  1.00952503  1.12854241  1.41664927  0.30354414  1.47374375
  0.2319889   0.06208311 -0.37589645 -0.03220213  0.        ]","[[ 0.81204957  1.03871354  0.03400885  0.16735583]
 [ 0.09463941  2.67373757  0.          0.        ]]",[ 1.34203868 -1.28377901],-0.0117833913598,[-0.1773648  -0.48455283],[-0.36881286 -0.24712116],-0.0117833913598
10,"[ 0.4782399   0.99537935  1.17072487  1.43494863  0.30354379  1.47373884
  0.69578209 -0.54642446 -0.45197506 -0.02220217  0.        ]","[[ 0.85363417  1.05191812  0.03400885  0.16735583]
 [ 4.05063299 -1.33990777  0.          0.        ]]",[-0.53616719  0.38706586],-0.0126991953046,[-0.79246044 -0.29647973],[-0.36881286 -0.24712116],-0.0126991953046
11,"[ 0.41003255  1.00732611  1.2271104   1.41951706  0.30354344  1.47373393
  0.43761618 -0.30995322 -0.53367688 -0.00271587  0.        ]","[[ 0.91255287  1.0407692   0.03400885  0.16735583]
 [ 1.84857916  0.2198237   0.          0.        ]]",[ 0.44545594 -0.04845584],-0.0195850737276,[-0.57454133 -0.47807506],[-0.36881286 -0.24712116],-0.0195850737276
12,"[ 0.34436274  1.00473406  1.27540468  1.42289011  0.30354309  1.47372902
  0.63997288 -0.33977906 -0.62076537  0.00458793  0.        ]","[[ 0.96684227  1.04319186  0.03400885  0.16735583]
 [ 3.57461256  0.02309388  0.          0.        ]]",[-0.46341827 -1.07810226],-0.0280420699075,[-0.929582  -0.6816076],[-0.36881286 -0.24712116],-0.0280420699075
13,"[ 0.27860263  1.04624664  1.3185479   1.36643108  0.30354274  1.47372411
  0.41684082 -0.94008314 -0.66988772  0.02757858  0.        ]","[[ 1.01923881  1.00392637  0.03400885  0.16735583]
 [ 1.67138686 -3.93643925  0.          0.        ]]",[-0.2625772   0.61406759],-0.0340900024764,[-0.61072135 -0.03722781],[-0.36881286 -0.24712116],-0.0340900024764
14,"[ 0.24947849  1.10119558  1.33612217  1.28366312  0.3035424   1.4737192
  0.29107662 -0.55958643 -0.66007678  0.05433559  0.        ]","[[ 1.04190366  0.95037818  0.03400885  0.16735583]
 [ 0.59867071 -1.42674214  0.          0.        ]]",[-0.1953615 -1.1710645],-0.0344949704439,[-0.52465069 -0.27776292],[-0.36881286 -0.24712116],-0.0344949704439
15,"[ 0.24415319  1.16795869  1.33923546  1.16934286  0.30354205  1.4737143
  0.19921094 -1.15557997 -0.60712724  0.0838535   0.        ]","[[ 1.04601498  0.88240127  0.03400885  0.16735583]
 [-0.18490471 -5.35784668  0.          0.        ]]",[ 0.57611369 -0.73842887],-0.0315664670149,[-0.24613199  0.49392515],[-0.36881286 -0.24712116],-0.0315664670149
16,"[ 0.21909456  1.28985982  1.35350927  0.91275788  0.3035417   1.47370939
  0.466985   -1.5828928  -0.51624452  0.13231159  0.        ]","[[ 1.06523313  0.74696516  0.03400885  0.16735583]
 [ 2.09910297 -8.17637872  0.          0.        ]]",[-1.04814953  1.21407546],-0.0294451142869,[-0.4433302   1.00160658],[-0.36881286 -0.24712116],-0.0294451142869
17,"[ 0.21665746  1.38559593  1.35485979  0.65168059  0.30354135  1.47370448
 -0.00186405 -0.95783001 -0.4054785   0.15774063  0.        ]","[[ 1.06709103  0.62480309  0.03400885  0.16735583]
 [-1.89998327 -4.0535612   0.          0.        ]]",[ 0.3415194  1.0031318],-0.0294353736335,[ 0.0528816   0.82287389],[-0.36881286 -0.24712116],-0.0294353736335
