timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.05681892  1.33640198 -0.10531414 -1.10388385 -1.7119191  -1.40611311
  0.17288789 -0.3175402   3.71717265  1.86001483  0.        ]","[[-0.09202806  0.05835366 -0.19719013 -0.16373959]
 [ 0.00339429  0.00116721  0.          0.        ]]",[-1.46383996  0.19109552],-0.433777867874,[-1.77600241 -0.86779284],[-0.86884147 -0.71006554],-0.433777867874
1,"[ 1.05038142  1.33579354 -0.16370501 -1.08423297 -1.71191532 -1.40611076
 -0.38904512 -0.18642839  3.71089089  1.76229186  0.        ]","[[-0.13165433  0.065984   -0.19719013 -0.16373959]
 [-3.95284793  0.75933491  0.          0.        ]]",[-2.18386016 -2.12248591],-0.430662323114,[-2.0359714  -1.01244521],[-0.86884147 -0.71006554],-0.430662323114
2,"[ 1.01787355  1.3374838  -0.33534177 -1.14780909 -1.71191155 -1.40610841
 -0.93960208 -0.87351011  3.66653096  1.406796    0.        ]","[[-0.24960186  0.04130707 -0.19719013 -0.16373959]
 [-7.82900152 -3.21379287  0.          0.        ]]",[-2.82828036 -0.71017671],-0.418209770595,[-2.2959609  -0.97080529],[-0.86884147 -0.71006554],-0.418209770595
3,"[ 0.92166696  1.33694026 -0.6064384  -1.38467523 -1.71190777 -1.40610606
 -1.47933587 -1.34853681  3.48985839  0.78013693  0.        ]","[[ -0.44430796  -0.05052939  -0.19719013  -0.16373959]
 [-11.62896687  -5.96069705   0.           0.        ]]",[-1.79153648 -0.24577281],-0.390349483346,[-2.12034321 -0.3504363 ],[-0.86884147 -0.71006554],-0.390349483346
4,"[ 0.70723473  1.31829179 -0.94043364 -1.71198429 -1.71190399 -1.40610371
 -2.00851133 -1.49615187  3.0588024   0.04631273  0.        ]","[[ -0.71426757  -0.17830812  -0.19719013  -0.16373959]
 [-15.35462118  -6.81431276   0.           0.        ]]",[-1.84446333  0.23181349],-0.341996479966,[-0.90999228  0.5834415 ],[-0.86884147 -0.71006554],-0.341996479966
5,"[ 0.32160223  1.27991518 -1.26120911 -2.02672927 -1.71190021 -1.40610136
 -2.52734553 -1.3137923   2.32173412 -0.52545716  0.        ]","[[ -1.05801022  -0.3040146   -0.19719013  -0.16373959]
 [-19.00750869  -5.75980981   0.           0.        ]]",[-1.40829497  1.5435883 ],-0.270832772167,[-0.18780617  1.01662135],[-0.86884147 -0.71006554],-0.270832772167
6,"[-0.25191194  1.24812199 -1.44500867 -2.20734947 -1.71189643 -1.40609901
 -3.03607175 -0.6089882   1.38130881 -0.66254282  0.        ]","[[ -1.47409784  -0.37831941  -0.19719013  -0.16373959]
 [-22.5892914   -1.68420237   0.           0.        ]]",[ 2.02518935  1.14633159],-0.181085766015,[ 1.42139912  0.93402791],[-0.86884147 -0.71006554],-0.181085766015
7,"[-0.83769606  1.25110498 -1.380829   -2.19205184 -1.71189266 -1.40609666
 -2.4109138   0.08135129  0.57953531 -0.33901877  0.        ]","[[ -1.88172412  -0.3719503   -0.19719013  -0.16373959]
 [-18.18794444   2.30776339   0.           0.        ]]",[ 1.47906884 -0.17537912],-0.0986188704698,[ 1.33457661  0.84510136],[-0.86884147 -0.71006554],-0.0986188704698
8,"[-1.25149243  1.26820322 -1.16604758 -2.09829983 -1.71188888 -1.40609431
 -1.79786999 -0.04685175  0.07861371  0.14824078  0.        ]","[[ -2.20217809  -0.33323284  -0.19719013  -0.16373959]
 [-13.87184041   1.56641523   0.           0.        ]]",[ 1.00971603  0.88234695],-0.0519151465399,[ 1.59269404  0.8590641 ],[-0.86884147 -0.71006554],-0.0519151465399
9,"[-1.50143067  1.29318153 -0.92933306 -1.93550996 -1.7118851  -1.40609196
 -1.19718504  0.55171963 -0.18923547  0.56875591  0.        ]","[[-2.43718293 -0.26717588 -0.19719013 -0.16373959]
 [-9.64272499  5.02771981  0.          0.        ]]",[ 2.02441358  0.67902993],-0.0565845970801,[ 1.5177902   0.49887767],[-0.86884147 -0.71006554],-0.0565845970801
10,"[-1.63078287  1.32592726 -0.74810145 -1.61605125 -1.71188132 -1.40608961
 -0.60834868  0.99919984 -0.29069464  0.76159119  0.        ]","[[-2.58844216 -0.14065904 -0.19719013 -0.16373959]
 [-5.49702044  7.61532685  0.          0.        ]]",[ 0.57530936 -0.17165824],-0.0680578072302,[ 1.09237719 -0.07664821],[-0.86884147 -0.71006554],-0.0680578072302
11,"[-1.69188698  1.33855016 -0.63682811 -1.24579446 -1.71187755 -1.40608726
 -0.26960718  0.85542633 -0.30563492  0.78438942  0.        ]","[[ -2.67445401e+00   3.30599516e-03  -1.97190130e-01  -1.63739586e-01]
 [ -3.11210978e+00   6.78394648e+00   0.00000000e+00   0.00000000e+00]]",[ 0.59008451 -0.75663062],-0.0695481625698,[ 0.85532022 -0.40695295],[-0.86884147 -0.71006554],-0.0695481625698
12,"[-1.71596085  1.33116234 -0.58578631 -0.97731553 -1.71187377 -1.40608491
  0.07086191  0.31394289 -0.28686114  0.74603723  0.        ]","[[-2.71264562  0.10756871 -0.19719013 -0.16373959]
 [-0.7150358   3.65276408  0.          0.        ]]",[ 0.97668205  0.08348484],-0.0669540630717,[ 0.74300188 -0.45501289],[-0.86884147 -0.71006554],-0.0669540630717
13,"[-1.70066386  1.31714938 -0.61877768 -0.78427988 -1.71186999 -1.40608256
  0.62163385  0.35834334 -0.21438253  0.59648256  0.        ]","[[-2.68804018  0.18320001 -0.19719013 -0.16373959]
 [ 3.16267704  3.90951544  0.          0.        ]]",[-0.23546291 -0.53241036],-0.057690089584,[-0.04712935 -0.94874692],[-0.86884147 -0.71006554],-0.057690089584
14,"[-1.66483712  1.30205355 -0.68885399 -0.64235358 -1.71186621 -1.40608021
  0.480568   -0.01954085 -0.11153994  0.41273347  0.        ]","[[-2.63475134  0.23946598 -0.19719013 -0.16373959]
 [ 2.16950571  1.72436349  0.          0.        ]]",[-0.44721847 -0.56749504],-0.0498239498724,[-0.10273887 -0.62381494],[-0.86884147 -0.71006554],-0.0498239498724
15,"[-1.64661527  1.29844702 -0.72131534 -0.61330351 -1.71186244 -1.40607786
  0.22331235 -0.4139132  -0.07042052  0.3456727   0.        ]","[[-2.60953353  0.2510723  -0.19719013 -0.16373959]
 [ 0.35829981 -0.5561331   0.          0.        ]]",[-0.07562312  0.66817357],-0.048436210355,[ 0.15332398 -0.19540969],[-0.86884147 -0.71006554],-0.048436210355
16,"[-1.64358668  1.29335959 -0.72652636 -0.57455845 -1.71185866 -1.40607551
  0.17967089  0.04553807 -0.05275516  0.32123329  0.        ]","[[-2.60545038  0.26660638 -0.19719013 -0.16373959]
 [ 0.05104333  2.10068578  0.          0.        ]]",[ 0.7582371  -0.12827014],-0.0483309688712,[-0.0341735  -0.69839251],[-0.86884147 -0.71006554],-0.0483309688712
17,"[-1.61985441  1.28024328 -0.7658106  -0.48420977 -1.71185488 -1.40607316
  0.60560065 -0.04968342  0.01970411  0.22115703  0.        ]","[[-2.57434214  0.30309545 -0.19719013 -0.16373959]
 [ 3.04979915  1.55005902  0.          0.        ]]",[-0.98014597 -0.03539209],-0.049304862618,[-0.7003485  -0.83512282],[-0.86884147 -0.71006554],-0.049304862618
18,"[-1.60276531  1.2685326  -0.79249816 -0.41239281 -1.7118511  -1.40607081
  0.04631013 -0.07896869  0.07585063  0.15169808  0.        ]","[[-2.55285396  0.33239758 -0.19719013 -0.16373959]
 [-0.88787642  1.38071419  0.          0.        ]]",[-1.07515715 -1.28015867],-0.051768833434,[-0.27355313 -0.72599518],[-0.86884147 -0.71006554],-0.051768833434
19,"[-1.64702848  1.27360206 -0.72057378 -0.44263294 -1.71184733 -1.40606846
 -0.51287042 -0.76818547 -0.01510785  0.27881487  0.        ]","[[-2.61011164  0.32002457 -0.19719013 -0.16373959]
 [-4.8247783  -2.60474171  0.          0.        ]]",[ 1.18958496 -0.10424303],-0.0490073966871,[ 0.83985996  0.11365813],[-0.86884147 -0.71006554],-0.0490073966871
