timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.0673401   1.3279861   0.02243637 -1.0914694   1.01172185  0.42919237
  0.17111074 -0.31696502  0.55079192 -0.67732749  0.        ]","[[-0.00572004  0.06851485  0.11641695  0.04837076]
 [ 0.00465609  0.00222928  0.          0.        ]]",[ 0.3821277   2.87862988],-0.102392875901,[ 0.65977168  3.08983207],[-0.90849525 -0.74610436],-0.102392875901
1,"[ 1.0672968   1.32347688  0.04504156 -0.98931334  1.01172074  0.42919209
  0.38790123  0.37318885  0.54518888 -0.57688204  0.        ]","[[ 0.00952361  0.10828094  0.11641695  0.04837076]
 [ 1.5146894   3.96118762  0.          0.        ]]",[-0.1281906   1.95311212],-0.099018449174,[-0.30616024  2.39734173],[-0.90849525 -0.74610436],-0.099018449174
2,"[ 1.06650216  1.29821535  0.0819428  -0.68897762  1.01171964  0.42919182
  0.31058673  1.04981637  0.51438804 -0.33821385  0.        ]","[[ 0.03441405  0.22644777  0.11641695  0.04837076]
 [ 0.97616481  7.84255787  0.          0.        ]]",[-0.64586221  1.9180801 ],-0.091316967912,[-0.70743734  1.69902706],[-0.90849525 -0.74610436],-0.091316967912
3,"[ 1.06678747  1.21862746  0.07257671 -0.21288717  1.01171853  0.42919154
 -0.05918846  1.71317854  0.44091137 -0.08794503  0.        ]","[[  0.02809512   0.42147874   0.11641695   0.04837076]
 [ -1.59946365  11.64784794   0.           0.        ]]",[-0.32633221  0.29613761],-0.082643805115,[-0.51256502  0.8563776 ],[-0.90849525 -0.74610436],-0.082643805115
4,"[ 1.06716063  1.05827979  0.00640494  0.32119078  1.01171742  0.42919127
 -0.24001151  1.87746267  0.32542925  0.09935961  0.        ]","[[ -0.01653116   0.66389137   0.11641695   0.04837076]
 [ -2.85896688  12.59026443   0.           0.        ]]",[-0.44698585  0.78900656],-0.0731566128376,[-0.40894979  0.18670046],[-0.90849525 -0.74610436],-0.0731566128376
5,"[ 1.06136758  0.79957446 -0.10368536  0.82165908  1.01171631  0.42919099
 -0.48587513  2.378711    0.16346498  0.22104016  0.        ]","[[ -0.09089307   0.94454658   0.11641695   0.04837076]
 [ -4.57150327  15.46564999   0.           0.        ]]",[ 0.31632226 -0.71228415],-0.0610299517425,[-0.26587239 -0.93453562],[-0.90849525 -0.74610436],-0.0610299517425
6,"[ 1.04672074  0.48526159 -0.21828266  1.15622208  1.01171521  0.42919072
 -0.29303011  1.83359464 -0.02991226  0.28734019  0.        ]","[[ -0.16884588   1.22248556   0.11641695   0.04837076]
 [ -3.22826572  12.33868811   0.           0.        ]]",[-0.50874817 -0.92161303],-0.0475619641318,[-0.47125471 -1.31662691],[-0.90849525 -0.74610436],-0.0475619641318
7,"[ 1.02117542  0.22696061 -0.3402176   1.28564613  1.0117141   0.42919044
 -0.57275313  1.15491851 -0.17263347  0.25745956  0.        ]","[[-0.25295866  1.43019854  0.11641695  0.04837076]
 [-5.17664458  8.44555708  0.          0.        ]]",[ 0.74738457 -1.14361854],-0.0361224191985,[ 0.38547373 -1.03232992],[-0.90849525 -0.74610436],-0.0361224191985
8,"[ 0.99102749  0.06385078 -0.44369571  1.31087285  1.01171299  0.42919017
 -0.13330409  0.4354005  -0.25123759  0.19321059  0.        ]","[[-0.32578052  1.55769758  0.11641695  0.04837076]
 [-2.11571848  4.31813437  0.          0.        ]]",[-0.14184489  0.62211565],-0.0277080720483,[-0.23274943 -0.46463886],[-0.90849525 -0.74610436],-0.0277080720483
9,"[ 0.9674077  -0.07747189 -0.50991221  1.29893765  1.01171189  0.42918989
 -0.20794107  0.84992853 -0.3350141   0.16157276  0.        ]","[[-0.37331109  1.66791847  0.11641695  0.04837076]
 [-2.63559343  6.69602564  0.          0.        ]]",[-0.24637588 -1.68089548],-0.0220314235907,[-0.13373691 -1.14790416],[-0.90849525 -0.74610436],-0.0220314235907
