timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.05121911  1.38468917 -0.0854377  -0.35461457 -1.51699003 -1.52528127
  0.10830286 -0.23069411  2.21543968  1.1767972   0.        ]","[[-0.06927344  0.05973651 -0.17795582 -0.1734919 ]
 [-0.00162223 -0.00447928  0.          0.        ]]",[-0.96133585 -0.19011713],-0.421564963596,[-0.07643732  0.48267645],[-0.07294798 -0.03258962],-0.421564963596
1,"[ 1.0465065   1.38515641 -0.14382994 -0.37022306 -1.51693116 -1.52522163
 -0.25829493 -0.33283232  2.21206223  1.11374802  0.        ]","[[-0.10745855  0.0521097  -0.17795582 -0.1734919 ]
 [-3.80422878 -0.75570367  0.          0.        ]]",[ 0.03836375 -0.33159261],-0.417710986256,[-0.07690784  0.4815765 ],[-0.07294798 -0.03258962],-0.417710986256
2,"[ 1.03171771  1.38640097 -0.25593321 -0.42786852 -1.5168723  -1.525162
 -0.23635777 -0.5093267   2.19739989  0.98213386  0.        ]","[[-0.18126041  0.02397136 -0.17795582 -0.1734919 ]
 [-3.57671628 -2.0538028   0.          0.        ]]",[-0.46728233 -0.45828136],-0.409026706731,[-0.0732149   0.48390362],[-0.07294798 -0.03258962],-0.409026706731
3,"[ 1.00385796  1.38596515 -0.3896017  -0.54854482 -1.51681345 -1.52510237
 -0.40768046 -0.75042354  2.16027528  0.80694485  0.        ]","[[-0.27062467 -0.03489632 -0.17795582 -0.1734919 ]
 [-5.35379711 -3.82705705  0.          0.        ]]",[-0.79568416  0.50323874],-0.395893596561,[-0.06936063  0.48540908],[-0.07294798 -0.03258962],-0.395893596561
4,"[ 0.94016493  1.38169268 -0.58865213 -0.66265983 -1.51675461 -1.52504275
 -0.70100325 -0.46901328  2.07704717  0.57507127  0.        ]","[[-0.40822745 -0.0906727  -0.17795582 -0.1734919 ]
 [-8.39634818 -1.75747828  0.          0.        ]]",[ 0.23088567  1.0711548 ],-0.375214878071,[-0.0613497   0.49075621],[-0.07294798 -0.03258962],-0.375214878071
5,"[ 0.83803012  1.38216914 -0.80162384 -0.65259284 -1.51669577 -1.52498314
 -0.59707284  0.07405927  1.97097006  0.37599686  0.        ]","[[-0.56533972 -0.08574925 -0.17795582 -0.1734919 ]
 [-7.31845894  2.23651187  0.          0.        ]]",[-0.13067419 -0.9987646 ],-0.353920907109,[-0.05177842  0.49953833],[-0.07294798 -0.03258962],-0.353920907109
6,"[ 0.71340214  1.38258566 -0.9862117  -0.64316472 -1.51663694 -1.52492353
 -0.63279562 -0.46966938  1.84490069  0.20481875  0.        ]","[[-0.71542745 -0.0811404  -0.17795582 -0.1734919 ]
 [-7.68908832 -1.76229987  0.          0.        ]]",[ 0.27617519 -0.74262455],-0.331639516591,[-0.04786668  0.49920592],[-0.07294798 -0.03258962],-0.331639516591
7,"[ 0.57446132  1.37374539 -1.13933908 -0.77433847 -1.51657811 -1.52486394
 -0.5126866  -0.86480389  1.66646402  0.03345014  0.        ]","[[-0.85671064 -0.14554383 -0.17795582 -0.1734919 ]
 [-6.44338951 -4.66835514  0.          0.        ]]",[ 1.73016468  0.60659871],-0.302718305022,[-0.04326998  0.49802926],[-0.07294798 -0.03258962],-0.302718305022
8,"[ 0.47865515  1.35894875 -1.22310631 -0.91219919 -1.51651929 -1.52480435
 -0.11908923 -0.52584189  1.52435638 -0.06318095  0.        ]","[[-0.94461901 -0.21390037 -0.17795582 -0.1734919 ]
 [-2.3610249  -2.17560355  0.          0.        ]]",[-1.3177146   0.03197963],-0.280756783245,[-0.0375955   0.50100154],[-0.07294798 -0.03258962],-0.280756783245
9,"[ 0.37830294  1.34716477 -1.29610604 -0.99551744 -1.51646048 -1.52474476
 -0.49599774 -0.50255357  1.39245675 -0.13138802  0.        ]","[[-1.03106274 -0.25569461 -0.17795582 -0.1734919 ]
 [-6.27033793 -2.00439138  0.          0.        ]]",[-0.4329449  0.2420449],-0.260789396671,[-0.03762887  0.49841067],[-0.07294798 -0.03258962],-0.260789396671
10,"[ 0.20307141  1.33741243 -1.39408103 -1.05489606 -1.51640168 -1.52468518
 -0.64919963 -0.36674135  1.19221932 -0.20339797  0.        ]","[[-1.17241329 -0.28576175 -0.17795582 -0.1734919 ]
 [-7.85942307 -1.00564825  0.          0.        ]]",[ 0.81761542  1.54331076],-0.230813903543,[-0.03575182  0.49666759],[-0.07294798 -0.03258962],-0.230813903543
11,"[ 0.04144553  1.34388038 -1.45649109 -1.01580317 -1.51634288 -1.52462561
 -0.32249818  0.17421873  1.0441412  -0.23735598  0.        ]","[[-1.29560501 -0.26595949 -0.17795582 -0.1734919 ]
 [-4.47102178  2.97261094  0.          0.        ]]",[ 1.51116242 -1.5847559 ],-0.208723604225,[-0.03219467  0.50046152],[-0.07294798 -0.03258962],-0.208723604225
12,"[-0.02433959  1.34968959 -1.47503722 -0.9778604  -1.51628409 -1.52456605
  0.06759628 -0.37241692  0.99259708 -0.24586342  0.        ]","[[-1.34443162 -0.24684098 -0.17795582 -0.1734919 ]
 [-0.42511915 -1.047362    0.          0.        ]]",[ 0.41138372  0.19169671],-0.201030358918,[-0.03215023  0.49819979],[-0.07294798 -0.03258962],-0.201030358918
13,"[-0.01363102  1.34567083 -1.47221102 -1.00389929 -1.51622531 -1.5245065
  0.22528772 -0.26646236  0.99383322 -0.24447641  0.        ]","[[-1.33652437 -0.25997075 -0.17795582 -0.1734919 ]
 [ 1.21039944 -0.268209    0.          0.        ]]",[-1.16650609  1.14136009],-0.201190332081,[-0.03163755  0.4990063 ],[-0.07294798 -0.03258962],-0.201190332081
14,"[-0.03496397  1.35561831 -1.47757963 -0.93534904 -1.51616653 -1.52444695
 -0.15859344  0.27290354  0.99719824 -0.24722963  0.        ]","[[-1.35226284 -0.22553854 -0.17795582 -0.1734919 ]
 [-2.77098212  3.69820776  0.          0.        ]]",[-0.62057738  1.79945016],-0.201773649641,[-0.03053511  0.50223184],[-0.07294798 -0.03258962],-0.201773649641
15,"[-0.14377889  1.37850736 -1.49922507 -0.7071218  -1.51610776 -1.52438741
 -0.39015396  0.80150526  0.97046292 -0.25705647  0.        ]","[[-1.43177871 -0.11257178 -0.17795582 -0.1734919 ]
 [-5.17260207  7.58551296  0.          0.        ]]",[ 1.00519247 -0.10500327],-0.197932295445,[-0.02708784  0.50761127],[-0.07294798 -0.03258962],-0.197932295445
