timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.98166763  1.72119614  0.14641963 -0.79305597  0.68895323  0.96339424
  0.25320435 -0.3538722   0.69508985 -1.0159977   0.        ]","[[ 0.0578786   0.03061378  0.07940499  0.11054183]
 [-0.00262576 -0.00469002  0.          0.        ]]",[ 1.89722078  0.53276343],-0.161031199342,[ 1.07441914  1.50944066],[-0.33484897 -0.20928569],-0.161031199342
1,"[ 0.97708861  1.72010431  0.20651544 -0.73309965  0.68895193  0.96339186
  0.68208113 -0.04262444  0.68599947 -0.91477103  0.        ]","[[ 0.09750889  0.051671    0.07940499  0.11054183]
 [ 3.95249017  2.10339184  0.          0.        ]]",[ 0.50861168  1.32403559],-0.154106136826,[ 0.30836546  1.01672757],[-0.33484897 -0.20928569],-0.154106136826
2,"[ 0.95568061  1.71071366  0.35458009 -0.50226991  0.68895062  0.96338947
  0.89161513  0.53572843  0.63538787 -0.63786587  0.        ]","[[ 0.19594629  0.13304126  0.07940499  0.11054183]
 [ 5.88483144  6.02057886  0.          0.        ]]",[-0.5070244   0.33599325],-0.134758958663,[-0.40320012  0.31816846],[-0.33484897 -0.20928569],-0.134758958663
3,"[ 0.92101821  1.67790177  0.49681157 -0.13223037  0.68894932  0.96338709
  0.66145588  0.71467234  0.52685794 -0.33099241  0.        ]","[[ 0.29234699  0.26561321  0.07940499  0.11054183]
 [ 3.76231485  7.23257331  0.          0.        ]]",[-0.1488087 -0.0782919],-0.112154028802,[-0.44989261  0.10599697],[-0.33484897 -0.20928569],-0.112154028802
4,"[ 0.88827211  1.62022733  0.59561651  0.24444178  0.68894802  0.96338471
  0.58958385  0.64779349  0.39202977 -0.09582337  0.        ]","[[ 0.36094327  0.40571999  0.07940499  0.11054183]
 [ 3.09952109  6.77961192  0.          0.        ]]",[-1.17891941 -0.97161897],-0.0933825176037,[-0.57357675 -0.03625947],[-0.33484897 -0.20928569],-0.0933825176037
5,"[ 0.87654097  1.56782454  0.62636593  0.48938989  0.68894671  0.96338232
  0.15411923  0.06016867  0.30702788  0.00733928  0.        ]","[[ 0.382642    0.50137997  0.07940499  0.11054183]
 [-0.91632403  2.7996416   0.          0.        ]]",[-0.6297764   0.31051876],-0.0839470246935,[ -4.74750996e-05   4.50082481e-01],[-0.33484897 -0.20928569],-0.0839470246935
6,"[ 0.89921745  1.5245903   0.56497093  0.6554986   0.68894541  0.96337994
 -0.11412817  0.23364796  0.30214733 -0.01512348  0.        ]","[[ 0.33949552  0.56916178  0.07940499  0.11054183]
 [-3.39009512  3.97461391  0.          0.        ]]",[ 1.45943445  0.38857143],-0.083061876159,[ 0.31182945  0.44566113],[-0.33484897 -0.20928569],-0.083061876159
7,"[  9.12282476e-01   1.45657926e+00   5.25426350e-01   8.74310142e-01
   6.88944102e-01   9.63377551e-01   3.22087832e-01   4.48986529e-01
   2.60358454e-01   1.24302714e-03   0.00000000e+00]","[[ 0.31205487  0.66328735  0.07940499  0.11054183]
 [ 0.63267521  5.43309868  0.          0.        ]]",[-0.55966994 -0.17421945],-0.0782744423089,[-0.25839886  0.01530856],[-0.33484897 -0.20928569],-0.0782744423089
8,"[ 0.91663797  1.37420398  0.51138406  1.09109406  0.6889428   0.96337517
  0.08066242  0.33136268  0.19216121  0.0425081   0.        ]","[[ 0.30237038  0.76395628  0.07940499  0.11054183]
 [-1.59373651  4.63644075  0.          0.        ]]",[-0.83694647  0.11451913],-0.0709464461193,[ 0.00756144  0.1165154 ],[-0.33484897 -0.20928569],-0.0709464461193
9,"[ 0.94234067  1.28677067  0.41642728  1.2799412   0.68894149  0.96337278
 -0.27500222  0.38490905  0.18107126 -0.00163488  0.        ]","[[ 0.23758754  0.86032412  0.07940499  0.11054183]
 [-4.87365691  4.99911137  0.          0.        ]]",[-0.16201538 -0.25200777],-0.068757933876,[ 0.49747583  0.22447369],[-0.33484897 -0.20928569],-0.068757933876
10,"[ 0.97066819  1.19930248  0.26262293  1.43654308  0.68894019  0.9633704
 -0.3340306   0.22297855  0.20810362 -0.10522858  0.        ]","[[ 0.13465278  0.94930243  0.07940499  0.11054183]
 [-5.41801662  3.90236776  0.          0.        ]]",[ 0.77961492 -0.47819801],-0.071151185887,[ 0.75233561  0.38655356],[-0.33484897 -0.20928569],-0.071151185887
11,"[ 0.98160483  1.13885985  0.14708281  1.52922513  0.68893889  0.96336801
  0.01214079 -0.06813774  0.22866261 -0.18701561  0.        ]","[[ 0.0583222   1.00756672  0.07940499  0.11054183]
 [-2.22565323  1.93065631  0.          0.        ]]",[-0.24855475  1.25679312],-0.0741176059685,[ 0.49697965  0.45654824],[-0.33484897 -0.20928569],-0.0741176059685
