timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.99765133  1.46700257 -0.0375282  -1.27640847 -0.91114574 -1.41855391
  0.21341617 -0.3282845   2.46015107  1.48985921  0.        ]","[[-0.05679983 -0.074703   -0.10433045 -0.16257314]
 [-0.00152573 -0.00170691  0.          0.        ]]",[-3.66798076  0.30656757],-0.344100056116,[-2.51468825  0.09432986],[-0.48678339 -0.32986036],-0.344100056116
1,"[ 0.99307656  1.46802822 -0.09694101 -1.24423352 -0.91114433 -1.41855027
 -0.29030815 -0.13608935  2.45329462  1.4118746   0.        ]","[[-0.09652531 -0.0625421  -0.10433045 -0.16257314]
 [-3.95784728  1.21374178  0.          0.        ]]",[-1.89655856 -1.26378202],-0.340596369794,[-2.49129415 -0.07145125],[-0.48678339 -0.32986036],-0.340596369794
2,"[ 0.96560068  1.4666629  -0.27178189 -1.28570466 -0.91114291 -1.41854664
 -0.7838131  -0.76576643  2.40612819  1.12071291  0.        ]","[[-0.21457183 -0.078221   -0.10433045 -0.16257314]
 [-7.83390782 -2.76836327  0.          0.        ]]",[-3.48769363  0.27036343],-0.326292244067,[-2.53125906  0.13336736],[-0.48678339 -0.32986036],-0.326292244067
3,"[ 0.87585319  1.46121453 -0.54948026 -1.40194688 -0.91114149 -1.41854301
 -1.26780965 -0.58758048  2.25438838  0.64401471  0.        ]","[[ -0.40939049  -0.12228225  -0.10433045  -0.16257314]
 [-11.63530055  -1.64151408   0.           0.        ]]",[-2.29168757  0.49148609],-0.298500866294,[-2.128932    0.24512607],[-0.48678339 -0.32986036],-0.298500866294
4,"[ 0.66620663  1.45915538 -0.89501496 -1.43603392 -0.91114008 -1.41853938
 -1.74227062 -0.27446894  1.94771899  0.1139205   0.        ]","[[ -0.6794859   -0.13524536  -0.10433045  -0.16257314]
 [-15.36182636   0.33861018   0.           0.        ]]",[-1.81997746  1.56290684],-0.258341317772,[-1.29600918  0.44912753],[-0.48678339 -0.32986036],-0.258341317772
5,"[ 0.27926749  1.46556199 -1.23325162 -1.31364183 -0.91113866 -1.41853575
 -2.20743197  0.35083609  1.46407282 -0.34730448  0.        ]","[[ -1.02337954  -0.08879688  -0.10433045  -0.16257314]
 [-19.01535765   4.29305516   0.           0.        ]]",[ 0.1238199  -0.39292483],-0.206196523582,[ 0.15688932  0.38854235],[-0.48678339 -0.32986036],-0.206196523582
6,"[-0.24020788  1.47019029 -1.42933155 -1.12992192 -0.91113724 -1.41853212
 -2.09708712  0.09133765  0.85504957 -0.60616236  0.        ]","[[ -1.39499182  -0.01940101  -0.10433045  -0.16257314]
 [-18.14876585   2.65198294   0.           0.        ]]",[ 0.33647462  2.1959001 ],-0.145919495884,[ 1.36407816  0.61203849],[-0.48678339 -0.32986036],-0.145919495884
7,"[-0.75776777  1.4671453  -1.43076757 -0.88550846 -0.91113583 -1.41852849
 -1.88209961  0.70904657  0.28156285 -0.61643853  0.        ]","[[ -1.7410259    0.07283305  -0.10433045  -0.16257314]
 [-16.46026934   6.55838735   0.           0.        ]]",[ 2.16816672 -0.76618023],-0.0891509439182,[ 1.84245098  0.19738103],[-0.48678339 -0.32986036],-0.0891509439182
8,"[-1.16568586  1.4521448  -1.29886141 -0.62398058 -0.91113441 -1.41852486
 -1.33683139  0.20851539 -0.15394708 -0.47426196  0.        ]","[[ -2.02726242   0.17224164  -0.10433045  -0.16257314]
 [-12.17764278   3.39302463   0.           0.        ]]",[ 1.14094517  0.4846494 ],-0.0440318839221,[ 1.95271063  0.44385388],[-0.48678339 -0.32986036],-0.0440318839221
9,"[-1.42226567  1.42933494 -1.13932545 -0.40017104 -0.91113299 -1.41852123
 -0.80259269  0.50107295 -0.42092069 -0.30755453  0.        ]","[[-2.22871546  0.25866503 -0.10433045 -0.16257314]
 [-7.98162541  5.2431633   0.          0.        ]]",[ 1.84982229 -0.11924387],-0.017904870842,[ 1.54963028  0.1215269 ],[-0.48678339 -0.32986036],-0.017904870842
