timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.97106659  1.75397946 -0.0872867  -0.85958648 -0.60299328  0.87463907
  0.24344223 -0.35513469  1.8953496  -1.24382469  0.        ]","[[-0.09519091  0.0024991  -0.06930502  0.09890615]
 [-0.00067295 -0.0008772   0.          0.        ]]",[ 1.72543769  0.53714534],-0.302588213525,[ 1.79648876  2.26490593],[-0.32508817 -0.20293866],-0.302588213525
1,"[ 0.97545964  1.75361813 -0.02655893 -0.79771734 -0.60299218  0.87463701
  0.6704361  -0.04251727  1.9011433  -1.14277236  0.        ]","[[-0.05552203  0.02380591 -0.06930502  0.09890615]
 [ 3.95439537  2.12447978  0.          0.        ]]",[ 1.16399601  1.10829981],-0.299244144219,[ 1.42101145  2.06930232],[-0.32508817 -0.20293866],-0.299244144219
2,"[ 0.97485535  1.74697318  0.15447014 -0.56079332 -0.60299108  0.87463495
  1.0889105   0.53348662  1.88868132 -0.82307245  0.        ]","[[ 0.06245648  0.10558615 -0.06930502  0.09890615]
 [ 7.83056605  6.04049461  0.          0.        ]]",[ 1.37024342  1.31854384],-0.287326616116,[ 0.83192229  1.69734597],[-0.32508817 -0.20293866],-0.287326616116
3,"[ 0.92930878  1.71016377  0.44917401 -0.10652443 -0.60298998  0.87463289
  1.49912897  1.09808123  1.75721437 -0.29472512  0.        ]","[[  0.25719095   0.26490869  -0.06930502   0.09890615]
 [ 11.63029751   9.87895456   0.           0.        ]]",[-0.82742531  1.50347822],-0.262025362788,[-0.02236106  1.07148743],[-0.32508817 -0.20293866],-0.262025362788
4,"[ 0.82820276  1.60011002  0.73285862  0.52606405 -0.60298889  0.87463082
  1.12081278  1.65188869  1.44337169  0.21235215  0.        ]","[[  0.45463798   0.50026497  -0.06930502   0.09890615]
 [  8.12614833  13.64411231   0.           0.        ]]",[-0.00427782 -0.77671357],-0.225394402711,[-0.17709246  0.57294583],[-0.32508817 -0.20293866],-0.225394402711
5,"[ 0.70768462  1.42598214  0.94495757  1.09035519 -0.60298779  0.87462876
  1.10184415  1.15976942  1.05237609  0.51114049  0.        ]","[[  0.61539875   0.73957887  -0.06930502   0.09890615]
 [  7.95048017  10.29841925   0.           0.        ]]",[-1.37092011 -0.42346573],-0.186673334105,[-0.41074911  0.41848516],[-0.32508817 -0.20293866],-0.186673334105
6,"[ 0.59953853  1.25240148  1.08609364  1.45526067 -0.60298669  0.8746267
  0.65785238  0.88332046  0.72217564  0.61850364  0.        ]","[[ 0.73314751  0.92669014 -0.06930502  0.09890615]
 [ 3.83798414  8.41896921  0.          0.        ]]",[ 0.26516569  0.88012821],-0.154687714019,[-0.15183961  0.39544716],[-0.32508817 -0.20293866],-0.154687714019
7,"[ 0.51032656  1.03604945  1.18083184  1.75747785 -0.60298559  0.87462464
  0.76289911  1.37134565  0.42359149  0.60779089  0.        ]","[[  0.81966855   1.1283593   -0.06930502   0.09890615]
 [  4.81100173  11.73688939   0.           0.        ]]",[-0.02781524 -0.43624478],-0.123534320738,[-0.37608635 -0.16888115],[-0.32508817 -0.20293866],-0.123534320738
8,"[ 0.40470499  0.7815434   1.27438587  1.96234866 -0.60298449  0.87462258
  0.74088498  1.08308363  0.12834356  0.50250815  0.        ]","[[ 0.91384339  1.34343422 -0.06930502  0.09890615]
 [ 4.60710855  9.77713253  0.          0.        ]]",[-2.10449269 -1.16487697],-0.0891693342616,[-0.45422652 -0.37838903],[-0.32508817 -0.20293866],-0.0891693342616
9,"[ 0.34346822  0.59073693  1.32106819  2.02923299 -0.6029834   0.87462052
  0.30393963  0.4723146  -0.03439161  0.37937369  0.        ]","[[ 0.96538023  1.49731489 -0.06930502  0.09890615]
 [ 0.55988074  5.62476233  0.          0.        ]]",[-0.29191739  0.07341331],-0.066282834472,[-0.10244486 -0.16492084],[-0.32508817 -0.20293866],-0.066282834472
