timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06432904  1.75716054 -0.00615192 -0.65740311 -1.36031324 -1.4568403
  0.21543482 -0.33218727  2.2827176   1.23363944  0.        ]","[[-0.02209885  0.00258963 -0.15704058 -0.16726612]
 [-0.00236759 -0.00225128  0.          0.        ]]",[ 0.23936888  0.7743449 ],-0.401528758704,[-0.15780893  0.96401858],[-0.14852144 -0.15964392],-0.401528758704
1,"[ 1.06454653  1.75643347  0.0082639  -0.57609921 -1.36029426 -1.45681804
  0.29907031  0.09893656  2.28274455  1.27548487  0.        ]","[[-0.01265702  0.0333044  -0.15704058 -0.16726612]
 [ 0.94340598  3.06351272  0.          0.        ]]",[-1.1575605   1.39183467],-0.403745300614,[-0.18664315  0.94944674],[-0.14852144 -0.15964392],-0.403745300614
2,"[ 1.06385677  1.74588991 -0.02383271 -0.31131486 -1.36027529 -1.45679577
 -0.05254271  0.64744049  2.27869733  1.32714805  0.        ]","[[-0.03368181  0.13370946 -0.15704058 -0.16726612]
 [-3.03264219  6.96398687  0.          0.        ]]",[ -1.45950403e+00   1.40808885e-03],-0.406027934037,[-0.15675893  0.94862092],[-0.14852144 -0.15964392],-0.406027934037
3,"[ 1.05225274  1.71101869 -0.17554851  0.04619041 -1.36025631 -1.45677351
 -0.39706779  0.62903819  2.26941585  1.28214542  0.        ]","[[-0.13342321  0.27167672 -0.15704058 -0.16726612]
 [-6.92854329  6.83315802  0.          0.        ]]",[-0.28557124  1.94027139],-0.402372090228,[-0.08286443  0.96836919],[-0.14852144 -0.15964392],-0.402372090228
4,"[ 1.00960297  1.63384818 -0.39730629  0.47946929 -1.36023733 -1.45675125
 -0.48498374  1.16686544  2.24514145  1.19115671  0.        ]","[[ -0.28196897   0.44671342  -0.15704058  -0.16726612]
 [ -7.92272236  10.6577514    0.           0.        ]]",[-1.56278556  0.54780593],-0.394406483652,[-0.04591829  0.97156882],[-0.14852144 -0.15964392],-0.394406483652
5,"[ 0.90809508  1.47816282 -0.67560658  0.99948636 -1.36021836 -1.45672899
 -0.82105635  1.44235948  2.18967983  1.07941229  0.        ]","[[ -0.4785527    0.67952639  -0.15704058  -0.16726612]
 [-11.72306401  12.61695171   0.           0.        ]]",[ 0.47377924  1.28370092],-0.381481387114,[ 0.03413067  0.97908413],[-0.14852144 -0.15964392],-0.381481387114
6,"[ 0.74420002  1.21225961 -0.94665881  1.5182118  -1.36019938 -1.45670673
 -0.6349071   1.963862    2.0945345   1.00430438  0.        ]","[[ -0.69189588   0.96907648  -0.15704058  -0.16726612]
 [ -9.618165    16.32572193   0.           0.        ]]",[ 0.22717426  1.21989569],-0.365150106021,[ 0.03941531  0.94939268],[-0.14852144 -0.15964392],-0.365150106021
7,"[ 0.56617184  0.79850636 -1.14284671  1.90808254 -1.36018041 -1.45668447
 -0.53866405  2.47505148  1.95649765  1.04929579  0.        ]","[[ -0.87334176   1.33206957  -0.15704058  -0.16726612]
 [ -8.52990445  19.96148817   0.           0.        ]]",[ 0.1735515  -0.16038912],-0.348919460168,[ 0.01153837  0.89166558],[-0.14852144 -0.15964392],-0.348919460168
8,"[ 0.38218758  0.31387175 -1.28570592  1.95332693 -1.36016143 -1.45666221
 -0.46295445  2.3300396   1.77185869  1.13976524  0.        ]","[[ -1.03535074   1.72095768  -0.15704058  -0.16726612]
 [ -7.67382802  18.93078038   0.           0.        ]]",[ 0.73396746 -0.45029336],-0.329762260845,[-0.0108633   0.83571929],[-0.14852144 -0.15964392],-0.329762260845
9,"[ 0.2300486  -0.1079996  -1.37123506  1.64989901 -1.36014246 -1.45663996
 -0.19255104  2.02650392  1.56846354  1.235462    0.        ]","[[ -1.15814983   2.07791836  -0.15704058  -0.16726612]
 [ -4.61618853  16.77254752   0.           0.        ]]",[ 0.80470748  1.15490516],-0.310183070594,[-0.05763946  0.77941597],[-0.14852144 -0.15964392],-0.310183070594
10,"[ 0.15323606 -0.46503426 -1.40512442  1.02457474 -1.36012349 -1.4566177
  0.09730375  2.53647627  1.32200816  1.34505282  0.        ]","[[ -1.21759044   2.44976351  -0.15704058  -0.16726612]
 [ -1.33859685  20.39992573   0.           0.        ]]",[-0.61758523  0.85827943],-0.288894444168,[-0.1445533   0.71473396],[-0.14852144 -0.15964392],-0.288894444168
11,"[  8.59244416e-02  -7.13445541e-01  -1.43018107e+00   3.56501317e-04
  -1.36010452e+00  -1.45659545e+00  -1.16516072e-01   2.95739579e+00
   9.99042756e-01   1.38000942e+00   0.00000000e+00]","[[ -1.26861982   2.88780698  -0.15704058  -0.16726612]
 [ -3.75639855  23.39442204   0.           0.        ]]",[ 0.6023982   0.46575666],-0.256785398694,[-0.18473959  0.67723048],[-0.14852144 -0.15964392],-0.256785398694
