timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.03991395  1.3814021   0.05600269 -1.10214044 -0.74250814 -1.24740957
  0.18587672 -0.3197937   2.46900019  1.74338481  0.        ]","[[ 0.01675763  0.03089305 -0.08516357 -0.14461786]
 [ 0.00351386  0.00367244  0.          0.        ]]",[-2.30795685 -0.26327484],-0.331665260834,[-2.36427546 -0.14284647],[-0.74363577 -0.56725484],-0.331665260834
1,"[ 1.03973464  1.38173472 -0.00292793 -1.12896731 -0.74250738 -1.24740745
 -0.34927513 -0.49319901  2.47008843  1.62714862  0.        ]","[[-0.02285923  0.02052187 -0.08516357 -0.14461786]
 [-3.95203062 -1.03732673  0.          0.        ]]",[-2.3674099  -0.44546498],-0.327555175169,[-2.45451069 -0.14523143],[-0.74363577 -0.56725484],-0.327555175169
2,"[ 1.02555347  1.38179986 -0.17768921 -1.22786823 -0.74250662 -1.24740534
 -0.87380477 -0.78334362  2.4471898   1.27242534  0.        ]","[[-0.14079924 -0.01770085 -0.08516357 -0.14461786]
 [-7.82906509 -2.77914369  0.          0.        ]]",[-2.11278555  0.5256044 ],-0.313926110436,[-2.33511448  0.16342437],[-0.74363577 -0.56725484],-0.313926110436
3,"[ 0.95804739  1.38030496 -0.45874659 -1.31613875 -0.74250585 -1.24740323
 -1.38816214 -0.42725491  2.33615837  0.74272437  0.        ]","[[ -0.33552574  -0.05183558  -0.08516357  -0.14461786]
 [-11.63092355  -0.64145509   0.           0.        ]]",[-1.8657061   0.76529255],-0.290046929578,[-2.17290926  0.4183037 ],[-0.74363577 -0.56725484],-0.290046929578
4,"[ 0.77843088  1.3812596  -0.81568418 -1.27033409 -0.74250509 -1.24740112
 -1.89238863  0.07987441  2.0839481   0.1513232   0.        ]","[[ -0.60553839  -0.03411894  -0.08516357  -0.14461786]
 [-15.35792517   2.40296917   0.           0.        ]]",[-1.83648754  0.62306763],-0.256585395768,[-1.70012915  0.70410281],[-0.74363577 -0.56725484],-0.256585395768
5,"[ 0.42523315  1.38106992 -1.17841167 -1.08315463 -0.74250433 -1.24739901
 -2.38660404  0.48314464  1.645675   -0.40982592  0.        ]","[[ -0.94934897   0.03823066  -0.08516357  -0.14461786]
 [-19.01097254   4.82390179   0.           0.        ]]",[ 0.01492958  1.64171426],-0.212118921165,[-0.20813066  0.99362892],[-0.74363577 -0.56725484],-0.212118921165
6,"[-0.07383445  1.36310969 -1.41190646 -0.73540489 -0.74250356 -1.2473969
 -2.32794543  1.12675596  1.09270799 -0.76955008  0.        ]","[[ -1.32521879   0.17347544  -0.08516357  -0.14461786]
 [-18.57747214   8.6876669    0.           0.        ]]",[ 0.35135511 -0.18030095],-0.163040273277,[ 0.51952553  0.72009635],[-0.74363577 -0.56725484],-0.163040273277
7,"[-0.59077963  1.31068674 -1.44781472 -0.32316901 -0.7425028  -1.24739479
 -2.09016639  0.97901358  0.55698833 -0.88062144  0.        ]","[[ -1.67913469   0.33833016  -0.08516357  -0.14461786]
 [-16.8199842    7.80074103   0.           0.        ]]",[ 0.46746288 -1.17477928],-0.11712023347,[ 1.34514546  0.42007765],[-0.74363577 -0.56725484],-0.11712023347
8,"[-1.03557215  1.25510019 -1.32551969 -0.04938428 -0.74250204 -1.24739267
 -1.79478634  0.29350858  0.0489508  -0.81454047  0.        ]","[[ -1.99362914   0.45305524  -0.08516357  -0.14461786]
 [-14.63671598   3.68548883   0.           0.        ]]",[ 2.88235223  0.57001377],-0.0738025339438,[ 2.21719074  0.53210473],[-0.74363577 -0.56725484],-0.0738025339438
9,"[-1.34901554  1.19738436 -1.13218365  0.16754086 -0.74250128 -1.24739056
 -1.22052886  0.65701114 -0.32509493 -0.64492715  0.        ]","[[ -2.24377606   0.54865932  -0.08516357  -0.14461786]
 [-10.3920933    5.86768565   0.           0.        ]]",[ 2.10313888 -0.13821441],-0.0437050455084,[ 1.83615243  0.07790574],[-0.74363577 -0.56725484],-0.0437050455084
10,"[-1.52665354  1.11836607 -0.96287804  0.40315484 -0.74250051 -1.24738845
 -0.657474    0.54622634 -0.50194206 -0.49365948  0.        ]","[[-2.40986138  0.65933984 -0.08516357 -0.14461786]
 [-6.23026347  5.20262095  0.          0.        ]]",[ 1.05095193 -0.04066041],-0.0317009562331,[ 1.31716442 -0.08148769],[-0.74363577 -0.56725484],-0.0317009562331
11,"[-1.60500508  1.03527889 -0.86689587  0.60203106 -0.74249975 -1.24738634
 -0.10554719  0.50201309 -0.53521254 -0.41840901  0.        ]","[[-2.49353538  0.76072891 -0.08516357 -0.14461786]
 [-2.1506843   4.93720094  0.          0.        ]]",[-0.49262311 -0.40072086],-0.0272428664024,[ 0.45511472 -0.30719036],[-0.74363577 -0.56725484],-0.0272428664024
12,"[-1.65790366  0.96133535 -0.79151466  0.74930204 -0.74249899 -1.24738423
 -0.36340398  0.22152162 -0.54935021 -0.36018288  0.        ]","[[-2.55567185  0.8425784  -0.08516357 -0.14461786]
 [-4.05663947  3.2533465   0.          0.        ]]",[ 0.93634039 -0.3419706 ],-0.0239184690834,[ 1.07584    -0.01915386],[-0.74363577 -0.56725484],-0.0239184690834
13,"[-1.69186688  0.9125678  -0.73727581  0.83429792 -0.74249822 -1.24738212
  0.14870922 -0.01496241 -0.56378181 -0.31675987  0.        ]","[[-2.59882583  0.89340115 -0.08516357 -0.14461786]
 [-0.27134692  1.83367884  0.          0.        ]]",[ 0.5285363  -0.26158335],-0.0221164580612,[ 0.29691112  0.14739853],[-0.74363577 -0.56725484],-0.0221164580612
14,"[-1.679842    0.8869128  -0.75706707  0.87563967 -0.74249746 -1.24738001
  0.43239648 -0.19365076 -0.51143367 -0.33950523  0.        ]","[[-2.58321417  0.91931189 -0.08516357 -0.14461786]
 [ 1.82553255  0.76097184  0.          0.        ]]",[-0.65970487  0.13411787],-0.0204314170131,[-0.39602673  0.16962171],[-0.74363577 -0.56725484],-0.0204314170131
15,"[-1.67201105  0.86634832 -0.76959106  0.90722476 -0.7424967  -1.24737789
  0.07435997 -0.107567   -0.47366327 -0.3530743   0.        ]","[[-2.57325588  0.93971637 -0.08516357 -0.14461786]
 [-0.8208958   1.27775118  0.          0.        ]]",[ 0.25610781  1.0054435 ],-0.019918689172,[ 0.21724606  0.17928049],[-0.74363577 -0.56725484],-0.019918689172
16,"[-1.67681546  0.79879619 -0.76192798  1.0020191  -0.74249594 -1.24737578
  0.21349815  0.54774574 -0.41358029 -0.34937606  0.        ]","[[-2.57935548  1.00474234 -0.08516357 -0.14461786]
 [ 0.20754521  5.21173825  0.          0.        ]]",[-0.51140375 -1.93887618],-0.0186894918452,[-0.45798481 -0.76857418],[-0.74363577 -0.56725484],-0.0186894918452
17,"[-1.68934213  0.73010063 -0.74145923  1.08565382 -0.74249517 -1.24737367
 -0.06065825 -0.12892589 -0.37100536 -0.33120374  0.        ]","[[-2.59553592  1.06821976 -0.08516357 -0.14461786]
 [-1.8188809   1.14953336  0.          0.        ]]",[ 0.68342255  0.33968104],-0.0177870151158,[ 0.23013064  0.05314425],[-0.74363577 -0.56725484],-0.0177870151158
18,"[-1.69608165  0.68975815 -0.73012812  1.1293361  -0.74249441 -1.24737156
  0.31001014  0.09120439 -0.34616888 -0.3197079   0.        ]","[[-2.60442454  1.10446928 -0.08516357 -0.14461786]
 [ 0.92091267  2.47102194  0.          0.        ]]",[-0.56337701  0.1721247 ],-0.0177296270866,[-0.6632207  -0.40414888],[-0.74363577 -0.56725484],-0.0177296270866
