timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.01796844  2.0120327   0.22723915 -0.90319128  0.90022049 -0.4806253
  0.27122753 -0.37100259  0.51702271  0.55799537  0.        ]","[[ 0.09961509 -0.03388021  0.10528337 -0.05787642]
 [ 0.00473576  0.00044972  0.          0.        ]]",[-2.0080627   0.64403798],-0.128236484688,[-0.9347924   0.29465431],[-0.26293346 -0.11435928],-0.128236484688
1,"[ 1.0224504   2.01273096  0.16665406 -0.82429873  0.9002173  -0.48062414
 -0.10758846 -0.00798373  0.52004948  0.51033667  0.        ]","[[ 0.06000841 -0.00826962  0.10528337 -0.05787642]
 [-3.95222461  2.55210027  0.          0.        ]]",[-2.60045087 -0.9114301 ],-0.125444704122,[-0.63762361  0.32106227],[-0.26293346 -0.11435928],-0.125444704122
2,"[ 1.0226205   2.01273201 -0.01423183 -0.78011006  0.9002141  -0.48062298
 -0.47868112 -0.528388    0.52013766  0.3088853   0.        ]","[[ -5.79279756e-02   6.07142332e-03   1.05283366e-01  -5.78764250e-02]
 [ -7.82851261e+00  -1.10581076e+00   0.00000000e+00   0.00000000e+00]]",[ 0.18883893 -0.49954079],-0.114243995563,[-0.06314342  0.52518547],[-0.26293346 -0.11435928],-0.114243995563
3,"[ 0.99512259  2.01188995 -0.23845037 -0.90870757  0.90021091 -0.48062182
 -0.39226812 -0.80672421  0.48307113  0.00306936  0.        ]","[[-0.20544191 -0.03567432  0.10528337 -0.05787642]
 [-6.92588983 -3.0622409   0.          0.        ]]",[ 0.01531911  0.06273794],-0.100061607073,[ 0.27971619  0.66207439],[-0.26293346 -0.11435928],-0.100061607073
4,"[ 0.94272464  2.0068647  -0.44002912 -1.08745411  0.90020772 -0.48062066
 -0.37336376 -0.76276376  0.40261499 -0.28643416  0.        ]","[[-0.34197854 -0.09381907  0.10528337 -0.05787642]
 [-6.72843225 -2.75326187  0.          0.        ]]",[ 0.03782027  1.86168617],-0.0913563441573,[ 0.62684166  0.7526834 ],[-0.26293346 -0.11435928],-0.0913563441573
5,"[ 0.86853188  2.00485621 -0.62549658 -1.13278962  0.90020452 -0.4806195
 -0.34644793 -0.19169475  0.30511927 -0.51374804  0.        ]","[[-0.4737265  -0.10861046  0.10528337 -0.05787642]
 [-6.44729033  1.26074592  0.          0.        ]]",[ 0.66963964  1.40864512],-0.0896585540575,[ 0.84693515  0.73470604],[-0.26293346 -0.11435928],-0.0896585540575
6,"[ 0.79665405  2.01139343 -0.75975579 -0.93410758  0.90020133 -0.48061834
 -0.08078075  0.36792931  0.25049255 -0.61854359  0.        ]","[[-0.57482967 -0.04392882  0.10528337 -0.05787642]
 [-3.672264    5.19430897  0.          0.        ]]",[ 1.62598472  0.30121368],-0.0910704838537,[ 0.746696    0.62136149],[-0.26293346 -0.11435928],-0.0910704838537
7,"[ 0.77049155  2.00931641 -0.80183387 -0.58060232  0.90019814 -0.48061718
  0.3048489   0.52275755  0.27339829 -0.57689767  0.        ]","[[-0.60785992  0.07087642  0.10528337 -0.05787642]
 [ 0.35583166  6.28259285  0.          0.        ]]",[-0.3369631  -0.18642662],-0.0903752402633,[ 0.42054203  0.49911791],[-0.26293346 -0.11435928],-0.0903752402633
8,"[ 0.76533392  1.98922153 -0.80978132 -0.22331725  0.90019494 -0.48061602
  0.17659389  0.40011479  0.31275514 -0.48761374  0.        ]","[[-0.61418466  0.18787919  0.10528337 -0.05787642]
 [-0.983848    5.42055476  0.          0.        ]]",[-1.07080221  0.20157096],-0.0889577791735,[ 0.42922607  0.49198067],[-0.26293346 -0.11435928],-0.0889577791735
9,"[ 0.71487668  1.95190781 -0.88240408  0.1212616   0.90019175 -0.48061486
 -0.2002911   0.49860865  0.30414501 -0.47922691  0.        ]","[[-0.67335992  0.30323661  0.10528337 -0.05787642]
 [-4.9205844   6.11286632  0.          0.        ]]",[ 1.64949648  0.80019859],-0.0874736400118,[ 0.68665701  0.5098936 ],[-0.26293346 -0.11435928],-0.0874736400118
10,"[ 0.66187995  1.87660538 -0.95005461  0.55816212  0.90018855 -0.4806137
  0.18765104  0.93194713  0.30101364 -0.43142964  0.        ]","[[-0.73111496  0.45605437  0.10528337 -0.05787642]
 [-0.86835906  9.15877628  0.          0.        ]]",[-0.51210644 -0.4299826 ],-0.0844503395276,[ 0.30305982  0.32031262],[-0.26293346 -0.11435928],-0.0844503395276
11,"[ 0.62555513  1.76466503 -0.99217756  0.99228959  0.90018536 -0.48061254
 -0.00458926  0.66402622  0.30380256 -0.33679971  0.        ]","[[-0.76862891  0.62033554  0.10528337 -0.05787642]
 [-2.87638744  7.27560494  0.          0.        ]]",[ 0.9547369   0.60711878],-0.0803892863215,[ 0.36836326  0.32624778],[-0.26293346 -0.11435928],-0.0803892863215
12,"[ 0.60653869  1.61990633 -1.01301216  1.3866525   0.90018217 -0.48061138
  0.36241514  0.98535435  0.30280939 -0.20659689  0.        ]","[[-0.78769482  0.7885087   0.10528337 -0.05787642]
 [ 0.95712395  9.53420679  0.          0.        ]]",[-0.47345363  1.75108914],-0.0763629111225,[-0.08540101  0.15751457],[-0.26293346 -0.11435928],-0.0763629111225
13,"[ 0.60668837  1.38169768 -1.01284543  1.82184428  0.90017897 -0.48061022
  0.18119811  1.52190381  0.2813931   0.01027008  0.        ]","[[ -0.78754455   1.01703275   0.10528337  -0.05787642]
 [ -0.935751    13.30561504   0.           0.        ]]",[ 0.35573454  0.62737826],-0.073386092231,[-0.26476529  0.05239561],[-0.26293346 -0.11435928],-0.073386092231
14,"[ 0.60224181  1.03090733 -1.01760108  2.17443457  0.90017578 -0.48060906
  0.31775145  1.83777944  0.19476545  0.25974176  0.        ]","[[ -0.79194989   1.30542257   0.10528337  -0.05787642]
 [  0.49060346  15.52598165   0.           0.        ]]",[-0.51839606  1.07776408],-0.0731659170879,[-0.57234824 -0.04666489],[-0.26293346 -0.11435928],-0.0731659170879
15,"[ 0.59119586  0.573202   -1.02924412  2.27196186  0.90017259 -0.4806079
  0.12046583  2.35740162  0.01594817  0.50171066  0.        ]","[[ -0.80281397   1.6525902    0.10528337  -0.05787642]
 [ -1.57010762  19.17857997   0.           0.        ]]",[-1.77254375 -1.27993423],-0.0778220523114,[-0.53448117 -0.03936511],[-0.26293346 -0.11435928],-0.0778220523114
16,"[ 0.51644051  0.13710983 -1.10187817  2.01215528  0.90016939 -0.48060675
 -0.25536978  1.74010339 -0.20676587  0.60262762  0.        ]","[[ -0.87360082   1.99262901   0.10528337  -0.05787642]
 [ -5.49583294  14.83969471   0.           0.        ]]",[-0.37178167 -0.16831281],-0.0804789588764,[-0.33851886  0.02078864],[-0.26293346 -0.11435928],-0.0804789588764
17,"[ 0.3752074  -0.18442086 -1.21436826  1.53975186  0.9001662  -0.48060559
 -0.38583565  1.6034716  -0.40587504  0.59538042  0.        ]","[[ -0.99718982   2.27978801   0.10528337  -0.05787642]
 [ -6.85859612  13.87938659   0.           0.        ]]",[ 0.31137963 -0.77441395],-0.0817671379399,[-0.20420951  0.0588325 ],[-0.26293346 -0.11435928],-0.0817671379399
18,"[ 0.22240193 -0.40280581 -1.30709454  0.98570154  0.90016301 -0.48060443
 -0.25481878  1.12811425 -0.58244453  0.56888688  0.        ]","[[ -1.12063106   2.52385147   0.10528337  -0.05787642]
 [ -5.49009448  10.53811722   0.           0.        ]]",[-1.27115671  0.68490357],-0.087790681168,[-0.19047958  0.08606315],[-0.26293346 -0.11435928],-0.087790681168
19,"[ 0.02641875 -0.55287875 -1.39064604  0.34932529  0.90015981 -0.48060327
 -0.62344736  1.48421602 -0.75647949  0.53188533  0.        ]","[[ -1.26906523   2.7597287    0.10528337  -0.05787642]
 [ -9.3405318   13.04123675   0.           0.        ]]",[ 0.33666848 -0.79205891],-0.0982185321876,[ 0.03974469  0.15498665],[-0.26293346 -0.11435928],-0.0982185321876
20,"[-0.21140965 -0.63274922 -1.44698871 -0.32288466  0.90015662 -0.48060211
 -0.47814973  1.00129619 -0.92655308  0.5027296   0.        ]","[[-1.44064885  2.98649567  0.10528337 -0.05787642]
 [-7.82287475  9.64679294  0.          0.        ]]",[ 2.33706137  1.12389776],-0.112869359247,[ 0.08078761  0.21056157],[-0.26293346 -0.11435928],-0.112869359247
21,"[-0.37453881 -0.64587697 -1.45978685 -0.59754007  0.90015343 -0.48060095
 -0.08431079 -0.33071947 -0.99509771  0.49476923  0.        ]","[[-1.55583241  3.07621359  0.10528337 -0.05787642]
 [-3.70913948  0.28397273  0.          0.        ]]",[-0.88910333  0.96520675],-0.119771750272,[-0.00292209  0.24900828],[-0.26293346 -0.11435928],-0.119771750272
22,"[-0.52887536 -0.64419396 -1.45320311 -0.54498059  0.90015024 -0.48059979
 -0.41430508 -0.55966673 -0.97066017  0.48485919  0.        ]","[[-1.66459907  3.05910828  0.10528337 -0.05787642]
 [-7.15600795 -1.32531815  0.          0.        ]]",[ 0.52097736  0.78676576],-0.116429318182,[ 0.2225756   0.32443985],[-0.26293346 -0.11435928],-0.116429318182
23,"[-0.69864635 -0.64110083 -1.42467189 -0.4696696   0.90014704 -0.48059863
 -0.20326126 -0.51728449 -0.94340655  0.46660699  0.        ]","[[-1.78560192  3.0345548   0.10528337 -0.05787642]
 [-4.95161954 -1.02742085  0.          0.        ]]",[ 1.23617427 -0.18171442],-0.112232345365,[ 0.16998455  0.32609427],[-0.26293346 -0.11435928],-0.112232345365
