timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.04860653  1.37288295  0.03609582 -1.1878229  -1.23167906 -0.26441127
  0.17134964 -0.32002903  3.0616592   0.29443795  0.        ]","[[ 0.0053273   0.01354541 -0.14253542 -0.03181853]
 [-0.00292363  0.00141554  0.          0.        ]]",[ 0.4903741   1.78364498],-0.354191526983,[ 0.91555744  2.31591368],[-0.80470955 -0.61654729],-0.354191526983
1,"[ 1.04817962  1.37119841  0.0649492  -1.08459635 -1.23167714 -0.2644111
  0.44116077  0.34949644  3.0582511   0.40108677  0.        ]","[[ 0.02471717  0.05329371 -0.14253542 -0.03181853]
 [ 1.93546271  3.96022302  0.          0.        ]]",[ 1.65803407  1.97171382],-0.354768934103,[ 1.0141176   2.19714856],[-0.80470955 -0.61654729],-0.354768934103
2,"[ 1.04092366  1.35442956  0.18076968 -0.77973618 -1.23167521 -0.26441092
  0.98626414  1.00563568  3.0161662   0.76773175  0.        ]","[[ 0.10271806  0.17142405 -0.14253542 -0.03181853]
 [ 5.85161489  7.83988359  0.          0.        ]]",[ 1.32894612  1.97237856],-0.355243025839,[ 1.11829662  1.92730689],[-0.80470955 -0.61654729],-0.355243025839
3,"[ 1.00016655  1.28892975  0.40827749 -0.29211164 -1.23167329 -0.26441075
  1.52063311  1.64878042  2.82446511  1.3980894   0.        ]","[[  0.25826765   0.36637695  -0.14253542  -0.03181853]
 [  9.69066253  11.64272466   0.           0.        ]]",[ 0.87086455  1.49465048],-0.350266162828,[ 1.36850381  1.3854475 ],[-0.80470955 -0.61654729],-0.350266162828
4,"[ 0.88032002  1.12486692  0.72163576  0.32182043 -1.23167137 -0.26441057
  1.97345521  2.27920102  2.33529176  2.10391158  0.        ]","[[  0.4847191    0.63663234  -0.14253542  -0.03181853]
 [ 12.9438826   15.37036309   0.           0.        ]]",[ 0.82288224  0.56359836],-0.330510647966,[ 1.02287674  0.52093238],[-0.80470955 -0.61654729],-0.330510647966
5,"[ 0.63270327  0.82931918  1.06814841  0.91072267 -1.23166945 -0.2644104
  2.39120365  2.60486687  1.51791758  2.51740563  0.        ]","[[  0.77370642   0.96336124  -0.14253542  -0.03181853]
 [ 15.94515939  17.29605795   0.           0.        ]]",[ 0.09651216 -1.19824997],-0.287295864688,[ 0.20220198 -0.36358222],[-0.80470955 -0.61654729],-0.287295864688
6,"[ 0.25899513  0.48636409  1.34997003  1.25588187 -1.23166752 -0.26441022
  2.40098202  1.87712553  0.67626249  2.36539652  0.        ]","[[  1.09331667   1.26610899  -0.14253542  -0.03181853]
 [ 16.01548215  12.99303223   0.           0.        ]]",[-0.02087588 -1.40841521],-0.22686764282,[-0.338682   -0.62072623],[-0.80470955 -0.61654729],-0.22686764282
7,"[-0.17798687  0.21662911  1.49713787  1.36570759 -1.2316656  -0.26441005
  2.34576297  1.16380224  0.09976026  1.85175271  0.        ]","[[  1.40964864   1.48365108  -0.14253542  -0.03181853]
 [ 15.61884086   8.77523122   0.           0.        ]]",[-1.02049501 -0.45040724],-0.165898145167,[-0.96587825 -0.84952593],[-0.80470955 -0.61654729],-0.165898145167
8,"[-0.57053163  0.01941655  1.5076756   1.36943245 -1.23166368 -0.26440987
  1.75208512  0.832794   -0.18128385  1.27358784  0.        ]","[[  1.67923378   1.63951775  -0.14253542  -0.03181853]
 [ 11.35371121   6.81801649   0.           0.        ]]",[-1.03270332 -0.90101345],-0.114270995016,[-0.64792848 -0.92592359],[-0.80470955 -0.61654729],-0.114270995016
9,"[-0.83517725 -0.10531623  1.45274643  1.33900734 -1.23166176 -0.26440969
  1.17006068  0.20663864 -0.26333908  0.85256283  0.        ]","[[ 1.8643559   1.73873035 -0.14253542 -0.03181853]
 [ 7.17227834  3.11562156  0.          0.        ]]",[-0.32003043  0.46201811],-0.0799946642173,[-0.09984288 -0.50833201],[-0.80470955 -0.61654729],-0.0799946642173
