timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.98399     1.91755182  0.19024568 -0.64152427 -0.45764196 -0.33463425
  0.28677021 -0.36583333  1.71485942  0.45924244  0.        ]","[[ 0.06992312  0.05894811 -0.05186573 -0.03844257]
 [-0.00313764  0.00285908  0.          0.        ]]",[ 0.46373473  1.63375515],-0.267427330554,[-0.34253195  1.28977108],[-0.27273858 -0.14248094],-0.267427330554
1,"[ 0.98189175  1.91346368  0.21848336 -0.52116308 -0.45764104 -0.33463363
  0.4728175   0.20301226  1.70594517  0.5319383   0.        ]","[[ 0.08825146  0.09872541 -0.05186573 -0.03844257]
 [ 1.8298765   3.96167954  0.          0.        ]]",[-0.79270738  0.31395216],-0.268243794131,[-0.51723975  1.14108694],[-0.27273858 -0.14248094],-0.268243794131
2,"[ 0.98126427  1.89646488  0.22582017 -0.24810009 -0.45764011 -0.334633
  0.15081293  0.37054242  1.68662631  0.62768508  0.        ]","[[ 0.09301839  0.18965702 -0.05186573 -0.03844257]
 [-1.34262133  5.12759022  0.          0.        ]]",[-0.93996076  2.63363912],-0.268761208126,[-0.45373645  1.07987738],[-0.27273858 -0.14248094],-0.268761208126
3,"[ 0.98690281  1.84921233  0.12724769  0.16594807 -0.45763918 -0.33463238
 -0.22405554  0.92511059  1.66882158  0.64282219  0.        ]","[[ 0.02910971  0.33093225 -0.05186573 -0.03844257]
 [-5.03595292  8.98705443  0.          0.        ]]",[-0.74990251  0.94359667],-0.267068175758,[-0.29280272  0.9567107 ],[-0.27273858 -0.14248094],-0.267068175758
4,"[ 0.98022821  1.73044256 -0.07262983  0.75688715 -0.45763825 -0.33463176
 -0.51519257  1.43654377  1.63652482  0.60494528  0.        ]","[[ -0.10038854   0.54638529  -0.05186573  -0.03844257]
 [ -7.9043371   12.54635679   0.           0.        ]]",[ 0.18396936  0.57919267],-0.261835757827,[-0.04789574  0.83976841],[-0.27273858 -0.14248094],-0.261835757827
5,"[ 0.94267006  1.50860551 -0.29952669  1.39451136 -0.45763732 -0.33463113
 -0.42552214  1.73031156  1.56586612  0.57868465  0.        ]","[[ -0.24961181   0.81782574  -0.05186573  -0.03844257]
 [ -7.02088523  14.59087883   0.           0.        ]]",[ 0.64667781  1.39629272],-0.252255368159,[ 0.05751682  0.77158642],[-0.27273858 -0.14248094],-0.252255368159
6,"[ 0.89323906  1.15479678 -0.46648744  1.94590037 -0.45763639 -0.33463051
 -0.15179727  2.25760613  1.42487216  0.64691101  0.        ]","[[ -0.36297362   1.14646335  -0.05186573  -0.03844257]
 [ -4.32407152  18.26069448   0.           0.        ]]",[-0.39483398  1.17209258],-0.237372879593,[ 0.08114611  0.69243991],[-0.27273858 -0.14248094],-0.237372879593
7,"[ 0.83435381  0.64937389 -0.6097849   2.21427975 -0.45763547 -0.33462988
 -0.30169475  2.77460069  1.18864223  0.73890924  0.        ]","[[ -0.46427319   1.5477803   -0.05186573  -0.03844257]
 [ -5.8009077   21.85897406   0.           0.        ]]",[ 0.41446486  0.61119124],-0.213126217642,[ 0.19538598  0.60177153],[-0.27273858 -0.14248094],-0.213126217642
8,"[ 0.76444866  0.07255541 -0.74219841  1.93352819 -0.45763454 -0.33462926
 -0.1234391   3.06005165  0.86148795  0.76863874  0.        ]","[[ -0.56267242   2.00489531  -0.05186573  -0.03844257]
 [ -4.04468926  23.84594831   0.           0.        ]]",[ 0.20630352  0.81111791],-0.17758995697,[ 0.21675628  0.59092855],[-0.27273858 -0.14248094],-0.17758995697
9,"[ 0.70585439 -0.42946336 -0.8339567   0.97355511 -0.45763361 -0.33462864
 -0.03227781  3.45360644  0.4658336   0.67864383  0.        ]","[[ -0.63455536   2.50930054  -0.05186573  -0.03844257]
 [ -3.14654684  26.58546357   0.           0.        ]]",[ 1.18852531  1.06856877],-0.130276473353,[ 0.1547493   0.52500474],[-0.27273858 -0.14248094],-0.130276473353
