timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.96614247  1.71449051  0.02506532 -0.62849719  1.59346988  0.36961317
  0.26184849 -0.35229486 -0.18152557 -0.46816845  0.        ]","[[-0.0293601   0.09109269  0.18651278  0.04353167]
 [-0.0026311   0.00449722  0.          0.        ]]",[ 1.81178429  2.15849519],-0.0459828967219,[ 0.3366462   0.60859537],[-0.33078408 -0.20761293],-0.0459828967219
1,"[ 0.96670374  1.70898031  0.08589729 -0.51423732  1.59346254  0.36961262
  0.69819565  0.23265959 -0.18851653 -0.34664394  0.        ]","[[ 0.01026301  0.13089417  0.18651278  0.04353167]
 [ 3.95178727  3.96246392  0.          0.        ]]",[ 0.41319603 -1.42584657],-0.0351016360531,[-0.68298471 -0.12731546],[-0.33078408 -0.20761293],-0.0351016360531
2,"[ 0.95858432  1.70173723  0.23095784 -0.40363047  1.5934552   0.36961208
  0.87010683 -0.36421993 -0.21802277 -0.11793293  0.        ]","[[ 0.10493039  0.16962233  0.18651278  0.04353167]
 [ 5.50975326 -0.07618764  0.          0.        ]]",[-0.15312129 -0.52321564],-0.0190930782643,[-1.06569564  0.06973982],[-0.33078408 -0.20761293],-0.0190930782643
3,"[ 0.93467234  1.70611882  0.38715589 -0.46721704  1.59344786  0.36961153
  0.79132754 -0.6701414  -0.25400455  0.06096169  0.        ]","[[ 0.20796249  0.14733005  0.18651278  0.04353167]
 [ 4.7958301  -2.14614106  0.          0.        ]]",[-1.43646486 -0.01925284],-0.0211126382246,[-1.08621597  0.24612321],[-0.33078408 -0.20761293],-0.0211126382246
4,"[ 0.91544727  1.71287596  0.46967058 -0.59114439  1.59344053  0.36961098
  0.34434906 -0.67489686 -0.26853236  0.12451619  0.        ]","[[ 0.26323676  0.10408433  0.18651278  0.04353167]
 [ 0.74508781 -2.17832636  0.          0.        ]]",[ 0.15230965  0.1718542 ],-0.0254002473009,[-0.47975498  0.4671815 ],[-0.33078408 -0.20761293],-0.0254002473009
5,"[ 0.9070714   1.71675578  0.50041282 -0.6956353   1.59343319  0.36961044
  0.40917626 -0.56798732 -0.26820295  0.12836763  0.        ]","[[ 0.2840331   0.06777561  0.18651278  0.04353167]
 [ 1.33258991 -1.45495605  0.          0.        ]]",[-1.48625663  0.48714988],-0.0257677772989,[-0.62832177  0.38004011],[-0.33078408 -0.20761293],-0.0257677772989
6,"[ 0.91250036  1.71748938  0.48075535 -0.72285227  1.59342585  0.36960989
 -0.03032736 -0.27842308 -0.2582955   0.09342737  0.        ]","[[ 0.27072228  0.05833444  0.18651278  0.04353167]
 [-2.65040739  0.50430439  0.          0.        ]]",[-1.94104042  0.45645931],-0.0233738273585,[-0.01041849  0.39326483],[-0.33078408 -0.20761293],-0.0233738273585
7,"[ 0.94308224  1.71494075  0.34282247 -0.64179237  1.59341851  0.36960934
 -0.46113139 -0.01255728 -0.2243019  -0.0576209   0.        ]","[[ 0.17854255  0.08646967  0.18651278  0.04353167]
 [-6.55456593  2.3032157   0.          0.        ]]",[ 2.32299305  1.43149703],-0.0183112654084,[ 0.69712168  0.42012808],[-0.33078408 -0.20761293],-0.0183112654084
8,"[ 0.96094449  1.70122568  0.20573203 -0.39745745  1.59341117  0.3696088
 -0.01047931  0.56566642 -0.21325064 -0.14839052  0.        ]","[[ 0.08842729  0.1717883   0.18651278  0.04353167]
 [-2.4705458   6.21561669  0.          0.        ]]",[ 1.27379652  0.07619518],-0.0204243321735,[ 0.06697422 -0.14487332],[-0.33078408 -0.20761293],-0.0204243321735
9,"[ 0.96209343  1.6646289   0.19160909 -0.04345391  1.59340384  0.36960825
  0.43142686  0.59184169 -0.24586728 -0.03996918  0.        ]","[[ 0.07919713  0.29787758  0.18651278  0.04353167]
 [ 1.53421572  6.39273145  0.          0.        ]]",[ 0.02949212 -0.20874161],-0.016198744354,[-0.75129485 -0.54343402],[-0.33078408 -0.20761293],-0.016198744354
