timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.04188173  1.38233065  0.05793064 -1.34170628  1.59515527  0.07552837
  0.17617289 -0.32047528 -0.15805164 -0.25721484  0.        ]","[[ 0.01827675 -0.05446517  0.18368425  0.00717511]
 [ 0.00331843  0.0030489   0.          0.        ]]",[-0.28207897  2.02914772],-0.0278362551322,[ 0.03871076  1.64959872],[-0.76312053 -0.57919431],-0.0278362551322
1,"[ 1.04208802  1.38406188  0.04133513 -1.23835161  1.59515161  0.07552832
  0.02256899  0.34291827 -0.15724098 -0.23191003  0.        ]","[[ 0.00713116 -0.0146726   0.18368425  0.00717511]
 [-1.11415157  3.96300912  0.          0.        ]]",[ 0.36967786  0.26627791],-0.0273019844962,[ 0.01101117  0.83201295],[-0.76312053 -0.57919431],-0.0273019844962
2,"[ 1.04212386  1.38070969  0.03032625 -1.00709899  1.59514794  0.07552827
  0.22656359  0.5063081  -0.16013205 -0.12952083  0.        ]","[[ -2.61857632e-04   7.43732287e-02   1.83684254e-01   7.17510970e-03]
 [  3.69911616e-01   4.93832498e+00   0.00000000e+00   0.00000000e+00]]",[-0.79768819  0.92014155],-0.0260309184774,[-0.71361268  0.46843538],[-0.76312053 -0.57919431],-0.0260309184774
3,"[ 1.04167826  1.35682815 -0.00592903 -0.66166591  1.59514428  0.07552822
 -0.20838292  1.1004913  -0.17562812 -0.01062239  0.        ]","[[ -2.46114108e-02   2.08726317e-01   1.83684254e-01   7.17510970e-03]
 [ -2.79432626e+00   8.48515585e+00   0.00000000e+00   0.00000000e+00]]",[ 0.08226478 -0.84946261],-0.0265889609349,[-0.20574138 -0.32250193],[-0.76312053 -0.57919431],-0.0265889609349
4,"[ 1.03781246  1.31075205 -0.08333336 -0.32614608  1.59514062  0.07552817
 -0.15586653  0.50884722 -0.19791338  0.0343275   0.        ]","[[-0.07666454  0.3429951   0.18368425  0.00717511]
 [-2.41227035  4.95349297  0.          0.        ]]",[-0.79673915 -0.28947987],-0.0262613578125,[-0.17882463  0.02212068],[-0.76312053 -0.57919431],-0.0262613578125
5,"[ 1.02429539  1.26962865 -0.20071724 -0.1177295   1.59513696  0.07552812
 -0.58249923  0.30058517 -0.20897152 -0.05416335  0.        ]","[[-0.15605064  0.42959204  0.18368425  0.00717511]
 [-5.51602401  3.71032876  0.          0.        ]]",[ 0.85235371  0.96148316],-0.0221465518999,[ 1.09221232  0.24865367],[-0.76312053 -0.57919431],-0.0221465518999
6,"[ 1.00300095  1.20398028 -0.31088007  0.1388044   1.5951333   0.07552807
 -0.10418741  0.92584458 -0.23432165 -0.0987695   0.        ]","[[ -2.31458539e-01   5.41246074e-01   1.83684254e-01   7.17510970e-03]
 [ -2.03631078e+00   7.44265470e+00   0.00000000e+00   0.00000000e+00]]",[ 0.06124662 -0.30944754],-0.0187274851389,[-0.06928091 -0.70164132],[-0.76312053 -0.57919431],-0.0187274851389
7,"[ 0.98922977  1.10665993 -0.3655328   0.42658668  1.59512964  0.07552802
 -0.0652717   0.69587443 -0.28008576 -0.01989742  0.        ]","[[-0.26934416  0.67632599  0.18368425  0.00717511]
 [-1.75319987  6.06991337  0.          0.        ]]",[ 0.30460208 -0.10707903],-0.0168402538844,[-0.2032927  -0.77687657],[-0.76312053 -0.57919431],-0.0168402538844
8,"[ 0.98003707  1.00877248 -0.39790118  0.65012835  1.59512598  0.07552797
  0.10517883  0.60464339 -0.33009274  0.06774253  0.        ]","[[-0.29196672  0.79226029  0.18368425  0.00717511]
 [-0.51317506  5.5253374   0.          0.        ]]",[-0.86261747 -1.85686911],-0.018879330512,[-0.75664806 -1.01664472],[-0.76312053 -0.57919431],-0.018879330512
9,"[ 0.95991538  0.94411717 -0.46076312  0.77272996  1.59512232  0.07552793
 -0.36237634 -0.07683819 -0.35682599  0.04546562  0.        ]","[[-0.33635761  0.86195245  0.18368425  0.00717511]
 [-3.91462964  1.457418    0.          0.        ]]",[ 0.80986387  0.6158984 ],-0.0161185100646,[ 0.71865201 -0.14504734],[-0.76312053 -0.57919431],-0.0161185100646
10,"[ 0.93652882  0.8919462  -0.5240161   0.86008632  1.59511866  0.07552788
  0.08861083  0.32670105 -0.37667547  0.00192421  0.        ]","[[-0.38173202  0.9152691   0.18368425  0.00717511]
 [-0.6337102   3.86623564  0.          0.        ]]",[-0.8491332  -1.61738034],-0.0121329632008,[-0.41652659 -0.8003552 ],[-0.76312053 -0.57919431],-0.0121329632008
11,"[ 0.90981078  0.85461357 -0.58730643  0.91703804  1.59511499  0.07552783
 -0.37131235 -0.34929192 -0.38937757 -0.06193858  0.        ]","[[-0.42797672  0.95210797  0.18368425  0.00717511]
 [-3.97963828 -0.16891727  0.          0.        ]]",[ 1.00199273 -0.33400711],-0.00685986857343,[ 1.20725501  0.2373333 ],[-0.76312053 -0.57919431],-0.00685986857343
12,"[ 0.88499098  0.87158745 -0.63979426  0.8916836   1.59511133  0.07552778
  0.18342877 -0.57049406 -0.37739611 -0.17287544  0.        ]","[[-0.46707782  0.93548144  0.18368425  0.00717511]
 [ 0.05608385 -1.48932389  0.          0.        ]]",[ 0.71073271  1.09961638],-0.00453710166502,[ 0.30720365  0.52402484],[-0.76312053 -0.57919431],-0.00453710166502
13,"[ 0.90378577  0.86116771 -0.60053665  0.90734886  1.59510767  0.07552773
  0.5696542   0.09763728 -0.38478823 -0.0923433   0.        ]","[[-0.43776498  0.94571009  0.18368425  0.00717511]
 [ 2.86586136  2.49889611  0.          0.        ]]",[-1.68853901 -0.54788549],-0.00494479558527,[-1.28434801 -0.60439432],[-0.76312053 -0.57919431],-0.00494479558527
14,"[ 0.91419783  0.83253931 -0.57744016  0.94870119  1.59510401  0.07552768
  0.01808608 -0.27388523 -0.40219842 -0.02012184  0.        ]","[[-0.42070748  0.97343716  0.18368425  0.00717511]
 [-1.14677202  0.28119861  0.          0.        ]]",[-0.07370698 -0.63118107],-0.00981512154168,[ 0.15809712 -0.01242906],[-0.76312053 -0.57919431],-0.00981512154168
15,"[ 0.8984065   0.85273659 -0.61206906  0.91977741  1.59510035  0.07552763
 -0.01877921 -0.69348981 -0.38819956 -0.10232834  0.        ]","[[-0.44633385  0.95393055  0.18368425  0.00717511]
 [-1.41496523 -2.22351215  0.          0.        ]]",[ 1.15899268  1.39181634],-0.00409969042972,[ 0.70130014  0.69646358],[-0.76312053 -0.57919431],-0.00409969042972
16,"[ 0.90570291  0.85716406 -0.59635321  0.91327254  1.59509669  0.07552758
  0.52877094 -0.02297929 -0.38719065 -0.08050553  0.        ]","[[-0.43466652  0.94961784  0.18368425  0.00717511]
 [ 2.56843573  1.77890288  0.          0.        ]]",[-1.30618406 -0.34052988],-0.00560595458615,[-1.14427686 -0.44914511],[-0.76312053 -0.57919431],-0.00560595458615
17,"[ 0.91251578  0.83473578 -0.5812335   0.94560668  1.59509303  0.07552753
 -0.02202434 -0.25456792 -0.40055855 -0.02901335  0.        ]","[[-0.42350114  0.97132586  0.18368425  0.00717511]
 [-1.43856846  0.39650256  0.          0.        ]]",[-0.21731217  0.18668649],-0.00912991491792,[ 0.26723796 -0.02083692],[-0.76312053 -0.57919431],-0.00912991491792
18,"[ 0.88922524  0.81875714 -0.63118561  0.96774646  1.59508937  0.07552748
 -0.13633274 -0.13200833 -0.40405234 -0.09644229  0.        ]","[[-0.46061606  0.98659615  0.18368425  0.00717511]
 [-2.27015558  1.12808454  0.          0.        ]]",[ 1.15802351  0.23523632],-0.0037450196518,[ 0.64262426 -0.14536873],[-0.76312053 -0.57919431],-0.0037450196518
19,"[ 0.8857785   0.78510505 -0.63818798  1.01204937  1.59508571  0.07552743
  0.41368234  0.02009714 -0.4209043  -0.07133308  0.        ]","[[-0.46587285  1.01826748  0.18368425  0.00717511]
 [ 1.7311697   2.03603172  0.          0.        ]]",[-0.51957096 -1.10255395],-0.0056647407992,[-0.89381111 -0.57036185],[-0.76312053 -0.57919431],-0.0056647407992
20,"[ 0.89465904  0.78446634 -0.61994538  1.01285829  1.59508205  0.07552738
  0.1265465  -0.64989381 -0.42313562 -0.03948852  0.        ]","[[-0.45220787  1.01886176  0.18368425  0.00717511]
 [-0.3577227  -1.96327544  0.          0.        ]]",[ 0.74276213  0.10224288],-0.00823474846825,[ 0.19091289  0.4748826 ],[-0.76312053 -0.57919431],-0.00823474846825
21,"[ 0.90868435  0.82144104 -0.58977823  0.96407082  1.59507838  0.07552734
  0.53147246 -0.57570359 -0.40669822 -0.02875734  0.        ]","[[-0.429806    0.98403957  0.18368425  0.00717511]
 [ 2.58808639 -1.52042299  0.          0.        ]]",[-1.14642198 -0.51312418],-0.00907647365002,[-0.94004667  0.25572518],[-0.76312053 -0.57919431],-0.00907647365002
22,"[ 0.91565754  0.87352729 -0.57409366  0.88870387  1.59507472  0.07552729
 -0.01935189 -0.91083739 -0.38076709 -0.06138626  0.        ]","[[-0.41825006  0.93355957  0.18368425  0.00717511]
 [-1.41911748 -3.52090533  0.          0.        ]]",[ 0.88747809  1.54836324],-0.00727067420401,[ 0.7107656   1.00270176],[-0.76312053 -0.57919431],-0.00727067420401
23,"[ 0.91986316  0.90358602 -0.56439238  0.84137652  1.59507106  0.07552724
  0.46700551 -0.23600224 -0.36608696 -0.0808005   0.        ]","[[-0.41113229  0.90355787  0.18368425  0.00717511]
 [ 2.11909471  0.50730958  0.          0.        ]]",[-0.75012644 -0.31940574],-0.0069115627789,[-0.88954437 -0.10259536],[-0.76312053 -0.57919431],-0.0069115627789
