timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.03060918  2.02905019  0.19129812 -0.8211944   1.19943873  0.73117878
  0.26926042 -0.37128363  0.26563489 -0.65750771  0.        ]","[[ 0.08024989 -0.00666107  0.13952404  0.08231215]
 [-0.00461167  0.00242359  0.          0.        ]]",[ 1.23953464  1.12530939],-0.09624686558,[ 0.42599702  0.47851783],[-0.24230209 -0.11941972],-0.09624686558
1,"[ 1.02501097  2.02832645  0.25160508 -0.69771942  1.1994326   0.73117643
  0.64078375  0.1906937   0.2554331  -0.54915785  0.        ]","[[ 0.11983364  0.03309932  0.13952404  0.08231215]
 [ 3.94982524  3.96042891  0.          0.        ]]",[-0.41802159  1.3129061 ],-0.0869625091991,[-0.15622634  0.24992096],[-0.24230209 -0.11941972],-0.0869625091991
2,"[ 1.01192674  2.01378603  0.34485893 -0.3325068   1.19942647  0.73117408
  0.47794159  0.74185673  0.21351947 -0.33196635  0.        ]","[[ 0.18143986  0.15125576  0.13952404  0.08231215]
 [ 2.21658258  7.8422754   0.          0.        ]]",[-1.76251457 -0.08256916],-0.0689021176676,[-0.36392769  0.11812136],[-0.24230209 -0.11941972],-0.0689021176676
3,"[ 1.0108369   1.96805668  0.35118662  0.12707757  1.19942034  0.73117173
  0.10217877  0.67360594  0.16228813 -0.19306897  0.        ]","[[ 0.18564323  0.30327861  0.13952404  0.08231215]
 [-1.78294474  7.36160144  0.          0.        ]]",[ 0.8903806  -0.86975404],-0.0571825180471,[-0.16720358  0.15380657],[-0.24230209 -0.11941972],-0.0571825180471
4,"[ 1.01081969  1.91589472  0.35126028  0.45029199  1.19941422  0.73116938
  0.4365518   0.16374321  0.11547767 -0.10312204  0.        ]","[[ 0.18569271  0.41448145  0.13952404  0.08231215]
 [ 1.77604601  3.77065901  0.          0.        ]]",[ 1.40333216 -1.76514634],-0.0495631868864,[-0.4638727   0.07812414],[-0.24230209 -0.11941972],-0.0495631868864
5,"[ 0.9873759   1.89634992  0.46304866  0.54878732  1.19940809  0.73116703
  0.80506842 -0.40926968  0.04890347  0.04193975  0.        ]","[[ 0.26056854  0.44940307  0.13952404  0.08231215]
 [ 5.69846358 -0.26504895  0.          0.        ]]",[-1.23386416 -0.04997554],-0.0432615174388,[-0.88035655 -0.02887273],[-0.24230209 -0.11941972],-0.0432615174388
6,"[ 0.95707397  1.90048922  0.57012522  0.52855527  1.19940196  0.73116468
  0.42280444 -0.43641222 -0.00317213  0.1480058   0.        ]","[[ 0.33371535  0.44218397  0.13952404  0.08231215]
 [ 1.62976672 -0.45621984  0.          0.        ]]",[-0.62657461 -0.71617175],-0.0433127975109,[-0.67846429  0.0165846 ],[-0.24230209 -0.11941972],-0.0433127975109
7,"[ 0.95359787  1.92103805  0.58083409  0.4224418   1.19939583  0.73116233
  0.18698931 -0.83763302  0.01186197  0.13342631  0.        ]","[[ 0.34112765  0.40470751  0.13952404  0.08231215]
 [-0.88017323 -3.28200906  0.          0.        ]]",[-0.30668145 -1.26708772],-0.0438864728607,[-0.36702764  0.15128011],[-0.24230209 -0.11941972],-0.0438864728607
8,"[ 0.96701435  1.96926362  0.53791918  0.11733435  1.1993897   0.73115997
  0.0747819  -1.39054379  0.08734139  0.01054261  0.        ]","[[ 0.31154128  0.29999588  0.13952404  0.08231215]
 [-2.0744705  -7.17617616  0.          0.        ]]",[-1.01270628  0.08771231],-0.047148185492,[-0.00428616  0.33602309],[-0.24230209 -0.11941972],-0.047148185492
9,"[ 0.99761414  2.01153844  0.41878566 -0.30140392  1.19938357  0.73115762
 -0.29304042 -1.32084116  0.18891795 -0.23784874  0.        ]","[[ 0.23077166  0.16139733  0.13952404  0.08231215]
 [-5.98944984 -6.68531854  0.          0.        ]]",[-0.08793673  1.31445584],-0.0619647214711,[ 0.58578575  0.55190194],[-0.24230209 -0.11941972],-0.0619647214711
10,"[ 1.02677543  2.02572062  0.23460253 -0.5871624   1.19937745  0.73115527
 -0.3147372  -0.73982978  0.2530994  -0.53583567  0.        ]","[[ 0.10866566  0.06874747  0.13952404  0.08231215]
 [-6.22039004 -2.59330377  0.          0.        ]]",[ 1.68395799 -0.65192383],-0.0857643522269,[ 0.84800172  0.6304419 ],[-0.24230209 -0.11941972],-0.0857643522269
11,"[ 1.03466815  2.02880551  0.10710142 -0.82697676  1.19937132  0.73115292
  0.06858203 -1.09927585  0.26986454 -0.7585578   0.        ]","[[ 0.02519278 -0.00851898  0.13952404  0.08231215]
 [-2.14048805 -5.12489639  0.          0.        ]]",[ 1.42230483 -0.28037068],-0.105063037056,[ 0.86155927  0.6766414 ],[-0.24230209 -0.11941972],-0.105063037056
12,"[ 1.03475445  2.01904198  0.1029822  -1.17588733  1.19936519  0.73115057
  0.4442628  -1.24270901  0.26607164 -0.86978432  0.        ]","[[ 0.0225022  -0.12115302  0.13952404  0.08231215]
 [ 1.85811513 -6.13513453  0.          0.        ]]",[ 1.01670947  1.84768448],-0.114677219175,[ 0.66350925  0.63256705],[-0.24230209 -0.11941972],-0.114677219175
13,"[ 1.0281837   2.00140561  0.21983593 -1.42645899  1.19935906  0.73114822
  0.81233111 -0.66346741  0.2622057  -0.80918436  0.        ]","[[ 0.09897069 -0.20292431  0.13952404  0.08231215]
 [ 5.77570604 -2.05557884  0.          0.        ]]",[ 0.87589274 -0.95788476],-0.108840661583,[ 0.09433327  0.41428617],[-0.24230209 -0.11941972],-0.108840661583
14,"[ 0.99177088  1.97614724  0.44459058 -1.66389351  1.19935294  0.73114587
  1.127277   -1.19638536  0.24712788 -0.61657659  0.        ]","[[ 0.24811837 -0.28169469  0.13952404  0.08231215]
 [ 9.12790938 -5.80893199  0.          0.        ]]",[-1.22298069  0.18378684],-0.0911709222518,[-0.3950623   0.29813778],[-0.24230209 -0.11941972],-0.0911709222518
15,"[ 0.92929073  1.92878058  0.64954487 -1.97959367  1.19934681  0.73114352
  0.73861035 -1.07649468  0.21495582 -0.46994     0.        ]","[[ 0.38917124 -0.38940149  0.13952404  0.08231215]
 [ 4.99113475 -4.96458243  0.          0.        ]]",[-0.60823737  0.67433614],-0.0770673403675,[-0.30782452  0.30335063],[-0.24230209 -0.11941972],-0.0770673403675
16,"[ 0.88558065  1.88937838  0.75363361 -2.18184383  1.19934068  0.73114117
  0.50316839 -0.68328674  0.19213169 -0.40851691  0.        ]","[[ 0.46385127 -0.46090744  0.13952404  0.08231215]
 [ 2.48520857 -2.19525306  0.          0.        ]]",[ 0.12350773 -1.12263833],-0.0705439739534,[-0.28200707  0.27319825],[-0.24230209 -0.11941972],-0.0705439739534
17,"[ 0.84947407  1.83585801  0.82672076 -2.40820439  1.19933455  0.73113882
  0.54458849 -1.23933608  0.17301034 -0.39496527  0.        ]","[[ 0.51797896 -0.54410574  0.13952404  0.08231215]
 [ 2.92608081 -6.11152316  0.          0.        ]]",[-0.712592   -0.66451776],-0.0675140142197,[-0.26589921  0.31258655],[-0.24230209 -0.11941972],-0.0675140142197
18,"[ 0.82815035  1.72190485  0.86584506 -2.78100931  1.19932843  0.73113647
  0.27435346 -1.59559711  0.15375497 -0.48386399  0.        ]","[[ 0.54764295 -0.6915118   0.13952404  0.08231215]
 [ 0.04983387 -8.62073551  0.          0.        ]]",[-0.57081451 -0.10625404],-0.0714899072315,[ 0.07433712  0.43638644],[-0.24230209 -0.11941972],-0.0714899072315
19,"[ 0.84383075  1.55797341  0.83732124 -3.16704525  1.1993223   0.73113411
  0.06205934 -1.63098292  0.12369163 -0.68009133  0.        ]","[[ 0.52596939 -0.86642781  0.13952404  0.08231215]
 [-2.20971836 -8.8700449   0.          0.        ]]",[ 1.85611944 -1.26721084],-0.0854600704067,[ 0.37854201  0.52557951],[-0.24230209 -0.11941972],-0.0854600704067
20,"[ 0.84669556  1.32046922  0.83194696 -3.54208032  1.19931617  0.73113176
  0.43797129 -2.16839143  0.04775087 -0.86960321  0.        ]","[[  0.52191836  -1.08180665   0.13952404   0.08231215]
 [  1.79130582 -12.65519443   0.           0.        ]]",[ 0.69661993  0.47074677],-0.0994415027667,[ 0.22346644  0.48965693],[-0.24230209 -0.11941972],-0.0994415027667
21,"[ 0.79975279  1.03269092  0.91415518 -3.80384321  1.19931004  0.73112941
  0.69355233 -1.86823768 -0.0590624  -0.95091897  0.        ]","[[  0.58503674  -1.3137017    0.13952404   0.08231215]
 [  4.51159663 -10.54131956   0.           0.        ]]",[ 1.13794378 -1.02221118],-0.103629577654,[-0.14674801  0.3217504 ],[-0.24230209 -0.11941972],-0.103629577654
22,"[ 0.68937962  0.70460385  1.07141427 -3.90566669  1.19930392  0.73112706
  1.05704528 -2.40085127 -0.18547213 -0.94218339  0.        ]","[[  0.71408554  -1.56216871   0.13952404   0.08231215]
 [  8.38046694 -14.2928043    0.           0.        ]]",[-1.10827282  1.53258117],-0.0997115730176,[-0.56710207  0.17483702],[-0.24230209 -0.11941972],-0.0997115730176
23,"[ 0.56419778  0.382543    1.20911772 -3.82055149  1.19929779  0.73112471
  0.66955418 -1.79835972 -0.32571932 -0.93304167  0.        ]","[[  0.84031596  -1.80544929   0.13952404   0.08231215]
 [  4.25624393 -10.04947248   0.           0.        ]]",[-1.52722033 -0.51863419],-0.098785194184,[-0.52897954  0.12479925],[-0.24230209 -0.11941972],-0.098785194184
24,"[ 0.5163017   0.10703352  1.25349947 -3.59063782  1.19929166  0.73112236
  0.28974124 -2.06159733 -0.47413138 -0.98998321  0.        ]","[[  0.8848826   -2.02504202   0.13952404   0.08231215]
 [  0.21373319 -11.90366542   0.           0.        ]]",[-1.10258755  0.04794997],-0.109162353095,[-0.29659507  0.19124177],[-0.24230209 -0.11941972],-0.109162353095
