timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.99481372  1.59445624 -0.01455643 -0.89460749  1.30091978  0.83160672
  0.21670387 -0.34078859  0.1114699  -1.15639232  0.        ]","[[ -3.29177534e-02   3.20225098e-02   1.49263940e-01   9.36868011e-02]
 [ -4.78349431e-03  -9.36124126e-05   0.00000000e+00   0.00000000e+00]]",[ 0.51631173  2.25543946],-0.114481984564,[ 1.18849528  1.33169639],[-0.38356203 -0.25173604],-0.114481984564
1,"[ 0.99550663  1.59190434  0.01609216 -0.78586985  1.30091623  0.83160529
  0.45880805  0.26298829  0.11019677 -1.06645685  0.        ]","[[-0.01253522  0.07174053  0.14926394  0.0936868 ]
 [ 2.03624782  3.95870411  0.          0.        ]]",[ 0.59760586  1.58212576],-0.107169642021,[ 0.3651579  0.4790388],[-0.38356203 -0.25173604],-0.107169642021
2,"[ 0.99363406  1.57286692  0.11235703 -0.4650233   1.30091267  0.83160386
  0.73427997  0.85479398  0.08303982 -0.79397675  0.        ]","[[ 0.05149017  0.18984701  0.14926394  0.0936868 ]
 [ 4.35858447  7.83901433  0.          0.        ]]",[ 0.25868953 -1.32496738],-0.0846885941455,[-0.65080553 -0.40655753],[-0.38356203 -0.25173604],-0.0846885941455
3,"[ 0.97920075  1.53789036  0.25685943 -0.15822005  1.30090912  0.83160243
  0.84563888  0.2271671   0.00563855 -0.46607782  0.        ]","[[ 0.14808133  0.30533849  0.14926394  0.0936868 ]
 [ 5.29739197  3.72384733  0.          0.        ]]",[-0.64339058  0.03719003],-0.0574470604171,[-1.08721888 -0.01394233],[-0.38356203 -0.25173604],-0.0574470604171
4,"[ 0.95697967  1.50662077  0.37409458  0.03595858  1.30090556  0.83160101
  0.53129956  0.23852982 -0.08211501 -0.23247185  0.        ]","[[ 0.22744116  0.38056298  0.14926394  0.0936868 ]
 [ 2.64740672  3.79835107  0.          0.        ]]",[-1.07579905  0.37768775],-0.0393325621521,[-0.73505032 -0.01742843],[-0.38356203 -0.25173604],-0.0393325621521
5,"[ 0.9525543   1.46056815  0.39271429  0.26118454  1.30090201  0.83159958
  0.05577036  0.45537055 -0.14507138 -0.12647241  0.        ]","[[ 0.24016718  0.4707951   0.14926394  0.0936868 ]
 [-1.36146836  5.22011416  0.          0.        ]]",[ 0.50489322  1.47771441],-0.0312722935878,[-0.00412248 -0.14948282],[-0.38356203 -0.25173604],-0.0312722935878
6,"[ 0.95499122  1.36934131  0.38257856  0.59688887  1.30089846  0.83159815
  0.29574664  1.04339579 -0.23516951 -0.02270878  0.        ]","[[ 0.2332354   0.61388096  0.14926394  0.0936868 ]
 [ 0.66161537  9.07563017  0.          0.        ]]",[-0.23674737 -1.7000213 ],-0.0239989593761,[-0.72979355 -1.04062092],[-0.38356203 -0.25173604],-0.0239989593761
7,"[ 0.95368949  1.26008911  0.38801861  0.89412598  1.3008949   0.83159672
  0.18327377  0.41214035 -0.34527464  0.08081523  0.        ]","[[ 0.23695485  0.7538662   0.14926394  0.0936868 ]
 [-0.28656641  4.93668432  0.          0.        ]]",[-0.71421819  0.36727446],-0.0232997878226,[-0.48671973 -0.60648453],[-0.38356203 -0.25173604],-0.0232997878226
8,"[ 0.96482607  1.15953338  0.33806974  1.10638609  1.30089135  0.8315953
 -0.1512884   0.61916663 -0.40308867  0.09240312  0.        ]","[[ 0.20292514  0.86621942  0.14926394  0.0936868 ]
 [-3.1070343   6.29409693  0.          0.        ]]",[ 0.89305724  1.08557533],-0.0229694203028,[ 0.06345183 -0.79702759],[-0.38356203 -0.25173604],-0.0229694203028
9,"[ 0.9722101   0.99463979  0.29954476  1.36876742  1.30088779  0.83159387
  0.27502492  1.20389436 -0.51889129  0.13199834  0.        ]","[[  0.17684244   1.03056782   0.14926394   0.0936868 ]
 [  0.48692293  10.12799206   0.           0.        ]]",[ 0.26423525 -2.4144166 ],-0.0291775857968,[-0.92218888 -1.67855525],[-0.38356203 -0.25173604],-0.0291775857968
10,"[ 0.96659122  0.81666867  0.32931872  1.56421444  1.30088424  0.83159244
  0.39807157  0.56936883 -0.68885768  0.20838828  0.        ]","[[ 0.19698918  1.19138515  0.14926394  0.0936868 ]
 [ 1.52424762  5.96761119  0.          0.        ]]",[-0.79432754  0.05837338],-0.0462194533539,[-1.14368963 -1.38229406],[-0.38356203 -0.25173604],-0.0462194533539
11,"[ 0.96698516  0.6753148   0.32732299  1.66779825  1.30088068  0.83159101
  0.02166295  0.58671576 -0.8018031   0.22372782  0.        ]","[[ 0.19563659  1.31187876  0.14926394  0.0936868 ]
 [-1.64898891  6.08135479  0.          0.        ]]",[-0.45868    -1.72783726],-0.0567253582324,[-0.53531575 -1.39741755],[-0.38356203 -0.25173604],-0.0567253582324
12,"[ 0.97990609  0.57795395  0.25194569  1.7157489   1.30087713  0.83158959
 -0.18966996 -0.03549372 -0.82285606  0.17321706  0.        ]","[[ 0.14478191  1.39257374  0.14926394  0.0936868 ]
 [-3.43058814  2.00172668  0.          0.        ]]",[ 0.17299955 -1.32995056],-0.0558221850431,[ 0.03536878 -0.78410041],[-0.38356203 -0.25173604],-0.0558221850431
13,"[ 0.99034566  0.57806624  0.16072771  1.71569685  1.30087357  0.83158816
 -0.1003103  -0.645469   -0.75835362  0.10561239  0.        ]","[[ 0.08372836  1.3924808   0.14926394  0.0936868 ]
 [-2.67726196 -1.99768751  0.          0.        ]]",[ 0.87534739 -0.60779679],-0.0460826829826,[ 0.16817378 -0.13545236],[-0.38356203 -0.25173604],-0.0460826829826
14,"[ 0.99238476  0.65508259  0.13335013  1.67925597  1.30087002  0.83158673
  0.31693643 -1.00660164 -0.6793957   0.07397589  0.        ]","[[ 0.06547549  1.32876974  0.14926394  0.0936868 ]
 [ 0.84024464 -4.36552798  0.          0.        ]]",[-0.45127951  1.36978026],-0.0368317952052,[-0.34713447  0.20926058],[-0.38356203 -0.25173604],-0.0368317952052
15,"[ 0.99250796  0.71080239  0.1314166   1.64566487  1.30086646  0.8315853
  0.10302846 -0.38945418 -0.63427596  0.0617141   0.        ]","[[ 0.06418737  1.28205831  0.14926394  0.0936868 ]
 [-0.96305528 -0.31909962  0.          0.        ]]",[ 0.07421004  1.67176145],-0.0319754342221,[-0.14648513 -0.29562083],[-0.38356203 -0.25173604],-0.0319754342221
16,"[ 0.99386363  0.67102043  0.10718951  1.67026705  1.30086291  0.83158387
  0.1400147   0.21540055 -0.64963918  0.0491766   0.        ]","[[ 0.04805456  1.31546678  0.14926394  0.0936868 ]
 [-0.65125056  3.64673052  0.          0.        ]]",[ 0.32945186 -1.39638776],-0.0326655339524,[-0.34542394 -0.90100491],[-0.38356203 -0.25173604],-0.0326655339524
17,"[ 0.99384762  0.63201031  0.10748076  1.69134678  1.30085936  0.83158245
  0.29629631 -0.39955828 -0.68039471  0.05647865  0.        ]","[[ 0.0482485   1.34794622  0.14926394  0.0936868 ]
 [ 0.66624485 -0.38534644  0.          0.        ]]",[ 0.30647926 -1.25976575],-0.0359897798552,[-0.49725449 -0.42720762],[-0.38356203 -0.25173604],-0.0359897798552
18,"[ 0.99152778  0.68878431  0.14556768  1.65965658  1.3008558   0.83158102
  0.4386989  -1.00233849 -0.66104005  0.07818755  0.        ]","[[ 0.07361829  1.30058528  0.14926394  0.0936868 ]
 [ 1.8667374  -4.33757932  0.          0.        ]]",[-0.35683054  0.15779229],-0.0353718060568,[-0.56951767  0.17702219],[-0.38356203 -0.25173604],-0.0353718060568
19,"[ 0.98862171  0.78249469  0.17973     1.59307735  1.30085225  0.83157959
  0.26680804 -0.8938965  -0.60967763  0.08732386  0.        ]","[[ 0.09641388  1.22096739  0.14926394  0.0936868 ]
 [ 0.4176598  -3.62657375  0.          0.        ]]",[ 0.54963398  0.89755846],-0.0315217654541,[-0.29122144  0.21023683],[-0.38356203 -0.25173604],-0.0315217654541
