timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.01617425  1.41248601  0.03643495 -1.150201    0.67582844 -0.69795233
  0.19985949 -0.32195743  0.82115665  0.81767338  0.        ]","[[-0.00701112 -0.00248212  0.07947486 -0.07972121]
 [-0.00456093  0.00472441  0.          0.        ]]",[-3.04813018  0.93319757],-0.152036550198,[-2.61958623  1.12117243],[-0.6082145  -0.44299918],-0.152036550198
1,"[ 1.01457876  1.41173731 -0.02305597 -1.05283888  0.67582771 -0.69795156
 -0.32639246  0.27998053  0.82010756  0.76722323  0.        ]","[[-0.04680635  0.0347008   0.07947486 -0.07972121]
 [-3.96178156  3.70124238  0.          0.        ]]",[-1.94364171  0.75329661],-0.149798805245,[-2.21133542  0.82298732],[-0.6082145  -0.44299918],-0.149798805245
2,"[ 0.99599782  1.4006608  -0.19866742 -0.78361001  0.67582698 -0.69795079
 -0.84219686  0.75399742  0.80792196  0.60886289  0.        ]","[[-0.16495771  0.13793231  0.07947486 -0.07972121]
 [-7.84044398  6.61219581  0.          0.        ]]",[-1.74313624  0.95151496],-0.142526011705,[-1.46424818  0.63667011],[-0.6082145  -0.44299918],-0.142526011705
3,"[ 0.9208137   1.35439931 -0.47981173 -0.3530652   0.67582625 -0.69795002
 -1.34784743  1.34641403  0.75874598  0.35232027  0.        ]","[[ -0.35991618   0.3066784    0.07947486  -0.07972121]
 [-11.64276569  10.25025512   0.           0.        ]]",[-0.31957395 -0.68187556],-0.12984801253,[-0.47361845  0.1963809 ],[-0.6082145  -0.44299918],-0.12984801253
4,"[ 0.75352251  1.27033207 -0.80140701  0.07160262  0.67582552 -0.69794925
 -1.48523074  0.87373146  0.64564888  0.01057107  0.        ]","[[ -0.60313655   0.48255957   0.07947486  -0.07972121]
 [-12.67586331   7.34750744   0.           0.        ]]",[ 0.27283653 -0.02700989],-0.112507925313,[ 0.67336845  0.51289058],[-0.6082145  -0.44299918],-0.112507925313
5,"[ 0.5174483   1.17572275 -1.07003979  0.39279905  0.67582479 -0.69794848
 -1.30836708  0.83249724  0.47787105 -0.32485149  0.        ]","[[ -0.84331027   0.62696909   0.07947486  -0.07972121]
 [-11.34593339   7.09429359   0.           0.        ]]",[ 0.57594607  0.81344391],-0.0962692396746,[ 1.26456702  0.53545475],[-0.6082145  -0.44299918],-0.0962692396746
6,"[ 0.27447034  1.03515117 -1.2467249   0.73453867  0.67582406 -0.69794771
 -0.97567081  1.33392981  0.31552884 -0.50146617  0.        ]","[[ -1.04512863   0.79975057   0.07947486  -0.07972121]
 [ -8.84418916  10.1736184    0.           0.        ]]",[ 1.04522622 -1.62665755],-0.0843466213729,[ 1.09106386 -0.09496045],[-0.6082145  -0.44299918],-0.0843466213729
7,"[ 0.09376875  0.88009286 -1.33619605  1.00388069  0.67582333 -0.69794694
 -0.4260958   0.65612162  0.20631237 -0.53893218  0.        ]","[[-1.1805492   0.96145938  0.07947486 -0.07972121]
 [-4.71158804  6.01118599  0.          0.        ]]",[-0.13701526  0.39609359],-0.0754460310258,[ 0.66336483  0.41761369],[-0.6082145  -0.44299918],-0.0754460310258
8,"[-0.04472223  0.73648063 -1.38554228  1.18579167  0.6758226  -0.69794617
 -0.48585964  0.89213895  0.1253033  -0.53202991  0.        ]","[[-1.27929001  1.09622542  0.07947486 -0.07972121]
 [-5.16099345  7.46058089  0.          0.        ]]",[ 0.79842331 -0.49217564],-0.0678230858846,[ 0.72107184  0.00549823],[-0.6082145  -0.44299918],-0.0678230858846
9,"[-0.14622339  0.59028863 -1.41225541  1.31964429  0.67582187 -0.6979454
 -0.05207218  0.550598    0.06966    -0.47900152  0.        ]","[[-1.34978241  1.22439275  0.07947486 -0.07972121]
 [-1.89907384  5.363174    0.          0.        ]]",[ 0.62180805  0.62022129],-0.06049392865,[ 0.02766597  0.21151859],[-0.6082145  -0.44299918],-0.06049392865
