timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06571957  1.33284767 -0.01233753 -1.32044841  0.9364704   1.38311204
  0.1596925  -0.31711737  0.64282052 -2.3482761   0.        ]","[[-0.02217465 -0.01069704  0.1075801   0.15823494]
 [-0.00107171  0.00486023  0.          0.        ]]",[ 2.730542    2.71396071],-0.193366919316,[ 3.14263678  2.23420453],[-0.9239381  -0.76884818],-0.193366919316
1,"[ 1.06585304  1.33237349  0.04659233 -1.2171326   0.93646947  1.38310992
  0.73691456  0.37717642  0.64230475 -2.1770939   0.        ]","[[ 0.01747919  0.02911159  0.1075801   0.15823494]
 [ 3.95329488  3.96281741  0.          0.        ]]",[ 1.69783396  1.07183478],-0.18268817708,[ 1.45280802  1.12403083],[-0.9239381  -0.76884818],-0.18268817708
2,"[ 1.05282588  1.31896557  0.2212877  -0.91175484  0.93646855  1.3831078
  1.30273058  1.05772731  0.58971285 -1.67401783  0.        ]","[[ 0.13543623  0.1472934   0.1075801   0.15823494]
 [ 7.82952999  7.84243428  0.          0.        ]]",[ 0.44568185  1.17778958],-0.149810691588,[-0.20414403  0.19165426],[-0.9239381  -0.76884818],-0.149810691588
3,"[ 0.99793278  1.25816142  0.47137777 -0.42145951  0.93646762  1.38310568
  1.53731115  1.72494667  0.36607957 -0.96289715  0.        ]","[[  0.30815005   0.34230528   0.1075801    0.15823494]
 [  9.43658476  11.64606622   0.           0.        ]]",[-1.69498761 -1.32190594],-0.0970565322891,[-1.76385641 -1.06419981],[-0.9239381  -0.76884818],-0.0970565322891
4,"[ 0.9186835   1.15405148  0.67419885  0.02661598  0.9364667   1.38310356
  0.93288203  0.99016925  0.03368901 -0.43828194  0.        ]","[[ 0.45533721  0.53319968  0.1075801   0.15823494]
 [ 5.29583831  7.45732875  0.          0.        ]]",[-0.5668758  -0.75877679],-0.0482252264718,[-1.16145241 -0.71768832],[-0.9239381  -0.76884818],-0.0482252264718
5,"[ 0.86193116  1.06959916  0.78181458  0.27961631  0.93646577  1.38310144
  0.59041793  0.43737645 -0.20509606 -0.20343515  0.        ]","[[ 0.53771529  0.65072823  0.1075801   0.15823494]
 [ 2.94972808  4.3060261   0.          0.        ]]",[-0.96877675 -1.51462503],-0.0199720589722,[-1.09370852 -0.70012462],[-0.9239381  -0.76884818],-0.0199720589722
6,"[ 0.8468889   1.0329934   0.80715003  0.37202085  0.93646485  1.38309932
  0.02263892 -0.27192694 -0.28490488 -0.14717386  0.        ]","[[ 0.55768396  0.69627881  0.1075801   0.15823494]
 [-0.93994474  0.26250331  0.          0.        ]]",[ 0.72952291  0.28325687],-0.0115621041379,[ 0.56265694  0.34348443],[-0.9239381  -0.76884818],-0.0115621041379
7,"[ 0.83890524  1.01927226  0.82014853  0.40453523  0.93646392  1.3830972
  0.44660022 -0.07626589 -0.31919944 -0.12357122  0.        ]","[[ 0.56802595  0.71272005  0.1075801   0.15823494]
 [ 1.96447932  1.37790641  0.          0.        ]]",[-0.79922554 -0.76924102],-0.00823564454291,[-0.77362418 -0.34881634],[-0.9239381  -0.76884818],-0.00823564454291
8,"[ 0.83328158  1.02201696  0.82912869  0.39811403  0.936463    1.38309508
 -0.02047809 -0.61516327 -0.32745525 -0.11372675  0.        ]","[[ 0.575211    0.70945493  0.1075801   0.15823494]
 [-1.23532225 -1.69418234  0.          0.        ]]",[ 0.58485339  0.56212112],-0.00756337863118,[ 0.78089106  0.75073713],[-0.9239381  -0.76884818],-0.00756337863118
9,"[ 0.8342662   1.03137431  0.82756435  0.37590599  0.93646208  1.38309297
  0.32073284 -0.21897927 -0.31327014 -0.12052274  0.        ]","[[ 0.57395766  0.69823173  0.1075801   0.15823494]
 [ 1.10220284  0.56433787  0.          0.        ]]",[-0.61736959  0.26850617],-0.00883983121055,[-0.36329815 -0.03538683],[-0.9239381  -0.76884818],-0.00883983121055
