timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06961306  1.87151458  0.12900129 -0.964848    1.53742745 -1.40412478
  0.21577052 -0.34739826 -0.02782592  1.27383655  0.        ]","[[ 0.0678232  -0.09121257  0.17956879 -0.16158054]
 [-0.00368188  0.00486768  0.          0.        ]]",[-0.84464179 -1.27968585],-0.168508127822,[-1.34754241  0.4422304 ],[-0.19177957 -0.16003162],-0.168508127822
1,"[ 1.07198826  1.86582995  0.07790372 -1.07596437  1.53740848 -1.40410947
 -0.07654394 -0.90569245 -0.030015    1.18128899  0.        ]","[[ 0.03424134 -0.130831    0.17956879 -0.16158054]
 [-3.34339478 -3.95352285  0.          0.        ]]",[-1.4470178   0.12940489],-0.157261273954,[-1.23262572  0.48964709],[-0.19177957 -0.16003162],-0.157261273954
2,"[ 1.06922451  1.85010828 -0.0833418  -1.2794233   1.5373895  -1.40409416
 -0.41702634 -0.82216487 -0.05701587  0.93815405  0.        ]","[[-0.07165638 -0.20395992  0.17956879 -0.16158054]
 [-7.23343225 -3.36134225  0.          0.        ]]",[-1.00853843  0.94565266],-0.127179632338,[-1.10258603  0.52463931],[-0.19177957 -0.16003162],-0.127179632338
3,"[ 1.02793125  1.84199033 -0.35798996 -1.35924278  1.53737053 -1.40407886
 -0.75088066 -0.28444158 -0.13887121  0.6161028   0.        ]","[[ -0.25459547  -0.23293494   0.17956879  -0.16158054]
 [-11.04776103   0.45114104   0.           0.        ]]",[-0.79334292  0.6258261 ],-0.0860794039262,[-0.93912166  0.55740798],[-0.19177957 -0.16003162],-0.0860794039262
4,"[ 0.89917674  1.85129481 -0.71120874 -1.26603109  1.53735156 -1.40406355
 -1.00652283  0.06398326 -0.29782397  0.26778673  0.        ]","[[ -0.50485594  -0.19912637   0.17956879  -0.16158054]
 [-13.96854842   2.92148802   0.           0.        ]]",[ 0.36330104 -0.19845205],-0.042806742112,[-0.714688    0.61211509],[-0.19177957 -0.16003162],-0.042806742112
5,"[ 0.68310548  1.86241355 -1.03165389 -1.12716065  1.53733259 -1.40404824
 -0.85650868 -0.05507952 -0.5258835  -0.03375274  0.        ]","[[ -0.76703133  -0.14916622   0.17956879  -0.16158054]
 [-12.25470439   2.07733004   0.           0.        ]]",[-0.26837604  1.14535606],-0.0408964132079,[-0.53257471  0.66732973],[-0.19177957 -0.16003162],-0.0408964132079
6,"[ 0.40908396  1.87368312 -1.27282832 -0.90032758  1.53731362 -1.40403293
 -0.92834045  0.49764946 -0.77684501 -0.24531383  0.        ]","[[ -1.02036027  -0.06830036   0.17956879  -0.16158054]
 [-13.07545142   5.9961869    0.           0.        ]]",[-0.32366273  0.68596211],-0.0791278569432,[-0.39892876  0.67115963],[-0.19177957 -0.16003162],-0.0791278569432
7,"[ 0.06399464  1.87277026 -1.43908257 -0.48865536  1.53729465 -1.40401763
 -1.01785232  0.86405035 -1.04024007 -0.37976165  0.        ]","[[ -1.29213079   0.07768826   0.17956879  -0.16158054]
 [-14.09820662   8.59399618   0.           0.        ]]",[ 0.39529165 -0.0562888 ],-0.119759757673,[-0.26293856  0.66919273],[-0.19177957 -0.16003162],-0.119759757673
8,"[-0.29765175  1.83796773 -1.49766581 -0.02141918  1.53727568 -1.40400232
 -0.85656485  0.80849483 -1.29358216 -0.43695882  0.        ]","[[ -1.55560706   0.24561665   0.17956879  -0.16158054]
 [-12.25556785   8.20014457   0.           0.        ]]",[ 1.05514688  1.8320719 ],-0.156215161861,[-0.17022888  0.67796052],[-0.19177957 -0.16003162],-0.156215161861
9,"[-0.57860946  1.74965442 -1.47103091  0.51410614  1.53725671 -1.40398702
 -0.48922291  1.34381931 -1.43637253 -0.42297184  0.        ]","[[ -1.75861077   0.44770104   0.17956879  -0.16158054]
 [ -8.05873456  11.99566686   0.           0.        ]]",[-0.52859032  1.42005011],-0.175325123183,[-0.20419507  0.65162301],[-0.19177957 -0.16003162],-0.175325123183
10,"[-0.81990112  1.55266422 -1.39558917  1.16386324  1.53723774 -1.40397171
 -0.65843124  1.8688373  -1.48705143 -0.3565126   0.        ]","[[ -1.93918199   0.72496466   0.17956879  -0.16158054]
 [ -9.99196336  15.71824799   0.           0.        ]]",[ 0.78929851  1.16276671],-0.180565604856,[-0.10416414  0.67215222],[-0.19177957 -0.16003162],-0.180565604856
11,"[-1.02816243  1.20024272 -1.28496006  1.77607754  1.53721877 -1.40395641
 -0.36787889  2.38318395 -1.46394143 -0.22605822  0.        ]","[[ -2.10571776   1.07592212   0.17956879  -0.16158054]
 [ -6.6724546   19.36539864   0.           0.        ]]",[ 0.02537392  0.31263955],-0.174907775019,[-0.11832011  0.66335338],[-0.19177957 -0.16003162],-0.174907775019
12,"[-1.17858242  0.71582268 -1.17215454  2.10082667  1.5371998  -1.4039411
 -0.34750342  2.50360778 -1.38022248 -0.01867216  0.        ]","[[ -2.23683191   1.47180152   0.17956879  -0.16158054]
 [ -6.43968437  20.21969598   0.           0.        ]]",[-0.72387149 -0.45919952],-0.16214826502,[-0.09879155  0.66562974],[-0.19177957 -0.16003162],-0.16214826502
13,"[-1.33836408  0.22867523 -1.01105564  2.00222794  1.53718084 -1.4039258
 -0.58705342  2.1906827  -1.35511346  0.22747037  0.        ]","[[ -2.39308303   1.85393818   0.17956879  -0.16158054]
 [ -9.17653031  18.00129525   0.           0.        ]]",[-0.3773408  -0.20688942],-0.16271584071,[-0.04200244  0.6744312 ],[-0.19177957 -0.16003162],-0.16271584071
14,"[-1.50376313 -0.17174899 -0.77288963  1.57049346  1.53716187 -1.4039105
 -0.70189508  2.02480652 -1.38637986  0.4756117   0.        ]","[[ -2.58977739   2.20216652   0.17956879  -0.16158054]
 [-10.48861507  16.82543634   0.           0.        ]]",[-0.58519238  1.81729716],-0.176348789208,[-0.05594008  0.66037679],[-0.19177957 -0.16003162],-0.176348789208
15,"[-1.63925779 -0.49828611 -0.45470636  0.80702592  1.53714291 -1.4038952
 -0.8865199   2.53614434 -1.42071484  0.76585688  0.        ]","[[ -2.82071356   2.57505745   0.17956879  -0.16158054]
 [-12.5979757   20.45155464   0.           0.        ]]",[-0.51674538  2.37900982],-0.197012956822,[-0.15128389  0.61682159],[-0.19177957 -0.16003162],-0.197012956822
16,"[-1.7084587  -0.6899717  -0.05166461 -0.36472396  1.53712394 -1.40387989
 -1.04377931  2.42220841 -1.4344156   1.13493428  0.        ]","[[ -3.0906987    3.01975039   0.17956879  -0.16158054]
 [-14.39471672  19.64411138   0.           0.        ]]",[ 0.31088566  0.16953425],-0.225640094023,[-0.29894018  0.55692494],[-0.19177957 -0.16003162],-0.225640094023
17,"[-1.6761474  -0.69932919  0.36102447 -0.75594672  1.53710498 -1.40386459
 -0.91117172 -0.39323582 -1.430956    1.24429302  0.        ]","[[ -3.36339573   3.15867022   0.17956879  -0.16158054]
 [-12.87977736  -0.31949123   0.           0.        ]]",[-1.32586916  1.30186749],-0.234371566457,[-0.27797568  0.57125443],[-0.19177957 -0.16003162],-0.234371566457
