timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.04254704  1.34312012  0.09669359 -1.4479776  -0.40767285  1.30376535
  0.18282376 -0.31872213  2.15184974 -2.06793866  0.        ]","[[  3.66242399e-02  -7.93430167e-02  -4.59995861e-02   1.51776186e-01]
 [  1.44444734e-03   1.43432464e-04   0.00000000e+00   0.00000000e+00]]",[ 2.82907415  2.75594127],-0.297996097728,[ 2.84581971  2.68254232],[-0.81685168 -0.64297944],-0.297996097728
1,"[ 1.03926164  1.34612195  0.15573877 -1.34525365 -0.40767257  1.30376325
  0.744589    0.35972311  2.14986328 -1.90439263  0.        ]","[[ 0.07632794 -0.03962775 -0.04599959  0.15177619]
 [ 3.95576212  3.95819745  0.          0.        ]]",[ 1.98549434  1.08403966],-0.291517863395,[ 2.19778442  1.91947222],[-0.81685168 -0.64297944],-0.291517863395
2,"[ 1.01594179  1.3432039   0.32981392 -1.0394913  -0.40767228  1.30376114
  1.2952476   1.02473991  2.09391489 -1.42394678  0.        ]","[[ 0.19433353  0.07846265 -0.04599959  0.15177619]
 [ 7.83190793  7.83791383  0.          0.        ]]",[ 1.58907436  0.7744516 ],-0.270370289185,[ 1.27482963  1.15339327],[-0.81685168 -0.64297944],-0.270370289185
3,"[ 0.93398324  1.30289403  0.60724303 -0.56539496 -0.407672    1.30375904
  1.83509719  1.52350241  1.85157035 -0.70410474  0.        ]","[[  0.38909829   0.26441602  -0.04599959   0.15177619]
 [ 11.6319889   10.74771273   0.           0.        ]]",[ 0.21512199 -0.07479551],-0.230693514009,[-0.19358365  0.2712408 ],[-0.81685168 -0.64297944],-0.230693514009
4,"[ 0.76393796  1.2066795   0.91731176 -0.0592437  -0.40767171  1.30375693
  1.92341206  1.43618444  1.35801234 -0.03298288  0.        ]","[[  0.62797521   0.47425953  -0.04599959   0.15177619]
 [ 12.25368369  10.23831452   0.           0.        ]]",[-0.32884664  0.84674614],-0.176672181436,[-0.64247215  0.04855356],[-0.81685168 -0.64297944],-0.176672181436
5,"[ 0.53688167  1.03912306  1.16867203  0.44768576 -0.40767143  1.30375483
  1.70413685  1.97616677  0.70796697  0.33721052  0.        ]","[[  0.85756168   0.71063391  -0.04599959   0.15177619]
 [ 10.71021013  13.38861066   0.           0.        ]]",[-0.97826822 -1.4709725 ],-0.116729655838,[-0.82763606 -0.90209568],[-0.81685168 -0.64297944],-0.116729655838
6,"[ 0.33145198  0.82922612  1.31983326  0.84386919 -0.40767115  1.30375272
  1.12452203  1.25220429  0.13945025  0.35823337  0.        ]","[[ 1.03083219  0.93602936 -0.04599959  0.15177619]
 [ 6.63024578  9.16501018  0.          0.        ]]",[-1.10845414 -1.17206272],-0.0654244207216,[-0.73549461 -0.83705258],[-0.81685168 -0.64297944],-0.0654244207216
7,"[ 0.21330351  0.67689763  1.3845307   1.04003569 -0.40767086  1.30375062
  0.54401687  0.54258205 -0.16491904  0.25228667  0.        ]","[[ 1.12244009  1.07779209 -0.04599959  0.15177619]
 [ 2.54400578  5.02506074  0.          0.        ]]",[-1.03023286 -0.75083894],-0.0367090513659,[-0.48204303 -0.38366979],[-0.81685168 -0.64297944],-0.0367090513659
8,"[ 0.19915703  0.59738997  1.39135077  1.11988301 -0.40767058  1.30374852
 -0.02512929  0.01611163 -0.24400956  0.18750415  0.        ]","[[ 1.13312456  1.14747666 -0.04599959  0.15177619]
 [-1.46227826  1.95362202  0.          0.        ]]",[ 0.16013297  0.6256976 ],-0.0278002513612,[ 0.58978152  0.49870595],[-0.81685168 -0.64297944],-0.0278002513612
9,"[ 0.22899935  0.52267125  1.37673386  1.18270313 -0.40767029  1.30374641
  0.06891099  0.43411716 -0.25716221  0.13619001  0.        ]","[[ 1.11052044  1.21101687 -0.04599959  0.15177619]
 [-0.80031824  4.39227481  0.          0.        ]]",[-0.03482071  0.4937768 ],-0.0238651362418,[ 0.27447319 -0.2320559 ],[-0.81685168 -0.64297944],-0.0238651362418
