timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.03527929  2.0185786   0.13743488 -0.53240436 -0.33974888 -0.15260778
  0.30100528 -0.37041148  1.56735276  0.22760389  0.        ]","[[ 0.03703654  0.08132783 -0.03794771 -0.01885777]
 [ 0.00233029  0.00095053  0.          0.        ]]",[ 0.20725898  1.7800391 ],-0.24965358658,[-0.03224012  1.12317038],[-0.22773117 -0.12044907],-0.24965358658
1,"[ 1.03479442  2.01320615  0.15009157 -0.40964035 -0.33974798 -0.15260741
  0.37689013  0.19004736  1.56159269  0.27884161  0.        ]","[[ 0.04529351  0.1210713  -0.03794771 -0.01885777]
 [ 0.82065016  3.96020236  0.          0.        ]]",[-0.53020623  0.78880297],-0.249814639946,[-0.15936844  1.07969236],[-0.22773117 -0.12044907],-0.249814639946
2,"[ 1.03508035  1.98760015  0.14272504 -0.07425893 -0.33974709 -0.15260704
  0.1807735   0.62119222  1.54333222  0.37022378  0.        ]","[[ 0.04048777  0.23083433 -0.03794771 -0.01885777]
 [-1.29417662  7.00594575  0.          0.        ]]",[-0.22420631  2.2298248 ],-0.249405582908,[-0.15277766  1.06252766],[-0.22773117 -0.12044907],-0.249405582908
3,"[ 1.03620757  1.91288077  0.08975077  0.45101231 -0.3397462  -0.15260668
  0.10076928  1.16210564  1.50481915  0.46713481  0.        ]","[[  5.94802320e-03   4.09292688e-01  -3.79477068e-02  -1.88577711e-02]
 [ -2.15690077e+00   1.08271508e+01   0.00000000e+00   0.00000000e+00]]",[ 0.17740873  1.17181413],-0.246988166065,[-0.1574647  1.0431416],[-0.22773117 -0.12044907],-0.246988166065
4,"[ 1.03560342  1.74034354  0.03501744  1.12741809 -0.33974531 -0.15260631
  0.16971147  1.69221654  1.41632496  0.61274097  0.        ]","[[ -0.02973167   0.66341006  -0.03794771  -0.01885777]
 [ -1.41345886  14.57211018   0.           0.        ]]",[-1.25866084 -0.18404008],-0.240598952316,[-0.19349949  1.00229073],[-0.22773117 -0.12044907],-0.240598952316
5,"[ 1.0295285   1.47140304 -0.06858343  1.73129063 -0.33974442 -0.15260594
 -0.19453179  1.54838228  1.29697913  0.70220092  0.        ]","[[ -0.09740853   0.94465887  -0.03794771  -0.01885777]
 [ -5.34126865  13.55610787   0.           0.        ]]",[-0.13730613  0.68607594],-0.229371213708,[-0.04105324  0.99537563],[-0.22773117 -0.12044907],-0.229371213708
6,"[ 1.00559723  1.12297755 -0.23713913  2.15229293 -0.33974353 -0.15260558
 -0.23515599  1.89491899  1.16443699  0.71040756  0.        ]","[[ -0.20862968   1.24034468  -0.03794771  -0.01885777]
 [ -5.77934362  16.00430273   0.           0.        ]]",[ 0.04829241  2.28781871],-0.213363738166,[ 0.03240231  0.97312808],[-0.22773117 -0.12044907],-0.213363738166
7,"[ 0.9640144   0.65586343 -0.40366762  2.31918449 -0.33974264 -0.15260521
 -0.20685067  2.41050107  0.96298688  0.71035825  0.        ]","[[ -3.21155489e-01   1.59697745e+00  -3.79477068e-02  -1.88577711e-02]
 [ -5.47412097e+00   1.96468406e+01   0.00000000e+00   0.00000000e+00]]",[-0.67035639  0.7187264 ],-0.189017677705,[ 0.020325    0.89853626],[-0.22773117 -0.12044907],-0.189017677705
8,"[ 0.89181816  0.11878495 -0.59520971  2.01947993 -0.33974175 -0.15260484
 -0.44282165  2.75824441  0.70062339  0.64478305  0.        ]","[[ -4.56167748e-01   2.01456686e+00  -3.79477068e-02  -1.88577711e-02]
 [ -8.01870228e+00   2.21038520e+01   0.00000000e+00   0.00000000e+00]]",[ 0.83239042  0.12107515],-0.15444815386,[ 0.0509202   0.81214643],[-0.22773117 -0.12044907],-0.15444815386
9,"[ 0.80381592 -0.34129172 -0.76257012  1.17858138 -0.33974086 -0.15260448
 -0.12246254  2.76406589  0.40276587  0.50959561  0.        ]","[[ -5.81882535e-01   2.45705974e+00  -3.79477068e-02  -1.88577711e-02]
 [ -4.56415370e+00   2.21453746e+01   0.00000000e+00   0.00000000e+00]]",[-0.01035225  0.69347627],-0.112140906647,[ 0.00866184  0.73659515],[-0.22773117 -0.12044907],-0.112140906647
10,"[ 0.7285984  -0.60973665 -0.87529138 -0.11171936 -0.33973997 -0.15260411
 -0.11782299  3.09060149  0.09804535  0.28313406  0.        ]","[[ -6.72663120e-01   2.92311816e+00  -3.79477068e-02  -1.88577711e-02]
 [ -4.51412683e+00   2.44527839e+01   0.00000000e+00   0.00000000e+00]]",[-0.18601334  1.40426526],-0.0631238210236,[-0.01508207  0.65773922],[-0.22773117 -0.12044907],-0.0631238210236
11,"[ 0.63840373 -0.64127971 -0.98677631 -0.82651907 -0.33973908 -0.15260374
 -0.17792377 -0.17140851 -0.0349509   0.12853929  0.        ]","[[-0.76944889  3.15507034 -0.03794771 -0.01885777]
 [-5.16221765  1.40727711  0.          0.        ]]",[-1.12232433  1.28284255],-0.0374878363749,[ 0.08856379  0.68430543],[-0.22773117 -0.12044907],-0.0374878363749
12,"[ 0.48921183 -0.64122228 -1.1319386  -0.73415998 -0.33973819 -0.15260337
 -0.53563279 -0.76211473 -0.00486333  0.16084408  0.        ]","[[-0.91139554  3.12532383 -0.03794771 -0.01885777]
 [-9.0195181  -2.76596474  0.          0.        ]]",[ 1.92378353  0.93951816],-0.0430765739281,[ 0.20447771  0.7061007 ],[-0.22773117 -0.12044907],-0.0430765739281
13,"[ 0.32638627 -0.63824688 -1.25036958 -0.57128794 -0.3397373  -0.15260301
 -0.15190031 -0.68648968  0.04363596  0.1894217   0.        ]","[[-1.05026921  3.0728145  -0.03794771 -0.01885777]
 [-4.88162721 -2.23170613  0.          0.        ]]",[ 0.86924492  0.98288151],-0.0503326353733,[ 0.07371467  0.68753117],[-0.22773117 -0.12044907],-0.0503326353733
14,"[ 0.24896255 -0.63427913 -1.29517077 -0.46418807 -0.33973641 -0.15260264
  0.17622727 -0.54973469  0.07557812  0.20024823  0.        ]","[[-1.11240092  3.03819125 -0.03794771 -0.01885777]
 [-1.3433392  -1.26557338  0.          0.        ]]",[-0.42978635  1.06462691],-0.0545706045135,[-0.00818522  0.67719376],[-0.22773117 -0.12044907],-0.0545706045135
15,"[ 0.19307935 -0.63153214 -1.32349073 -0.40759558 -0.33973552 -0.15260227
  0.02089092 -0.45954873  0.09403754  0.20301417  0.        ]","[[-1.15607378  3.0198485  -0.03794771 -0.01885777]
 [-3.01836629 -0.62843922  0.          0.        ]]",[-1.46379598 -0.67573323],-0.0568026463447,[ 0.0213819   0.67821664],[-0.22773117 -0.12044907],-0.0568026463447
16,"[ 0.06189039 -0.62415458 -1.37794192 -0.286824   -0.33973463 -0.15260191
 -0.34074798 -0.8365388   0.1349711   0.201573    0.        ]","[[-1.2555675   2.98055731 -0.03794771 -0.01885777]
 [-6.91800252 -3.29180739  0.          0.        ]]",[ 0.84431401  1.61466997],-0.0613574834057,[ 0.16335422  0.71351767],[-0.22773117 -0.12044907],-0.0613574834057
17,"[-0.07908    -0.61829047 -1.41925102 -0.20898534 -0.33973374 -0.15260154
 -0.01802248 -0.26682514  0.1653164   0.18951302  0.        ]","[[-1.35901141  2.9551041  -0.03794771 -0.01885777]
 [-3.43799488  0.7330756   0.          0.        ]]",[ 0.03441672 -0.55469444],-0.0641996995031,[ 0.04575777  0.67793655],[-0.22773117 -0.12044907],-0.0641996995031
18,"[ -1.71770858e-01  -6.16393834e-01  -1.43740251e+00  -1.86054318e-01
  -3.39732846e-01  -1.52601173e-01   9.17742453e-04  -5.79768286e-01
   1.77036302e-01   1.78669001e-01   0.00000000e+00]","[[-1.42572217  2.94758318 -0.03794771 -0.01885777]
 [-3.23375941 -1.47779927  0.          0.        ]]",[-0.45079682 -0.71653622],-0.0650049139322,[ 0.07558059  0.69144773],[-0.22773117 -0.12044907],-0.0650049139322
19,"[-0.28682363 -0.5993956  -1.45045203 -0.01126473 -0.33973196 -0.15260081
 -0.15867262 -0.97723353  0.22913935  0.15605113  0.        ]","[[-1.50766371  2.88985347 -0.03794771 -0.01885777]
 [-4.95464749 -4.28581525  0.          0.        ]]",[ 0.37516872  2.52779701],-0.0703143644122,[ 0.16983384  0.72514015],[-0.22773117 -0.12044907],-0.0703143644122
20,"[-0.40425596 -0.58310722 -1.45318883  0.12363115 -0.33973106 -0.15260044
 -0.01180904 -0.40474399  0.26840008  0.12463403  0.        ]","[[-1.59086729  2.84471669 -0.03794771 -0.01885777]
 [-3.37100209 -0.24133997  0.          0.        ]]",[-0.93915135  1.88898533],-0.074021305686,[ 0.10261431  0.69790304],[-0.22773117 -0.12044907],-0.074021305686
21,"[-0.55074803 -0.59594385 -1.44168345  0.01933437 -0.33973017 -0.15260007
 -0.350437    0.156382    0.2446194   0.10881677  0.        ]","[[-1.69492355  2.87966407 -0.03794771 -0.01885777]
 [-7.02246518  3.7228576   0.          0.        ]]",[ 0.48433155  1.15450667],-0.070362819427,[ 0.16051874  0.6719681 ],[-0.22773117 -0.12044907],-0.070362819427
