timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 0.96056861  1.67016706 -0.08340013 -0.63638851  1.59888915  0.90530734
  0.25670663 -0.34929569 -0.20095172 -1.22247371  0.        ]","[[-0.09756922  0.09723098  0.18724366  0.10539032]
 [ 0.000986    0.00166721  0.          0.        ]]",[ 1.51673721  1.039944  ],-0.117304408138,[ 1.25313401  0.88471961],[-0.34996566 -0.22802153],-0.117304408138
1,"[ 0.96519458  1.66440156 -0.02293193 -0.52396004  1.5988822   0.90530532
  0.70258967  0.24057344 -0.20125028 -1.09813709  0.        ]","[[-0.05787447  0.13697642  0.18724366  0.10539032]
 [ 3.95533489  3.95969038  0.          0.        ]]",[-0.95669485 -0.35259606],-0.10487406514,[ 0.16493987  0.02917352],[-0.34996566 -0.22802153],-0.10487406514
2,"[ 0.96747622  1.65094744  0.03868539 -0.34313339  1.59887526  0.90530331
  0.26709031  0.02104307 -0.21266181 -0.94654056  0.        ]","[[-0.01751871  0.20139072  0.18724366  0.10539032]
 [ 0.09309105  2.48664374  0.          0.        ]]",[ 1.04002238 -1.12396918],-0.0894972141075,[ 0.79891497  0.35587007],[-0.34996566 -0.22802153],-0.0894972141075
3,"[ 0.96727077  1.64852988  0.10217021 -0.3166579   1.59886831  0.9053013
  0.71311634 -0.57662336 -0.22257258 -0.85201614  0.        ]","[[ 0.024031    0.21088653  0.18724366  0.10539032]
 [ 4.04870146 -1.52369404  0.          0.        ]]",[ 0.33569292  1.66114292],-0.0798548656199,[ 0.09008793  0.51710325],[-0.34996566 -0.22802153],-0.0798548656199
4,"[ 0.95734529  1.64598789  0.24460099 -0.29008103  1.59886136  0.90529929
  0.85365307  0.01790262 -0.25499446 -0.65409395  0.        ]","[[ 0.11751011  0.22043817  0.18724366  0.10539032]
 [ 5.29507199  2.46556195  0.          0.        ]]",[-1.0721676   0.16651549],-0.0593526733631,[-0.61345202 -0.19653785],[-0.34996566 -0.22802153],-0.0593526733631
5,"[ 0.94271422  1.62909355  0.34302774 -0.13698922  1.59885442  0.90529727
  0.3957557   0.10911834 -0.30637445 -0.47105682  0.        ]","[[ 0.18266767  0.27589039  0.18724366  0.10539032]
 [ 1.23420057  3.07761754  0.          0.        ]]",[-0.7494115  -0.70339523],-0.0397387788594,[-0.07889124 -0.14689279],[-0.34996566 -0.22802153],-0.0397387788594
6,"[ 0.94413585  1.61728917  0.33506692 -0.04696365  1.59884747  0.90529526
  0.0588371  -0.31487117 -0.31723104 -0.44954496  0.        ]","[[ 0.17737261  0.30889842  0.18724366  0.10539032]
 [-1.75376822  0.23266164  0.          0.        ]]",[ 1.24802534 -0.60410083],-0.0373019408262,[ 0.59055442  0.36865342],[-0.34996566 -0.22802153],-0.0373019408262
7,"[ 0.94279762  1.62437512  0.34254301 -0.09978806  1.59884052  0.90529325
  0.50891758 -0.67226539 -0.31181347 -0.45862008  0.        ]","[[ 0.1823457   0.28949063  0.18724366  0.10539032]
 [ 2.23778174 -2.165445    0.          0.        ]]",[-0.38368565 -0.03887517],-0.0383517860003,[-0.04034594  0.4137896 ],[-0.34996566 -0.22802153],-0.0383517860003
8,"[ 0.93425193  1.63891289  0.38612276 -0.22180388  1.59883358  0.90529124
  0.33278145 -0.68872734 -0.31025837 -0.44540926  0.        ]","[[ 0.2114287   0.24507337  0.18724366  0.10539032]
 [ 0.67572224 -2.27591222  0.          0.        ]]",[ 1.58710481  0.86268484],-0.0370899188694,[ 0.2399742   0.56223947],[-0.34996566 -0.22802153],-0.0370899188694
9,"[ 0.91546966  1.642087    0.46490384 -0.25171119  1.59882663  0.90528922
  0.77718916 -0.17316094 -0.33867897 -0.35445423  0.        ]","[[ 0.26448672  0.23426462  0.18724366  0.10539032]
 [ 4.61696191  1.18350842  0.          0.        ]]",[-0.90535906 -0.74045513],-0.0272787551684,[-0.81239343 -0.19440269],[-0.34996566 -0.22802153],-0.0272787551684
