timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.05233423  1.32797878  0.07123055 -1.19294336  0.6837588  -0.84864106
  0.17715248 -0.31680077  0.91197571  1.2961824   0.        ]","[[ 0.01957486  0.03048645  0.08049747 -0.09744431]
 [-0.00278027  0.00450944  0.          0.        ]]",[-4.05950865  1.76718839],-0.166539990113,[-3.1972785   1.02398348],[-0.88218606 -0.71809196],-0.166539990113
1,"[ 1.05231529  1.3254022   0.01205604 -1.09004853  0.68375825 -0.84864025
 -0.39794158  0.37398964  0.91195872  1.24350652  0.        ]","[[-0.02018615  0.07031902  0.08049747 -0.09744431]
 [-3.96014018  3.96554021  0.          0.        ]]",[-3.58053916  1.2142582 ],-0.164069219487,[-2.94097781  0.89355743],[-0.88218606 -0.71809196],-0.164069219487
2,"[ 1.03868893  1.30582427 -0.1630986  -0.78687694  0.68375769 -0.84863945
 -0.96165947  1.05109334  0.90242639  1.08742571  0.        ]","[[-0.13830888  0.18858491  0.08049747 -0.09744431]
 [-7.83922142  7.84809447  0.          0.        ]]",[-2.4842975   0.84515415],-0.156343101449,[-2.44503403  0.72041798],[-0.88218606 -0.71809196],-0.156343101449
3,"[ 0.97240613  1.23819622 -0.44475419 -0.31818169  0.68375714 -0.84863864
 -1.5142055   1.6078358   0.85640599  0.82744259  0.        ]","[[ -0.33324175   0.37757767   0.08049747  -0.09744431]
 [-11.64143831  11.04050273   0.           0.        ]]",[-2.29701341  0.67834099],-0.142110064201,[-1.71970141  0.48023891],[-0.88218606 -0.71809196],-0.142110064201
4,"[ 0.79510568  1.08742017 -0.80253978  0.23775646  0.68375658 -0.84863783
 -2.05583015  2.03829856  0.73334369  0.47221142  0.        ]","[[ -0.6034647    0.62315414   0.08049747  -0.09744431]
 [-15.36852721  13.50883379   0.           0.        ]]",[ 0.17802961 -0.0963368 ],-0.119752879338,[-0.43265101 -0.06978068],[-0.88218606 -0.71809196],-0.119752879338
5,"[ 0.50012659  0.85628392 -1.12443545  0.73299022  0.68375603 -0.84863703
 -1.90935008  1.92495599  0.52722105  0.13587452  0.        ]","[[ -0.90072228   0.88681039   0.08049747  -0.09744431]
 [-14.36059495  12.85894869   0.           0.        ]]",[ 0.64345049 -0.29021025],-0.0932594877858,[ 0.24579258 -0.52803755],[-0.88218606 -0.71809196],-0.0932594877858
6,"[ 0.17751361  0.59310611 -1.32215328  1.06745153  0.68375547 -0.84863622
 -1.49811108  1.67990597  0.30129095 -0.06354386  0.        ]","[[ -1.15954228   1.12989086   0.08049747  -0.09744431]
 [-11.53077092  11.45383382   0.           0.        ]]",[ 0.66505025 -1.39174351],-0.0694747100842,[ 0.48865521 -0.89939594],[-0.88218606 -0.71809196],-0.0694747100842
7,"[-0.10232836  0.36777203 -1.41375716  1.23192906  0.68375492 -0.84863541
 -1.08243627  0.94962879  0.10503629 -0.16694854  0.        ]","[[-1.36145927  1.31695279  0.08049747 -0.09744431]
 [-8.67041142  7.26637111  0.          0.        ]]",[ 1.27528539 -0.44780423],-0.0504492345187,[ 0.91027629 -0.50194448],[-0.88218606 -0.71809196],-0.0504492345187
8,"[-0.29263259  0.20905055 -1.44179619  1.29373491  0.68375436 -0.8486346
 -0.48239444  0.61512949 -0.02832509 -0.20059642  0.        ]","[[-1.49344016  1.44303526  0.08049747 -0.09744431]
 [-4.54136652  5.34832792  0.          0.        ]]",[ 0.46175178 -0.7457577 ],-0.0379002706566,[ 0.34327245 -0.31220341],[-0.88218606 -0.71809196],-0.0379002706566
9,"[-0.39688604  0.11161028 -1.44621986  1.3113868   0.68375381 -0.8486338
 -0.20370381  0.08161767 -0.10094603 -0.19768562  0.        ]","[[-1.56502629  1.51930772  0.08049747 -0.09744431]
 [-2.62362389  2.28912942  0.          0.        ]]",[ 0.71964968  0.3577797 ],-0.0309079030547,[ 0.20774475  0.18633033],[-0.88218606 -0.71809196],-0.0309079030547
10,"[-0.43096866  0.03525514 -1.44601142  1.31472895  0.68375325 -0.84863299
  0.21769213  0.32068296 -0.12365757 -0.14473718  0.        ]","[[-1.58840514  1.57884406  0.08049747 -0.09744431]
 [ 0.27611157  3.65994894  0.          0.        ]]",[-1.24993182 -1.27667308],-0.027967349305,[-1.02221394 -0.32530308],[-0.88218606 -0.71809196],-0.027967349305
11,"[-0.48084581 -0.00674916 -1.44424005  1.31265832  0.6837527  -0.84863218
 -0.35813876 -0.38237968 -0.15851406 -0.14525202  0.        ]","[[-1.62263906  1.61159471  0.08049747 -0.09744431]
 [-3.68632936 -0.37146463  0.          0.        ]]",[ 1.22652845 -0.14911155],-0.0245854100097,[ 0.82832789  0.56217933],[-0.88218606 -0.71809196],-0.0245854100097
12,"[-0.52925637  0.01028692 -1.44084764  1.31382989  0.68375215 -0.84863138
  0.22761246 -0.48418193 -0.19418522 -0.21028128  0.        ]","[[-1.65592429  1.59830843  0.08049747 -0.09744431]
 [ 0.34437332 -0.95520777  0.          0.        ]]",[ 0.15433146  0.06293814],-0.0224953750292,[-0.28479853  0.66893381],[-0.88218606 -0.71809196],-0.0224953750292
