timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.05944868  1.51474455 -0.00744153 -0.64223411 -0.53370438  1.26111413
  0.11925214 -0.27498851  1.51932199 -1.17298252  0.        ]","[[-0.02439044 -0.03642982 -0.06137025  0.14995615]
 [ 0.0043394   0.00042052  0.          0.        ]]",[ 0.16633679  2.04475359],-0.31435985966,[ 0.24840559  0.83350945],[-0.08221747 -0.09490447],-0.31435985966
1,"[ 1.05962491  1.51550073  0.00278819 -0.55263261 -0.5336986   1.26108659
  0.18118337  0.2719846   1.52063326 -1.1306598   0.        ]","[[ -1.77179668e-02   3.30378120e-03  -6.13702543e-02   1.49956147e-01]
 [  6.60727413e-01   3.95974501e+00   0.00000000e+00   0.00000000e+00]]",[ 0.66460645 -0.0175929 ],-0.311661348961,[ 0.24314755  0.83003765],[-0.08221747 -0.09490447],-0.311661348961
2,"[ 1.05949556  1.5114877   0.06329883 -0.37758793 -0.53369281  1.26105906
  0.42802032  0.25138829  1.51680232 -1.00727544  0.        ]","[[ 0.02174464  0.08100298 -0.06137025  0.14995615]
 [ 3.27682577  3.8106745   0.          0.        ]]",[-0.19501416  0.98728214],-0.303228104472,[ 0.23400781  0.82365304],[-0.08221747 -0.09490447],-0.303228104472
3,"[ 1.05548509  1.49227205  0.15078549 -0.12154507 -0.53368703  1.26103152
  0.34897487  0.78106269  1.49160937 -0.8293542   0.        ]","[[ 0.07887602  0.19568532 -0.06137025  0.14995615]
 [ 2.43911877  7.64477961  0.          0.        ]]",[ 1.32306339  0.63929393],-0.289581906746,[ 0.21430603  0.81125712],[-0.08221747 -0.09490447],-0.289581906746
4,"[ 1.04048869  1.4322177   0.28464334  0.26064301 -0.53368125  1.26100399
  0.71761466  1.10963217  1.40896814 -0.56967512  0.        ]","[[  0.16685779   0.37244497  -0.06137025   0.14995615]
 [  6.3461168   10.02326075   0.           0.        ]]",[-0.97070408  3.56358895],-0.265729601119,[ 0.17387663  0.78561515],[-0.08221747 -0.09490447],-0.265729601119
5,"[ 1.01519338  1.29611381  0.41525759  0.73318016 -0.53367547  1.26097646
  0.34333916  1.6293818   1.24576564 -0.30751979  0.        ]","[[  0.25398192   0.61066117  -0.06137025   0.14995615]
 [  2.37953835  13.78580741   0.           0.        ]]",[ 0.17332228  0.35483819],-0.233198406526,[ 0.12374095  0.75147665],[-0.08221747 -0.09490447],-0.233198406526
6,"[ 0.99437144  1.05846856  0.4948093   1.20342891 -0.53366969  1.26094893
  0.40364085  1.78568288  1.02490115 -0.12965477  0.        ]","[[  0.30798428   0.89773352  -0.06137025   0.14995615]
 [  3.01865937  14.91765759   0.           0.        ]]",[ 0.23210921  1.11948082],-0.196665042897,[ 0.07671729  0.71572566],[-0.08221747 -0.09490447],-0.196665042897
7,"[ 0.9621686   0.70444186  0.59443934  1.56768202 -0.53366391  1.2609214
  0.48470551  2.29172642  0.723368   -0.02940317  0.        ]","[[  0.37697562   1.23284838  -0.06137025   0.14995615]
 [  3.87783261  18.58162292   0.           0.        ]]",[-0.6482799   0.09745287],-0.150093430642,[ 0.02011361  0.67098385],[-0.08221747 -0.09490447],-0.150093430642
8,"[ 0.93436063  0.26115619  0.66647799  1.69390531 -0.53365814  1.26089388
  0.23556697  2.29416143  0.41621873 -0.07889558  0.        ]","[[  0.42804234   1.60466677  -0.06137025   0.14995615]
 [  1.23751252  18.60012657   0.           0.        ]]",[ 0.3188498   0.74042304],-0.103804341463,[-0.00790893  0.63862866],[-0.08221747 -0.09490447],-0.103804341463
9,"[ 0.91203231 -0.20522321  0.71789266  1.48834394 -0.53365236  1.26086636
  0.35249007  2.64807647  0.16300459 -0.2730964   0.        ]","[[  0.46522397   2.00238818  -0.06137025   0.14995615]
 [  2.47667591  21.1634855    0.           0.        ]]",[-0.20932872  0.05895908],-0.0743405109357,[-0.03220078  0.60993075],[-0.08221747 -0.09490447],-0.0743405109357
10,"[ 0.88559448 -0.6115359   0.77314322  0.92319781 -0.53364658  1.26083883
  0.26984373  2.62227691  0.0085784  -0.58069228  0.        ]","[[  0.50597141   2.42379661  -0.06137025   0.14995615]
 [  1.60083863  20.97796805   0.           0.        ]]",[ 0.77328207  1.74940567],-0.0885803587809,[-0.02966182  0.5993979 ],[-0.08221747 -0.09490447],-0.0885803587809
11,"[ 0.84119922 -0.86923978  0.85537257  0.02543403 -0.5336408   1.26081131
  0.5558608   3.11154574  0.00495119 -0.95394158  0.        ]","[[  0.568401     2.8789169   -0.06137025   0.14995615]
 [  4.63201016  24.52226971   0.           0.        ]]",[-0.01770201  0.5783485 ],-0.135505696579,[-0.02373285  0.60122222],[-0.08221747 -0.09490447],-0.135505696579
12,"[ 0.76836447 -0.91080035  0.96940278 -0.5425617  -0.53363502  1.2607838
  0.54051878  0.12181681  0.09049101 -1.15370786  0.        ]","[[ 0.65941108  3.13377208 -0.06137025  0.14995615]
 [ 4.46948433  2.87525735  0.          0.        ]]",[-0.5773796  -0.23373497],-0.165441471191,[ 0.02530934  0.62462413],[-0.08221747 -0.09490447],-0.165441471191
13,"[ 0.71022301 -0.91051721  1.04677441 -0.50952406 -0.53362924  1.26075628
  0.31643084 -0.61688398  0.08208572 -1.14276514  0.        ]","[[ 0.72497332  3.11912427 -0.06137025  0.14995615]
 [ 2.09473957 -2.4732855   0.          0.        ]]",[-1.37741261 -0.04940516],-0.163619993129,[ 0.02700718  0.62471449],[-0.08221747 -0.09490447],-0.163619993129
14,"[ 0.70859664 -0.90738744  1.04876725 -0.39090558 -0.53362346  1.26072877
 -0.06109209 -0.64958638  0.05684223 -1.10789096  0.        ]","[[ 0.72672692  3.06646385 -0.06137025  0.14995615]
 [-1.90604142 -2.71011915  0.          0.        ]]",[-0.68983163  0.87859352],-0.157903145677,[ 0.02688544  0.62359917],[-0.08221747 -0.09490447],-0.157903145677
15,"[ 0.76648602 -0.90323751  0.97197903 -0.30881741 -0.53361769  1.26070125
 -0.31525096 -0.43515353  0.04256591 -1.07670433  0.        ]","[[ 0.66158202  3.02990755 -0.06137025  0.14995615]
 [-4.59948232 -1.15758631  0.          0.        ]]",[ 0.42411437 -1.13116109],-0.153194834902,[ 0.02809154  0.62420905],[-0.08221747 -0.09490447],-0.153194834902
16,"[ 0.82676614 -0.89239388  0.87963436 -0.16898142 -0.53361191  1.26067374
 -0.14821656 -0.97884575  0.02541696 -1.02324516  0.        ]","[[ 0.58735224  2.96725862 -0.06137025  0.14995615]
 [-2.82938756 -5.09418699  0.          0.        ]]",[ 1.63841315  2.79675934],-0.145463467144,[ 0.02822331  0.62513161],[-0.08221747 -0.09490447],-0.145463467144
17,"[ 0.8391508  -0.87729071  0.85870286 -0.03398401 -0.53360613  1.26064623
  0.23069907 -0.41800631  0.01080758 -0.97504842  0.        ]","[[ 0.57105303  2.90611625 -0.06137025  0.14995615]
 [ 1.18607135 -1.033584    0.          0.        ]]",[-0.78302986  0.27729735],-0.138532558252,[ 0.01699229  0.61979139],[-0.08221747 -0.09490447],-0.138532558252
