timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.07111804  1.29654499 -0.07815449 -1.30311651  0.48643371  1.29213236
  0.16449915 -0.31472454  1.21361931 -2.4451833   0.        ]","[[-0.07977465  0.01400492  0.05762939  0.14990597]
 [-0.0039794   0.00394823  0.          0.        ]]",[ 2.67276409  2.67129263],-0.224292649514,[ 2.8733778   2.93938303],[-0.99160081 -0.86612254],-0.224292649514
1,"[ 1.07453653  1.29477492 -0.01945622 -1.20035879  0.48643343  1.29213078
  0.76905727  0.40179184  1.21854614 -2.26439739  0.        ]","[[-0.04017838  0.05379549  0.05762939  0.14990597]
 [ 3.95044734  3.96192319  0.          0.        ]]",[ 2.39088949  1.88362725],-0.215462442958,[ 1.71187103  1.780604  ],[-0.99160081 -0.86612254],-0.215462442958
2,"[ 1.07134854  1.27732931  0.15551618 -0.89713172  0.48643316  1.2921292
  1.3616715   1.10412519  1.18016372 -1.73002481  0.        ]","[[ 0.07772241  0.17195958  0.05762939  0.14990597]
 [ 7.82675609  7.84155587  0.          0.        ]]",[ 0.47811436 -0.08828647],-0.187927169864,[ 0.29800567  0.98700523],[-0.99160081 -0.86612254],-0.187927169864
3,"[ 1.03030182  1.22855473  0.41006504 -0.51732129  0.48643288  1.29212762
  1.62721965  1.01260051  0.99836444 -1.01939427  0.        ]","[[ 0.25168484  0.32371825  0.05762939  0.14990597]
 [ 9.56372835  7.33598687  0.          0.        ]]",[-0.96155227  1.01548477],-0.146758446874,[-0.64130294  0.97578967],[-0.99160081 -0.86612254],-0.146758446874
4,"[ 0.96033198  1.13060394  0.62250273 -0.08069333  0.4864326   1.29212604
  1.01659332  1.70336334  0.68278883 -0.42886643  0.        ]","[[  0.40288492   0.5087225    0.05762939   0.14990597]
 [  5.56961548  11.15171606   0.           0.        ]]",[-1.03027365  0.93942922],-0.104469474245,[-0.59003496  0.33140075],[-0.99160081 -0.86612254],-0.104469474245
5,"[ 0.91718699  0.92958596  0.71741373  0.45376783  0.48643233  1.29212446
  0.39483402  2.33702706  0.31523454 -0.09388195  0.        ]","[[  0.4734722    0.76687709   0.05762939   0.14990597]
 [  1.50267665  14.6520593    0.           0.        ]]",[-0.59047023 -1.19409192],-0.0670603701785,[-0.28287119 -0.88244569],[-0.99160081 -0.86612254],-0.0670603701785
6,"[ 0.91299813  0.67464505  0.72577374  0.85894003  0.48643205  1.29212289
  0.03340954  1.56783501  0.01966514 -0.00523317  0.        ]","[[  0.47980761   1.01728738   0.05762939   0.14990597]
 [ -0.86140714  10.40311221   0.           0.        ]]",[-1.254377   -0.64648377],-0.0396257041339,[ 0.15732321 -0.90404212],[-0.99160081 -0.86612254],-0.0396257041339
7,"[ 0.94866306  0.46339192  0.64994601  1.06692016  0.48643178  1.29212131
 -0.56877969  1.06732906 -0.09808409 -0.07574446  0.        ]","[[ 0.42306029  1.19761036  0.05762939  0.14990597]
 [-4.80033798  7.63835778  0.          0.        ]]",[ 0.9005123  -0.90632002],-0.0280849642946,[ 1.47700083 -0.47267631],[-0.99160081 -0.86612254],-0.0280849642946
8,"[ 0.98140746  0.31981685  0.56862403  1.15928461  0.4864315   1.29211973
 -0.00934879  0.39013267 -0.13897052 -0.16070863  0.        ]","[[ 0.36376759  1.31284467  0.05762939  0.14990597]
 [-1.14109339  3.89757267  0.          0.        ]]",[ 0.51711031  0.69506377],-0.0247088047941,[ 0.61264282 -0.1827679 ],[-0.99160081 -0.86612254],-0.0247088047941
9,"[ 0.98246446  0.18535643  0.56575057  1.2145272   0.48643123  1.29211815
  0.30687821  0.87430776 -0.25640868 -0.18866762  0.        ]","[[ 0.36169844  1.41763069  0.05762939  0.14990597]
 [ 0.92735147  6.57212541  0.          0.        ]]",[-0.40679099 -1.39084489],-0.0148340867129,[-0.26831257 -1.25200176],[-0.99160081 -0.86612254],-0.0148340867129
10,"[ 0.98132811  0.0675213   0.56883337  1.23969116  0.48643095  1.29211657
  0.05809387  0.13400327 -0.36178041 -0.22233063  0.        ]","[[ 0.36391891  1.50804308  0.05762939  0.14990597]
 [-0.6999485   2.48273674  0.          0.        ]]",[-0.36009307  0.16402102],-0.00979674244348,[ 0.23121619 -0.60813248],[-0.99160081 -0.86612254],-0.00979674244348
11,"[ 0.99523323 -0.00544313  0.52954572  1.24471142  0.48643068  1.29211499
 -0.1576737   0.24272035 -0.38203658 -0.27342754  0.        ]","[[ 0.33575965  1.56372336  0.05762939  0.14990597]
 [-2.11128547  3.08328249  0.          0.        ]]",[ 0.8909645  -0.57503161],-0.0129089287504,[ 0.68226451 -0.71994865],[-0.99160081 -0.86612254],-0.0129089287504
12,"[ 0.99825408 -0.05553442  0.52052698  1.24352268  0.4864304   1.29211341
  0.3878503  -0.18062615 -0.41466994 -0.29895377  0.        ]","[[ 0.32933545  1.60192564  0.05762939  0.14990597]
 [ 1.45698894  0.74474837  0.          0.        ]]",[-0.23322307 -0.15924153],-0.014745485719,[-0.22765635 -0.64094067],[-0.99160081 -0.86612254],-0.014745485719
13,"[ 0.98886294 -0.06657225  0.54796503  1.24275225  0.48643013  1.29211183
  0.24234684 -0.29741337 -0.45199501 -0.28865986  0.        ]","[[ 0.34892618  1.61034786  0.05762939  0.14990597]
 [ 0.50525178  0.09962412  0.          0.        ]]",[-0.20827675 -0.09827573],-0.0148965554815,[ 0.01052815 -0.45117423],[-0.99160081 -0.86612254],-0.0148965554815
14,"[ 0.98800531 -0.06404283  0.5503855   1.24294322  0.48642985  1.29211025
  0.11480926 -0.36819052 -0.45241252 -0.28621857  0.        ]","[[ 0.3506612   1.60841763  0.05762939  0.14990597]
 [-0.32897066 -0.29134413  0.          0.        ]]",[ 0.47030251  0.46890059],-0.014751110476,[ 0.27256387 -0.25229463],[-0.99160081 -0.86612254],-0.014751110476
15,"[ 0.98188687 -0.08088596  0.56730496  1.24147886  0.48642957  1.29210867
  0.4003184  -0.03109004 -0.48374023 -0.28528277  0.        ]","[[ 0.36281906  1.62127395  0.05762939  0.14990597]
 [ 1.53854396  1.5707707   0.          0.        ]]",[-0.21530656 -1.53567532],-0.0160069734501,[-0.49537748 -1.02753937],[-0.99160081 -0.86612254],-0.0160069734501
16,"[ 0.97035261 -0.06958978  0.59761485  1.24250575  0.4864293   1.29210709
  0.26548885 -0.75350297 -0.50642645 -0.26468836  0.        ]","[[ 0.38474142  1.61265086  0.05762939  0.14990597]
 [ 0.65662604 -2.41977921  0.          0.        ]]",[ 0.32789776  0.33342151],-0.016093345145,[-0.01665832  0.07193089],[-0.99160081 -0.86612254],-0.016093345145
17,"[ 0.95583001 -0.02413851  0.6332415   1.24470069  0.48642902  1.29210551
  0.46186143 -0.50587087 -0.50787124 -0.22490146  0.        ]","[[ 0.41076153  1.57797987  0.05762939  0.14990597]
 [ 1.94109827 -1.05188267  0.          0.        ]]",[-0.14308526 -0.68931461],-0.014191605985,[-0.57828873 -0.39349779],[-0.99160081 -0.86612254],-0.014191605985
18,"[ 0.93627564  0.03907207  0.67752201  1.24259121  0.48642875  1.29210393
  0.36948761 -0.99618976 -0.50576281 -0.1727105   0.        ]","[[ 0.44352112  1.52976709  0.05762939  0.14990597]
 [ 1.33688376 -3.76036563  0.          0.        ]]",[-0.52363221 -0.22984827],-0.011895717806,[-0.25569475  0.49370837],[-0.99160081 -0.86612254],-0.011895717806
19,"[ 0.93274021  0.1482808   0.68513451  1.22472584  0.48642847  1.29210235
  0.04866757 -1.14739708 -0.42348682 -0.12193558  0.        ]","[[ 0.44920379  1.44617926  0.05762939  0.14990597]
 [-0.76159433 -4.59562816  0.          0.        ]]",[ 0.51496267  1.38350148],-0.00344672887387,[ 0.51806653  1.26266766],[-0.99160081 -0.86612254],-0.00344672887387
20,"[ 0.92936817  0.21475879  0.69229332  1.20489246  0.4864282   1.29210077
  0.36240432 -0.41419388 -0.37479867 -0.09366422  0.        ]","[[ 0.45456206  1.3949032   0.05762939  0.14990597]
 [ 1.29055255 -0.54547952  0.          0.        ]]",[-0.58629902 -0.49648822],-0.00197560647407,[-0.3668949   0.08508933],[-0.99160081 -0.86612254],-0.00197560647407
21,"[ 0.92792144  0.25405273  0.69533388  1.1899075   0.48642792  1.29209919
  0.00385653 -0.76803594 -0.34413868 -0.07915275  0.        ]","[[ 0.45684232  1.3643825   0.05762939  0.14990597]
 [-1.0547003  -2.5000742   0.          0.        ]]",[ 0.97753865  0.22051787],-0.00491459013192,[ 0.55224472  0.99414563],[-0.99160081 -0.86612254],-0.00491459013192
22,"[ 0.91632017  0.30612337  0.71911976  1.16622916  0.48642765  1.29209762
  0.59841431 -0.60116263 -0.32675798 -0.04784874  0.        ]","[[ 0.47476799  1.32362973  0.05762939  0.14990597]
 [ 2.8342891  -1.57828336  0.          0.        ]]",[-0.63668334 -0.00070497],-0.00713964221201,[-0.71874356  0.36786002],[-0.99160081 -0.86612254],-0.00713964221201
23,"[ 0.89539695  0.34572655  0.75953322  1.14523376  0.48642737  1.29209604
  0.20465869 -0.5959071  -0.34170958 -0.00886036  0.        ]","[[ 0.50561243  1.29235525  0.05762939  0.14990597]
 [ 0.25874523 -1.54925433  0.          0.        ]]",[ -1.02010773e-03   1.06081267e+00],-0.00763884593193,[-0.05451374  0.66460013],[-0.99160081 -0.86612254],-0.00763884593193
24,"[ 0.89183915  0.33430011  0.76611607  1.15155884  0.4864271   1.29209446
  0.20311896  0.12645521 -0.3603085  -0.0076846   0.        ]","[[ 0.51068621  1.30140577  0.05762939  0.14990597]
 [ 0.24867453  2.4410071   0.          0.        ]]",[ 0.24827127 -0.6060239 ],-0.00667401417859,[-0.46341717 -0.46568653],[-0.99160081 -0.86612254],-0.00667401417859
25,"[ 0.88128743  0.30353709  0.78519505  1.16750559  0.48642682  1.29209288
  0.3526525  -0.31673754 -0.41207598 -0.00517107  0.        ]","[[ 0.5254733   1.32566277  0.05762939  0.14990597]
 [ 1.2267696  -0.00714753  0.          0.        ]]",[-0.35460127 -0.20756649],-0.00616127276085,[-0.65731728 -0.06151435],[-0.99160081 -0.86612254],-0.00616127276085
26,"[ 0.87383889  0.31419232  0.79827955  1.1621582   0.48642654  1.2920913
  0.13444206 -0.46543976 -0.4196141   0.00660955  0.        ]","[[ 0.53568808  1.31727826  0.05762939  0.14990597]
 [-0.20053657 -0.82856523  0.          0.        ]]",[-0.38104408  0.49784153],-0.0071561249715,[-0.19015934  0.3235833 ],[-0.99160081 -0.86612254],-0.0071561249715
27,"[ 0.88766165  0.30990601  0.77374329  1.16432998  0.48642627  1.29208972
 -0.09554473 -0.10555149 -0.39177748 -0.01026375  0.        ]","[[ 0.51658391  1.3206531   0.05762939  0.14990597]
 [-1.70487139  1.15942084  0.          0.        ]]",[-0.1644211   0.31883035],-0.00561593052322,[ 0.21680024  0.0285024 ],[-0.99160081 -0.86612254],-0.00561593052322
28,"[ 0.91530925  0.26444401  0.72113118  1.18552394  0.48642599  1.29208814
 -0.18990465  0.11885562 -0.36618498 -0.05888513  0.        ]","[[ 0.47629389  1.35627888  0.05762939  0.14990597]
 [-2.32207623  2.39902275  0.          0.        ]]",[ 0.14101306  0.3848281 ],-0.00353713729863,[ 0.48704481 -0.2095038 ],[-0.99160081 -0.86612254],-0.00353713729863
29,"[ 0.94093628  0.18349034  0.66728599  1.21506462  0.48642572  1.29208656
 -0.09761672  0.38607994 -0.37247917 -0.12007822  0.        ]","[[ 0.43590886  1.4190697   0.05762939  0.14990597]
 [-1.71842536  3.87514259  0.          0.        ]]",[ 0.33109436 -0.77221492],-0.0030226029329,[ 0.19165388 -0.76306844],[-0.99160081 -0.86612254],-0.0030226029329
30,"[ 0.9533498   0.12360272  0.63904705  1.2303352   0.48642544  1.29208498
  0.10799414 -0.18139014 -0.39143511 -0.15876127  0.        ]","[[ 0.4150341   1.46512159  0.05762939  0.14990597]
 [-0.37353429  0.74049892  0.          0.        ]]",[-0.3912682  -0.01220146],-0.00482233263243,[ 0.10209356 -0.1884484 ],[-0.99160081 -0.86612254],-0.00482233263243
31,"[ 0.96632437  0.10509606  0.60772467  1.23394052  0.48642517  1.2920834
 -0.12760085 -0.19273767 -0.37216092 -0.18470321  0.        ]","[[ 0.39210196  1.47930269  0.05762939  0.14990597]
 [-1.91454947  0.67781592  0.          0.        ]]",[ 0.51637964  0.746708  ],-0.00698386469764,[ 0.68448627  0.0393236 ],[-0.99160081 -0.86612254],-0.00698386469764
32,"[ 0.97570873  0.04873993  0.58374048  1.24171984  0.48642489  1.29208182
  0.19053307  0.34001048 -0.39369126 -0.22016141  0.        ]","[[ 0.37468901  1.52238543  0.05762939  0.14990597]
 [ 0.16634792  3.62065733  0.          0.        ]]",[ 0.36375357 -0.36333831],-0.00911286491409,[-0.14528276 -1.02133119],[-0.99160081 -0.86612254],-0.00911286491409
33,"[ 0.96614201 -0.02632151  0.60817398  1.24464473  0.48642462  1.29208024
  0.41016576  0.06654224 -0.48245711 -0.23856094  0.        ]","[[ 0.39242989  1.57964214  0.05762939  0.14990597]
 [ 1.60295425  2.11005052  0.          0.        ]]",[-0.46098309 -1.09557353],-0.0132423557144,[-0.63520074 -1.09795725],[-0.99160081 -0.86612254],-0.0132423557144
34,"[ 0.9586135  -0.02901907  0.62656955  1.24459079  0.48642434  1.29207866
  0.12650114 -0.6577766  -0.50460803 -0.23056311  0.        ]","[[ 0.40587291  1.58169926  0.05762939  0.14990597]
 [-0.25247877 -1.89100364  0.          0.        ]]",[-0.10346764  0.27233595],-0.0142349466169,[ 0.14448807  0.08339947],[-0.99160081 -0.86612254],-0.0142349466169
35,"[ 0.96374     0.00589509  0.61411448  1.24442359  0.48642407  1.29207708
  0.06463464 -0.45577259 -0.46241177 -0.22073896  0.        ]","[[ 0.39676323  1.55507482  0.05762939  0.14990597]
 [-0.65714353 -0.77515901  0.          0.        ]]",[ 0.02318322 -0.17298857],-0.0111133823852,[ 0.26251161 -0.03114614],[-0.99160081 -0.86612254],-0.0111133823852
36,"[ 0.97037388  0.03502576  0.59751059  1.24288156  0.48642379  1.29207551
  0.08066926 -0.5769981  -0.42014923 -0.21753061  0.        ]","[[ 0.38467265  1.53285296  0.05762939  0.14990597]
 [-0.55226187 -1.44479594  0.          0.        ]]",[-0.31032649  0.53289774],-0.00922278456642,[ 0.38686728  0.26532689],[-0.99160081 -0.86612254],-0.00922278456642
37,"[ 0.98258788  0.04476868  0.56533903  1.24207983  0.48642352  1.29207393
 -0.10547792 -0.18979294 -0.3773141  -0.23274721  0.        ]","[[ 0.36141112  1.52541708  0.05762939  0.14990597]
 [-1.76983813  0.69407715  0.          0.        ]]",[ 0.8608519   0.41025608],-0.0101409735605,[ 0.68999112 -0.05959082],[-0.99160081 -0.86612254],-0.0101409735605
38,"[ 0.98302788  0.00539904  0.56413492  1.24443442  0.48642324  1.29207235
  0.42068556  0.10168456 -0.40913171 -0.24877661  0.        ]","[[ 0.36054478  1.55545307  0.05762939  0.14990597]
 [ 1.67176114  2.3041625   0.          0.        ]]",[-0.45897014 -0.99303274],-0.0111906253355,[-0.46620166 -0.94037902],[-0.99160081 -0.86612254],-0.0111906253355
39,"[ 0.97531125 -0.00270175  0.58476272  1.24462859  0.48642296  1.29207077
  0.13803538 -0.6183358  -0.43788743 -0.24047086  0.        ]","[[ 0.37543059  1.56163074  0.05762939  0.14990597]
 [-0.17703245 -1.67313986  0.          0.        ]]",[ 0.37681257 -0.27835121],-0.0112658618926,[ 0.29480165  0.20230715],[-0.99160081 -0.86612254],-0.0112658618926
40,"[ 0.96916855  0.05521794  0.60055945  1.24105817  0.48642269  1.29206919
  0.36658905 -0.81191303 -0.40651978 -0.20769849  0.        ]","[[ 0.38688934  1.51743934  0.05762939  0.14990597]
 [ 1.31792088 -2.7424388   0.          0.        ]]",[ 0.07205147  0.35099429],-0.00830187700792,[-0.02228694  0.45592609],[-0.99160081 -0.86612254],-0.00830187700792
41,"[ 0.95286919  0.10799998  0.64014398  1.2333947   0.48642241  1.29206761
  0.40615289 -0.5504964  -0.40591561 -0.16390996  0.        ]","[[ 0.41584427  1.477079    0.05762939  0.14990597]
 [ 1.57670621 -1.29840926  0.          0.        ]]",[-0.62474043 -0.24367612],-0.00525876814584,[-0.31809443  0.08635604],[-0.99160081 -0.86612254],-0.00525876814584
42,"[ 0.94910618  0.15411536  0.64884952  1.2232275   0.48642214  1.29206603
  0.02343069 -0.72042497 -0.37652143 -0.1417806   0.        ]","[[ 0.42226131  1.44169284  0.05762939  0.14990597]
 [-0.92664836 -2.23707498  0.          0.        ]]",[ 0.8990262   0.50433431],-0.00403827522762,[ 0.52899551  0.74133986],[-0.99160081 -0.86612254],-0.00403827522762
43,"[ 0.93866711  0.18562318  0.67225192  1.21439861  0.48642186  1.29206445
  0.57009428 -0.35102528 -0.37640829 -0.11621682  0.        ]","[[ 0.4396044   1.41742454  0.05762939  0.14990597]
 [ 2.64903413 -0.19656141  0.          0.        ]]",[-1.0339068   0.04090706],-0.00256836813675,[-0.76804537 -0.19959375],[-0.99160081 -0.86612254],-0.00256836813675
44,"[ 0.93074259  0.18855012  0.68933461  1.21349898  0.48642159  1.29206287
 -0.04293592 -0.32085067 -0.39401183 -0.10451718  0.        ]","[[ 0.45235374  1.41516565  0.05762939  0.14990597]
 [-1.36074336 -0.02988186  0.          0.        ]]",[ 0.45994371  0.08655799],-0.00101442502199,[ 0.35823929  0.19400899],[-0.99160081 -0.86612254],-0.00101442502199
