timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.04699405  1.33783745  0.01789042 -1.21479884 -1.72107381  0.07041097
  0.1803839  -0.31854319  3.70278424 -0.23929714  0.        ]","[[-0.01586744  0.0147656  -0.19779473  0.00911598]
 [-0.00095128 -0.00239553  0.          0.        ]]",[ 0.98916816  2.22745961],-0.4079256983,[ 1.70423651  2.24054599],[-0.83907622 -0.66819543],-0.4079256983
1,"[ 1.04677781  1.33608487  0.07627956 -1.11215273 -1.72106985  0.07041093
  0.74092806  0.3646221   3.69925408 -0.07521004  0.        ]","[[ 0.02335888  0.05443073 -0.19779473  0.00911598]
 [ 3.91056612  3.95572169  0.          0.        ]]",[ 1.3987573   2.95211717],-0.40743893101,[ 1.56722164  1.94531679],[-0.83907622 -0.66819543],-0.40743893101
2,"[ 1.03276443  1.31904333  0.24993035 -0.80862537 -1.7210659   0.07041089
  1.29653845  1.03426158  3.63905901  0.4069095   0.        ]","[[ 0.14046996  0.17247202 -0.19779473  0.00911598]
 [ 7.78766377  7.83547703  0.          0.        ]]",[ 1.55375614  0.11268401],-0.403333811425,[ 1.70358491  1.54572952],[-0.83907622 -0.66819543],-0.403333811425
3,"[ 0.96614318  1.26826391  0.53003814 -0.40881166 -1.72106194  0.07041085
  1.84138772  1.08422772  3.40964474  1.09728759  0.        ]","[[  3.34369593e-01   3.32086355e-01  -1.97794729e-01   9.11598215e-03]
 [  1.15896898e+01   8.12497811e+00   0.00000000e+00   0.00000000e+00]]",[ 2.28702158  0.79378441],-0.389663891628,[ 2.25261831  1.1611501 ],[-0.83907622 -0.66819543],-0.389663891628
4,"[ 0.78867894  1.1664695   0.88640693  0.04371941 -1.72105798  0.0704108
  2.3753843   1.59865428  2.89070905  1.818612    0.        ]","[[  6.03549360e-01   5.24490603e-01  -1.97794729e-01   9.11598215e-03]
 [  1.53160214e+01   1.11054753e+01   0.00000000e+00   0.00000000e+00]]",[ 1.5881189   1.30733073],-0.358770625062,[ 2.13344383  0.36682525],[-0.83907622 -0.66819543],-0.358770625062
5,"[ 0.43925641  0.96545173  1.24936364  0.57564884 -1.72105403  0.07041076
  2.89895171  2.24376562  1.99815212  2.25649557  0.        ]","[[  9.46524560e-01   7.84102289e-01  -1.97794729e-01   9.11598215e-03]
 [  1.89696338e+01   1.48431621e+01   0.00000000e+00   0.00000000e+00]]",[ 1.26076766 -1.13619056],-0.299369600716,[ 0.94946164 -0.96660578],[-0.83907622 -0.66819543],-0.299369600716
6,"[-0.11250501  0.70989284  1.49776604  0.97788706 -1.72105007  0.07041072
  3.41266341  1.50918007  0.97635792  2.02674993  0.        ]","[[  1.36188597e+00   1.03826444e+00  -1.97794729e-01   9.11598215e-03]
 [  2.25545519e+01   1.05871324e+01   0.00000000e+00   0.00000000e+00]]",[-1.35289139 -1.64657981],-0.213190305788,[-0.88856477 -1.79121768],[-0.83907622 -0.66819543],-0.213190305788
7,"[-0.70380418  0.51470694  1.50103511  1.16807002 -1.72104612  0.07041068
  2.78206137  0.7895057   0.29262933  1.29605474  0.        ]","[[  1.76882959e+00   1.20817093e+00  -1.97794729e-01   9.11598215e-03]
 [  1.81542046e+01   6.41747993e+00   0.00000000e+00   0.00000000e+00]]",[-0.98498276 -1.91794426],-0.127604394205,[-1.45537305 -1.90686095],[-0.83907622 -0.66819543],-0.127604394205
8,"[-1.14094253  0.4089217   1.33452264  1.23897008 -1.72104216  0.07041064
  2.17227061  0.08415093  0.00901462  0.57000893  0.        ]","[[  2.08922188e+00   1.29551669e+00  -1.97794729e-01   9.11598215e-03]
 [  1.38990171e+01   2.33078934e+00   0.00000000e+00   0.00000000e+00]]",[-2.16611015 -1.16815116],-0.0659367522487,[-1.71567702 -1.69078934],[-0.83907622 -0.66819543],-0.0659367522487
9,"[-1.41748967  0.40102186  1.12669054  1.24344127 -1.7210382   0.0704106
  1.56592528 -0.60716494 -0.08622321  0.06456745  0.        ]","[[  2.32475023e+00   1.30194480e+00  -1.97794729e-01   9.11598215e-03]
 [  9.66783499e+00  -1.67456336e+00   0.00000000e+00   0.00000000e+00]]",[-1.14095622 -1.29287781],-0.0343807293854,[-1.66191745 -1.12622857],[-0.83907622 -0.66819543],-0.0343807293854
