timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06899605  1.31757676 -0.08036664 -1.05714926 -1.50299087  0.44428025
  0.15590016 -0.31731961  3.56136076 -0.8701675   0.        ]","[[ -6.59807350e-02   9.88412656e-02  -1.73698895e-01   5.04673858e-02]
 [ -2.35094504e-03   1.56618657e-04   0.00000000e+00   0.00000000e+00]]",[ 1.72290115  2.87883899],-0.387129064326,[ 2.30598927  2.64510107],[-0.95197749 -0.80382007],-0.387129064326
1,"[ 1.07163407  1.3114819  -0.02159387 -0.95470269 -1.50298842  0.44427998
  0.74151663  0.38388203  3.55669659 -0.69613073  0.        ]","[[-0.02635205  0.1385568  -0.1736989   0.05046739]
 [ 3.95206449  3.95820979  0.          0.        ]]",[ 1.65271728  2.48384675],-0.385139040495,[ 2.02582026  2.31776619],[-0.95197749 -0.80382007],-0.385139040495
2,"[ 1.06608623  1.28146075  0.153315   -0.65405545 -1.50298598  0.44427972
  1.31557078  1.07120277  3.49164628 -0.18732875  0.        ]","[[ 0.09158135  0.25664734 -0.1736989   0.05046739]
 [ 7.82841202  7.83791343  0.          0.        ]]",[ 1.94497141  2.16124423],-0.376697922738,[ 1.75479805  1.89314246],[-0.95197749 -0.80382007],-0.376697922738
3,"[ 1.01339923  1.19403148  0.43679937 -0.1798503  -1.50298353  0.44427945
  1.87833877  1.74490455  3.22656823  0.576624    0.        ]","[[  0.2862764    0.45156095  -0.1736989    0.05046739]
 [ 11.62856696  11.64075618   0.           0.        ]]",[ 2.22837133  1.59412518],-0.35481961617,[ 2.1047368  1.3664093],[-0.95197749 -0.80382007],-0.35481961617
4,"[ 0.8545777   1.00081106  0.80146747  0.40298935 -1.50298109  0.44427919
  2.43014391  2.40523044  2.5999825   1.34513248  0.        ]","[[  0.55623066   0.72177446  -0.1736989    0.05046739]
 [ 15.35472723  15.36812643   0.           0.        ]]",[ 1.95222297  0.16480448],-0.309688251307,[ 1.80825305  0.38253587],[-0.95197749 -0.80382007],-0.309688251307
5,"[ 0.52605822  0.69238013  1.18058056  0.91717935 -1.50297865  0.44427892
  2.97143604  2.46654955  1.63449258  1.66272527  0.        ]","[[  0.89999659   1.03261107  -0.1736989    0.05046739]
 [ 19.00994843  15.71430287   0.           0.        ]]",[ 0.17898841 -1.02422746],-0.236376366497,[ 0.26140732 -1.00574327],[-0.95197749 -0.80382007],-0.236376366497
6,"[ 0.03781074  0.36981195  1.44146404  1.19253027 -1.5029762   0.44427865
  3.02118325  1.70968586  0.72070608  1.28539046  0.        ]","[[  1.28356865   1.30403257  -0.1736989    0.05046739]
 [ 19.34597527  11.44205207   0.           0.        ]]",[-1.21323915 -2.19857995],-0.149798553735,[-1.18459368 -1.84908175],[-0.95197749 -0.80382007],-0.149798553735
7,"[-0.45205665  0.13171733  1.499946    1.27612616 -1.50297376  0.44427839
  2.37883748  0.96802015  0.20034134  0.57965491  0.        ]","[[  1.62697187   1.4908686   -0.1736989    0.05046739]
 [ 15.00849768   7.25557171   0.           0.        ]]",[-1.56970145 -1.98151808],-0.0779707958437,[-1.59678435 -2.32876348],[-0.95197749 -0.80382007],-0.0779707958437
8,"[-0.81632469 -0.00283914  1.42983852  1.28366938 -1.50297131  0.44427812
  1.74899218  0.24110743  0.00344206 -0.02236219  0.        ]","[[  1.884471     1.59481059  -0.1736989    0.05046739]
 [ 10.75539199   3.1523632    0.           0.        ]]",[-1.11219144 -2.18730606],-0.0399079975725,[-1.58630538 -2.32781959],[-0.95197749 -0.80382007],-0.0399079975725
9,"[-1.04632602 -0.03222591  1.32970326  1.28158308 -1.50296887  0.44427786
  1.13149615 -0.47135697 -0.06736866 -0.38341701  0.        ]","[[ 2.05774336  1.61750683 -0.1736989   0.05046739]
 [ 6.58565724 -0.86928925  0.          0.        ]]",[-2.03159271 -2.06136153],-0.0369154743002,[-1.41160977 -1.66538906],[-0.95197749 -0.80382007],-0.0369154743002
