timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.05142592  2.01055307  0.14661909 -0.82462127 -1.66549087  1.01404975
  0.28138897 -0.37037458  2.67197383 -0.9571643   0.        ]","[[ 0.0605445  -0.01924765 -0.19072081  0.11773685]
 [-0.00047598 -0.00396384  0.          0.        ]]",[ 2.06667591  1.85645471],-0.414530131527,[ 1.61978424  1.84164429],[-0.21539073 -0.1301194 ],-0.414530131527
1,"[ 1.04694101  2.01049701  0.20688109 -0.70376716 -1.6654747   1.01404446
  0.63357868  0.18950876  2.66448065 -0.85154362  0.        ]","[[ 0.10021013  0.02038626 -0.19072081  0.11773685]
 [ 3.9538782   3.95416825  0.          0.        ]]",[ 1.56644301 -0.25214994],-0.410448608341,[ 1.36390662  1.78991675],[-0.21539073 -0.1301194 ],-0.410448608341
2,"[ 1.02064159  2.00552828  0.3843499  -0.49594715 -1.66545854  1.01403917
  0.97897526  0.0369943   2.61928979 -0.58718866  0.        ]","[[ 0.21819785  0.0886516  -0.19072081  0.11773685]
 [ 7.83198388  2.87596158  0.          0.        ]]",[ 2.38369812  1.94630111],-0.398206149924,[ 1.07790709  1.71884131],[-0.21539073 -0.1301194 ],-0.398206149924
3,"[ 0.93574916  1.98796785  0.66611423 -0.20406439 -1.66544237  1.01403388
  1.31737104  0.58881531  2.47383106 -0.19271449  0.        ]","[[  0.4129592    0.18531218  -0.19072081   0.11773685]
 [ 11.63153419   6.77708765   0.           0.        ]]",[ 0.60636534  3.10785063],-0.373539524131,[ 0.65686452  1.57557464],[-0.21539073 -0.1301194 ],-0.373539524131
4,"[ 0.75224117  1.92586827  0.99775715  0.30608892 -1.66542621  1.01402859
  1.51041218  1.12978005  2.13220007  0.2577655   0.        ]","[[  0.6673369    0.35922567  -0.19072081   0.11773685]
 [ 13.79911223  10.60149098   0.           0.        ]]",[-0.98234417  1.28092779],-0.328460607327,[ 0.1944955   1.36275172],[-0.21539073 -0.1301194 ],-0.328460607327
5,"[ 0.52001261  1.77183956  1.24988812  0.97819952 -1.66541005  1.0140233
  1.13993076  1.66034375  1.64626893  0.52712199  0.        ]","[[  0.90158336   0.60889004  -0.19072081   0.11773685]
 [  9.6394684   14.35243336   0.           0.        ]]",[-0.5916877   3.06788364],-0.26879641736,[ 0.00253222  1.16687608],[-0.21539073 -0.1301194 ],-0.26879641736
6,"[ 0.32401437  1.47318943  1.39071872  1.68365478 -1.66539388  1.01401801
  0.91448632  2.18029643  1.16264927  0.52193799  0.        ]","[[  1.06897496   0.93282196  -0.19072081   0.11773685]
 [  7.10825256  18.02849228   0.           0.        ]]",[-0.03292052  0.95575399],-0.205134416137,[-0.18270883  0.95630634],[-0.21539073 -0.1301194 ],-0.205134416137
7,"[ 0.14602611  1.00148409  1.47965654  2.19382563 -1.66537772  1.01401272
  0.89050617  2.66504042  0.74716886  0.25868126  0.        ]","[[  1.2084367    1.32777957  -0.19072081   0.11773685]
 [  6.83905244  21.45583919   0.           0.        ]]",[ 0.09732984  0.72426204],-0.141037278905,[-0.36819014  0.75223279],[-0.21539073 -0.1301194 ],-0.141037278905
8,"[-0.04144651  0.40386374  1.54086775  2.21601377 -1.66536156  1.01400743
  0.913035    3.01048423  0.50820742 -0.21937574  0.        ]","[[  1.34775449   1.7814052   -0.19072081   0.11773685]
 [  7.09205164  23.89858375   0.           0.        ]]",[-2.01599108  0.415956  ],-0.104561377552,[-0.49269569  0.60504723],[-0.21539073 -0.1301194 ],-0.104561377552
9,"[-0.18099481 -0.17481987  1.56722821  1.56559312 -1.6653454   1.01400214
  0.54826932  3.17646187  0.5659464  -0.71857808  0.        ]","[[  1.44850715   2.27115717  -0.19072081   0.11773685]
 [  2.99653078  25.0726654    0.           0.        ]]",[ 0.3696356   1.69837268],-0.13583464981,[-0.44381553  0.56217581],[-0.21539073 -0.1301194 ],-0.13583464981
10,"[-0.28473615 -0.57373274  1.57682355  0.23436781 -1.66532924  1.01399685
  0.67351614  3.66616374  0.88361853 -1.06378109  0.        ]","[[  1.52254851   2.80735748  -0.19072081   0.11773685]
 [  4.40281147  28.53583971   0.           0.        ]]",[ 0.60502664  2.03510688],-0.195558986624,[-0.40280625  0.56586468],[-0.21539073 -0.1301194 ],-0.195558986624
11,"[-0.44108497 -0.64078552  1.57556225 -1.06690551 -1.66531308  1.01399156
  0.87904877  0.47813038  1.24844295 -1.11518547  0.        ]","[[ 1.6337658   3.24044836 -0.19072081  0.11773685]
 [ 6.71054259  5.9956065   0.          0.        ]]",[ 0.06478905  0.71270407],-0.240374800279,[-0.09502605  0.7161743 ],[-0.21539073 -0.1301194 ],-0.240374800279
12,"[-0.62982772 -0.64304304  1.54866407 -1.00900531 -1.66529692  1.01398627
  0.89001919 -0.98433304  1.22776998 -1.10880237  0.        ]","[[ 1.76921128  3.22138599 -0.19072081  0.11773685]
 [ 6.83376266 -4.34441366  0.          0.        ]]",[ 0.32536232  0.08057654],-0.237555823728,[-0.00210609  0.75940979],[-0.21539073 -0.1301194 ],-0.237555823728
13,"[-0.830459   -0.64716417  1.48788472 -0.72760378 -1.66528076  1.01398099
  0.99269867 -1.00555098  1.16223746 -1.12809949  0.        ]","[[ 1.91745403  3.12901909 -0.19072081  0.11773685]
 [ 7.98668636 -4.49446656  0.          0.        ]]",[-0.77206622 -0.3065934 ],-0.231214444948,[-0.05388243  0.73123223],[-0.21539073 -0.1301194 ],-0.231214444948
