timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.06783137  1.32177001 -0.08192065 -1.51451852  0.93402935  0.85556519
  0.15667159 -0.31802063  0.6458775  -1.78411987  0.        ]","[[-0.06719736 -0.07857699  0.10711445  0.09761776]
 [-0.00050696 -0.00267118  0.          0.        ]]",[ 1.93836347  3.00156539],-0.157402582796,[ 2.23569798  2.96466208],[-0.94851673 -0.79974777],-0.157402582796
1,"[ 1.07054122  1.32478218 -0.02308496 -1.41166261  0.93402847  0.85556444
  0.7407553   0.38203459  0.65733669 -1.61104671  0.        ]","[[-0.0275323  -0.03891746  0.10711445  0.09761776]
 [ 3.95384923  3.95543848  0.          0.        ]]",[ 0.76707983  1.89536523],-0.148736984668,[ 0.68531018  1.97744155],[-0.94851673 -0.79974777],-0.148736984668
2,"[ 1.06633164  1.32171078  0.13823927 -1.10522684  0.93402759  0.8555637
  1.17719415  1.06829704  0.6422996  -1.12150798  0.        ]","[[ 0.0811907   0.0791219   0.10711445  0.09761776]
 [ 6.90862803  7.83556753  0.          0.        ]]",[-1.12848915  0.57439269],-0.124128150559,[-0.82841027  1.27493286],[-0.94851673 -0.79974777],-0.124128150559
3,"[ 1.0482011   1.28320798  0.28117721 -0.64991713  0.93402671  0.85556295
  0.57259367  1.44339066  0.53805982 -0.59440587  0.        ]","[[ 0.1782943   0.25711191  0.10711445  0.09761776]
 [ 2.81537624  9.95635672  0.          0.        ]]",[-0.03799406  0.65861789],-0.0969992421884,[-0.56239134  0.9707911 ],[-0.94851673 -0.79974777],-0.0969992421884
4,"[ 1.03223235  1.1792217   0.36001598 -0.10985673  0.93402583  0.8555622
  0.54207714  1.86977614  0.35623819 -0.1715861   0.        ]","[[  0.23252841   0.48042746   0.10711445   0.09761776]
 [  2.60877629  12.3671623    0.           0.        ]]",[-1.76185585  0.86080126],-0.0734493543549,[-1.35496783  0.00153023],[-0.94851673 -0.79974777],-0.0734493543549
5,"[ 1.02815281  0.96999147  0.37727188  0.47839713  0.93402495  0.85556146
 -0.04998689  2.42954156  0.10434544  0.13008139  0.        ]","[[  0.24448667   0.75952609   0.10711445   0.09761776]
 [ -1.39960145  15.53212534   0.           0.        ]]",[-1.65503643 -1.30263898],-0.0526710649515,[-0.78614831 -1.07502103],[-0.94851673 -0.79974777],-0.0526710649515
6,"[ 1.04850429  0.70062964  0.27942124  0.91321727  0.93402407  0.85556071
 -0.63006576  1.67504171 -0.08385701  0.17548655  0.        ]","[[  0.17709342   1.02736756   0.10711445   0.09761776]
 [ -5.32683842  11.26618871   0.           0.        ]]",[ 1.68224308 -0.72686581],-0.0381983490753,[ 0.77950478 -1.05425286],[-0.94851673 -0.79974777],-0.0381983490753
7,"[ 1.06214557  0.47423147  0.18277846  1.13066217  0.93402318  0.85555996
 -0.02990644  1.12635957 -0.21303553  0.14381056  0.        ]","[[ 0.11132321  1.22156495  0.10711445  0.09761776]
 [-1.26365768  8.16393517  0.          0.        ]]",[-0.15671192 -1.4205937 ],-0.0273261539859,[-0.3818568  -1.00844479],[-0.94851673 -0.79974777],-0.0273261539859
8,"[ 1.066453    0.32300383  0.13660862  1.22066356  0.9340223   0.85555922
 -0.11765757  0.39748195 -0.31091835  0.12739577  0.        ]","[[ 0.08008993  1.34349545  0.10711445  0.09761776]
 [-1.85774787  4.04284589  0.          0.        ]]",[ 0.19128898 -0.41765706],-0.0210722112562,[ 0.0125058  -0.44047534],[-0.94851673 -0.79974777],-0.0210722112562
9,"[  1.06920952e+00   2.42437729e-01   9.33574308e-02   1.25269564e+00
   9.34021422e-01   8.55558470e-01  -3.61896785e-04   9.08031674e-02
  -3.47471226e-01   9.41781729e-02   0.00000000e+00]","[[ 0.05090256  1.40695487  0.10711445  0.09761776]
 [-1.063637    2.30887813  0.          0.        ]]",[ 0.49251022  0.01759649],-0.0175429500665,[-0.09359723 -0.17235667],[-0.94851673 -0.79974777],-0.0175429500665
10,"[ 1.06931736  0.18295527  0.09112327  1.26959526  0.93402054  0.85555772
  0.29063529  0.094971   -0.39810019  0.09822434  0.        ]","[[ 0.04939629  1.45336882  0.10711445  0.09761776]
 [ 0.90646163  2.3324434   0.          0.        ]]",[-0.24725812 -0.32291073],-0.017066239734,[-0.91656679 -0.48800451],[-0.94851673 -0.79974777],-0.017066239734
11,"[ 1.06868868  0.13999442  0.10318632  1.27831011  0.93401966  0.85555698
  0.14349433 -0.13930142 -0.44557461  0.11232846  0.        ]","[[ 0.05753078  1.48672775  0.10711445  0.09761776]
 [-0.08970528  1.00786329  0.          0.        ]]",[-0.46469158 -0.63130462],-0.0186122588041,[-0.46147966 -0.17654079],[-0.94851673 -0.79974777],-0.0186122588041
