timestep,obs,human_obs,actions,rewards,avg_action_dist,logstd_action_dist,original_rewards
0,"[ 1.07093377  1.82842878 -0.13111333 -0.50789977  1.3199816   1.25446089
  0.22345193 -0.3448952   0.14499415 -1.29520561  0.        ]","[[-0.08637362  0.06434095  0.15397633  0.14658422]
 [-0.00258378  0.00100029  0.          0.        ]]",[ 0.42541825  0.55358698],-0.167160415414,[ 0.24656767  1.0279882 ],[-0.17888603 -0.15730129],-0.167160415414
1,"[ 1.07274708  1.82628216 -0.10559105 -0.44786943  1.31996634  1.25444728
  0.36683375 -0.0363991   0.14598994 -1.24824109  0.        ]","[[-0.06954823  0.08634701  0.15397633  0.14658422]
 [ 1.67952541  2.19230472  0.          0.        ]]",[-0.49889561  0.9888849 ],-0.161614299543,[ 0.1564544   0.98621494],[-0.17888603 -0.15730129],-0.161614299543
2,"[ 1.07391138  1.81281591 -0.08518093 -0.22352584  1.31995109  1.25443367
  0.1956459   0.50884141  0.14177942 -1.15431699  0.        ]","[[-0.05610746  0.16905169  0.15397633  0.14658422]
 [-0.32875319  6.06525298  0.          0.        ]]",[-0.37139339  0.21934519],-0.150285608821,[ 0.11743618  0.94907409],[-0.17888603 -0.15730129],-0.150285608821
3,"[ 1.07192996  1.77479066 -0.11744519  0.1190807   1.31993583  1.25442006
  0.07094137  0.61428342  0.12703115 -1.07895482  0.        ]","[[-0.07736083  0.2978717   0.15397633  0.14658422]
 [-1.79171369  6.81424716  0.          0.        ]]",[ 0.48066725  1.04920408],-0.140644728895,[ 0.1321663   0.93874496],[-0.17888603 -0.15730129],-0.140644728895
4,"[ 1.06996872  1.69114926 -0.14232707  0.56129042  1.31992058  1.25440646
  0.23593752  1.15262135  0.09008964 -0.96071309  0.        ]","[[ -0.09377475   0.47252358   0.15397633   0.14658422]
 [  0.14393342  10.63820456   0.           0.        ]]",[ 0.18240018  1.35660789],-0.124790976188,[-0.00902577  0.85499698],[-0.17888603 -0.15730129],-0.124790976188
5,"[ 1.07120179  1.51184531 -0.1270496   1.12599269  1.31990532  1.25439285
  0.29712839  1.68035068 -0.00683561 -0.75577861  0.        ]","[[ -0.08369454   0.72289977   0.15397633   0.14658422]
 [  0.86180079  14.38692496   0.           0.        ]]",[-1.06774181 -0.48790444],-0.0955613774253,[-0.17167342  0.74431753],[-0.17888603 -0.15730129],-0.0955613774253
6,"[ 1.0682072   1.25684751 -0.16130769  1.60085126  1.31989007  1.25437924
 -0.04148341  1.36843153 -0.13711653 -0.62106407  0.        ]","[[ -0.10631295   0.98840981   0.15397633   0.14658422]
 [ -3.11055857  12.17142451   0.           0.        ]]",[ 0.18085005  0.43184865],-0.0738796034731,[-0.11691613  0.724204  ],[-0.17888603 -0.15730129],-0.0738796034731
7,"[ 1.05812112  0.96157426 -0.24335386  1.90924683  1.31987481  1.25436564
  0.02476015  1.57517948 -0.27272559 -0.56584981  0.        ]","[[ -0.1607277    1.24657454   0.15397633   0.14658422]
 [ -2.33343739  13.6401622    0.           0.        ]]",[-0.64888122  1.41795944],-0.065393449035,[-0.19729438  0.65186787],[-0.17888603 -0.15730129],-0.065393449035
8,"[ 1.03854649  0.57352221 -0.35072502  2.05144611  1.31985956  1.25435203
 -0.19021004  2.09461365 -0.45337642 -0.54778813  0.        ]","[[ -0.23269913   1.55640128   0.15397633   0.14658422]
 [ -4.85530619  17.33017145   0.           0.        ]]",[-0.10987495  0.34455801],-0.0696642779174,[-0.23374838  0.595671  ],[-0.17888603 -0.15730129],-0.0696642779174
9,"[ 0.99951862  0.12676554 -0.49749738  1.89284828  1.3198443   1.25433843
 -0.21904983  2.23831225 -0.66869819 -0.59761622  0.        ]","[[ -0.33319997   1.91325025   0.15397633   0.14658422]
 [ -5.19364154  18.35131609   0.           0.        ]]",[-0.22193244  0.34739647],-0.0919858251656,[-0.23549825  0.5749259 ],[-0.17888603 -0.15730129],-0.0919858251656
10,"[ 0.94062685 -0.28569547 -0.65460111  1.37338761  1.31982905  1.25432482
 -0.28513257  2.38073359 -0.90037695 -0.71169067  0.        ]","[[ -0.44485074   2.29043202   0.15397633   0.14658422]
 [ -5.9688806   19.36347748   0.           0.        ]]",[-0.65103885  0.75502078],-0.125561205433,[-0.1997883  0.5800513],[-0.17888603 -0.15730129],-0.125561205433
11,"[ 0.84167418 -0.60029157 -0.84497686  0.47572462  1.3198138   1.25431122
 -0.49473904  2.74750164 -1.14010122 -0.90334564  0.        ]","[[ -0.58889901   2.70384949   0.15397633   0.14658422]
 [ -8.42781768  21.96955882   0.           0.        ]]",[ 0.3123771   1.18819762],-0.167307367995,[-0.1256593   0.60071748],[-0.17888603 -0.15730129],-0.167307367995
12,"[ 0.70899937 -0.71992096 -1.02957734 -0.59614871  1.31979855  1.25429762
 -0.37512624  0.96373342 -1.31994431 -1.09306006  0.        ]","[[-0.74337256  3.10952536  0.15397633  0.14658422]
 [-7.024658    9.29806637  0.          0.        ]]",[-0.59131231 -0.15929467],-0.20242795417,[ 0.01589404  0.66734004],[-0.17888603 -0.15730129],-0.20242795417
13,"[ 0.54307129 -0.72054214 -1.19731358 -0.7026387   1.3197833   1.25428401
 -0.5628853  -0.62729884 -1.37440584 -1.1523798   0.        ]","[[-0.90596704  3.14846084  0.15397633  0.14658422]
 [-9.22729304 -2.00434512  0.          0.        ]]",[ 1.49409489  0.32099819],-0.213222723352,[ 0.19686484  0.75764173],[-0.17888603 -0.15730129],-0.213222723352
14,"[ 0.37828092 -0.71916777 -1.31884217 -0.55573297  1.31976805  1.25427041
 -0.20980589 -0.7251953  -1.32770092 -1.12040132  0.        ]","[[-1.04895573  3.09474225  0.15397633  0.14658422]
 [-5.08534721 -2.69981397  0.          0.        ]]",[ 0.96226795  0.53865978],-0.205539643331,[ 0.16970545  0.74846208],[-0.17888603 -0.15730129],-0.205539643331
15,"[ 0.30163251 -0.71526234 -1.36360317 -0.43473495  1.3197528   1.25425681
  0.12355509 -0.58453621 -1.29050134 -1.10526573  0.        ]","[[-1.11142603  3.05040222  0.15397633  0.14658422]
 [-1.17471593 -1.70062709  0.          0.        ]]",[ 0.37450534  1.15228052],-0.20029744123,[ 0.11731412  0.72634411],[-0.17888603 -0.15730129],-0.20029744123
16,"[ 0.29115546 -0.71199078 -1.36919427 -0.36733968  1.31973755  1.25424321
  0.25193947 -0.46519099 -1.27163368 -1.09819056  0.        ]","[[-1.1198094   3.02563279  0.15397633  0.14658422]
 [ 0.33135566 -0.85284484  0.          0.        ]]",[-0.92708789 -0.72538315],-0.19769925206,[ 0.08866172  0.7138719 ],[-0.17888603 -0.15730129],-0.19769925206
17,"[ 0.25298201 -0.70391861 -1.38861991 -0.24351719  1.3197223   1.25422961
 -0.0615327  -0.86715581 -1.23494785 -1.0889904   0.        ]","[[-1.15007775  2.97992577  0.15397633  0.14658422]
 [-3.34592907 -3.70834027  0.          0.        ]]",[ 0.09161424  1.61363676],-0.193056916521,[ 0.17349021  0.75185061],[-0.17888603 -0.15730129],-0.193056916521
18,"[ 0.1724061  -0.69627972 -1.4247637  -0.15279067  1.31970705  1.25421601
 -0.02494988 -0.2994219  -1.20292742 -1.09023815  0.        ]","[[-1.21269054  2.94622352  0.15397633  0.14658422]
 [-2.91678599  0.32467466  0.          0.        ]]",[ 2.10999833  0.20483551],-0.189849418841,[ 0.14791116  0.73746282],[-0.17888603 -0.15730129],-0.189849418841
19,"[ 0.14883263 -0.69975043 -1.43412915 -0.19193967  1.3196918   1.25420241
  0.31748749 -0.18612777 -1.21216183 -1.09461947  0.        ]","[[-1.2307219   2.96079184  0.15397633  0.14658422]
 [ 1.10026417  1.12947604  0.          0.        ]]",[ 2.82507992  0.59124094],-0.191186394761,[ 0.0827861   0.71049076],[-0.17888603 -0.15730129],-0.191186394761
20,"[ 0.22858197 -0.70894259 -1.4001999  -0.31580999  1.31967656  1.25418881
  0.65314917  0.02992098 -1.25282819 -1.09670842  0.        ]","[[-1.16920932  3.00664736  0.15397633  0.14658422]
 [ 5.03784467  2.66421539  0.          0.        ]]",[-0.60398619  0.26682912],-0.195599959333,[-0.01411691  0.66979158],[-0.17888603 -0.15730129],-0.195599959333
21,"[ 0.32394644 -0.7118296  -1.35115191 -0.36478643  1.31966131  1.25417521
  0.44077949 -0.3589485  -1.27442447 -1.09674703  0.        ]","[[-1.0934478   3.02469438  0.15397633  0.14658422]
 [ 2.54663937 -0.09818461  0.          0.        ]]",[-1.33480604  0.88941108],-0.19788348118,[ 0.03887078  0.69282305],[-0.17888603 -0.15730129],-0.19788348118
22,"[ 0.33713287 -0.71085863 -1.34357792 -0.34760696  1.31964606  1.25416161
  0.09896177 -0.39966851 -1.27022259 -1.09386548  0.        ]","[[-1.08274591  3.01836954  0.15397633  0.14658422]
 [-1.46308129 -0.38745755  0.          0.        ]]",[ 2.05523929 -0.31681819],-0.19719616083,[ 0.10487337  0.71935505],[-0.17888603 -0.15730129],-0.19719616083
23,"[ 0.35030736 -0.70741816 -1.33581284 -0.29268291  1.31963082  1.25414801
  0.43894371 -0.57515771 -1.25654266 -1.08685407  0.        ]","[[-1.07199262  2.9981126   0.15397633  0.14658422]
 [ 2.52511872 -1.63408316  0.          0.        ]]",[-0.22961684  0.07584238],-0.195155513979,[ 0.05017997  0.69844431],[-0.17888603 -0.15730129],-0.195155513979
24,"[ 0.39968045 -0.70151783 -1.30493591 -0.21341055  1.31961557  1.25413441
  0.35718126 -0.5283316  -1.23997644 -1.07436388  0.        ]","[[-1.03111316  2.96876813  0.15397633  0.14658422]
 [ 1.56602366 -1.30147099  0.          0.        ]]",[ 0.05701282  1.65708843],-0.192344839368,[ 0.05406494  0.6988253 ],[-0.17888603 -0.15730129],-0.192344839368
25,"[ 0.43899151 -0.70445293 -1.27818735 -0.25106682  1.31960033  1.25412081
  0.37379428  0.03270647 -1.25381496 -1.07608871  0.        ]","[[-0.99783722  2.98272514  0.15397633  0.14658422]
 [ 1.76092312  2.68388896  0.          0.        ]]",[ 0.24741063  1.4206814 ],-0.193956346306,[ 0.00265449  0.67375392],[-0.17888603 -0.15730129],-0.193956346306
26,"[ 0.49047328 -0.71185532 -1.24004214 -0.36565916  1.31958508  1.25410722
  0.45432034 -0.24855191 -1.28957669 -1.09063003  0.        ]","[[-0.95314056  3.02501757  0.15397633  0.14658422]
 [ 2.70555488  0.68595799  0.          0.        ]]",[-2.24309186 -0.00404457],-0.198992365005,[-0.00905718  0.67091429],[-0.17888603 -0.15730129],-0.198992365005
27,"[ 0.50609995 -0.71161012 -1.22770854 -0.36128093  1.31956984  1.25409362
  0.11222491 -0.40954317 -1.28879991 -1.08869092  0.        ]","[[-0.93929241  3.02340669  0.15397633  0.14658422]
 [-1.30734968 -0.4576556   0.          0.        ]]",[ 0.34529761  0.44890744],-0.198749109644,[ 0.06632425  0.70183402],[-0.17888603 -0.15730129],-0.198749109644
28,"[ 0.49236981 -0.71018667 -1.23853586 -0.33661223  1.3195546   1.25408002
  0.2309774  -0.40095832 -1.2809822  -1.08518355  0.        ]","[[-0.95146282  3.01432155  0.15397633  0.14658422]
 [ 0.08566869 -0.39668735  0.          0.        ]]",[-0.59683649  0.83370266],-0.19762147054,[ 0.04669436  0.69402277],[-0.17888603 -0.15730129],-0.19762147054
29,"[ 0.46723563 -0.70921811 -1.25766239 -0.32082082  1.31953935  1.25406643
  0.02938489 -0.37353921 -1.27450019 -1.08393489  0.        ]","[[-0.97347561  3.00850048  0.15397633  0.14658422]
 [-2.27906785 -0.20193022  0.          0.        ]]",[ 0.23389808 -0.57854169],-0.196827227672,[ 0.08953626  0.71128076],[-0.17888603 -0.15730129],-0.196827227672
30,"[ 0.42551179 -0.70418589 -1.28750116 -0.24779778  1.31952411  1.25405283
  0.11216984 -0.69545747 -1.25157032 -1.07654869  0.        ]","[[-1.00931369  2.98151818  0.15397633  0.14658422]
 [-1.30797508 -2.48867877  0.          0.        ]]",[ 0.37349247  0.86777307],-0.193769360246,[ 0.10537584  0.72039533],[-0.17888603 -0.15730129],-0.193769360246
31,"[ 0.4124378  -0.70103319 -1.29636828 -0.20786469  1.31950887  1.25403924
  0.24045348 -0.20479586 -1.23967243 -1.07263149  0.        ]","[[-1.02037498  2.96671433  0.15397633  0.14658422]
 [ 0.1968288   0.99667831  0.          0.        ]]",[-0.39945708  1.74803161],-0.192181062538,[ 0.05257249  0.69560325],[-0.17888603 -0.15730129],-0.192181062538
32,"[ 0.39818995 -0.70967904 -1.30578584 -0.32849627  1.31949363  1.25402564
  0.1052953  -0.06742716 -1.25983067 -1.08344352  0.        ]","[[-1.03234478  3.01133165  0.15397633  0.14658422]
 [-1.38859057  1.97245654  0.          0.        ]]",[ 0.06664864  0.76084519],-0.195233957474,[ 0.07042956  0.70238471],[-0.17888603 -0.15730129],-0.195233957474
33,"[ 0.36828918 -0.71161092 -1.32475335 -0.36177294  1.31947839  1.25401205
  0.1301264  -0.36606307 -1.27689157 -1.09423381  0.        ]","[[-1.05719438  3.02359035  0.15397633  0.14658422]
 [-1.09731299 -0.14886743  0.          0.        ]]",[ 1.17373001 -0.01149559],-0.197960153288,[ 0.09054497  0.71303618],[-0.17888603 -0.15730129],-0.197960153288
34,"[ 0.3899838  -0.71046515 -1.31107179 -0.3417597   1.31946315  1.25399846
  0.46950913 -0.40779835 -1.27295474 -1.09048367  0.        ]","[[-1.039198    3.01622098  0.15397633  0.14658422]
 [ 2.88368979 -0.44534035  0.          0.        ]]",[ 0.83707724  0.30601581],-0.19722714574,[ 0.0232642   0.68616462],[-0.17888603 -0.15730129],-0.19722714574
35,"[ 0.49532077 -0.70927233 -1.23611866 -0.3221134   1.31944791  1.25398486
  0.74718112 -0.38388259 -1.27748342 -1.08276317  0.        ]","[[-0.94884414  3.00898007  0.15397633  0.14658422]
 [ 6.14084142 -0.27547303  0.          0.        ]]",[ 0.90113243  0.2199346 ],-0.197060722047,[-0.06278206  0.65097374],[-0.17888603 -0.15730129],-0.197060722047
36,"[ 0.6625445  -0.70855391 -1.08187923 -0.31081509  1.31943267  1.25397127
  1.04097303 -0.36605415 -1.29282804 -1.0739967   0.        ]","[[-0.79144964  3.004813    0.15397633  0.14658422]
 [ 9.58712302 -0.14884539  0.          0.        ]]",[-0.68180286 -0.3746247 ],-0.197977742175,[-0.1772127   0.60383523],[-0.17888603 -0.15730129],-0.197977742175
37,"[ 0.80999317 -0.70524656 -0.89430495 -0.2625467   1.31941743  1.25395768
  0.79464874 -0.57448813 -1.30283404 -1.05910613  0.        ]","[[-0.62869663  2.98698092  0.15397633  0.14658422]
 [ 6.69780605 -1.62942372  0.          0.        ]]",[-1.32677975  0.35792944],-0.197838267004,[-0.1578925  0.608868 ],[-0.17888603 -0.15730129],-0.197838267004
38,"[ 0.88104017 -0.70149133 -0.77628615 -0.21383309  1.31940219  1.25394409
  0.44581191 -0.37044885 -1.30617432 -1.04558489  0.        ]","[[-0.53579508  2.96893392  0.15397633  0.14658422]
 [ 2.60598704 -0.18010153  0.          0.        ]]",[-0.14454171  1.37174696],-0.197105241652,[-0.12826478  0.61594462],[-0.17888603 -0.15730129],-0.197105241652
39,"[ 0.91234029 -0.70858962 -0.71548717 -0.31157692  1.31938696  1.25393049
  0.39263528  0.05201398 -1.32950733 -1.06995557  0.        ]","[[-0.4899331   3.00509519  0.15397633  0.14658422]
 [ 1.98225123  2.82073323  0.          0.        ]]",[ 0.55493499  1.95623376],-0.201641689509,[-0.16451858  0.59796035],[-0.17888603 -0.15730129],-0.201641689509
40,"[ 0.95013292 -0.71186099 -0.63190366 -0.36689519  1.31937172  1.2539169
  0.5765885  -0.34731482 -1.34573293 -1.0865937   0.        ]","[[-0.4286386   3.02547859  0.15397633  0.14658422]
 [ 4.14003997 -0.01577435  0.          0.        ]]",[-0.10450443  0.9620409 ],-0.204772210936,[-0.19467503  0.58849376],[-0.17888603 -0.15730129],-0.204772210936
41,"[ 0.9912551  -0.71096985 -0.52239696 -0.35099755  1.31935648  1.25390331
  0.53432254 -0.40089508 -1.35163367 -1.08365269  0.        ]","[[-0.35081179  3.01962686  0.15397633  0.14658422]
 [ 3.64430029 -0.39637592  0.          0.        ]]",[-0.53387578  0.07152227],-0.205184049114,[-0.2074855   0.58187711],[-0.17888603 -0.15730129],-0.205184049114
42,"[ 1.01390378 -0.70967745 -0.44894435 -0.32919069  1.31934125  1.25388972
  0.34796564 -0.39506711 -1.35456465 -1.07891976  0.        ]","[[-0.29985779  3.01159291  0.15397633  0.14658422]
 [ 1.45838663 -0.35499289  0.          0.        ]]",[-1.18572754  0.57573842],-0.20512768416,[-0.18410023  0.5891611 ],[-0.17888603 -0.15730129],-0.20512768416
43,"[ 1.00935929 -0.70881894 -0.46468182 -0.31545236  1.31932601  1.25387613
  0.0079631  -0.36913029 -1.35159612 -1.07446911  0.        ]","[[-0.31070449  3.00652741  0.15397633  0.14658422]
 [-2.52976679 -0.17077412  0.          0.        ]]",[ 0.63417124  1.27920749],-0.204445075577,[-0.11271869  0.61681628],[-0.17888603 -0.15730129],-0.204445075577
44,"[ 0.99834927 -0.70848193 -0.50060275 -0.31024113  1.31931078  1.25386254
  0.2262923  -0.35164424 -1.34794994 -1.07220948  0.        ]","[[-0.33560494  3.00460539  0.15397633  0.14658422]
 [ 0.03118694 -0.04658154  0.          0.        ]]",[-0.79262167  0.48695343],-0.203863875242,[-0.15014373  0.60283047],[-0.17888603 -0.15730129],-0.203863875242
45,"[ 0.98357237 -0.70829446 -0.54470082 -0.30740428  1.31929554  1.25384896
 -0.04130528 -0.35195141 -1.34384909 -1.070653    0.        ]","[[-0.36647416  3.00355912  0.15397633  0.14658422]
 [-3.10764917 -0.04877517  0.          0.        ]]",[-0.99318344  0.51963345],-0.203289217706,[-0.08564852  0.62862414],[-0.17888603 -0.15730129],-0.203289217706
