timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.42866562  2.69900621 -0.37522647 -0.61426961  0.6165693   0.82532628
 -0.19914459 -0.37158919  0.91542056 -0.83860517  0.        ]",-0.772851,[ 2.02444749  9.56045306],-0.169363455323,[ 1.50053823  9.76798058],[-0.89412016 -0.2680268 ],"[[-0.0304901   0.05267933  0.07093808  0.09617129]
 [ 0.00147194 -0.00277028  0.          0.        ]]"
1,"[ 1.42924684  2.69447263 -0.31441018 -0.44064207  0.61656914  0.82532602
 -0.1130384   0.12653842  0.91160164 -0.73280834  0.        ]",-0.745179,[  1.8028659   10.09765469],-0.162028676912,[ 1.88941324  9.47110748],[-0.89412016 -0.2680268 ],"[[ 0.00921417  0.09233688  0.07093808  0.09617129]
 [ 3.95579804  3.95533839  0.          0.        ]]"
2,"[ 1.41816674  2.66642583 -0.13415829  0.07130372  0.61656898  0.82532576
 -0.02863271  0.61480596  0.86208223 -0.4235763   0.        ]",-0.762016,[ 1.77390775  8.88726223],-0.140179675779,[ 2.29235482  9.04528236],[-0.89412016 -0.2680268 ],"[[ 0.12722116  0.21037057  0.07093808  0.09617129]
 [ 7.83203087  7.83509952  0.          0.        ]]"
3,"[ 1.35847868  2.57349311  0.15625327  0.88523631  0.61656882  0.82532549
  0.05411283  1.09340086  0.66272364  0.04092371  0.        ]",-0.728864,[ 2.25826825  7.94419762],-0.106446430705,[ 2.47900319  8.36167145],[-0.89412016 -0.2680268 ],"[[  0.32198705   0.40522851   0.07093808   0.09617129]
 [ 11.63202324  11.63800398   0.           0.        ]]"
4,"[ 1.19477233  2.35505097  0.52632867  1.89919608  0.61656865  0.82532523
  0.13524586  1.56249745  0.19262124  0.50839958  0.        ]",-0.70226,[ 1.30358308  6.731745  ],-0.0786826871356,[ 1.14980698  7.59510994],[-0.89412016 -0.2680268 ],"[[  0.59200832   0.67538763   0.07093808   0.09617129]
 [ 15.35796299  15.3654398    0.           0.        ]]"
5,"[ 0.86860575  1.95056939  0.90480731  2.89382495  0.61656849  0.82532497
  0.21482076  2.02225891 -0.55863636  0.68957201  0.        ]",-0.650991,[ 0.33877475  6.53104366],-0.101215705167,[-0.21669726  6.78473759],[-0.89412016 -0.2680268 ],"[[  0.93582854   1.01935165   0.07093808   0.09617129]
 [ 19.01234714  19.01870741   0.           0.        ]]"
6,"[ 0.38544347  1.33695652  1.15764186  3.50452543  0.61656833  0.8253247
  0.23591118  2.47295903 -1.29591454  0.31688734  0.        ]",-0.625449,[-1.06562114  6.34586815],-0.154548661423,[-0.66855234  6.12277412],[-0.89412016 -0.2680268 ],"[[  1.32578896   1.43565845   0.07093808   0.09617129]
 [ 19.98090148  22.59998693   0.           0.        ]]"
7,"[-0.10149441  0.58081885  1.19396488  3.27523087  0.61656817  0.82532444
  0.14124423  2.91486783 -1.53872399 -0.41415026  0.        ]",-0.781313,[-0.86704031  5.79950228],-0.186183786434,[-1.0159179  6.1604228],[-0.89412016 -0.2680268 ],"[[  1.68178836   1.9228892    0.07093808   0.09617129]
 [ 15.63343757  26.11142945   0.           0.        ]]"
8,"[-0.4679213  -0.1191098   1.09057496  1.85285671  0.61656801  0.82532418
  0.05988093  3.34805123 -1.21698736 -0.94378022  0.        ]",-0.891295,[-1.77207477  6.63407664],-0.176526407174,[-1.95513678  6.86173868],[-0.89412016 -0.2680268 ],"[[  1.95697136   2.47965343   0.07093808   0.09617129]
 [ 11.89692739  29.55356488   0.           0.        ]]"
9,"[-0.7064741  -0.45101207  0.95113371 -0.68297279  0.61656785  0.82532391
 -0.03141223  2.99391649 -0.68168873 -0.92141178  0.        ]",-0.790797,[-3.56298426  7.49541734],-0.127003438978,[-3.07154632  7.44557285],[-0.89412016 -0.2680268 ],"[[  2.15285484   3.10457896   0.07093808   0.09617129]
 [  7.70440066  26.73965096   0.           0.        ]]"
10,"[-0.8312576  -0.43831437  0.8481904  -1.42451177  0.61656768  0.82532365
 -0.12097606 -0.59804288 -0.56011322 -0.80524568  0.        ]",-0.47155,[-0.67495843  9.03616846],-0.106882771716,[-1.42229521  8.19558144],[-0.89412016 -0.2680268 ],"[[ 2.26567096  3.27389002  0.07093808  0.09617129]
 [ 3.59129121 -1.80214514  0.          0.        ]]"
11,"[-0.87727004 -0.45031197  0.80359967 -1.0539544   0.61656752  0.82532339
 -0.18071838 -0.9939482  -0.6149837  -0.86320476  0.        ]",-0.569535,[-0.38653769  6.30542289],-0.116488645437,[-0.78104174  8.22367573],[-0.89412016 -0.2680268 ],"[[ 2.30996869  3.18911229  0.07093808  0.09617129]
 [ 0.84769775 -4.94802091  0.          0.        ]]"
12,"[-0.87872623 -0.45096338  0.80212147 -0.6793735   0.61656736  0.82532312
 -0.21440748 -0.79905772 -0.66939288 -0.91785744  0.        ]",-0.536501,[-0.01681683  8.42961318],-0.125782721221,[-0.27975887  8.07219315],[-0.89412016 -0.2680268 ],"[[ 2.31139967  3.10375878  0.07093808  0.09617129]
 [-0.6994342  -3.39941869  0.          0.        ]]"
13,"[-0.86386236 -0.44582289  0.81700687 -0.45434303  0.6165672   0.82532286
 -0.2155542  -0.60193806 -0.70506829 -0.94757977  0.        ]",-0.586699,[-0.69057469  8.07914385],-0.131290803725,[-0.0849234   7.95226622],[-0.89412016 -0.2680268 ],"[[ 2.29688264  3.05238937  0.07093808  0.09617129]
 [-0.75209756 -1.83310269  0.          0.        ]]"
14,"[-0.81943752 -0.44159211  0.85901729 -0.33963665  0.61656704  0.8253226
 -0.27476658 -0.48318152 -0.72807025 -0.96038183  0.        ]",-0.587414,[ 0.11826464  8.2138288 ],-0.134224468755,[ 0.21723911  7.87534523],[-0.89412016 -0.2680268 ],"[[ 2.25455755  3.02612199  0.07093808  0.09617129]
 [-3.47135372 -0.88946154  0.          0.        ]]"
15,"[-0.74928353 -0.43922209  0.91851329 -0.28566658  0.61656688  0.82532233
 -0.26307348 -0.42242827 -0.74464092 -0.96340312  0.        ]",-0.623761,[ 0.3564535   7.32961757],-0.135737986942,[ 0.35837287  7.7976861 ],[-0.89412016 -0.2680268 ],"[[ 2.19051828  3.01373641  0.07093808  0.09617129]
 [-2.93436539 -0.40671574  0.          0.        ]]"
16,"[-0.69922675 -0.43807945  0.95639598 -0.2614533   0.61656672  0.82532207
 -0.23107681 -0.39377469 -0.75406073 -0.96320937  0.        ]",-0.622122,[ 0.34792059  7.59311411],-0.136418949796,[ 0.38921243  7.74238873],[-0.89412016 -0.2680268 ],"[[ 2.146574    3.00817342  0.07093808  0.09617129]
 [-1.46496151 -0.17903454  0.          0.        ]]"
17,"[-0.68158518 -0.43756743  0.96891468 -0.25092974  0.61656655  0.82532181
 -0.20044936 -0.38090283 -0.75771131 -0.96316961  0.        ]",-0.552779,[ 0.53678496  9.73594036],-0.136688389044,[ 0.3418808   7.71992016],[-0.89412016 -0.2680268 ],"[[ 2.13138689  3.00575435  0.07093808  0.09617129]
 [-0.05843731 -0.07675518  0.          0.        ]]"
18,"[-0.70497305 -0.43734703  0.95222594 -0.24645897  0.61656639  0.82532154
 -0.15414544 -0.37530476 -0.75606861 -0.96486363  0.        ]",-0.565314,[ 0.11248834  9.49807951],-0.136731389332,[ 0.1150365   7.73928261],[-0.89412016 -0.2680268 ],"[[ 2.15155347  3.00472642  0.07093808  0.09617129]
 [ 2.06800868 -0.0322735   0.          0.        ]]"
19,"[-0.75650565 -0.43725443  0.91274426 -0.24459176  0.61656623  0.82532128
 -0.14533873 -0.37292593 -0.75083454 -0.96780133  0.        ]",-0.632497,[ 0.07083519  7.30322005],-0.136630182083,[-0.07015602  7.78423166],[-0.89412016 -0.2680268 ],"[[ 2.19697147  3.00429706  0.07093808  0.09617129]
 [ 2.47244412 -0.01337193  0.          0.        ]]"
20,"[-0.81320986 -0.43721612  0.86462195 -0.24382217  0.61656607  0.82532102
 -0.14029747 -0.37193217 -0.74449313 -0.97070348  0.        ]",-0.601119,[-0.05580819  8.21967385],-0.13644824678,[-0.25968504  7.83020067],[-0.89412016 -0.2680268 ],"[[ 2.24874319  3.0041201   0.07093808  0.09617129]
 [ 2.70395586 -0.00547614  0.          0.        ]]"
21,"[-0.86713889 -0.43720043  0.81375839 -0.24350828  0.61656591  0.82532075
 -0.14627452 -0.37152256 -0.73800254 -0.97317961  0.        ]",-0.641715,[-0.78435558  7.21581165],-0.136218786589,[-0.40310276  7.86928034],[-0.89412016 -0.2680268 ],"[[  2.30006827e+00   3.00404793e+00   7.09380811e-02   9.61712870e-02]
 [  2.42946648e+00  -2.22194689e-03   0.00000000e+00   0.00000000e+00]]"
22,"[-0.88442255 -0.43719401  0.79629471 -0.24338118  0.61656575  0.82532049
 -0.21494464 -0.37135571 -0.73583626 -0.97392102  0.        ]",-0.615126,[ 0.49004964  7.40074219],-0.13613500672,[-0.19669534  7.87654638],[-0.89412016 -0.2680268 ],"[[  2.31701665e+00   3.00401871e+00   7.09380811e-02   9.61712870e-02]
 [ -7.24119167e-01  -8.96795597e-04   0.00000000e+00   0.00000000e+00]]"
23,"[-0.88959964 -0.43719138  0.79094611 -0.24333028  0.61656559  0.82532023
 -0.17238303 -0.37128749 -0.73518348 -0.97413777  0.        ]",-0.644254,[-0.52242086  6.97517267],-0.136109250202,[-0.37456292  7.88268709],[-0.89412016 -0.2680268 ],"[[  2.32214523e+00   3.00400702e+00   7.09380811e-02   9.61712870e-02]
 [  1.23046427e+00  -3.55370953e-04   0.00000000e+00   0.00000000e+00]]"
24,"[-0.89323067 -0.43719027  0.78716162 -0.2433099   0.61656542  0.82531997
 -0.21795372 -0.37126074 -0.7347165  -0.97428759  0.        ]",-0.636433,[-1.40506481  7.67521779],-0.13609035031,[-0.21309619  7.88211584],[-0.89412016 -0.2680268 ],"[[  2.32575703e+00   3.00400234e+00   7.09380811e-02   9.61712870e-02]
 [ -8.62310027e-01  -1.43470699e-04   0.00000000e+00   0.00000000e+00]]"
25,"[-0.83472788 -0.43718976  0.84495633 -0.24330158  0.61656526  0.8253197
 -0.30379656 -0.37125005 -0.74201235 -0.97176458  0.        ]",-0.606079,[ 0.81764819  7.6503817 ],-0.136371492223,[ 0.22188008  7.84682083],[-0.89412016 -0.2680268 ],"[[  2.26895727e+00   3.00400044e+00   7.09380811e-02   9.61712870e-02]
 [ -4.80452892e+00  -5.91531605e-05   0.00000000e+00   0.00000000e+00]]"
26,"[-0.7668875  -0.43718951  0.90431182 -0.2432985   0.6165651   0.82531944
 -0.23123217 -0.37124482 -0.74989677 -0.9684618   0.        ]",-0.590961,[-0.12599035  8.71378491],-0.136626059809,[ 0.20079271  7.79044628],[-0.89412016 -0.2680268 ],"[[  2.20630193e+00   3.00399974e+00   7.09380811e-02   9.61712870e-02]
 [ -1.47211038e+00  -1.82376870e-05   0.00000000e+00   0.00000000e+00]]"
27,"[-0.72853665 -0.43718936  0.93464416 -0.24329734  0.61656494  0.82531918
 -0.24145974 -0.3712435  -0.75410579 -0.96643901  0.        ]",-0.652524,[-0.46980353  7.06241048],-0.136739906569,[ 0.33371508  7.75981331],[-0.89412016 -0.2680268 ],"[[  2.17214717e+00   3.00399949e+00   7.09380811e-02   9.61712870e-02]
 [ -1.94180010e+00  -8.41199060e-06   0.00000000e+00   0.00000000e+00]]"
28,"[-0.66239792 -0.43718923  0.9820569  -0.24329672  0.61656478  0.82531891
 -0.28112659 -0.37124298 -0.76099662 -0.96271038  0.        ]",-0.588989,[ 0.26190774  8.86028804],-0.136890961897,[ 0.61139894  7.70671988],[-0.89412016 -0.2680268 ],"[[  2.11503399e+00   3.00399936e+00   7.09380811e-02   9.61712870e-02]
 [ -3.76344759e+00  -4.88886553e-06   0.00000000e+00   0.00000000e+00]]"
