timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.43207148  2.696519   -0.29266958 -0.47167964  0.67396539  0.04124482
 -0.19788566 -0.37157485  0.85973565  0.04246996  0.        ]",-0.707355,[-0.01299386  8.72756294],-0.131959703196,[ 0.41811991  9.218256  ],[-0.9009648  -0.27859375],"[[ 0.02498305  0.08525989  0.07763151  0.00585372]
 [-0.00012209 -0.00253189  0.          0.        ]]"
1,"[ 1.43208884  2.68995087 -0.29348741 -0.29835654  0.67396521  0.04124481
 -0.19903813  0.12669852  0.85546559  0.07763542  0.        ]",-0.708039,[ 0.67847602  8.8147552 ],-0.131752778561,[ 0.793311   8.9197998],[-0.9009648  -0.27859375],"[[ 0.0244495   0.12493779  0.07763151  0.00585372]
 [-0.05304957  3.95712604  0.          0.        ]]"
2,"[ 1.43075598  2.65590167 -0.25385636  0.21126656  0.67396503  0.0412448
 -0.14060208  0.61497445  0.82804473  0.22796556  0.        ]",-0.675378,[  0.87346324  10.01576201],-0.131252251425,[ 1.22358871  8.49949646],[-0.9009648  -0.27859375],"[[  5.03134877e-02   2.43011699e-01   7.76315099e-02   5.85371748e-03]
 [  2.63054154e+00   7.83733704e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 1.41957556  2.55342    -0.12146606  1.01701751  0.67396484  0.04124479
 -0.06651785  1.09354876  0.72203188  0.53377015  0.        ]",-0.735619,[ 1.66796274  7.24020639],-0.13232949139,[ 1.57992244  7.83074284],[-0.9009648  -0.27859375],"[[  1.37058755e-01   4.37916329e-01   7.76315099e-02   5.85371748e-03]
 [  6.03275312e+00   1.16404535e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 1.37248454  2.32307987  0.11661156  2.01135609  0.67396466  0.04124479
  0.01702215  1.56262214  0.44011067  0.93868568  0.        ]",-0.748541,[ 1.41162564  6.49611652],-0.139382348696,[ 1.3814646   7.03146648],[-0.9009648  -0.27859375],"[[  2.96203760e-01   7.08125924e-01   7.76315099e-02   5.85371748e-03]
 [  9.86920744e+00   1.53680729e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 1.24250318  1.90693379  0.44597405  2.96931738  0.67396448  0.04124478
  0.09895144  2.02239237 -0.09657804  1.26122979  0.        ]",-0.719291,[ 1.1745057   7.28789331],-0.154971455917,[ 0.76992971  6.48136997],[-0.9009648  -0.27859375],"[[  5.31333915e-01   1.05214645e+00   7.76315099e-02   5.85371748e-03]
 [  1.36316920e+01   1.90217708e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.97321007  1.2861994   0.81187804  3.52404649  0.67396429  0.04124477
  0.17932289  2.47302866 -0.80500966  1.22118204  0.        ]",-0.654745,[ 0.38500037  7.12610357],-0.172425155161,[ 0.7497828   5.74720955],[-0.9009648  -0.27859375],"[[  8.40994672e-01   1.46851292e+00   7.76315099e-02   5.85371748e-03]
 [  1.73226350e+01   2.26028965e+01   0.00000000e+00   0.00000000e+00]]"
7,"[ 0.55460233  0.53290031  1.09785218  3.22544585  0.67396411  0.04124476
  0.20516355  2.91478328 -1.31437642  0.68574705  0.        ]",-0.650268,[ 0.50263811  6.75503231],-0.173975101412,[ 0.22514953  5.23591995],[-0.9009648  -0.27859375],"[[  1.19935102e+00   1.95579341e+00   7.76315099e-02   5.85371748e-03]
 [  1.85093315e+01   2.61134600e+01   0.00000000e+00   0.00000000e+00]]"
8,"[ 0.03361046 -0.15005601  1.20224916  1.73867281  0.67396393  0.04124476
  0.24064593  3.34781534 -1.24665211  0.0047155   0.        ]",-0.895238,[-1.67432863  5.31189048],-0.142571995576,[-1.26674867  5.80422258],[-0.9009648  -0.27859375],"[[  1.58588790e+00   2.51258919e+00   7.76315099e-02   5.85371748e-03]
 [  2.01388093e+01   2.95547317e+01   0.00000000e+00   0.00000000e+00]]"
9,"[-0.44930074 -0.45186907  1.09632245 -0.8279226   0.67396374  0.04124475
  0.14580919  2.97637635 -0.72334981 -0.15839022  0.        ]",-0.76209,[-2.79946903  7.10203553],-0.0759556067734,[-3.13663363  6.44543362],[-0.9009648  -0.27859375],"[[  1.94497874e+00   3.13753344e+00   7.76315099e-02   5.85371748e-03]
 [  1.57835741e+01   2.66030255e+01   0.00000000e+00   0.00000000e+00]]"
