timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.37158411  2.68000357 -0.1928058  -0.67434306 -1.20910715  0.44963075
 -0.21190439 -0.37132889  2.52306011 -0.34041121  0.        ]",-0.999544,[  3.02842716  10.36818917],-0.350771727652,[ 2.63271666  9.53016376],[-0.8020882  -0.19342329],"[[ 0.05875626  0.03801702 -0.13958473  0.05271322]
 [-0.00249804 -0.00366466  0.          0.        ]]"
1,"[ 1.36728907  2.67640426 -0.13329656 -0.5027604  -1.20910645  0.44963062
 -0.12601275  0.1277724   2.51157032 -0.23535162  0.        ]",-1.15644,[ 2.32558468  7.39812117],-0.348204774959,[ 2.84942365  9.29490376],[-0.8020882  -0.19342329],"[[ 0.0983819   0.07765685 -0.13958473  0.05271322]
 [ 3.95190337  3.9544613   0.          0.        ]]"
2,"[ 1.34178719  2.65119226  0.04207193  0.0039013  -1.20910574  0.44963049
 -0.04181755  0.61699446  2.43976247  0.06881488  0.        ]",-1.14906,[ 2.98025125  8.24313888],-0.338294079681,[ 3.16992593  8.94210529],[-0.8020882  -0.19342329],"[[ 0.21631167  0.19567317 -0.13958473  0.05271322]
 [ 7.8282013   7.83424037  0.          0.        ]]"
3,"[ 1.25897548  2.56302418  0.32062798  0.8114381  -1.20910503  0.44963037
  0.04072128  1.09652514  2.20726306  0.51532234  0.        ]",-1.15036,[ 2.64265806  9.1801898 ],-0.314829838174,[ 3.2626369   8.34119606],[-0.8020882  -0.19342329],"[[  0.41100148   0.39051412  -0.13958473   0.05271322]
 [ 11.62824129  11.63716424   0.           0.        ]]"
4,"[ 1.06602019  2.35105902  0.66713296  1.82161812 -1.20910433  0.44963024
  0.1216512   1.56653902  1.70423816  0.94205045  0.        ]",-1.0582,[ 2.81465737  7.87870875],-0.269206508438,[ 2.86352658  7.42946959],[-0.8020882  -0.19342329],"[[  0.68094741   0.66065665  -0.13958473   0.05271322]
 [ 15.35420761  15.36462096   0.           0.        ]]"
5,"[ 0.71031333  1.95392758  1.00614025  2.82027176 -1.20910362  0.44963011
  0.20102654  2.02719924  0.94057587  1.05913238  0.        ]",-0.96484,[ 0.61148665  6.62488049],-0.194072307194,[ 1.15850306  6.59569025],[-0.8020882  -0.19342329],"[[  1.02469264   1.00460451  -0.13958473   0.05271322]
 [ 19.00860219  19.01790909   0.           0.        ]]"
6,"[ 0.19323947  1.34673902  1.20936298  3.44827723 -1.20910291  0.44962998
  0.24550573  2.47873515  0.21865856  0.61540972  0.        ]",-0.735249,[-0.25824583  5.48571726],-0.0922355232243,[-0.09337553  5.9418416 ],[-0.8020882  -0.19342329],"[[  1.42540585   1.42089215  -0.13958473   0.05271322]
 [ 21.05639951  22.59885326   0.           0.        ]]"
7,"[-0.36359191  0.59335193  1.1740932   3.25257191 -1.20910221  0.44962985
  0.21439062  2.92140134  0.01928114 -0.18913915  0.        ]",-0.67414,[-0.47503804  6.15155553],-0.0291672927973,[-0.41319197  5.28245068],[-0.8020882  -0.19342329],"[[  1.83215958   1.90809219  -0.13958473   0.05271322]
 [ 19.62388199  26.10947941   0.           0.        ]]"
8,"[-0.82154942 -0.11042851  0.93503022  1.8764574  -1.2091015   0.44962972
  0.16524246  3.35535664  0.42388148 -0.72163627  0.        ]",-0.81406,[ 0.96845206  3.25314461],-0.111403301335,[ 0.01804158  5.01693201],[-0.8020882  -0.19342329],"[[  2.20193757   2.46481132  -0.13958473   0.05271322]
 [ 17.36113379  29.55105478   0.           0.        ]]"
9,"[-1.17859157 -0.45405585  0.51561371 -0.61417268 -1.20910079  0.4496296
  0.24112579  3.00839386  0.95660228 -0.56218245  0.        ]",-0.789795,[-0.47067823  3.75452086],-0.157934759314,[-0.20588782  5.49859381],[-0.8020882  -0.19342329],"[[  2.5842226    3.08968436  -0.13958473   0.05271322]
 [ 20.85475586  26.7995043    0.           0.        ]]"
10,"[-1.36923939 -0.44454904 -0.03660167 -1.36593432 -1.20910009  0.44962947
  0.19165263 -0.56368668  1.00222937 -0.36897307  0.        ]",-0.563156,[-0.76957917  7.25562654],-0.155985730211,[-1.21445823  6.64052343],[-0.8020882  -0.19342329],"[[  2.97846118   3.26338388  -0.13958473   0.05271322]
 [ 18.57704622  -1.52913205   0.           0.        ]]"
11,"[-1.36668577 -0.45479822 -0.5423091  -1.02034273 -1.20909938  0.44962934
  0.11748006 -0.97046223  0.9838606  -0.42352613  0.        ]",-0.701214,[-0.72714768  5.51280324],-0.155486573315,[-0.87507069  6.4551506 ],[-0.8020882  -0.19342329],"[[  3.31573905   3.18339318  -0.13958473   0.05271322]
 [ 15.16219245  -4.75509709   0.           0.        ]]"
