timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.25425707  2.6163301  -0.05057431 -0.70616994  0.46620735  1.22082388
 -0.23363668 -0.37019855  1.01359222 -1.0469014   0.        ]",-0.700479,[ 1.3031357   7.33988834],-0.196204860831,[ 1.46750093  6.51591015],[-0.53108168 -0.18775392],"[[ 0.09140931  0.02737101  0.05347085  0.1420253 ]
 [ 0.00100131 -0.00417964  0.          0.        ]]"
1,"[ 1.24812435  2.61343737  0.00766654 -0.54108544  0.46620712  1.22082268
 -0.14338814  0.13224389  0.99976032 -0.94176217  0.        ]",-0.693989,[ 1.65881708  7.34222514],-0.187306185191,[ 1.65391803  6.35783386],[-0.53108168 -0.18775392],"[[ 0.13110422  0.06700064  0.05347085  0.1420253 ]
 [ 3.95533152  3.95395636  0.          0.        ]]"
2,"[ 1.21711914  2.59055592  0.17864473 -0.05311422  0.4662069   1.22082147
 -0.05492224  0.624741    0.92147855 -0.63859965  0.        ]",-0.708034,[ 2.06822014  6.50198649],-0.15992129816,[ 1.81958795  6.12376404],[-0.53108168 -0.18775392],"[[ 0.2491018   0.18500697  0.05347085  0.1420253 ]
 [ 7.83155336  7.83374597  0.          0.        ]]"
3,"[ 1.12524585  2.50688689  0.44867478  0.72602217  0.46620667  1.22082027
  0.03180301  1.10748179  0.68042543 -0.19700326  0.        ]",-0.628713,[ 2.42141696  6.33125386],-0.113093280991,[ 1.73390102  5.75801468],[-0.53108168 -0.18775392],"[[  0.44385782   0.37983815   0.05347085   0.1420253 ]
 [ 11.63150705  11.63668139   0.           0.        ]]"
4,"[ 0.92034999  2.30220627  0.78136847  1.70357883  0.46620645  1.22081907
  0.11683741  1.58064169  0.17117461  0.21744406  0.        ]",-0.560895,[ 0.44424675  4.40811342],-0.0544720565851,[ 1.09157288  5.28665352],[-0.53108168 -0.18775392],"[[  0.71386809   0.64997114   0.05347085   0.1420253 ]
 [ 15.35737427  15.36415062   0.           0.        ]]"
5,"[ 0.57831205  1.91531736  1.08464774  2.67534195  0.46620622  1.22081786
  0.15005265  2.0444893  -0.55915174  0.31391484  0.        ]",-0.520879,[ 0.2475127   4.45300092],-0.0666010645444,[ 0.23580471  4.84344578],[-0.53108168 -0.18775392],"[[  1.035614     0.99391775   0.05347085   0.1420253 ]
 [ 16.81273461  19.01827743   0.           0.        ]]"
6,"[ 0.13479048  1.32034738  1.263844    3.29660191  0.466206    1.22081666
  0.16489835  2.49914264 -1.21705056 -0.09196778  0.        ]",-0.582934,[-0.07986977  3.50528373],-0.137690041794,[-0.67743134  4.67908764],[-0.53108168 -0.18775392],"[[  1.37839119   1.41022029   0.05347085   0.1420253 ]
 [ 17.46321581  22.6000018    0.           0.        ]]"
7,"[-0.33955149  0.57840313  1.27444775  3.12971151  0.46620578  1.22081545
  0.14992404  2.9448132  -1.43486994 -0.82734416  0.        ]",-0.57193,[-2.22372849  5.83609065],-0.190739212541,[-1.77842653  5.04633904],[-0.53108168 -0.18775392],"[[  1.72107069   1.89744721   0.05347085   0.1420253 ]
 [ 16.80710519  26.11100122   0.           0.        ]]"
8,"[-0.72817725 -0.11920582  1.14829924  1.82599465  0.46620555  1.22081425
  0.05211081  3.3817289  -1.10571087 -1.36999504  0.        ]",-0.744979,[-2.98319546  5.06157802],-0.200546707387,[-2.66143632  5.56967449],[-0.53108168 -0.18775392],"[[  2.0142164    2.45420226   0.05347085   0.1420253 ]
 [ 12.52133043  29.55308426   0.           0.        ]]"
9,"[-0.97511329 -0.46666564  0.98852191 -0.55992601  0.46620533  1.22081305
 -0.04385093  3.03799973 -0.5730023  -1.33257295  0.        ]",-0.589823,[-4.18128523  6.26591871],-0.162837281486,[-3.11507225  5.82204819],[-0.53108168 -0.18775392],"[[  2.22246636   3.07911799   0.05347085   0.1420253 ]
 [  8.31668048  26.84532669   0.           0.        ]]"
10,"[-1.1063846  -0.4595951   0.86777979 -1.29622454  0.4662051   1.22081184
 -0.13799942 -0.53919579 -0.45235851 -1.20529421  0.        ]",-0.435492,[-0.83895675  4.72771735],-0.14366260266,[-1.37302756  5.8335762 ],[-0.53108168 -0.18775392],"[[ 2.34740705  3.25595528  0.05347085  0.1420253 ]
 [ 4.1914796  -1.33545681  0.          0.        ]]"
11,"[-1.15445164 -0.46857583  0.81510663 -0.97775594  0.46620488  1.22081064
 -0.21570639 -0.95595994 -0.4980798  -1.26126885  0.        ]",-0.430668,[-1.17548005  5.15508473],-0.15172611659,[-0.9398905   5.84901237],[-0.53108168 -0.18775392],"[[ 2.39707443  3.17935395  0.05347085  0.1420253 ]
 [ 0.7866783  -4.61868709  0.          0.        ]]"
12,"[-1.13138902 -0.46827624  0.84103067 -0.64273473  0.46620465  1.22080944
 -0.30642263 -0.77842812 -0.54697074 -1.31811014  0.        ]",-0.414903,[-1.15416135  6.37534021],-0.160114686191,[-0.48441106  5.77897835],[-0.53108168 -0.18775392],"[[ 2.37292729  3.0990019   0.05347085  0.1420253 ]
 [-3.18813591 -3.2201139   0.          0.        ]]"
13,"[-1.02679661 -0.46323596  0.94457418 -0.43971398  0.46620443  1.22080823
 -0.39534266 -0.59126576 -0.58841083 -1.34783526  0.        ]",-0.478516,[ 0.27775905  5.38075393],-0.165224822499,[-0.05498976  5.6713295 ],[-0.53108168 -0.18775392],"[[ 2.27007364  3.05020804  0.05347085  0.1420253 ]
 [-7.0842482  -1.74567103  0.          0.        ]]"
14,"[-0.88209292 -0.45922636  1.0576317  -0.33581571  0.4662042   1.22080703
 -0.36704172 -0.47748955 -0.62059427 -1.35557755  0.        ]",-0.463879,[ 0.91256774  6.17542952],-0.167544298822,[ 0.15350759  5.55629635],[-0.53108168 -0.18775392],"[[ 2.14083026  3.02515995  0.05347085  0.1420253 ]
 [-5.84422698 -0.84935615  0.          0.        ]]"
15,"[-0.78673294 -0.45699674  1.11696213 -0.28682023  0.46620398  1.22080582
 -0.28193894 -0.41905597 -0.63855542 -1.35525526  0.        ]",-0.547796,[-1.25604858  4.67289579],-0.168357114537,[ 0.1731548   5.48345566],[-0.53108168 -0.18775392],"[[ 2.06135843  3.01332347  0.05347085  0.1420253 ]
 [-2.11538612 -0.38902441  0.          0.        ]]"
