timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.37235197  2.67622668 -0.39217035 -0.46990935  0.04209674  0.38687671
 -0.21118372 -0.37088664  1.41866465 -0.46651112  0.        ]",-0.854297,[ 1.34674123  8.67015985],-0.21135762854,[ 1.19243276  8.62754059],[-0.81492221 -0.19472075],"[[ -7.25861596e-02   8.52714825e-02   4.68103381e-03   4.54057558e-02]
 [  4.78053079e-03  -4.67402852e-05   0.00000000e+00   0.00000000e+00]]"
1,"[ 1.37524322  2.66968401 -0.33231299 -0.29859533  0.04209673  0.38687661
 -0.12528558  0.12816073  1.41675692 -0.36050873  0.        ]",-0.802371,[ 1.6085627   9.85355497],-0.208398499441,[ 1.63189328  8.32183647],[-0.81492221 -0.19472075],"[[-0.0328163   0.12498298  0.00468103  0.04540576]
 [ 3.95905033  3.95800959  0.          0.        ]]"
2,"[ 1.37097109  2.63579572 -0.15451004  0.20474506  0.04209672  0.3868765
 -0.0410834   0.61732952  1.37284631 -0.05035749  0.        ]",-0.863239,[ 1.44926753  7.64089782],-0.199086371703,[ 2.20775223  7.8653717 ],[-0.81492221 -0.19472075],"[[  8.52553255e-02   2.43069559e-01   4.68103381e-03   4.54057558e-02]
 [  7.83524723e+00   7.83771717e+00   0.00000000e+00   0.00000000e+00]]"
3,"[ 1.32218354  2.5338195   0.1338118   1.00048862  0.04209671  0.3868764
  0.04146341  1.09680727  1.18224197  0.41751486  0.        ]",-0.755447,[ 3.21913286  8.87109328],-0.182618895197,[ 2.6761508  7.180336 ],[-0.81492221 -0.19472075],"[[  2.80085486e-01   4.37979294e-01   4.68103381e-03   4.54057558e-02]
 [  1.16352401e+01   1.16405652e+01   0.00000000e+00   0.00000000e+00]]"
4,"[ 1.1722491   2.30463925  0.50519982  1.98243325  0.0420967   0.38687629
  0.12240253  1.56676855  0.72230777  0.89300797  0.        ]",-0.697259,[ 2.00339535  8.49036715],-0.159767658682,[ 1.87449872  6.43113232],[-0.81492221 -0.19472075],"[[  5.50171461e-01   7.08189048e-01   4.68103381e-03   4.54057558e-02]
 [  1.53612240e+01   1.53679420e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.85997298  1.89061825  0.89224878  2.92840363  0.04209669  0.38687619
  0.20178795  2.02737729 -0.02088085  1.08793251  0.        ]",-0.711502,[ 0.20223221  6.1218936 ],-0.136038362007,[-0.09800206  5.84117794],[-0.81492221 -0.19472075],"[[  8.94057631e-01   1.05220253e+00   4.68103381e-03   4.54057558e-02]
 [  1.90156845e+01   1.90211521e+01   0.00000000e+00   0.00000000e+00]]"
6,"[ 0.39295749  1.2730762   1.16056388  3.47613824  0.04209668  0.38687608
  0.21109022  2.47892894 -0.75086908  0.73497139  0.        ]",-0.617163,[-0.56311456  5.18106941],-0.120729801299,[-0.95386088  5.19860935],[-0.81492221 -0.19472075],"[[  1.27866394e+00   1.46855925e+00   4.68103381e-03   4.54057558e-02]
 [  1.94439109e+01   2.26025448e+01   0.00000000e+00   0.00000000e+00]]"
7,"[-0.10202858  0.52365456  1.22067097  3.18115392  0.04209667  0.38687598
  0.15444311  2.92161142 -1.0049002   0.0111682   0.        ]",-0.736669,[-1.95463106  2.60101468],-0.110672883552,[-1.08295548  4.63601398],[-0.81492221 -0.19472075],"[[  1.64137796e+00   1.95583752e+00   4.68103381e-03   4.54057558e-02]
 [  1.68361995e+01   2.61136172e+01   0.00000000e+00   0.00000000e+00]]"
8,"[-0.49657983 -0.15578039  1.12550484  1.71273385  0.04209666  0.38687587
  0.06132499  3.35558307 -0.6867198  -0.52393571  0.        ]",-0.783404,[-1.99560685  5.94925026],-0.0902932702575,[-1.76112366  4.87689972],[-0.81492221 -0.19472075],"[[  1.93509726e+00   2.51264418e+00   4.68103381e-03   4.54057558e-02]
 [  1.25495689e+01   2.95556329e+01   0.00000000e+00   0.00000000e+00]]"
9,"[-0.7533083  -0.45599292  0.98359009 -0.82211036  0.04209665  0.38687577
 -0.03003339  2.98338679 -0.1532817  -0.48975003  0.        ]",-0.612098,[-3.21423448  6.21718374],-0.0540467874927,[-2.98859978  5.38405132],[-0.81492221 -0.19472075],"[[  2.14390246e+00   3.13761040e+00   4.68103381e-03   4.54057558e-02]
 [  8.34394660e+00   2.66036982e+01   0.00000000e+00   0.00000000e+00]]"
