timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 1.24107961  2.60672215 -0.03333605 -0.76411786 -0.64020406  0.09871874
 -0.23705291 -0.36986024  1.98363101  0.02722551  0.        ]",-0.904913,[ 1.89236501  6.04468715],-0.283378133357,[ 1.60172653  6.42698288],[-0.46382555 -0.14549033],"[[ 0.09617771  0.01288367 -0.07435555  0.01272427]
 [ 0.0022502  -0.00292389  0.          0.        ]]"
1,"[ 1.23467023  2.60471735  0.02482929 -0.59981872 -0.64020368  0.0987187
 -0.14568877  0.13313309  1.97029974  0.13267599  0.        ]",-0.938442,[ 1.92077885  5.58662623],-0.282301410904,[ 1.7992866   6.24758101],[-0.46382555 -0.14549033],"[[ 0.13589734  0.05253817 -0.07435555  0.01272427]
 [ 3.9565535   3.95518718  0.          0.        ]]"
2,"[ 1.20283339  2.58449459  0.19544768 -0.11381683 -0.6402033   0.09871865
 -0.05612951  0.62617031  1.89349958  0.43690021  0.        ]",-0.972313,[ 1.68412615  5.91939617],-0.27745337049,[ 1.9929657   5.96797991],[-0.46382555 -0.14549033],"[[ 0.25391903  0.17056888 -0.07435555  0.01272427]
 [ 7.8327404   7.83495331  0.          0.        ]]"
3,"[ 1.10957116  2.50518624  0.46466573  0.66393497 -0.64020292  0.09871861
  0.03166723  1.10944069  1.65462071  0.88093735  0.        ]",-1.00553,[ 1.06670031  6.09070001],-0.264250690667,[ 2.00247836  5.52895069],[-0.46382555 -0.14549033],"[[  0.44869832   0.36542398  -0.07435555   0.01272427]
 [ 11.63264397  11.63786744   0.           0.        ]]"
4,"[ 0.90280706  2.3062284   0.79587219  1.64357096 -0.64020254  0.09871857
  0.11775176  1.58311981  1.14722096  1.29959703  0.        ]",-0.980561,[ 1.48597985  4.34119729],-0.236203894889,[ 1.49738371  5.08715773],[-0.46382555 -0.14549033],"[[  7.18730675e-01   6.35580504e-01  -7.43555477e-02   1.27242740e-02]
 [  1.53584424e+01   1.53653175e+01   0.00000000e+00   0.00000000e+00]]"
5,"[ 0.53211405  1.92550961  1.11312563  2.62443585 -0.64020216  0.09871853
  0.20218209  2.04737119  0.38545516  1.40104321  0.        ]",-0.811827,[ 1.2187123   5.77700069],-0.187473949785,[ 0.67056191  4.71093369],[-0.46382555 -0.14549033],"[[  1.06255871e+00   9.79542225e-01  -7.43555477e-02   1.27242740e-02]
 [  1.90126456e+01   1.90185988e+01   0.00000000e+00   0.00000000e+00]]"
6,"[-0.01799175  1.33542649  1.29324653  3.26490142 -0.64020178  0.09871849
  0.28501561  2.50235887 -0.34179151  0.92489121  0.        ]",-0.556523,[-0.62176094  6.46914183],-0.118050528686,[-0.26979584  4.37445688],[-0.46382555 -0.14549033],"[[  1.47877595e+00   1.39583863e+00  -7.43555477e-02   1.27242740e-02]
 [  2.25977385e+01   2.25990129e+01   0.00000000e+00   0.00000000e+00]]"
7,"[-0.59870466  0.59460218  1.21953438  3.12771372 -0.6402014   0.09871844
  0.21797566  2.94848374 -0.52125851  0.08626591  0.        ]",-0.597893,[-2.33342539  6.10327752],-0.0488153899504,[-0.8646028   4.21955347],[-0.46382555 -0.14549033],"[[  1.90161829e+00   1.88304258e+00  -7.43555477e-02   1.27242740e-02]
 [  1.96962123e+01   2.61097268e+01   0.00000000e+00   0.00000000e+00]]"
8,"[-1.02358967 -0.10805482  0.97043614  1.85898208 -0.64020102  0.0987184
  0.11764603  3.38584195 -0.10096509 -0.4246233   0.        ]",-0.699063,[-1.09758606  2.52286614],-0.0459321844427,[-0.9162606  4.4661212],[-0.46382555 -0.14549033],"[[  2.25197897e+00   2.43976880e+00  -7.43555477e-02   1.27242740e-02]
 [  1.53538878e+01   2.95515109e+01   0.00000000e+00   0.00000000e+00]]"
9,"[-1.27595223 -0.46729711  0.68806871 -0.49887118 -0.64020064  0.09871836
  0.01921073  3.04941691  0.41718036 -0.25875439  0.        ]",-0.547964,[-1.07670556  4.65687423],-0.0812699291146,[-0.57081163  4.47552729],[-0.46382555 -0.14549033],"[[  2.51632198e+00   3.06465187e+00  -7.43555477e-02   1.27242740e-02]
 [  1.10935513e+01   2.69042191e+01   0.00000000e+00   0.00000000e+00]]"
10,"[-1.4036816  -0.46350748  0.46020023 -1.24858224 -0.64020026  0.09871832
 -0.07737195 -0.50550852  0.50055646 -0.09041903  0.        ]",-0.416556,[-1.44252818  4.07313789],-0.088365746396,[-0.49916765  4.54828358],[-0.46382555 -0.14549033],"[[ 2.69624893  3.24575691 -0.07435555  0.01272427]
 [ 6.91339724 -1.07030086  0.          0.        ]]"
11,"[-1.45598556 -0.47105224  0.32811607 -0.95104101 -0.64019988  0.09871828
 -0.17201727 -0.93262926  0.47615724 -0.151818    0.        ]",-0.37297,[-0.67713633  5.95681947],-0.0859189346628,[-0.48229823  4.60168552],[-0.46382555 -0.14549033],"[[ 2.7934166   3.17380337 -0.07435555  0.01272427]
 [ 2.81709286 -4.43141596  0.          0.        ]]"
12,"[-1.46916833 -0.47027155  0.28788071 -0.62980468 -0.6401995   0.09871823
 -0.23524879 -0.76573894  0.45478271 -0.21910848  0.        ]",-0.475363,[ 0.05699847  3.70980997],-0.0847168174966,[-0.23613083  4.57601738],[-0.46382555 -0.14549033],"[[ 2.82230018  3.09629579 -0.07435555  0.01272427]
 [ 0.08039498 -3.11812252  0.          0.        ]]"
13,"[-1.47084364 -0.46525161  0.28247792 -0.43407849 -0.64019912  0.09871819
 -0.23006973 -0.5850098   0.44001957 -0.2597457   0.        ]",-0.532012,[-0.43938772  2.66506065],-0.0841656075417,[-0.14129007  4.55484629],[-0.46382555 -0.14549033],"[[ 2.82615707  3.04896711 -0.07435555  0.01272427]
 [ 0.30454276 -1.69592716  0.          0.        ]]"
14,"[-1.46581655 -0.46132964  0.29846001 -0.3336684  -0.64019874  0.09871815
 -0.27040315 -0.47453069  0.43038432 -0.28073519  0.        ]",-0.447982,[-1.27938503  5.08766844],-0.0837572978801,[-0.01627658  4.53715181],[-0.46382555 -0.14549033],"[[ 2.81473323  3.02461265 -0.07435555  0.01272427]
 [-1.44111254 -0.82654453  0.          0.        ]]"
15,"[-1.43222294 -0.45915747  0.39259921 -0.28625183 -0.64019836  0.09871811
 -0.36122319 -0.41765355  0.41769588 -0.2922912   0.        ]",-0.461601,[ 0.73546776  4.44222672],-0.0826629694777,[ 0.22441809  4.51488829],[-0.46382555 -0.14549033],"[[ 2.74647259  3.0130884  -0.07435555  0.01272427]
 [-5.37185461 -0.37896748  0.          0.        ]]"
16,"[-1.38705026 -0.45811333  0.49579803 -0.26492934 -0.64019797  0.09871807
 -0.29148523 -0.39073199  0.40549804 -0.29770803  0.        ]",-0.455942,[-0.27917812  4.56070434],-0.0813995698813,[ 0.212661    4.50437117],[-0.46382555 -0.14549033],"[[ 2.66931894  3.00790064 -0.07435555  0.01272427]
 [-2.3535696  -0.16711741  0.          0.        ]]"
17,"[-1.34842904 -0.4576456   0.57039328 -0.25564736 -0.64019759  0.09871802
 -0.31594765 -0.37861159  0.39680159 -0.2997509   0.        ]",-0.450562,[ 0.56323169  4.54054185],-0.0804279080333,[ 0.32825649  4.48567295],[-0.46382555 -0.14549033],"[[ 2.61162477  3.00564122 -0.07435555  0.01272427]
 [-3.41231993 -0.07174086  0.          0.        ]]"
18,"[-1.3153734  -0.45744413  0.62710669 -0.25169948 -0.64019721  0.09871798
 -0.2628623  -0.37333159  0.39029802 -0.30034739  0.        ]",-0.432297,[ 1.17582372  4.87901201],-0.0796625745658,[ 0.30489028  4.47586107],[-0.46382555 -0.14549033],"[[ 2.56643046  3.00468004 -0.07435555  0.01272427]
 [-1.11476867 -0.03019281  0.          0.        ]]"
19,"[-1.32856935 -0.45735937  0.60514507 -0.25004942 -0.64019683  0.09871794
 -0.17087236 -0.3710851   0.39243103 -0.30070055  0.        ]",-0.442917,[-0.45097755  4.7566737 ],-0.0799381483405,[ 0.13496049  4.49038076],[-0.46382555 -0.14549033],"[[ 2.58408135  3.00427828 -0.07435555  0.01272427]
 [ 2.86659022 -0.01251608  0.          0.        ]]"
