timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.138212700311,[-1.91637796 -2.18859261],-1.10669,"[[ 0.04787329 -0.04143773  0.15846068 -0.1227972 ]
 [ 0.00366069 -0.00211155  0.          0.        ]]","[ 1.01621674  1.42987901  0.16592368 -0.28515965  1.37569204 -1.05858956
  0.83226438 -0.31386735 -0.04196934  1.33211563  0.        ]",[-3.55224395 -1.79156852],[-0.19618455 -0.36208099]
1,-0.126462755569,[-2.91433238 -1.37153912],-0.893163,"[[ 0.00827067 -0.08119194  0.15846068 -0.1227972 ]
 [-3.95076449 -3.96012322  0.          0.        ]]","[ 1.01779077  1.42709365  0.10477623 -0.3828753   1.37569007 -1.05858845
  0.71085651 -0.89439303 -0.04337379  1.21216781  0.        ]",[-2.78321743 -1.09331417],[-0.19618455 -0.36208099]
2,-0.0907747172256,[-0.98123795  0.0573343 ],-0.783835,"[[-0.10963657 -0.19932038  0.15846068 -0.1227972 ]
 [-7.82708792 -7.83979004  0.          0.        ]]","[ 1.00933018  1.40823345 -0.07701986 -0.67077619  1.37568809 -1.05858734
  0.5918466  -1.46342634 -0.08670603  0.8601249   0.        ]",[-1.00899339  0.04690805],[-0.19618455 -0.36208099]
3,-0.0353559592142,[ 0.10712528 -0.16838513],-0.624326,"[[ -0.303575    -0.3522659    0.15846068  -0.1227972 ]
 [-11.55438515  -7.45602745   0.           0.        ]]","[ 0.95304133  1.36068967 -0.36977256 -1.03286032  1.37568612 -1.05858622
  0.47741211 -1.40713735 -0.25639353  0.36248791  0.        ]",[ 0.60791159  0.73742145],[-0.19618455 -0.36208099]
4,-0.0272767079943,[ 1.36812531  0.8623128 ],-0.615133,"[[ -0.52811962  -0.50659522   0.15846068  -0.1227972 ]
 [-10.90227434  -7.97516296   0.           0.        ]]","[ 0.82477279  1.28734173 -0.68640645 -1.37808623  1.37568414 -1.05858511
  0.49743269 -1.48327718 -0.57122382 -0.09162827  0.        ]",[ 1.81228924  1.38325679],[-0.19618455 -0.36208099]
5,-0.0747387148309,[ 2.75750718  0.93124802],-0.791321,"[[-0.70432507 -0.63026933  0.15846068 -0.1227972 ]
 [-6.7320725  -4.40415727  0.          0.        ]]","[ 0.6806482   1.21131913 -0.90824458 -1.63460616  1.37568217 -1.058584
  0.62546446 -0.95951324 -0.89054436 -0.34466619  0.        ]",[ 1.87265515  1.23258138],[-0.19618455 -0.36208099]
6,-0.0978009444146,[ 1.90506525  1.09265224],-0.863035,"[[-0.79795059 -0.68049451  0.15846068 -0.1227972 ]
 [-2.64404218 -0.63094343  0.          0.        ]]","[ 0.59013627  1.17634569 -1.01391449 -1.73265891  1.3756802  -1.05858288
  0.75097332 -0.40609189 -1.06337448 -0.43386065  0.        ]",[ 1.78367352  0.90991056],[-0.19618455 -0.36208099]
7,-0.0976903734712,[ 0.48509304  0.15053966],-0.882188,"[[-0.81062597 -0.65327386  0.15846068 -0.1227972 ]
 [ 1.36315026  3.33977539  0.          0.        ]]","[ 0.57719756  1.1955819  -1.02749459 -1.67998154  1.37567822 -1.05858177
  0.87400016  0.17629764 -1.05803598 -0.44067454  0.        ]",[ 1.28302443  0.30075175],[-0.19618455 -0.36208099]
8,-0.0817623588029,[ 1.87440876  0.62107662],-0.850007,"[[-0.76438084 -0.58116763  0.15846068 -0.1227972 ]
 [ 3.25505009  3.86908583  0.          0.        ]]","[ 0.62362825  1.24325455 -0.97709134 -1.53519394  1.37567625 -1.05858065
  0.93208383  0.25393207 -0.93137243 -0.38943753  0.        ]",[ 0.84506428 -0.02492681],[-0.19618455 -0.36208099]
9,-0.0510666147065,[-1.10870945 -1.17730742],-0.691155,"[[-0.6602428  -0.47989388  0.15846068 -0.1227972 ]
 [ 7.14575534  6.25036334  0.          0.        ]]","[ 0.72003281  1.3017793  -0.85539385 -1.32015383  1.37567427 -1.05857954
  1.05153401  0.60319654 -0.71003526 -0.24615034  0.        ]",[-0.11775032 -0.76448697],[-0.19618455 -0.36208099]
