timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.41737553626,[-2.91751975  0.17855094],-1.51762,"[[-0.04592088 -0.04954491 -0.19085635 -0.13340677]
 [-0.00343271  0.00138579  0.          0.        ]]","[ 1.1725222   1.95073829  0.03136675 -0.77891157 -1.62628573 -1.16259606
  1.00051977 -0.35995573  2.58344655  1.04839589  0.        ]",[-3.34239244  0.1832692 ],[-0.05817549 -0.24564739]
1,-0.414666011557,[-2.63554005  0.83147101],-1.54269,"[[-0.08568213 -0.04240859 -0.19085635 -0.13340677]
 [-3.95951868  0.70988085  0.          0.        ]]","[ 1.16892138  1.95115359 -0.02804642 -0.75749304 -1.62627889 -1.16259291
  0.86577041 -0.26078396  2.57876567  0.9850887   0.        ]",[-3.26219726  0.23284876],[-0.05817549 -0.24564739]
2,-0.407013061985,[-3.24608548  0.6049121 ],-1.40806,"[[ -2.03789997e-01   4.69573775e-03  -1.90856353e-01  -1.33406771e-01]
 [ -7.83834922e+00   3.98961584e+00   0.00000000e+00   0.00000000e+00]]","[ 1.1454896   1.95229654 -0.20297221 -0.61601341 -1.62627205 -1.16258976
  0.73365285  0.19829649  2.55779634  0.82211297  0.        ]",[-3.12128758  0.33068377],[-0.05817549 -0.24564739]
3,-0.393471705805,[-3.09072419  1.57784851],-1.3912,"[[ -0.3987011    0.1077421   -0.19085635  -0.13340677]
 [-11.64010882   6.30728031   0.           0.        ]]","[ 1.0660279   1.94476677 -0.48128293 -0.30705349 -1.62626521 -1.1625866
  0.60416067  0.52271102  2.49985428  0.58350082  0.        ]",[-2.87030053  0.50790954],[-0.05817549 -0.24564739]
4,-0.371898275273,[-2.72148382 -0.30483304],-1.2809,"[[ -0.6688998    0.27237595  -0.19085635  -0.13340677]
 [-15.36738226  10.14327621   0.           0.        ]]","[ 0.87741016  1.90439519 -0.82857555  0.17810657 -1.62625838 -1.16258345
  0.47720573  1.05965275  2.37575806  0.29667373  0.        ]",[-2.56478047  0.73986489],[-0.05817549 -0.24564739]
5,-0.337598838611,[-2.10770952  1.04107099],-1.27499,"[[ -1.01288713   0.46112604  -0.19085635  -0.13340677]
 [-19.01925636   8.73633704   0.           0.        ]]","[ 0.52636872  1.81658517 -1.17038403  0.70667725 -1.62625154 -1.1625803
  0.35281907  0.86271444  2.14124599 -0.02277698  0.        ]",[-2.04839325  1.06651163],[-0.05817549 -0.24564739]
6,-0.287985578305,[-2.44445481  0.69459688],-1.16383,"[[ -1.42921082   0.67384917  -0.19085635  -0.13340677]
 [-22.60129713  12.52322136   0.           0.        ]]","[-0.00798779  1.6683087  -1.38248294  1.24457538 -1.62624471 -1.16257714
  0.23081105  1.39277972  1.77202175 -0.29108243  0.        ]",[-1.67507195  1.27139473],[-0.05817549 -0.24564739]
7,-0.22532680287,[-1.45802867  0.67459695],-1.08124,"[[ -1.91646822   0.94941538  -0.19085635  -0.13340677]
 [-26.11292475  15.02486089   0.           0.        ]]","[-0.66845516  1.40942338 -1.30887897  1.81261709 -1.62623787 -1.16257399
  0.1112014   1.74293879  1.30982807 -0.37707319  0.        ]",[-1.56597614  1.34655952],[-0.05817549 -0.24564739]
8,-0.155412449505,[-3.10791048  1.36112983],-0.785979,"[[ -2.47327241   1.27370988  -0.19085635  -0.13340677]
 [-29.55624778  17.39643932   0.           0.        ]]","[-1.28225915  1.03341361 -0.82788206  2.24257553 -1.62623103 -1.16257084
 -0.00608174  2.07488719  0.83690815 -0.20755825  0.        ]",[-1.77255535  1.24260855],[-0.05817549 -0.24564739]
9,-0.10713821423,[-0.96217034  0.81579062],-0.490367,"[[ -3.09827606   1.65787777  -0.19085635  -0.13340677]
 [-32.93309059  21.00808308   0.           0.        ]]","[-1.57702024  0.54011204  0.0352774   2.36278237 -1.6262242  -1.16256768
 -0.12110048  2.5804014   0.50574205  0.22183076  0.        ]",[-2.22075009  0.99397624],[-0.05817549 -0.24564739]
10,-0.129937608247,[-3.38816397  1.84418289],-0.404463,"[[ -3.78865405   2.10623128  -0.19085635  -0.13340677]
 [-36.09426992  23.81782259   0.           0.        ]]","[-1.30013235 -0.0097505   1.00294063  1.95369402 -1.62621736 -1.16256453
 -0.22877349  2.97365615  0.46040857  0.76293642  0.        ]",[-2.65664983  0.7512489 ],[-0.05817549 -0.24564739]
11,-0.187182782493,[-2.81136071  0.33682918],-0.654747,"[[ -4.54313181   2.61754001  -0.19085635  -0.13340677]
 [-39.34251302  27.30164834   0.           0.        ]]","[-0.43397797 -0.47171087  1.57631114  0.87318804 -1.62621052 -1.16256138
 -0.33941194  3.46124252  0.72084596  1.13664597  0.        ]",[-3.01204705  0.4481791 ],[-0.05817549 -0.24564739]
12,-0.220351884675,[-2.88973631  0.45361755],-1.00218,"[[ -5.36191538   3.09886148  -0.19085635  -0.13340677]
 [-42.52518202  11.13467455   0.           0.        ]]","[ 0.63013468 -0.644874    1.29275373 -0.50179945 -1.62620369 -1.16255822
 -0.44781679  1.19834358  0.99814535  1.17742814  0.        ]",[-3.03559327  0.41768286],[-0.05817549 -0.24564739]
13,-0.223348678176,[-2.48762478  0.79819687],-1.21699,"[[ -6.24370536   3.15473584  -0.19085635  -0.13340677]
 [-45.64323853  -1.7612296    0.           0.        ]]","[ 1.1728974  -0.64594666  0.15922772 -0.66962108 -1.62619685 -1.16255507
 -0.55402075 -0.60669765  1.03897476  1.15406794  0.        ]",[-2.94041061  0.57418728],[-0.05817549 -0.24564739]
14,-0.236759955656,[-3.17532398  0.60377532],-1.24855,"[[ -7.18723001   3.1016411   -0.19085635  -0.13340677]
 [-48.69899705  -2.77946227   0.           0.        ]]","[ 0.64888366 -0.64502113 -1.07673755 -0.51014113 -1.62619002 -1.16255192
 -0.65810259 -0.74921863  1.08895015  1.26274997  0.        ]",[-2.85644031  0.72962224],[-0.05817549 -0.24564739]
15,-0.246201082365,[-2.99204473  1.36601151],-1.30698,"[[ -8.19126106   3.05495668  -0.19085635  -0.13340677]
 [-51.69412     -1.82240738   0.           0.        ]]","[-0.65756585 -0.64118418 -1.31308867 -0.3701803  -1.62618318 -1.16254876
 -0.76011888 -0.61525833  1.19410778  1.22475577  0.        ]",[-2.79345751  0.81639338],[-0.05817549 -0.24564739]
16,-0.236448116369,[-2.43341101  0.48906825],-1.22611,"[[ -9.25459957   3.02808656  -0.19085635  -0.13340677]
 [-54.62995332  -0.93651155   0.           0.        ]]","[-1.55842881 -0.63769571 -0.15350502 -0.28986032 -1.62617635 -1.16254561
 -0.8601154  -0.49125837  1.18797013  1.08503606  0.        ]",[-2.72033024  0.8462345 ],[-0.05817549 -0.24564739]
17,-0.219170683457,[-1.91582903  0.77442271],-1.18201,"[[-10.37607202   3.01429285  -0.19085635  -0.13340677]
 [-57.50770613  -0.48026075   0.           0.        ]]","[-1.00119345 -0.63554225  1.31940961 -0.24871985 -1.62616951 -1.16254246
 -0.95813326 -0.42739609  1.06574974  1.0445729   0.        ]",[-2.74262238  0.81567031],[-0.05817549 -0.24564739]
18,-0.219048317734,[-1.86428738  0.62373885],-1.26587,"[[-11.55452819   3.00780347  -0.19085635  -0.13340677]
 [-60.328515    -0.20591388   0.           0.        ]]","[ 0.52760082 -0.63444375  1.36978811 -0.22938941 -1.62616267 -1.16253931
 -1.05421109 -0.38899505  0.98728318  1.17628795  0.        ]",[-2.91638851  0.70043164],[-0.05817549 -0.24564739]
19,-0.238496353346,[-3.06871254  1.35016505],-1.18884,"[[-12.78884046   3.00488583  -0.19085635  -0.13340677]
 [-63.09349943  -0.09763568   0.           0.        ]]","[ 1.14005766 -0.63393162 -0.23030862 -0.22070368 -1.62615584 -1.16253615
 -1.14838695 -0.37383876  1.07025593  1.31468464  0.        ]",[-2.98748636  0.65518779],[-0.05817549 -0.24564739]
20,-0.250413405646,[-2.85933169  0.78763232],-1.31774,"[[ -1.40779033e+01   3.00393445e+00  -1.90856353e-01  -1.33406771e-01]
 [ -6.58037548e+01  -1.64415256e-02   0.00000000e+00   0.00000000e+00]]","[-0.12066149 -0.63376157 -1.39483709 -0.21787206 -1.626149   -1.162533
 -1.24069808 -0.36247347  1.21100272  1.25780541  0.        ]",[-2.78794479  0.81873691],[-0.05817549 -0.24564739]
21,-0.237177088106,[-2.49251568  0.94244023],-1.17926,"[[ -1.54206330e+01   3.00360518e+00  -1.90856353e-01  -1.33406771e-01]
 [ -6.84603623e+01  -1.44518049e-02   0.00000000e+00   0.00000000e+00]]","[-1.52188923 -0.63370178 -0.32428387 -0.21689194 -1.62614217 -1.16252985
 -1.33118121 -0.36219449  1.19927083  1.07445511  0.        ]",[-2.70625377  0.85552692],[-0.05817549 -0.24564739]
22,-0.21667299318,[-3.12856843  1.55246737],-0.937572,"[[ -1.68159672e+01   3.00354193e+00  -1.90856353e-01  -1.33406771e-01]
 [ -7.10643788e+01   2.92492249e-03   0.00000000e+00   0.00000000e+00]]","[-0.81653947 -0.63368945  1.44017412 -0.21670345 -1.62613533 -1.16252669
 -1.41987227 -0.35976178  1.04134336  1.05093009  0.        ]",[-2.69336915  0.838884  ],[-0.05817549 -0.24564739]
23,-0.224782520092,[-4.21640589 -1.32738251],-1.01561,"[[ -1.82628645e+01   3.00368380e+00  -1.90856353e-01  -1.33406771e-01]
 [ -7.36168464e+01   8.32445229e-03   0.00000000e+00   0.00000000e+00]]","[ 0.94385304 -0.63371377  0.92919443 -0.21712535 -1.6261285  -1.16252354
 -1.50680666 -0.35900553  0.99710241  1.23928473  0.        ]",[-2.91183782  0.7046771 ],[-0.05817549 -0.24564739]
24,-0.252012500444,[-3.06253849  1.55322787],-1.30253,"[[-19.76030459   2.96408497  -0.19085635  -0.13340677]
 [-76.11874462  -3.95519892   0.           0.        ]]","[ 0.64162057 -0.62563345 -1.08291935 -0.0996415  -1.62612166 -1.16252039
 -1.59201766 -0.91378414  1.18091642  1.3301357   0.        ]",[-2.80355453  0.90699828],[-0.05817549 -0.24564739]
25,-0.243108042769,[-1.04046931 -0.15168108],-1.41288,"[[ -2.13072801e+01   2.92544301e+00  -1.90856353e-01  -1.33406771e-01]
 [ -7.85707210e+01   7.73448738e-02   0.00000000e+00   0.00000000e+00]]","[-1.26885853 -0.61581542 -0.84604923  0.01420303 -1.62611483 -1.16251723
 -1.67552726 -0.34934214  1.25417941  1.06086205  0.        ]",[-2.70180368  0.91388458],[-0.05817549 -0.24564739]
26,-0.209340521596,[-2.46870134  0.4854856 ],-1.00485,"[[-22.90281325   2.92088872  -0.19085635  -0.13340677]
 [-80.97456466  -0.53082821   0.           0.        ]]","[-1.04495259 -0.61453231  1.28399698  0.0275605  -1.62610799 -1.16251408
 -1.7573963  -0.43446858  1.00613745  1.00237986  0.        ]",[-2.58466268  0.95475125],[-0.05817549 -0.24564739]
27,-0.227062209976,[-4.27726856 -0.25361807],-0.954476,"[[-24.54594512   2.92960022  -0.19085635  -0.13340677]
 [-83.33082041   1.39553957   0.           0.        ]]","[ 0.94377495 -0.61696084  0.92932391  0.00199842 -1.62610116 -1.16251093
 -1.83764327 -0.16483111  0.97411534  1.30202549  0.        ]",[-2.9193666   0.73139912],[-0.05817549 -0.24564739]
28,-0.25507374803,[-2.52385456  0.73811081],-1.33636,"[[-26.23573671   2.94709474  -0.19085635  -0.13340677]
 [-85.64061543   0.35740439   0.           0.        ]]","[ 0.41837133 -0.62154752 -1.23656967 -0.04947852 -1.62609433 -1.16250778
 -1.91630647 -0.31014059  1.21704154  1.31514218  0.        ]",[-2.78835034  0.85437334],[-0.05817549 -0.24564739]
29,-0.23662153987,[-2.18729775  1.74088821],-1.08421,"[[-27.97126408   2.98343406  -0.19085635  -0.13340677]
 [-87.90463431   3.26697516   0.           0.        ]]","[-1.5155838  -0.62982767 -0.34683748 -0.15695539 -1.62608749 -1.16250462
 -1.99340916  0.0971182   1.20297764  1.05770223  0.        ]",[-2.68985963  0.81098676],[-0.05817549 -0.24564739]
30,-0.218042815077,[-3.23692404  1.86337225],-0.887295,"[[-29.75162562   3.03199361  -0.19085635  -0.13340677]
 [-90.1240841    0.70888475   0.           0.        ]]","[-0.33064884 -0.6382467   1.59115887 -0.3015251  -1.62608066 -1.16250147
 -2.06899237 -0.26094333  1.03247534  1.0874145   0.        ]",[-2.65927887  0.81983197],[-0.05817549 -0.24564739]
31,-0.235156847863,[-3.12286466  0.12822841],-1.13952,"[[-31.57593215   3.02976468  -0.19085635  -0.13340677]
 [-92.29928398  -0.51193958   0.           0.        ]]","[ 1.15639976 -0.63792572 -0.13848474 -0.29486923 -1.62607382 -1.16249832
 -2.14306689 -0.43182453  1.05744706  1.28881344  0.        ]",[-2.81838036  0.76474088],[-0.05817549 -0.24564739]
32,-0.247524617965,[-4.2128368   0.40840932],-1.03909,"[[-33.44330934   3.01825436  -0.19085635  -0.13340677]
 [-94.43132419  -0.53685586   0.           0.        ]]","[-0.80888431 -0.63617041 -1.24405787 -0.26052683 -1.62606699 -1.16249517
 -2.2156698  -0.43531153  1.2224494   1.19414665  0.        ]",[-2.71908474  0.89152491],[-0.05817549 -0.24564739]
33,-0.220392048721,[-1.80743952 -0.26286103],-1.13796,"[[-35.35290375   3.0099107   -0.19085635  -0.13340677]
 [-96.52115611  -0.3054669    0.           0.        ]]","[-1.16547164 -0.63479092  1.16959113 -0.23566277 -1.62606015 -1.16249201
 -2.28683343 -0.40292285  1.08052055  1.03574691  0.        ]",[-2.54308248  0.9298079 ],[-0.05817549 -0.24564739]
34,-0.228420947581,[-3.4491642   0.67038296],-1.04165,"[[-37.30387997   2.99336274  -0.19085635  -0.13340677]
 [-98.5696162   -1.34601447   0.           0.        ]]","[ 1.06788953 -0.63179086  0.67671878 -0.1864332  -1.62605332 -1.16248886
 -2.35658621 -0.54857045  1.00734814  1.27263364  0.        ]",[-2.80363798  0.81341457],[-0.05817549 -0.24564739]
35,-0.251173972283,[-2.50247054  0.76815722],-1.25496,"[[ -39.29541707    2.99327667   -0.19085635   -0.13340677]
 [-100.57746104    1.32845037    0.            0.        ]]","[-0.23726089 -0.63177332 -1.39697907 -0.18617724 -1.62604649 -1.16248571
 -2.42495384 -0.17421743  1.22458327  1.24545914  0.        ]",[-2.72622323  0.86322904],[-0.05817549 -0.24564739]
36,-0.225431735353,[-4.09362393  0.14659408],-0.812406,"[[ -41.32671594    3.01651794   -0.19085635   -0.13340677]
 [-102.54585509    0.37087258    0.            0.        ]]","[-1.41894521 -0.63588684  0.79964255 -0.25534931 -1.62603965 -1.16248255
 -2.49197592 -0.30825221  1.12093886  1.03819626  0.        ]",[-2.56982493  0.90854955],[-0.05817549 -0.24564739]
37,-0.224520726966,[-1.86071077  2.15397672],-1.16943,"[[ -43.39699023    3.01500987   -0.19085635   -0.13340677]
 [-104.47512258   -0.29146327    0.            0.        ]]","[ 0.9449127  -0.63563992  0.92746292 -0.25085404 -1.62603282 -1.1624794
 -2.55766345 -0.40096099  1.00110747  1.22969338  0.        ]",[-2.74563932  0.80513275],[-0.05817549 -0.24564739]
38,-0.249896925358,[-3.41118766  1.62019427],-1.11204,"[[ -45.5054659     3.00995222   -0.19085635   -0.13340677]
 [-106.3661431    -0.20231216    0.            0.        ]]","[-0.13664185 -0.63479288 -1.3957681  -0.23578515 -1.62602599 -1.16247625
 -2.62204633 -0.38848169  1.20706428  1.2568063   0.        ]",[-2.71439648  0.89743555],[-0.05817549 -0.24564739]
39,-0.223693347273,[-2.85771746  0.7880211 ],-0.939798,"[[ -47.65138646    3.00688904   -0.19085635   -0.13340677]
 [-108.21973841   -0.10951098    0.            0.        ]]","[-1.39123818 -0.63426344  0.85395696 -0.22666343 -1.62601915 -1.1624731
 -2.68515249 -0.37549149  1.11095966  1.02963112  0.        ]",[-2.55456185  0.93184775],[-0.05817549 -0.24564739]
