timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.158358502514,[-2.27710115 -2.26394429],-1.46875,"[[ 0.09845612 -0.0149933   0.14098244 -0.12394388]
 [-0.00427018 -0.00336926  0.          0.        ]]","[ 0.98339224  1.32257839  0.24538387 -0.14595917  1.22304525 -1.07351889
  0.79638999 -0.29679844  0.04590582  1.55151744  0.        ]",[-4.49397516 -2.1794734 ],[-0.21427123 -0.38480672]
1,-0.14732228669,[-3.27429391 -1.04971968],-1.19038,"[[ 0.0586965  -0.05477241  0.14098244 -0.12394388]
 [-3.95853388 -3.96135575  0.          0.        ]]","[ 0.98787329  1.32102139  0.18387543 -0.24230135  1.22304393 -1.07351789
  0.67558126 -0.88872648  0.05151083  1.42649351  0.        ]",[-3.83102465 -1.42991281],[-0.21427123 -0.38480672]
2,-0.113724530697,[-2.92996307 -0.55423294],-0.893462,"[[-0.05936443 -0.17292526  0.14098244 -0.12394388]
 [-7.83468343 -7.8409996   0.          0.        ]]","[  9.87815856e-01   1.30597861e+00   7.63512971e-04  -5.26633153e-01
   1.22304262e+00  -1.07351690e+00   5.57159097e-01  -1.46893688e+00
   2.76340894e-02   1.05670896e+00   0.00000000e+00]",[-1.85647202 -0.09066829],[-0.21427123 -0.38480672]
3,-0.0588457033279,[ 0.3046666   0.17517045],-0.832538,"[[ -0.2541887   -0.35019073   0.14098244  -0.12394388]
 [-11.63516683  -9.87874103   0.           0.        ]]","[ 0.94419777  1.25464822 -0.2974034  -0.94109212  1.2230413  -1.0735159
  0.4410487  -1.77368392 -0.13039644  0.50135668  0.        ]",[ 0.59982967  1.24065125],[-0.21427123 -0.38480672]
4,-0.0161388078056,[ 1.87804763  1.0701082 ],-0.755177,"[[ -0.47249873  -0.53884727   0.14098244  -0.12394388]
 [-10.20061691  -8.9898644    0.           0.        ]]","[ 0.83299002  1.16381845 -0.6134507  -1.35326655  1.22303999 -1.07351491
  0.484876   -1.64074733 -0.45248212 -0.00174036  0.        ]",[ 1.82428348  1.83439493],[-0.21427123 -0.38480672]
5,-0.0527519523801,[ 3.14027863  1.45116022],-0.832875,"[[-0.6348124  -0.67714378  0.14098244 -0.12394388]
 [-6.04448644 -4.85357764  0.          0.        ]]","[ 0.71055574  1.07531129 -0.82747828 -1.62815124  1.22303868 -1.07351391
  0.61185141 -1.02215364 -0.76545001 -0.26659992  0.        ]",[ 1.76613081  1.56548476],[-0.21427123 -0.38480672]
6,-0.072706309925,[ 1.48360703  0.89907576],-0.825812,"[[-0.71482293 -0.73353655  0.14098244 -0.12394388]
 [-1.97007747 -0.79921658  0.          0.        ]]","[ 0.63878526  1.03432399 -0.92440481 -1.73219496  1.22303736 -1.07351292
  0.73633003 -0.41581286 -0.92469916 -0.35606772  0.        ]",[ 1.54526687  1.10012591],[-0.21427123 -0.38480672]
7,-0.0708393637686,[ 1.05897013  0.15785484],-0.854028,"[[-0.71415055 -0.71365711  0.14098244 -0.12394388]
 [ 2.02400644  2.77525024  0.          0.        ]]","[ 0.63941759  1.04908054 -0.92361581 -1.69608593  1.22303605 -1.07351192
  0.85835447  0.11875838 -0.9062436  -0.35262206  0.        ]",[ 0.97802937  0.44042262],[-0.21427123 -0.38480672]
8,-0.050517260597,[ 1.67917502 -0.08625028],-0.824972,"[[-0.63438037 -0.65244513  0.14098244 -0.12394388]
 [ 5.93994652  3.34406486  0.          0.        ]]","[ 0.71092238  1.09239191 -0.82693627 -1.58103299  1.22303473 -1.07351093
  0.97799133  0.20382611 -0.74371947 -0.25895511  0.        ]",[ 0.22316509  0.02454966],[-0.21427123 -0.38480672]
9,-0.0183210002158,[ 0.36359245 -0.66491836],-0.708577,"[[-0.47706655 -0.58966666  0.14098244 -0.12394388]
 [ 9.77863956  2.93516804  0.          0.        ]]","[ 0.82998895  1.13334381 -0.61975227 -1.4573153   1.22303342 -1.07350993
  1.09526798  0.14267435 -0.49657807 -0.03616555  0.        ]",[-0.97641778 -0.43319359],[-0.21427123 -0.38480672]
10,-0.0341167935814,[-1.62987092 -0.18812577],-0.621437,"[[ -0.26899384  -0.55796407   0.14098244  -0.12394388]
 [ 11.02450406   0.24406778   0.           0.        ]]","[ 0.93869556  1.15263793 -0.31959368 -1.39278908  1.2230321  -1.07350894
  1.13332984 -0.25978744 -0.262967    0.30567848  0.        ]",[-2.07838774 -0.49658403],[-0.21427123 -0.38480672]
11,-0.0667551812991,[-2.74788581 -1.04823951],-0.649046,"[[-0.09038218 -0.56058796  0.14098244 -0.12394388]
 [ 6.85056346 -0.50399703  0.          0.        ]]","[ 0.98447883  1.15107581 -0.04723151 -1.39817755  1.22303079 -1.07350794
  1.00580901 -0.37166258 -0.1320464   0.61924601  0.        ]",[-2.62270498 -0.62607074],[-0.21427123 -0.38480672]
