timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.143980283703,[ 1.74448662 -0.79826738],-2.41182,"[[-0.09096855 -0.07642322  0.09360102  0.05994965]
 [ 0.00408378 -0.00136063  0.          0.        ]]","[ 0.93471371  1.32993312 -0.69390598  0.96512701  0.81030382  0.50946307
  0.01078959  0.28922863  0.41562677 -1.13154122  0.        ]",[ 1.78057027 -0.48610276],[-0.71539038 -0.55739534]
1,-0.141443338078,[ 0.89101503  0.06849347],-2.28995,"[[-0.05118481 -0.10817901  0.09360102  0.05994965]
 [ 3.96111232 -3.16367233  0.          0.        ]]","[ 0.93949805  1.32630481 -0.62697717  0.8822391   0.81030341  0.50946288
  0.58969405 -0.20399059  0.42000229 -1.06757918  0.        ]",[ 1.18042254 -0.29683849],[-0.71539038 -0.55739534]
2,-0.132750511537,[ 0.2737578 -1.6869411],-2.15711,"[[ 0.06261513 -0.16811617  0.09360102  0.05994965]
 [ 7.40741239 -2.83114074  0.          0.        ]]","[ 0.93839657  1.31607621 -0.43513974  0.72663849  0.81030301  0.50946269
  1.09387966 -0.15212625  0.42736993 -0.83956164  0.        ]",[ 0.20594105 -0.62848002],[-0.71539038 -0.55739534]
3,-0.121698665269,[ 0.31956062  0.49971378],-1.9987,"[[ 0.22017448 -0.26390757  0.09360102  0.05994965]
 [ 8.34540154 -6.73498006  0.          0.        ]]","[ 0.90082861  1.2906401  -0.17231174  0.48145829  0.81030261  0.50946249
  1.23110453 -0.76100007  0.40979102 -0.54389381  0.        ]",[-0.00618301 -0.04239875],[-0.71539038 -0.55739534]
4,-0.110190113478,[-0.54376124 -0.68974591],-1.75998,"[[ 0.39810296 -0.37741997  0.09360102  0.05994965]
 [ 9.44380195 -4.62328431  0.          0.        ]]","[ 0.80926563  1.24632224  0.11319329  0.19921387  0.8103022   0.5094623
  1.3917969  -0.43164282  0.35510157 -0.22644842  0.        ]",[-0.76651174 -0.28583682],[-0.71539038 -0.55739534]
5,-0.100691180516,[-0.75362255 -0.1003789 ],-1.71115,"[[ 0.56353276 -0.4963594   0.09360102  0.05994965]
 [ 7.10694279 -7.2618791   0.          0.        ]]","[ 0.67982606  1.18398889  0.36030141 -0.08312427  0.8103018   0.50946211
  1.04991891 -0.843179    0.27428678  0.03487967  0.        ]",[-0.39351982  0.22239622],[-0.71539038 -0.55739534]
6,-0.0946380877863,[-0.48955612  0.597099  ],-1.716,"[[ 0.67434927 -0.6441303   0.09360102  0.05994965]
 [ 3.98506867 -7.51439255  0.          0.        ]]","[ 0.57099009  1.08521594  0.51246197 -0.40890354  0.8103014   0.50946191
  0.5931954  -0.88256257  0.21031308  0.10047357  0.        ]",[ 0.18396725  0.44591734],[-0.71539038 -0.55739534]
7,-0.0906459184841,[ 0.75391356 -0.57789047],-1.76082,"[[ 0.73381851 -0.76919688  0.09360102  0.05994965]
 [ 1.96856351 -5.00065589  0.          0.        ]]","[ 0.50579856  0.98464242  0.58890391 -0.65808322  0.81030099  0.50946172
  0.298185   -0.4904996   0.17058916  0.06497878  0.        ]",[ 0.49097431  0.31437179],[-0.71539038 -0.55739534]
8,-0.08547398174,[ 0.2845061   0.53516785],-1.72187,"[[ 0.80273339 -0.89118423  0.09360102  0.05994965]
 [ 4.91314216 -7.19075615  0.          0.        ]]","[ 0.42470619  0.87313171  0.67247457 -0.8737162   0.81030059  0.50946153
  0.7289702  -0.83208508  0.11771508  0.05343654  0.        ]",[-0.19933978  0.59872067],[-0.71539038 -0.55739534]
9,-0.0775223378759,[-0.49849089  0.16365327],-1.6734,"[[ 0.9113093  -1.01231206  0.09360102  0.05994965]
 [ 5.9410542  -4.92954972  0.          0.        ]]","[ 0.28577029  0.75094847  0.792311   -1.05785145  0.81030019  0.50946134
  0.87935108 -0.47940867  0.03210841  0.12919809  0.        ]",[-0.85207593  0.33219019],[-0.71539038 -0.55739534]
