timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.165747315172,[-0.29124327 -0.83656395],-0.844057,"[[ 0.05102286  0.02332498  0.04429557  0.00070639]
 [-0.00275517  0.00299426  0.          0.        ]]","[ 1.09422748  1.82868251  0.00479728  0.71444674  0.40173851 -0.01155842
  0.10954178  0.34184161  0.87501252  0.16840123  0.        ]",[ 0.46852043 -0.97022372],[-0.10378677 -0.27400288]
1,-0.165705693137,[-0.56514877 -1.49146418],-0.807973,"[[  3.94216288e-02  -9.84611630e-03   4.42955750e-02   7.06387209e-04]
 [ -1.15354018e+00  -3.30906677e+00   0.00000000e+00   0.00000000e+00]]","[ 1.09494994  1.82894675 -0.01277186  0.6249162   0.40173729 -0.01155839
  0.00555583 -0.12719949  0.87715228  0.12016913  0.        ]",[ 0.5241909  -0.93538219],[-0.10378677 -0.27400288]
2,-0.165540951233,[ 1.06889816 -0.33866107],-0.996179,"[[ -5.83620253e-03  -1.15089340e-01   4.42955750e-02   7.06387209e-04]
 [ -3.36489482e+00  -7.20228298e+00   0.00000000e+00   0.00000000e+00]]","[ 1.09599955  1.82055498 -0.08136637  0.34153034  0.40173607 -0.01155836
 -0.19426409 -0.67854075  0.8724259  -0.04694158  0.        ]",[ 0.67129707 -0.86354458],[-0.10378677 -0.27400288]
3,-0.164794304511,[ 0.52459202 -1.05073302],-0.935984,"[[ -3.27715545e-02  -2.71174167e-01   4.42955750e-02   7.06387209e-04]
 [  6.57967565e-01  -8.40219226e+00   0.00000000e+00   0.00000000e+00]]","[ 1.09527084  1.78238572 -0.12219093 -0.07151811  0.40173486 -0.01155833
  0.16924666 -0.84846419  0.84256439 -0.22442194  0.        ]",[ 0.64235395 -0.81158364],[-0.10378677 -0.27400288]
4,-0.161725815961,[ 0.68493855 -0.1409056 ],-0.981866,"[[  1.09240994e-03  -4.77284617e-01   4.42955750e-02   7.06387209e-04]
 [  2.72153803e+00  -1.21961977e+01   0.00000000e+00   0.00000000e+00]]","[ 1.09600981  1.68649407 -0.07086207 -0.58842675  0.40173364 -0.0115583
  0.35571306 -1.38574873  0.79287646 -0.33648846  0.        ]",[ 0.59724009 -0.71817577],[-0.10378677 -0.27400288]
5,-0.154878288167,[ 0.13134983 -0.37976916],-0.879972,"[[  8.21701289e-02  -7.24392963e-01   4.42955750e-02   7.06387209e-04]
 [  5.37743213e+00  -1.25135512e+01   0.00000000e+00   0.00000000e+00]]","[ 1.09131606  1.50885565  0.05191132 -1.13719805  0.40173242 -0.01155827
  0.59570224 -1.43067986  0.72318816 -0.39498339  0.        ]",[ 0.48361239 -0.66586596],[-0.10378677 -0.27400288]
6,-0.144010563885,[-0.2076835   0.14741196],-0.796942,"[[  1.93868778e-01  -9.87266088e-01   4.42955750e-02   7.06387209e-04]
 [  5.79104325e+00  -1.37695654e+01   0.00000000e+00   0.00000000e+00]]","[ 1.06996746  1.25654292  0.2195486  -1.60101687  0.40173121 -0.01155824
  0.63307462 -1.60853667  0.6364812  -0.40652776  0.        ]",[ 0.39673391 -0.59421277],[-0.10378677 -0.27400288]
7,-0.129994057007,[ 0.30733574 -0.07074751],-0.767349,"[[  3.00291522e-01  -1.25406214e+00   4.42955750e-02   7.06387209e-04]
 [  4.85433232e+00  -1.29129077e+01   0.00000000e+00   0.00000000e+00]]","[ 1.03381222  0.9512311   0.37591144 -1.91338274  0.40172999 -0.01155821
  0.54842963 -1.48720818  0.52438434 -0.41447007  0.        ]",[ 0.3436085  -0.54908895],[-0.10378677 -0.27400288]
8,-0.113621599457,[-0.30012493 -0.88703929],-0.634078,"[[  4.08615605e-01  -1.51256726e+00   4.42955750e-02   7.06387209e-04]
 [  5.97438517e+00  -1.29375013e+01   0.00000000e+00   0.00000000e+00]]","[ 0.98159109  0.62838128  0.52984613 -2.04304306  0.40172877 -0.01155818
  0.64963769 -1.49067847  0.39986352 -0.40144543  0.        ]",[ 0.20169641 -0.50434339],[-0.10378677 -0.27400288]
9,-0.0929438491504,[-0.910465   -0.04989734],-0.514629,"[[  5.15003221e-01  -1.80398405e+00   4.42955750e-02   7.06387209e-04]
 [  4.66859282e+00  -1.61933522e+01   0.00000000e+00   0.00000000e+00]]","[ 0.91575035  0.25963269  0.67416543 -1.9745395   0.40172755 -0.01155815
  0.53164143 -1.95173013  0.23530101 -0.38484869  0.        ]",[ 0.11276707 -0.42085713],[-0.10378677 -0.27400288]
10,-0.0702169376045,[ 0.73743022 -0.15242796],-0.604819,"[[  5.71284084e-01  -2.12661257e+00   4.42955750e-02   7.06387209e-04]
 [  9.71669239e-01  -1.60699670e+01   0.00000000e+00   0.00000000e+00]]","[ 0.8753338  -0.11839629  0.74719641 -1.64127806  0.40172634 -0.01155812
  0.19757753 -1.9342332   0.01406334 -0.38094347  0.        ]",[ 0.12618838 -0.37488306],[-0.10378677 -0.27400288]
11,-0.0496988342239,[ 0.42765596 -0.68329609],-0.595086,"[[  6.19807298e-01  -2.45087639e+00   4.42955750e-02   7.06387209e-04]
 [  3.87111568e+00  -1.63554314e+01   0.00000000e+00   0.00000000e+00]]","[ 0.83751156 -0.42834988  0.80808467 -1.06803446  0.40172512 -0.01155809
  0.45957805 -1.97463332 -0.21366732 -0.31975119  0.        ]",[ 0.00359869 -0.35145682],[-0.10378677 -0.27400288]
12,-0.0385503620402,[ 0.54234624 -0.47673375],-0.58039,"[[  7.13444576e-01  -2.80188146e+00   4.42955750e-02   7.06387209e-04]
 [  5.48726229e+00  -1.87371268e+01   0.00000000e+00   0.00000000e+00]]","[ 0.75708523 -0.64767964  0.91960426 -0.24784447  0.4017239  -0.01155806
  0.60561565 -2.31187056 -0.43567895 -0.17632327  0.        ]",[-0.0879664  -0.33785647],[-0.10378677 -0.27400288]
13,-0.0472678992479,[ 0.27304913 -0.43881709],-0.56822,"[[  8.43645164e-01  -3.13462600e+00   4.42955750e-02   7.06387209e-04]
 [  7.52639615e+00  -6.90578693e+00   0.00000000e+00   0.00000000e+00]]","[ 0.63012485 -0.72049584  1.06002567  0.63273331  0.40172269 -0.01155803
  0.78987474 -0.63643323 -0.59164739 -0.03210329  0.        ]",[-0.21655324 -0.41381162],[-0.10378677 -0.27400288]
14,-0.0515651546653,[ 0.90895019 -0.25369831],-0.63381,"[[  1.00353062e+00  -3.15000595e+00   4.42955750e-02   7.06387209e-04]
 [  8.45890755e+00   2.42408934e+00   0.00000000e+00   0.00000000e+00]]","[ 0.45307552 -0.7204788   1.2060137   0.67424259  0.40172147 -0.011558
  0.87413542  0.68476916 -0.62887432  0.0023143   0.        ]",[-0.24759299 -0.49224427],[-0.10378677 -0.27400288]
15,-0.0444816495386,[-1.88440141 -0.4549233 ],-0.476628,"[[  1.20713703e+00  -3.09272973e+00   4.42955750e-02   7.06387209e-04]
 [  1.18902694e+01   2.73370412e+00   0.00000000e+00   0.00000000e+00]]","[ 0.2006928  -0.7189996   1.34430715  0.51969829  0.40172025 -0.01155797
  1.18419696  0.7286109  -0.57322651 -0.02510462  0.        ]",[-0.39265722 -0.51660979],[-0.10378677 -0.27400288]
16,-0.0377159264112,[-2.31239255 -0.5098964 ],-0.456074,"[[  1.40285512e+00  -3.04858618e+00   4.42955750e-02   7.06387209e-04]
 [  7.69552007e+00   1.66993948e+00   0.00000000e+00   0.00000000e+00]]","[-0.06129467 -0.71500885  1.4221121   0.40085744  0.40171904 -0.01155794
  0.80514277  0.57796865 -0.52407268 -0.02507451  0.        ]",[-0.3726337  -0.50946957],[-0.10378677 -0.27400288]
17,-0.033639725111,[ 0.85032812 -0.82585186],-0.630472,"[[  1.51551162e+00  -3.02400350e+00   4.42955750e-02   7.06387209e-04]
 [  3.58383671e+00   8.55435302e-01   0.00000000e+00   0.00000000e+00]]","[-0.21677807 -0.71171255  1.4411131   0.33487377  0.40171782 -0.01155791
  0.43359647  0.46262464 -0.49686657 -0.01587069  0.        ]",[-0.31981006 -0.49948937],[-0.10378677 -0.27400288]
18,-0.0310225167558,[-4.01190916  0.09447468],-0.395351,"[[  1.62025542e+00  -3.01224435e+00   4.42955750e-02   7.06387209e-04]
 [  6.87956311e+00   3.80611231e-01   0.00000000e+00   0.00000000e+00]]","[-0.36225552 -0.70986369  1.44156384  0.30337516  0.4017166  -0.01155788
  0.73140663  0.39538312 -0.48124474 -0.00339167  0.        ]",[-0.40335709 -0.51303262],[-0.10378677 -0.27400288]
