timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.267985098703,[ 0.02754067 -2.62245763],-3.77038,"[[ 0.03549456 -0.07247405 -0.05650099 -0.02996079]
 [ 0.00371926 -0.00148414  0.          0.        ]]","[ 0.93873312  1.22333632 -0.4052563   1.04013534 -0.49023153 -0.26825431
 -0.01547566  0.27848777  2.11106397  0.46429198  0.        ]",[-0.55078256 -2.95906305],[-0.82740033 -0.72084272]
1,-0.267322463839,[-0.42794036 -3.38342715],-3.66177,"[[ 0.03667672 -0.1122317  -0.05650099 -0.02996079]
 [ 0.11412242 -3.96108482  0.          0.        ]]","[ 0.93866054  1.21869623 -0.40332196  0.93773146 -0.4902314  -0.26825425
  0.00244144 -0.37297475  2.1083899   0.40385801  0.        ]",[-0.61556411 -2.70675874],[-0.82740033 -0.72084272]
2,-0.264264059353,[ 0.16170038 -2.78116048],-3.64501,"[[ 0.02196609 -0.23038783 -0.05650099 -0.02996079]
 [-1.57956905 -7.84159847  0.          0.        ]]","[ 0.93939016  1.1932215  -0.42739634  0.63672404 -0.49023127 -0.26825418
 -0.27242432 -1.01142506  2.08612113  0.17004024  0.        ]",[-0.36961055 -2.24973965],[-0.82740033 -0.72084272]
3,-0.25706543174,[-0.56988435 -1.56618421],-3.62141,"[[ -2.88061055e-03  -4.25392531e-01  -5.65009896e-02  -2.99607943e-02]
 [ -9.07382088e-01  -1.16461893e+01   0.00000000e+00   0.00000000e+00]]","[ 0.9397911   1.11387692 -0.46807372  0.15990067 -0.49023113 -0.26825412
 -0.16333637 -1.6373831   2.0032439  -0.20298912  0.        ]",[-0.19681197 -2.04075933],[-0.82740033 -0.72084272]
4,-0.242595310678,[-0.17214008 -1.25398436],-3.52316,"[[ -0.04345947  -0.69572259  -0.05650099  -0.02996079]
 [ -3.14321437 -15.37440165   0.           0.        ]]","[ 0.93819946  0.93255764 -0.53448917 -0.43058704 -0.490231   -0.26825406
 -0.52618515 -2.25077288  1.79561655 -0.67978057  0.        ]",[ 0.38250494 -1.46042967],[-0.82740033 -0.72084272]
5,-0.216593585773,[ 0.33807605 -0.39547251],-3.27877,"[[ -0.11253353  -1.03988215  -0.05650099  -0.02996079]
 [ -3.76234228 -19.02937513   0.           0.        ]]","[ 0.92909066  0.6019392  -0.64721467 -1.00333467 -0.49023086 -0.26825399
 -0.62666206 -2.85210959  1.3868821  -1.16857001  0.        ]",[ 0.78843009 -0.74194825],[-0.82740033 -0.72084272]
6,-0.179707800602,[ 0.3065924 -0.4850862],-2.68233,"[[ -0.17362862  -1.43240414  -0.05650099  -0.02996079]
 [ -2.35189007 -20.21884434   0.           0.        ]]","[ 0.91434621  0.13579024 -0.7462052  -1.33469998 -0.49023073 -0.26825393
 -0.3977623  -3.04780236  0.84278457 -1.3956428   0.        ]",[ 0.4639028  -0.07813621],[-0.82740033 -0.72084272]
7,-0.135065700736,[ 0.23583399  0.61359277],-2.25489,"[[ -0.20804481  -1.8520382   -0.05650099  -0.02996079]
 [ -1.09390583 -21.7394776    0.           0.        ]]","[ 0.90329632 -0.38999701 -0.80152736 -1.25779737 -0.49023059 -0.26825387
 -0.19360631 -3.29797835  0.30927691 -1.25677094  0.        ]",[ 0.05444671  0.70986223],[-0.82740033 -0.72084272]
8,-0.0899711651195,[-0.2755278   0.94763173],-2.01487,"[[ -0.22036042  -2.2581335   -0.05650099  -0.02996079]
 [ -0.14060683 -18.87957169   0.           0.        ]]","[ 0.89886466 -0.84167084 -0.82122993 -0.77204897 -0.49023046 -0.2682538
 -0.03889713 -2.82744313 -0.07869673 -0.84306173  0.        ]",[-0.3505519   1.12056792],[-0.82740033 -0.72084272]
9,-0.0561131860458,[-0.62720887  1.42566597],-2.05399,"[[ -0.23409907  -2.59432718  -0.05650099  -0.02996079]
 [ -1.22950606 -14.75355492   0.           0.        ]]","[ 0.89362538 -1.11939427 -0.84314491 -0.11864201 -0.49023033 -0.26825374
 -0.21561261 -2.14860342 -0.27975243 -0.36613349  0.        ]",[-0.08282457  1.52856779],[-0.82740033 -0.72084272]
10,-0.0425270278651,[ 0.62693707  1.5677376 ],-2.16082,"[[ -0.28336323  -2.84674029  -0.05650099  -0.02996079]
 [ -3.68866154 -10.50193265   0.           0.        ]]","[ 0.87229168 -1.24959964 -0.92111007  0.47570941 -0.49023019 -0.26825367
 -0.6147045  -1.44910058 -0.35241593  0.04291303  0.        ]",[ 0.63621575  1.89600062],[-0.82740033 -0.72084272]
11,-0.0476623115501,[ 0.13854271  2.16792991],-2.19789,"[[-0.3314988  -3.01496391 -0.05650099 -0.02996079]
 [-1.13333075 -5.54282766  0.          0.        ]]","[ 0.84763728 -1.29407663 -0.99621759  0.90075544 -0.49023006 -0.26825361
 -0.2000042  -0.63319952 -0.34320841  0.32265891  0.        ]",[ 0.57018375  1.87288451],[-0.82740033 -0.72084272]
12,-0.0501489391161,[ 0.6019432   1.78643176],-2.20568,"[[-0.34843341 -3.04960847 -0.05650099 -0.02996079]
 [-0.56209165  0.71037243  0.          0.        ]]","[ 0.83807852 -1.29885812 -1.02235626  0.98983731 -0.49022992 -0.26825355
 -0.10729874  0.39561345 -0.33480717  0.38202436  0.        ]",[ 0.74183851  1.54095566],[-0.82740033 -0.72084272]
13,-0.0464383015767,[ 0.39301745  1.33047962],-2.17914,"[[-0.33564974 -2.99581323 -0.05650099 -0.02996079]
 [ 1.83247272  4.65600183  0.          0.        ]]","[ 0.84533608 -1.29078459 -1.00263823  0.85167358 -0.49022979 -0.26825348
  0.28131111  1.04477112 -0.34826538  0.29314645  0.        ]",[ 0.45060432  1.2504319 ],[-0.82740033 -0.72084272]
14,-0.0425854703509,[ 0.25988153  1.00405032],-2.15128,"[[-0.28375067 -2.86388953 -0.05650099 -0.02996079]
 [ 3.35234057  8.52347836  0.          0.        ]]","[ 0.87210691 -1.25572464 -0.92171737  0.51826526 -0.49022965 -0.26825342
  0.52796786  1.68106967 -0.35259754  0.07068708  0.        ]",[ 0.08768623  0.50743651],[-0.82740033 -0.72084272]
15,-0.0529264399721,[-0.72105655 -0.59661299],-2.09693,"[[ -0.20704743  -2.65538471  -0.05650099  -0.02996079]
 [  4.31469839  12.31437127   0.           0.        ]]","[ 0.9036415  -1.15755618 -0.79992642  0.01866155 -0.49022952 -0.26825336
  0.68414717  2.3047662  -0.28525676 -0.27486088  0.        ]",[-0.49580026 -0.57821602],[-0.82740033 -0.72084272]
16,-0.0754536480637,[ 0.47611837  0.24037697],-2.06906,"[[-0.15025752 -2.43524563 -0.05650099 -0.02996079]
 [ 1.37416138  9.70823013  0.          0.        ]]","[ 0.92072118 -1.00143524 -0.70843864 -0.45158955 -0.49022939 -0.26825329
  0.20693197  1.87598724 -0.13858758 -0.60033958  0.        ]",[ 0.19948372 -0.49463856],[-0.82740033 -0.72084272]
17,-0.0994982879942,[-0.54148943 -1.04051317],-2.0204,"[[ -0.1041401   -2.23345998  -0.05650099  -0.02996079]
 [  3.23132418  10.46779895   0.           0.        ]]","[ 0.93062267 -0.81729043 -0.63354899 -0.81193565 -0.49022925 -0.26825323
  0.50832794  2.00095352  0.05605668 -0.84366038  0.        ]",[-0.3453877  -1.39303565],[-0.82740033 -0.72084272]
18,-0.120343416511,[ 0.00907746 -1.6790171 ],-2.15558,"[[-0.06166446 -2.06590983 -0.05650099 -0.02996079]
 [ 1.0237067   6.3011077   0.          0.        ]]","[ 0.93657556 -0.64001903 -0.56424932 -1.04878691 -0.49022912 -0.26825317
  0.15005699  1.31542596  0.26017843 -0.98957983  0.        ]",[-0.06395814 -1.41795444],[-0.82740033 -0.72084272]
19,-0.130818512562,[ 0.5037196  -1.71747015],-2.29069,"[[-0.04103138 -1.98086713 -0.05650099 -0.02996079]
 [ 1.03958573  2.21677436  0.          0.        ]]","[ 0.93836771 -0.54326732 -0.53051263 -1.14496123 -0.49022898 -0.2682531
  0.15263394  0.64344906  0.37330917 -1.04169978  0.        ]",[ 0.00467637 -1.10191143],[-0.82740033 -0.72084272]
20,-0.133542154735,[ 0.06567689  0.336694  ],-2.11588,"[[ -4.37801219e-04  -1.97670141e+00  -5.65009896e-02  -2.99607943e-02]
 [  3.01320748e+00  -1.78685361e+00   0.00000000e+00   0.00000000e+00]]","[ 0.93979185 -0.53842841 -0.46406917 -1.14923627 -0.49022885 -0.26825304
  0.47293005 -0.01524963  0.42350349 -1.01217211  0.        ]",[-0.27661297 -0.66304445],[-0.82740033 -0.72084272]
21,-0.134555916105,[-0.09282106 -0.20799568],-2.08932,"[[ 0.06183544 -1.99870721 -0.05650099 -0.02996079]
 [ 3.21344775 -0.41828655  0.          0.        ]]","[ 0.93655653 -0.56388939 -0.3621762  -1.12618459 -0.49022871 -0.26825298
  0.50542662  0.20991449  0.46653724 -0.94527913  0.        ]",[-0.24776271 -0.90619731],[-0.82740033 -0.72084272]
22,-0.135950070358,[ 0.1118715 -0.8593286],-2.14323,"[[ 0.12178071 -2.01525235 -0.05650099 -0.02996079]
 [ 2.78251525 -1.2335126   0.          0.        ]]","[ 0.92725492 -0.58286548 -0.26445819 -1.10810177 -0.49022858 -0.26825291
  0.43549107  0.07578898  0.50995415 -0.88131958  0.        ]",[-0.12802327 -0.8548767 ],[-0.82740033 -0.72084272]
23,-0.13265334617,[-0.43742996 -0.70758208],-2.04717,"[[ 0.18132435 -2.07381681 -0.05650099 -0.02996079]
 [ 3.17055187 -4.61167242  0.          0.        ]]","[ 0.9120403  -0.64880355 -0.16810144 -1.03899455 -0.49022845 -0.26825285
  0.49846487 -0.48000452  0.50119553 -0.79542723  0.        ]",[-0.35281521 -0.67746079],[-0.82740033 -0.72084272]
24,-0.121854049826,[ 0.23236276 -1.5791832 ],-2.14026,"[[ 0.22673408 -2.19324356 -0.05650099 -0.02996079]
 [ 1.37635012 -7.32198241  0.          0.        ]]","[ 0.89646715 -0.77655023 -0.09530227 -0.87427047 -0.49022831 -0.26825279
  0.2072862  -0.92591947  0.40719246 -0.6881883   0.        ]",[-0.19870871 -0.43333843],[-0.82740033 -0.72084272]
25,-0.103423128821,[ -6.36103240e-01   5.54788446e-04],-2.00059,"[[  0.26321669  -2.37795684  -0.05650099  -0.02996079]
 [  2.26890897 -11.13662575   0.           0.        ]]","[ 0.88149026 -0.95282638 -0.03735735 -0.56151062 -0.49022818 -0.26825272
  0.35213833 -1.55352475  0.2375925  -0.52796841  0.        ]",[-0.6416288  -0.22356577],[-0.82740033 -0.72084272]
26,-0.0812902810483,[ 0.22895687  0.35969483],-2.06346,"[[  0.28287507  -2.59845496  -0.05650099  -0.02996079]
 [ -0.29456335 -10.91394387   0.           0.        ]]","[ 0.87251674 -1.12209639 -0.00636432 -0.10950959 -0.49022804 -0.26825266
 -0.06388435 -1.51688679  0.03769376 -0.30565762  0.        ]",[-0.33522147  0.20115617],[-0.82740033 -0.72084272]
27,-0.0637083359722,[-0.13849403  1.46459785],-2.08097,"[[ 0.28613538 -2.80027581 -0.05650099 -0.02996079]
 [ 0.61759501 -9.27360469  0.          0.        ]]","[  8.70967384e-01  -1.23120577e+00  -1.24092303e-03   3.61553810e-01
  -4.90227909e-01  -2.68252595e-01   8.41486963e-02  -1.24700847e+00
  -1.22776693e-01  -6.18090562e-02   0.00000000e+00]",[-0.25479394  0.65419185],[-0.82740033 -0.72084272]
28,-0.0556466750926,[-0.01442273  0.42115277],-2.12222,"[[ 0.29286385 -2.94417817 -0.05650099 -0.02996079]
 [ 0.05713764 -5.13044015  0.          0.        ]]","[ 0.86771572 -1.27962339  0.0093169   0.72008003 -0.49022777 -0.26825253
 -0.00680726 -0.56535221 -0.21287475  0.13534766  0.        ]",[ 0.0245811   0.87186599],[-0.82740033 -0.72084272]
29,-0.0536943799149,[ 0.37972061  1.21526464],-2.13338,"[[  2.93423282e-01  -3.02095387e+00  -5.65009896e-02  -2.99607943e-02]
 [ -9.52241104e-04  -1.53387137e+00   0.00000000e+00   0.00000000e+00]]","[ 0.86744176 -1.29500398  0.01019375  0.91613582 -0.49022764 -0.26825247
 -0.0162346   0.02637505 -0.24928839  0.23461346  0.        ]",[ 0.25275224  0.80124044],[-0.82740033 -0.72084272]
30,-0.0539439572841,[ 0.65452315  0.71701155],-2.14756,"[[ 0.30849056 -3.01112471 -0.05650099 -0.02996079]
 [ 1.50266643  2.47958415  0.          0.        ]]","[ 0.85988112 -1.29344566  0.03375381  0.89090872 -0.49022751 -0.2682524
  0.22778594  0.68669073 -0.24580367  0.23134332  0.        ]",[ 0.22150438  0.58332312],[-0.82740033 -0.72084272]
31,-0.0577807998503,[-0.14202668  0.45987126],-2.13057,"[[ 0.36424723 -2.9335391  -0.05650099 -0.02996079]
 [ 4.06445032  5.26967844  0.          0.        ]]","[ 0.82873385 -1.27691039  0.11991504  0.69312074 -0.49022737 -0.26825234
  0.64353488  1.14573194 -0.18792612  0.12034165  0.        ]",[-0.01853678  0.23445699],[-0.82740033 -0.72084272]
32,-0.068148180529,[-0.23158807 -1.04418646],-2.13051,"[[ 0.43908684 -2.8109227  -0.05650099 -0.02996079]
 [ 3.42163941  6.98624167  0.          0.        ]]","[ 0.77921876 -1.2356442   0.23266848  0.38755456 -0.49022724 -0.26825228
  0.53921362  1.42814948 -0.07172197 -0.0278928   0.        ]",[ 0.10605916 -0.19503401],[-0.82740033 -0.72084272]
33,-0.0790122700291,[-0.48517699  0.07231212],-2.09836,"[[ 0.49763815 -2.7123136  -0.05650099 -0.02996079]
 [ 2.43679862  2.88832619  0.          0.        ]]","[ 0.73448417 -1.18938062  0.31819635  0.15075398 -0.4902271  -0.26825221
  0.37938474  0.75393761  0.04179794 -0.11887394  0.        ]",[ 0.01062417 -0.28211918],[-0.82740033 -0.72084272]
34,-0.0860346831881,[-0.00697105 -0.73958705],-2.11337,"[[ 0.526617   -2.65224842 -0.05650099 -0.02996079]
 [ 0.46765439  3.11742866  0.          0.        ]]","[ 0.71044742 -1.15568818  0.35955368  0.01149687 -0.49022697 -0.26825215
  0.05981428  0.79163053  0.11513264 -0.16286158  0.        ]",[ 0.32041889 -0.40991336],[-0.82740033 -0.72084272]
35,-0.0896951281489,[ 0.20529204  0.04433968],-2.10344,"[[ 0.5355996  -2.61990129 -0.05650099 -0.02996079]
 [ 0.43073468  0.12725025  0.          0.        ]]","[ 0.70274612 -1.13586617  0.37223449 -0.06171232 -0.49022683 -0.26825209
  0.05382261  0.29966977  0.15319647 -0.18548371  0.        ]",[ 0.13773826 -0.37529752],[-0.82740033 -0.72084272]
36,-0.0907840163654,[ 0.63824461 -0.20550011],-2.11315,"[[ 0.55228352 -2.61561989 -0.05650099 -0.02996079]
 [ 1.23497681  0.30031264  0.          0.        ]]","[ 0.68813104 -1.1331556   0.39560773 -0.07130267 -0.4902267  -0.26825202
  0.18434227  0.32814288  0.16591486 -0.18083788  0.        ]",[ 0.03154442 -0.43601179],[-0.82740033 -0.72084272]
37,-0.0924462931987,[-0.61829179 -0.88295496],-2.08315,"[[ 0.60209041 -2.61783686 -0.05650099 -0.02996079]
 [ 3.73737605 -0.51927351  0.          0.        ]]","[ 0.64213124 -1.13456081  0.46393704 -0.06633958 -0.49022657 -0.26825196
  0.59045422  0.19329993  0.18740167 -0.15429144  0.        ]",[-0.4849323  -0.56551528],[-0.82740033 -0.72084272]
38,-0.0895203266654,[-0.33778705  0.16077035],-2.08172,"[[ 0.65153488 -2.66319733 -0.05650099 -0.02996079]
 [ 1.2154645  -4.00516201  0.          0.        ]]","[ 0.59304355 -1.16213132  0.52949468  0.03656899 -0.49022643 -0.2682519
  0.18117536 -0.38021798  0.15997504 -0.09833062  0.        ]",[-0.2582866  -0.41195124],[-0.82740033 -0.72084272]
39,-0.0824736500191,[ 0.35667749 -0.29424935],-2.1063,"[[ 0.66218477 -2.73611824 -0.05650099 -0.02996079]
 [-0.14594257 -3.28931662  0.          0.        ]]","[ 0.5820355  -1.20158759  0.54330281  0.20704663 -0.4902263  -0.26825183
 -0.03976624 -0.26244298  0.08566472 -0.04022403  0.        ]",[ 0.03332584 -0.24514014],[-0.82740033 -0.72084272]
40,-0.0754313798668,[ 0.34835712  0.37266665],-2.10272,"[[ 0.67346297 -2.81294065 -0.05650099 -0.02996079]
 [ 1.26905046 -4.38925661  0.          0.        ]]","[ 0.57021297 -1.23646592  0.55780106  0.39249407 -0.49022616 -0.26825177
  0.1898718  -0.44341126  0.00977045  0.02680537  0.        ]",[-0.21673328 -0.11955144],[-0.82740033 -0.72084272]
41,-0.0700566968958,[-0.72817566  0.69254319],-2.0827,"[[ 0.71243067 -2.88504814 -0.05650099 -0.02996079]
 [ 2.62321248 -2.82669822  0.          0.        ]]","[ 0.52807931 -1.26277891  0.60688372  0.57106168 -0.49022603 -0.26825171
  0.4096376  -0.18633016 -0.051075    0.10039016  0.        ]",[-0.33007574 -0.11301857],[-0.82740033 -0.72084272]
42,-0.0682165653503,[-0.74812354 -0.95767212],-2.10725,"[[ 0.73544861 -2.91350849 -0.05650099 -0.02996079]
 [-0.31164021 -0.02866351  0.          0.        ]]","[ 0.50227324 -1.2714196   0.63511769  0.64253216 -0.49022589 -0.26825164
 -0.06665745  0.27401856 -0.07327448  0.13071079  0.        ]",[ 0.26397532 -0.13116999],[-0.82740033 -0.72084272]
43,-0.0643207608784,[-0.06988278 -0.27369006],-2.1087,"[[ 0.69955721 -2.95212348 -0.05650099 -0.02996079]
 [-3.26765656 -3.82019844  0.          0.        ]]","[ 0.54221667 -1.28154606  0.59084436  0.7402497  -0.49022576 -0.26825158
 -0.5463871  -0.34978665 -0.11936433  0.16325816  0.        ]",[ 0.50433892  0.15439841],[-0.82740033 -0.72084272]
44,-0.0590791386037,[ 0.31135974 -0.72364374],-2.12827,"[[ 0.63207691 -3.02504956 -0.05650099 -0.02996079]
 [-3.47958307 -1.63449963  0.          0.        ]]","[ 0.61275956 -1.29560701  0.50397536  0.92665636 -0.49022563 -0.26825152
 -0.58078034  0.00981725 -0.18635148  0.22426545  0.        ]",[ 0.69275242  0.25031689],[-0.82740033 -0.72084272]
45,-0.0571522607771,[ 0.63947448  0.11820797],-2.14044,"[[ 0.57554626 -3.0311541  -0.05650099 -0.02996079]
 [-2.17784609  0.40346702  0.          0.        ]]","[ 0.66708317 -1.29648107  0.42779563  0.94234619 -0.49022549 -0.26825145
 -0.36952221  0.34511539 -0.21283721  0.24928694  0.        ]",[ 0.65382427  0.28842571],[-0.82740033 -0.72084272]
46,-0.0575406876879,[ 0.73114418 -0.36254856],-2.1443,"[[ 0.5578252  -3.01795737 -0.05650099 -0.02996079]
 [ 0.39715676  0.88890531  0.          0.        ]]","[ 0.68318603 -1.29453031  0.40331709  0.90844102 -0.49022536 -0.26825139
  0.04837338  0.42498245 -0.20506605  0.23175829  0.        ]",[ 0.25185537  0.2288042 ],[-0.82740033 -0.72084272]
47,-0.0587049003849,[-0.62793234 -0.25272045],-2.10943,"[[ 0.59473373 -3.00706488 -0.05650099 -0.02996079]
 [ 3.28408061  0.30382817  0.          0.        ]]","[ 0.64914451 -1.29275527  0.45398365  0.88049746 -0.49022522 -0.26825132
  0.51689041  0.32872201 -0.18955747  0.21822863  0.        ]",[-0.22910827  0.13147876],[-0.82740033 -0.72084272]
48,-0.0596078552495,[ 0.55973257  0.42002049],-2.1316,"[[ 0.63481843 -3.00323262 -0.05650099 -0.02996079]
 [ 0.73289251  0.11139353  0.          0.        ]]","[ 0.61001183 -1.29209488  0.5075927   0.87067562 -0.49022509 -0.26825126
  0.1028595   0.29706145 -0.17879779  0.21460364  0.        ]",[ 0.16349444  0.12446451],[-0.82740033 -0.72084272]
49,-0.0614631764,[ 0.1507414   0.14513856],-2.12307,"[[ 0.6715667  -2.9843394  -0.05650099 -0.02996079]
 [ 2.93459448  1.77239346  0.          0.        ]]","[ 0.57221091 -1.28857326  0.55537111  0.8223341  -0.49022495 -0.2682512
  0.46017243  0.57033894 -0.1550643   0.19497736  0.        ]",[-0.09905228 -0.07204926],[-0.82740033 -0.72084272]
