timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.249908675826,[ 1.27807263 -2.75444589],-1.84968,"[[-0.03708328  0.01351075  0.04918768  0.18507814]
 [ 0.00261532 -0.00260245  0.          0.        ]]","[ 1.00144519  0.95190968  0.38534234 -0.23066154  0.43024361  1.60907329
 -0.64787907  0.12806965  0.55853402 -1.53437465  0.        ]",[ 1.4030478  -2.43205476],[-0.66794676 -0.47537389]
1,-0.246926758772,[ 1.09033488 -2.3566577 ],-1.87706,"[[  2.67445121e-03  -2.62840654e-02   4.91876765e-02   1.85078136e-01]
 [  3.95997667e+00  -3.96367281e+00   0.00000000e+00   0.00000000e+00]]","[ 1.00254493  0.95162075  0.44867484 -0.32349408  0.43024338  1.60907076
 -0.5362637  -0.52951493  0.5590938  -1.49207705  0.        ]",[ 1.1618377 -2.4852643],[-0.66794676 -0.47537389]
2,-0.237625424667,[ 1.13535832 -2.2129928 ],-1.87696,"[[ 0.12079386 -0.14451306  0.04918768  0.18507814]
 [ 7.83905058 -7.84627462  0.          0.        ]]","[ 0.99082361  0.94019322  0.63640732 -0.59815506  0.43024316  1.60906823
 -0.42685644 -1.17407208  0.5531202  -1.36664873  0.        ]",[ 0.97991264 -2.60518837],[-0.66794676 -0.47537389]
3,-0.220968727852,[ 0.73730516 -2.83988075],-1.71587,"[[  0.31572547  -0.33962171   0.04918768   0.18507814]
 [ 11.64147794 -11.65187008   0.           0.        ]]","[ 0.9230055   0.88725019  0.93914442 -1.03936816  0.43024294  1.60906571
 -0.31961098 -1.805843    0.5185602  -1.16438483  0.        ]",[ 0.89664614 -2.64313293],[-0.66794676 -0.47537389]
4,-0.197477056887,[ 0.8770925  -3.03079155],-1.74222,"[[  0.57552648  -0.61007955   0.04918768   0.18507814]
 [ 14.32972622 -15.38141568   0.           0.        ]]","[ 0.74330605  0.74747911  1.31161111 -1.59882097  0.43024271  1.60906318
 -0.24379031 -2.42498419  0.42670921 -0.92775473  0.        ]",[ 1.01115465 -2.80667973],[-0.66794676 -0.47537389]
5,-0.167700442646,[ 1.8190166 -2.6255399],-1.7685,"[[  0.894112    -0.95438421   0.04918768   0.18507814]
 [ 17.51832401 -19.03674028   0.           0.        ]]","[ 0.40102482  0.4736808   1.68663593 -2.16578976  0.43024249  1.60906066
 -0.15385758 -3.03179631  0.25119345 -0.70705184  0.        ]",[ 1.49319053 -2.95466137],[-0.66794676 -0.47537389]
6,-0.133235992411,[ 3.26298068 -2.32814184],-1.43491,"[[  1.28072409  -1.37106176   0.04918768   0.18507814]
 [ 21.13103714 -22.61888495   0.           0.        ]]","[-0.14642989  0.04318155  1.9711483  -2.54876676  0.43024227  1.60905813
 -0.0519629  -3.62644867 -0.02981565 -0.55190667  0.        ]",[ 2.03275442 -3.08779478],[-0.66794676 -0.47537389]
7,-0.108631791691,[ 2.67794865 -2.85306727],-1.24998,"[[  1.73888438  -1.8586592    0.04918768   0.18507814]
 [ 24.67336188 -26.12898832   0.           0.        ]]","[-0.87593876 -0.50365578  2.01525163 -2.49914468  0.43024205  1.60905561
  0.0479465  -4.20912628 -0.40434318 -0.55671361  0.        ]",[ 2.57529807 -2.87901282],[-0.66794676 -0.47537389]
8,-0.124725671025,[ 2.43466701 -0.8027453 ],-1.48193,"[[  2.26719559  -2.41575357   0.04918768   0.18507814]
 [ 28.14620725 -29.56896391   0.           0.        ]]","[-1.63898723 -1.02977409  1.66671471 -1.81070626  0.43024182  1.60905308
  0.14589628 -4.78014241 -0.79665392 -0.82323835  0.        ]",[ 3.00085306 -2.05386448],[-0.66794676 -0.47537389]
9,-0.180014726727,[ 3.97376406 -0.82208548],-1.67072,"[[  2.86426988  -3.0331319    0.04918768   0.18507814]
 [ 31.54986967 -26.45921887   0.           0.        ]]","[-2.1544805  -1.30888838  0.8806188  -0.51470735  0.4302416   1.60905056
  0.24189478 -4.26386674 -1.06224204 -1.37247399  0.        ]",[ 3.06560636 -1.22377253],[-0.66794676 -0.47537389]
