timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.352892001735,[-3.32758892 -0.47113762],-2.30852,"[[ 0.01362347  0.04454679 -0.14261706 -0.01045507]
 [-0.00496446  0.00310322  0.          0.        ]]","[ 1.00106432  0.88662132  0.55635545 -0.26769043 -1.23733593 -0.09385197
 -0.61642552  0.13029305  2.19752802  0.86967894  0.        ]",[-3.58759403 -0.58418101],[-0.74611098 -0.63701206]
1,-0.352669512928,[-0.91475673  0.16594948],-2.71864,"[[-0.02615807  0.02590639 -0.14261706 -0.01045507]
 [-3.96002261 -1.86093622  0.          0.        ]]","[ 1.00064762  0.8873731   0.49132947 -0.31366721 -1.23733508 -0.09385195
 -0.72323264 -0.19327544  2.19892341  0.74684936  0.        ]",[-2.4334743  -0.25004429],[-0.74611098 -0.63701206]
2,-0.351011043533,[-0.63842008  0.2819692 ],-2.43594,"[[ -1.40882493e-01  -4.33605246e-03  -1.42617057e-01  -1.04550674e-02]
 [ -7.50063050e+00  -1.16562987e+00   0.00000000e+00   0.00000000e+00]]","[ 0.98467973  0.88774637  0.3045441  -0.38830083 -1.23733423 -0.09385192
 -0.81884736 -0.07258091  2.18057088  0.42409433  0.        ]",[-1.22548413 -0.27426416],[-0.74611098 -0.63701206]
3,-0.346333197813,[ 0.80573377 -0.10227888],-2.31374,"[[-0.31475025 -0.01620577 -0.14261706 -0.01045507]
 [-9.87822695 -0.02514484  0.          0.        ]]","[ 0.9192123   0.88760625  0.0280126  -0.41759446 -1.23733338 -0.0938519
 -0.88305459  0.1253898   2.10476389 -0.01002284  0.        ]",[ 0.10285163 -0.35651219],[-0.74611098 -0.63701206]
4,-0.339631024134,[ 0.99929305 -0.29866992],-2.10212,"[[-0.47837287 -0.02078014 -0.14261706 -0.01045507]
 [-6.49530002 -0.43093597  0.          0.        ]]","[ 0.81383276  0.8875089  -0.21843074 -0.42888233 -1.23733253 -0.09385187
 -0.79169735  0.05495064  1.98527175 -0.3879806   0.        ]",[ 0.66922629 -0.66466856],[-0.74611098 -0.63701206]
5,-0.334499499981,[ 1.08776536 -0.15720749],-2.0483,"[[-0.56732285 -0.04119467 -0.14261706 -0.01045507]
 [-2.41329064 -1.60659437  0.          0.        ]]","[ 0.73971236  0.88678378 -0.3443705  -0.47924195 -1.23733167 -0.09385184
 -0.68146126 -0.14912574  1.89183435 -0.59982835  0.        ]",[ 0.80921555 -0.96976143],[-0.74611098 -0.63701206]
6,-0.332805425365,[ 0.24864185 -1.6730094 ],-1.98826,"[[-0.57541693 -0.07926856 -0.14261706 -0.01045507]
 [ 1.59055205 -2.19881488  0.          0.        ]]","[ 0.73240538  0.88415751 -0.35550019 -0.57303534 -1.23733082 -0.09385182
 -0.57333614 -0.25192617  1.86200717 -0.65629473  0.        ]",[ 0.59141153 -1.33236563],[-0.74611098 -0.63701206]
7,-0.332170820355,[ 1.29357169 -0.75298579],-2.18537,"[[-0.53403756 -0.16253962 -0.14261706 -0.01045507]
 [ 2.54420263 -6.1152364   0.          0.        ]]","[ 0.76878435  0.87265288 -0.29800427 -0.77699605 -1.23732997 -0.09385179
 -0.54758233 -0.93175726  1.85593121 -0.65718004  0.        ]",[ 1.03144073 -1.30087399],[-0.74611098 -0.63701206]
8,-0.330985909658,[ 0.75631331 -1.33921491],-2.34145,"[[-0.44395645 -0.31355903 -0.14261706 -0.01045507]
 [ 6.45091123 -8.97714829  0.          0.        ]]","[ 0.8393952   0.83188788 -0.16804907 -1.13886939 -1.23732912 -0.09385177
 -0.44208036 -1.42854073  1.85396422 -0.62244778  0.        ]",[ 1.29162633 -1.33206785],[-0.74611098 -0.63701206]
9,-0.328760020916,[ 0.63675744 -0.99160285],-2.57932,"[[ -2.86184138e-01  -5.31056444e-01  -1.42617057e-01  -1.04550674e-02]
 [  9.31679900e+00  -1.27599507e+01   0.00000000e+00   0.00000000e+00]]","[ 0.93332282  0.72994723  0.07261719 -1.62754543 -1.23732827 -0.09385174
 -0.36468608 -2.08517484  1.86241473 -0.50326582  0.        ]",[ 1.54619312 -1.04055536],[-0.74611098 -0.63701206]
10,-0.321718031602,[ 2.39664476 -0.56074543],-2.89325,"[[ -7.64069177e-02  -8.23120610e-01  -1.42617057e-01  -1.04550674e-02]
 [  1.16531782e+01  -1.64341621e+01   0.00000000e+00   0.00000000e+00]]","[ 0.99634483  0.52102755  0.40930489 -2.18736983 -1.23732742 -0.09385172
 -0.30159135 -2.72295543  1.83574591 -0.32980888  0.        ]",[ 1.90624332 -0.90177816],[-0.74611098 -0.63701206]
11,-0.308483230267,[ 2.66708486 -0.15039854],-2.79567,"[[  1.94052155e-01  -1.17082193e+00  -1.42617057e-01  -1.04550674e-02]
 [  1.53804662e+01  -1.83295238e+01   0.00000000e+00   0.00000000e+00]]","[ 0.96988372  0.18812716  0.84931976 -2.65086965 -1.23732657 -0.09385169
 -0.2009347  -3.05195207  1.7625178  -0.07115022  0.        ]",[ 2.05490589 -1.04616725],[-0.74611098 -0.63701206]
12,-0.289431941719,[ 1.83113517 -0.79491665],-2.43089,"[[  5.38323171e-01  -1.53974338e+00  -1.42617057e-01  -1.04550674e-02]
 [  1.90346682e+01  -1.85616911e+01   0.00000000e+00   0.00000000e+00]]","[ 0.7651275  -0.22246403  1.37219992 -2.84447594 -1.23732572 -0.09385166
 -0.10225177 -3.09224373  1.63638463  0.28915324  0.        ]",[ 2.08065152 -1.35301459],[-0.74611098 -0.63701206]
